name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.02; 0.022263; 0.012819;1.2e-05;8.000000000000001e-06; 8e-06; true; 0.037803;0.01; 0.01249; 0.007645;6e-06;4.9999999999999996e-06; 6e-06; true; 0.0216;0.01; 0.01192; 0.008468;0.0010040000000000001;4.9999999999999996e-06;4.9999999999999996e-06; 6e-06; true; 0.022915;1.27; 0.0332; 0.0000; 0.0000; 0.0000; 0.0000; True; 0.0001; 0.0335
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.03; 0.017754; 0.013034;1e-05;5.999999999999999e-06; 1e-05; true; 0.034766;0.05; 0.03439; 0.020893;1e-05;7e-06; 1.1e-05; true; 0.05894;0.05; 0.034265; 0.022656;0.002865;5.999999999999999e-06;4.9999999999999996e-06; 5e-06; true; 0.06358;1.02; 0.0857; 0.0000; 0.0000; 0.0003; 0.0000; True; 0.0005; 0.0868
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.02; 0.01958; 0.010037;8e-06;4.9999999999999996e-06; 6e-06; true; 0.031218;0.02; 0.019297; 0.01008;8e-06;4.9999999999999996e-06; 7e-06; true; 0.030903;0.04; 0.035882; 0.015993;0.002242;3.1e-05;8e-06; 8e-06; true; 0.056952;1.15; 0.0820; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0827
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.1; 0.08353; 0.030252;1.2000000000000002e-05;1e-05; 1e-05; true; 0.118604;0.1; 0.079832; 0.032796;1.4999999999999999e-05;1e-05; 1e-05; true; 0.11786;0.11; 0.081639; 0.032937;0.011525;1.1e-05;9e-06; 1.1e-05; true; 0.13155;1.24; 0.0940; 0.0000; 0.0000; 0.0000; 0.0000; True; 0.0001; 0.0944
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.06; 0.050532; 0.018784;1.3000000000000001e-05;8e-06; 9e-06; true; 0.071835;0.05; 0.051281; 0.015877;6e-06;4.9999999999999996e-06; 6e-06; true; 0.068371;0.05; 0.043742; 0.016571;0.003438;1.7e-05;5.999999999999999e-06; 1.7e-05; true; 0.065966;1.15; 0.0487; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0492
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.02; 0.02227; 0.011897;1.2000000000000002e-05;7e-06; 8e-06; true; 0.035998;0.02; 0.018386; 0.007373;8e-06;5.999999999999999e-06; 6e-06; true; 0.026952;0.01; 0.012441; 0.007641;0.0007019999999999999;9e-06;6.999999999999999e-06; 7e-06; true; 0.02197;1.05; 0.0481; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0488
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.04; 0.02995; 0.019325;2.6000000000000002e-05;1.9e-05; 1.1e-05; true; 0.052434;0.04; 0.033808; 0.01792;2.6000000000000002e-05;1.4e-05; 9e-06; true; 0.05485;0.03; 0.020872; 0.017918;0.0029960000000000004;2.1000000000000002e-05;1.1e-05; 1e-05; true; 0.044677;1.31; 0.0710; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.0717
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.032412; 0.015869;0.000171;7.2e-05; 7e-06; true; 0.051665;0.03; 0.02989; 0.01404;0.000346;9.5e-05; 8e-06; true; 0.04722;0.04; 0.030256; 0.014006;0.003601;0.000135;4.1e-05; 8e-06; true; 0.050798;1.16; 0.0395; 0.0000; 0.0015; 0.0001; 0.0000; True; 0.0017; 0.0415
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.03; 0.021838; 0.011955;8.8e-05;3.4e-05; 7e-06; true; 0.036237;0.05; 0.038531; 0.016616;0.000181;4.9999999999999996e-05; 8e-06; true; 0.058603;0.05; 0.039775; 0.015918;0.0025200000000000005;7.999999999999999e-05;2.4e-05; 7e-06; true; 0.061185;1.18; 0.0860; 0.0000; 0.0008; 0.0000; 0.0000; True; 0.0008; 0.0872
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.06; 0.047191; 0.021239;0.001206;0.0005909999999999999; 0.001014; false; 0.075265;0.12; 0.083625; 0.032958;0.002332;0.00099; 0.000375; false; 0.126909;0.13; 0.086212; 0.036173;0.015182000000000001;0.00059;0.000176; 0.000204; false; 0.144668;1.2; 0.1133; 0.0000; 0.0146; 0.0018; 0.0004; False; 0.0169; 0.1308
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.04; 0.035859; 0.009685;0.001338;0.0005549999999999999; 0.000323; false; 0.050284;0.05; 0.039599; 0.01516;0.003444;0.0011929999999999998; 0.00039; false; 0.064487;0.05; 0.036682; 0.01382;0.007929;0.000406;0.000158; 2.7e-05; false; 0.061416;1.15; 0.0433; 0.0000; 0.0160; 0.0027; 0.0009; False; 0.0197; 0.0638
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.08; 0.062505; 0.024385;0.00041799999999999997;0.000117; 1e-05; true; 0.092233;0.06; 0.048004; 0.014656;0.000216;6.4e-05; 8e-06; true; 0.065805;0.07; 0.062497; 0.024494;0.004061;0.00011599999999999999;3.4e-05; 8e-06; true; 0.095798;1.27; 0.1302; 0.0000; 0.0015; 0.0000; 0.0000; True; 0.0016; 0.1322
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.084878; 0.026639;0.00021299999999999997;7.999999999999999e-05; 8e-06; true; 0.115523;0.1; 0.08428; 0.027095;0.000222;9.4e-05; 1.1e-05; true; 0.115564;0.06; 0.047553; 0.015558;0.00337;7.500000000000001e-05;2.9000000000000004e-05; 9e-06; true; 0.068736;1.26; 0.1334; 0.0000; 0.0014; 0.0001; 0.0000; True; 0.0016; 0.1354
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.01; 0.014738; 0.007;7.9e-05;3.5000000000000004e-05; 7e-06; true; 0.022727;0.03; 0.022019; 0.011819;0.000157;7.999999999999999e-05; 1.2e-05; true; 0.035625;0.02; 0.016816; 0.007115;0.000722;7.099999999999999e-05;4.5e-05; 9e-06; true; 0.025761;1.08; 0.0611; 0.0000; 0.0037; 0.0008; 0.0000; True; 0.0046; 0.0661
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.09; 0.073399; 0.029937;0.00021099999999999998;6.8e-05; 1e-05; true; 0.108973;0.08; 0.069122; 0.027057;0.000134;4.6e-05; 8e-06; true; 0.099693;0.11; 0.070446; 0.030235;0.013363;0.00010599999999999999;5.8e-05; 9e-06; true; 0.119553;1.0; 0.0944; 0.0000; 0.0010; 0.0000; 0.0000; True; 0.0012; 0.0960
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.25; 0.218225; 0.052047;0.002306;0.0009; 0.001238; true; 0.279823;0.42; 0.366169; 0.078807;0.0049499999999999995;0.0021349999999999997; 0.002782; true; 0.464265;0.37; 0.313711; 0.080544;0.01488;0.000687;0.000263; 0.000141; true; 0.41793;1.81; 0.5682; 0.0000; 0.0591; 0.0084; 0.0042; True; 0.0718; 0.6416
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.1; 0.076895; 0.031725;0.00014800000000000002;5.6e-05; 1e-05; true; 0.11357;0.1; 0.080982; 0.030024;0.000165;5.2e-05; 1.1e-05; true; 0.11599;0.06; 0.046184; 0.02008;0.005602;6.2e-05;2.6000000000000002e-05; 6e-06; true; 0.074689;1.07; 0.0854; 0.0000; 0.0005; 0.0000; 0.0000; True; 0.0005; 0.0863
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.02079; 0.009378;9.2e-05;4.4e-05; 6e-06; true; 0.031496;0.04; 0.037069; 0.014266;0.000206;7.3e-05; 1.1e-05; true; 0.053674;0.03; 0.020309; 0.009266;0.001879;0.00011999999999999999;6.4e-05; 1e-05; true; 0.033694;1.29; 0.0723; 0.0000; 0.0032; 0.0003; 0.0000; True; 0.0036; 0.0763
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.04; 0.035642; 0.010226;0.000116;5.3e-05; 8.1e-05; true; 0.047981;0.04; 0.031697; 0.016242;0.000234;8.5e-05; 0.000153; true; 0.051615;0.04; 0.035084; 0.017082;0.002186;7e-05;3.7e-05; 2.6e-05; true; 0.056342;1.24; 0.0719; 0.0000; 0.0010; 0.0001; 0.0002; True; 0.0014; 0.0736
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.64; 0.464547; 0.193644;9.6e-05;5.5e-05; 1.2e-05; true; 0.697372;0.35; 0.266591; 0.116174;5.2000000000000004e-05;2.3000000000000003e-05; 8e-06; true; 0.402651;0.44; 0.253329; 0.157332;0.057439000000000004;6.1e-05;1.9e-05; 1.4e-05; true; 0.489979;1.91; 0.8404; 0.0000; 0.0006; 0.0000; 0.0000; True; 0.0007; 0.8473
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.08; 0.069202; 0.01727;0.000133;5.4999999999999995e-05; 0.001146; false; 0.090213;0.06; 0.047294; 0.017905;0.00029;7.999999999999999e-05; 4.2e-05; false; 0.069225;0.08; 0.052903; 0.019926;0.0070799999999999995;0.000123;5.4999999999999995e-05; 0.000297; false; 0.084504;1.04; 0.0859; 0.0000; 0.0013; 0.0002; 0.0001; False; 0.0015; 0.0878
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.08; 0.074972; 0.02373;0.000108;4.599999999999999e-05; 7e-06; true; 0.10343;0.11; 0.069885; 0.042258;0.000193;7.9e-05; 1.1e-05; true; 0.121402;0.11; 0.045993; 0.042143;0.028086999999999997;0.000137;4.8e-05; 9e-06; true; 0.125073;1.33; 0.1666; 0.0000; 0.0010; 0.0000; 0.0000; True; 0.0011; 0.1683
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.024676; 0.012053;1.4e-05;7e-06; 7e-06; true; 0.038328;0.03; 0.025807; 0.012156;2.6000000000000002e-05;9e-06; 1e-05; true; 0.039635;0.03; 0.026039; 0.011367;0.001146;1.1000000000000001e-05;8e-06; 8e-06; true; 0.040196;1.29; 0.0589; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0594
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.04; 0.030715; 0.016346;2.3e-05;1.2e-05; 9e-06; true; 0.049481;0.03; 0.021151; 0.016951;2.5e-05;1.5e-05; 9e-06; true; 0.040561;0.04; 0.032207; 0.015915;0.001805;1.6000000000000003e-05;1.1e-05; 8e-06; true; 0.05226;0.96; 0.0385; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0390
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.026084; 0.013225;2.6000000000000002e-05;1.3000000000000001e-05; 9e-06; true; 0.041841;0.03; 0.0249; 0.013365;2.3e-05;1.2000000000000002e-05; 9e-06; true; 0.040786;0.03; 0.023992; 0.013259;0.0017209999999999999;1.7e-05;7e-06; 7e-06; true; 0.041495;1.15; 0.0495; 0.0000; 0.0005; 0.0000; 0.0000; True; 0.0006; 0.0504
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.03; 0.021528; 0.011509;1.6e-05;8e-06; 7e-06; true; 0.0349;0.02; 0.021073; 0.01263;1.6e-05;9e-06; 7e-06; true; 0.035587;0.03; 0.022253; 0.01106;0.0015949999999999998;1.4e-05;5.999999999999999e-06; 6e-06; true; 0.036615;1.21; 0.0796; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.0803
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.02; 0.011278; 0.011533;2.4e-05;1.4e-05; 8e-06; true; 0.025114;0.01; 0.005875; 0.006979;1.4e-05;8e-06; 7e-06; true; 0.014077;0.01; 0.005715; 0.007208;0.0009500000000000001;1.4e-05;7e-06; 6e-06; true; 0.015243;1.16; 0.0317; 0.0000; 0.0001; 0.0000; 0.0000; True; 0.0002; 0.0322
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.02; 0.018982; 0.009869;1.2e-05;7e-06; 7e-06; true; 0.030763;0.04; 0.029712; 0.015197;2.7e-05;1.4000000000000001e-05; 1e-05; true; 0.047771;0.02; 0.017591; 0.01026;0.001425;1.5e-05;8.000000000000001e-06; 5e-06; true; 0.031325;1.21; 0.0636; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0642
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.03; 0.020553; 0.016288;1.6e-05;9e-06; 7e-06; true; 0.03902;0.03; 0.02888; 0.010882;1.1000000000000001e-05;5.999999999999999e-06; 7e-06; true; 0.041414;0.04; 0.030931; 0.015783;0.001677;1.1000000000000001e-05;9.999999999999999e-06; 7e-06; true; 0.050615;1.28; 0.0712; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0718
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.04; 0.033212; 0.014261;1.4000000000000001e-05;8e-06; 9e-06; true; 0.049333;0.04; 0.032155; 0.014033;2.5e-05;9e-06; 9e-06; true; 0.047947;0.04; 0.03261; 0.015428;0.001291;1e-05;7e-06; 8e-06; true; 0.051275;0.94; 0.0442; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0447
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.03; 0.028665; 0.013463;1e-05;7e-06; 7e-06; true; 0.04408;0.05; 0.05055; 0.013092;1e-05;7e-06; 7e-06; true; 0.065445;0.05; 0.037625; 0.012449;0.004147;7e-06;5.999999999999999e-06; 7e-06; true; 0.056046;1.0; 0.0941; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.0949
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.04; 0.029586; 0.016164;1.9e-05;1.1999999999999999e-05; 8e-06; true; 0.04832;0.03; 0.026351; 0.016667;1.6e-05;1.1e-05; 9e-06; true; 0.045447;0.04; 0.029058; 0.016513;0.001845;1e-05;9e-06; 6e-06; true; 0.049807;1.14; 0.0622; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0628
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.06; 0.049231; 0.024545;1.7e-05;1.1e-05; 9e-06; true; 0.077295;0.06; 0.047674; 0.023488;1.6e-05;7e-06; 1e-05; true; 0.074581;0.07; 0.050022; 0.024493;0.002645;1e-05;8e-06; 6e-06; true; 0.080629;1.14; 0.0603; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0609
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.05; 0.039623; 0.019903;1.7e-05;1.2e-05; 1e-05; true; 0.063066;0.05; 0.033454; 0.022578;1.9e-05;1.3e-05; 1.2e-05; true; 0.059877;0.04; 0.031609; 0.01256;0.002017;8e-06;7e-06; 9e-06; true; 0.048608;1.11; 0.0837; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0843
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.14; 0.092875; 0.061425;1.2000000000000002e-05;8e-06; 8e-06; true; 0.160889;0.17; 0.124849; 0.062297;1.7e-05;8e-06; 1e-05; true; 0.197563;0.2; 0.11245; 0.067502;0.031571;9e-06;6.999999999999999e-06; 8e-06; true; 0.220445;1.43; 0.2598; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.2607
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.07; 0.044798; 0.029643;1.6e-05;9.999999999999999e-06; 9e-06; true; 0.080117;0.04; 0.034975; 0.017286;1e-05;8.000000000000001e-06; 8e-06; true; 0.055359;0.09; 0.045754; 0.029618;0.019766;1.2e-05;7e-06; 1e-05; true; 0.100981;1.24; 0.1024; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0005; 0.1036
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.06; 0.044962; 0.023463;1.5e-05;1e-05; 1e-05; true; 0.072197;0.06; 0.047544; 0.023637;1.5e-05;1e-05; 1e-05; true; 0.07468;0.07; 0.047414; 0.024502;0.003654;1.2e-05;1.1e-05; 8e-06; true; 0.079529;1.09; 0.0818; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0824
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.09; 0.076422; 0.019568;1.8e-05;1.1000000000000001e-05; 8e-06; true; 0.09876;0.05; 0.045429; 0.018186;1.7e-05;1e-05; 8e-06; true; 0.066202;0.06; 0.045892; 0.020056;0.005717;1.8e-05;8e-06; 1e-05; true; 0.074577;1.28; 0.1562; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0005; 0.1572
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.1; 0.083748; 0.029881;1.4000000000000001e-05;9e-06; 8e-06; true; 0.117539;0.1; 0.079371; 0.029414;1.3000000000000001e-05;8e-06; 9e-06; true; 0.113331;0.06; 0.048893; 0.018409;0.003364;7e-06;5.999999999999999e-06; 7e-06; true; 0.073209;1.32; 0.1428; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0004; 0.1437
