name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.07; 0.050538; 0.02838;0.00017900000000000001;6.7e-05; 0.001195; false; 0.086484;0.09; 0.078363; 0.020311;9.7e-05;3.9e-05; 3e-05; false; 0.102077;0.07; 0.049031; 0.021959;0.0070350000000000005;5.7e-05;2.9999999999999997e-05; 2.8e-05; false; 0.081451;1.11; 0.1001; 0.0000; 0.0010; 0.0001; 0.0001; False; 0.0012; 0.1018
/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.08; 0.05151; 0.031367;9.799999999999998e-05;3.7999999999999995e-05; 1.1e-05; true; 0.088354;0.09; 0.080816; 0.019867;4.7999999999999994e-05;2.4e-05; 7e-06; true; 0.103858;0.11; 0.06804; 0.032904;0.01073;5.6999999999999996e-05;2.2000000000000003e-05; 9e-06; true; 0.117526;1.31; 0.1686; 0.0000; 0.0048; 0.0004; 0.0000; True; 0.0054; 0.1745
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.16; 0.076817; 0.024038;0.001265;0.000579; 0.066643; false; 0.173705;0.09; 0.075536; 0.022888;0.001279;0.00045200000000000004; 0.000196; false; 0.10462;0.1; 0.078495; 0.022817;0.012437;0.00051;0.00016199999999999998; 9.6e-05; false; 0.117818;1.4; 0.1408; 0.0000; 0.0071; 0.0012; 0.0005; False; 0.0089; 0.1503
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.05; 0.04549; 0.019267;5.7e-05;2.8000000000000003e-05; 1e-05; true; 0.067607;0.05; 0.041065; 0.018322;5.9e-05;2.1e-05; 8e-06; true; 0.062238;0.04; 0.031699; 0.011759;0.001703;3.1e-05;1.5000000000000002e-05; 7e-06; true; 0.046984;0.97; 0.0546; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.0551
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.08; 0.062943; 0.025743;6.599999999999999e-05;2.2000000000000003e-05; 1.1e-05; true; 0.093145;0.08; 0.061876; 0.025292;7.699999999999999e-05;2.3000000000000003e-05; 1.2e-05; true; 0.091818;0.09; 0.062631; 0.026356;0.014533;5.9999999999999995e-05;2e-05; 1.3e-05; true; 0.108005;1.21; 0.0793; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0005; 0.0803
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.036053; 0.014842;0.000591;0.000314; 1.1e-05; true; 0.055297;0.04; 0.036684; 0.014908;0.000545;0.00023; 1e-05; true; 0.055945;0.03; 0.020586; 0.009471;0.006829000000000001;0.000252;8.2e-05; 5e-06; true; 0.039434;1.25; 0.0796; 0.0000; 0.0033; 0.0002; 0.0000; True; 0.0037; 0.0836
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;0.02; 0.018831; 0.01025;0.000304;0.00012099999999999999; 8e-06; true; 0.031909;0.03; 0.01869; 0.016598;0.000686;0.00019299999999999997; 1e-05; true; 0.040185;0.04; 0.032766; 0.010225;0.009571999999999999;0.00021;5.4999999999999995e-05; 8e-06; true; 0.055203;0.9; 0.0423; 0.0000; 0.0017; 0.0001; 0.0000; True; 0.0019; 0.0444
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.47; 0.351834; 0.147393;2.1000000000000002e-05;1.3000000000000001e-05; 1e-05; true; 0.527746;0.31; 0.195734; 0.124391;1.9e-05;1.5e-05; 1.1e-05; true; 0.345305;0.54; 0.354276; 0.144447;0.069569;2.7000000000000002e-05;3.3e-05; 1.2e-05; true; 0.596657;1.7; 0.6772; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0005; 0.6785
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.1; 0.08671; 0.032571;1.8e-05;1.1000000000000001e-05; 1e-05; true; 0.124341;0.1; 0.081381; 0.030986;1.6e-05;1.1000000000000001e-05; 1.1e-05; true; 0.117188;0.09; 0.053931; 0.034258;0.015511;1.6e-05;2e-05; 1.2e-05; true; 0.109887;1.13; 0.0941; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0004; 0.0949
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.02; 0.019818; 0.010882;1.7e-05;1.1000000000000001e-05; 9e-06; true; 0.032515;0.02; 0.01964; 0.011234;1.1000000000000001e-05;7e-06; 7e-06; true; 0.032212;0.03; 0.020779; 0.01194;0.001537;2e-05;2.4000000000000004e-05; 1e-05; true; 0.036279;1.2; 0.0458; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0463
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;0.02; 0.01763; 0.01309;1.3000000000000001e-05;9e-06; 7e-06; true; 0.032854;0.02; 0.018308; 0.013287;1.7e-05;1.3e-05; 8e-06; true; 0.034225;0.02; 0.018199; 0.012204;0.002002;1.2000000000000002e-05;1.6e-05; 8e-06; true; 0.035;0.97; 0.0404; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0409
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.11; 0.076015; 0.042597;0.00010300000000000001;3.2e-05; 1e-05; true; 0.126988;0.11; 0.076537; 0.044558;0.00010899999999999999;3.4e-05; 1e-05; true; 0.129561;0.14; 0.070904; 0.043252;0.027524;0.00010899999999999999;4.2e-05; 1e-05; true; 0.15113;1.34; 0.1691; 0.0000; 0.0007; 0.0000; 0.0000; True; 0.0008; 0.1705
/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.09; 0.077908; 0.0291;1.4e-05;9e-06; 1e-05; true; 0.112034;0.09; 0.073601; 0.028843;1.3000000000000001e-05;9e-06; 1e-05; true; 0.106976;0.11; 0.075129; 0.02936;0.012039;2.1000000000000002e-05;7e-06; 1e-05; true; 0.121412;1.29; 0.1455; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.1464
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.06; 0.054195; 0.019532;0.000125;4.9e-05; 7e-06; true; 0.07668;0.07; 0.054313; 0.021433;0.000129;4.7e-05; 8e-06; true; 0.078881;0.07; 0.055822; 0.022957;0.004965;4.4999999999999996e-05;2.4e-05; 1e-05; true; 0.087096;1.36; 0.1822; 0.0000; 0.0017; 0.0000; 0.0000; True; 0.0018; 0.1847
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.05; 0.036207; 0.015684;0.00015;5.6e-05; 7e-06; true; 0.054607;0.07; 0.060767; 0.015177;0.000157;6.099999999999999e-05; 7e-06; true; 0.078615;0.07; 0.053522; 0.015079;0.00576;4.2e-05;2.9e-05; 5e-06; true; 0.076722;1.03; 0.0693; 0.0000; 0.0009; 0.0000; 0.0000; True; 0.0009; 0.0705
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.018252; 0.011502;0.00010899999999999999;4.7e-05; 7e-06; true; 0.031892;0.04; 0.028738; 0.019684;0.000235;9.9e-05; 1.2e-05; true; 0.052344;0.03; 0.022203; 0.013163;0.002197;5.9999999999999995e-05;2.5e-05; 7e-06; true; 0.039891;1.1; 0.0423; 0.0000; 0.0005; 0.0000; 0.0000; True; 0.0005; 0.0431
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.02; 0.018193; 0.012938;0.00019899999999999999;8.9e-05; 6e-06; true; 0.034605;0.05; 0.031549; 0.020072;0.00037799999999999997;0.000157; 1.1e-05; true; 0.05738;0.05; 0.033025; 0.019926;0.004493;0.00011899999999999999;4.199999999999999e-05; 7e-06; true; 0.06195;1.04; 0.0434; 0.0000; 0.0008; 0.0000; 0.0000; True; 0.0009; 0.0446
/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.01; 0.013613; 0.007436;8.9e-05;4.2e-05; 7e-06; true; 0.022257;0.01; 0.013668; 0.007674;9.099999999999999e-05;3.7e-05; 7e-06; true; 0.022504;0.03; 0.028897; 0.01134;0.000933;4.3e-05;2.2e-05; 8e-06; true; 0.042473;1.22; 0.0600; 0.0000; 0.0015; 0.0001; 0.0000; True; 0.0017; 0.0621
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.05; 0.046566; 0.018913;2e-05;2.5e-05; 1e-05; true; 0.068129;0.06; 0.045304; 0.017759;2e-05;1.5e-05; 9e-06; true; 0.065522;0.05; 0.043631; 0.017356;0.001983;1.5e-05;1.6e-05; 7e-06; true; 0.065275;1.1; 0.0502; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0507
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.37; 0.315515; 0.086895;0.00010199999999999999;3e-05; 1e-05; true; 0.411238;0.4; 0.354492; 0.086808;0.00010299999999999998;2.4000000000000004e-05; 1e-05; true; 0.450035;0.27; 0.202649; 0.079483;0.014034000000000001;3.7e-05;2.4000000000000004e-05; 9e-06; true; 0.305177;1.46; 0.3895; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0004; 0.3902
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.029604; 0.01311;1.1000000000000001e-05;9e-06; 9e-06; true; 0.044581;0.03; 0.029956; 0.013636;1e-05;8.000000000000001e-06; 8e-06; true; 0.0453;0.03; 0.031355; 0.008738;0.0006180000000000001;6e-06;7e-06; 6e-06; true; 0.041962;1.2; 0.0588; 0.0000; 0.0000; 0.0001; 0.0000; True; 0.0002; 0.0592
/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.09; 0.075116; 0.028507;1.5e-05;1e-05; 1e-05; true; 0.108054;0.07; 0.061692; 0.02411;9e-06;8e-06; 7e-06; true; 0.088334;0.1; 0.074411; 0.028136;0.01028;1.1000000000000001e-05;9e-06; 9e-06; true; 0.117103;1.16; 0.1404; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0004; 0.1412
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.18; 0.139651; 0.049924;0.001088;0.00026900000000000003; 9e-06; true; 0.200401;0.18; 0.138362; 0.054843;0.0011639999999999999;0.00029499999999999996; 1.1e-05; true; 0.204293;0.19; 0.134025; 0.052104;0.010617;0.000288;7.8e-05; 8e-06; true; 0.206409;1.16; 0.1664; 0.0000; 0.0030; 0.0000; 0.0000; True; 0.0031; 0.1700
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.11; 0.081481; 0.035001;0.001245;0.000351; 0.000236; false; 0.126659;0.07; 0.056337; 0.020737;0.000658;0.00020899999999999998; 3.7e-05; false; 0.082685;0.07; 0.046953; 0.020942;0.006044000000000001;0.000211;6.4e-05; 4.3e-05; false; 0.078871;1.29; 0.1616; 0.0000; 0.0138; 0.0011; 0.0003; False; 0.0152; 0.1865
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.07; 0.053802; 0.023425;1.7e-05;7e-06; 1e-05; true; 0.079856;0.08; 0.068634; 0.021931;1.5e-05;5.999999999999999e-06; 9e-06; true; 0.092976;0.08; 0.070706; 0.020772;0.004032;1e-05;7e-06; 1e-05; true; 0.098127;1.29; 0.1317; 0.0000; 0.0000; 0.0000; 0.0000; True; 0.0001; 0.1322
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.16; 0.105991; 0.047927;0.004061;0.001345; 1.4e-05; true; 0.171158;0.15; 0.107572; 0.047646;0.004153;0.001173; 1.3e-05; true; 0.171496;0.09; 0.057633; 0.026514;0.014095;0.00041600000000000003;0.00012800000000000002; 7e-06; true; 0.103449;1.39; 0.1661; 0.0000; 0.0111; 0.0006; 0.0000; True; 0.0118; 0.1784
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.05; 0.038414; 0.019353;0.000762;0.00023; 1.2e-05; true; 0.062102;0.08; 0.06839; 0.029812;0.001318;0.000322; 9e-06; true; 0.105558;0.07; 0.058154; 0.019347;0.005005000000000001;0.000233;7.1e-05; 7e-06; true; 0.086093;1.11; 0.1038; 0.0000; 0.0038; 0.0000; 0.0000; True; 0.0038; 0.1082
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata;0.03; 0.023651; 0.011963;1.8e-05;9e-06; 6e-06; true; 0.037406;0.05; 0.040756; 0.018979;2.5e-05;1.3000000000000001e-05; 9e-06; true; 0.062499;0.05; 0.036302; 0.019399;0.00131;2e-05;9.000000000000002e-06; 7e-06; true; 0.058808;1.33; 0.0933; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.0939
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.07; 0.057669; 0.020217;2.4000000000000004e-05;1.1e-05; 8e-06; true; 0.080239;0.05; 0.047346; 0.013317;2e-05;9e-06; 7e-06; true; 0.062242;0.04; 0.03136; 0.012317;0.0016369999999999998;1.1e-05;7e-06; 6e-06; true; 0.046708;1.08; 0.0847; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0002; 0.0852
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.06; 0.053782; 0.018627;3.7e-05;1.9e-05; 8e-06; true; 0.075265;0.06; 0.053748; 0.018534;3.4e-05;1.6e-05; 1.1e-05; true; 0.074851;0.06; 0.052965; 0.018249;0.001343;2.3e-05;2e-05; 9e-06; true; 0.075187;1.23; 0.1062; 0.0000; 0.0002; 0.0000; 0.0000; True; 0.0003; 0.1068
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.15; 0.110294; 0.042713;0.0035359999999999996;0.0021579999999999998; 0.000853; false; 0.169222;0.13; 0.097959; 0.037654;0.003108;0.001774; 0.000762; false; 0.14994;0.08; 0.062636; 0.024245;0.009142;0.000321;0.00011600000000000001; 4.6e-05; false; 0.100709;1.35; 0.2182; 0.0000; 0.0698; 0.0115; 0.0012; False; 0.0826; 0.3017
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.15; 0.107119; 0.05988;0.00025000000000000006;0.000101; 8e-06; true; 0.174128;0.15; 0.111393; 0.041003;0.0005309999999999999;0.000165; 1.1e-05; true; 0.164664;0.14; 0.085983; 0.038842;0.024432;0.000136;4.9999999999999996e-05; 1.1e-05; true; 0.155707;1.22; 0.2038; 0.0000; 0.0019; 0.0001; 0.0000; True; 0.0020; 0.2061
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.1; 0.079151; 0.025131;0.00335;0.001739; 0.00132; true; 0.117385;0.1; 0.078271; 0.026055;0.003752;0.00167; 0.001757; true; 0.118389;0.08; 0.076669; 0.015735;0.00716;0.000293;0.000129; 0.000101; true; 0.10281;1.28; 0.1095; 0.0000; 0.0160; 0.0023; 0.0020; True; 0.0204; 0.1304
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.13; 0.06756; 0.023397;0.012443000000000001;0.0042380000000000004; 0.013194; false; 0.139713;0.1; 0.053515; 0.023681;0.013258;0.0050290000000000005; 0.001257; false; 0.115898;0.07; 0.060803; 0.01446;0.0058;0.000222;6.4e-05; 0.000125; false; 0.084708;1.28; 0.1320; 0.0000; 0.0389; 0.0031; 0.0013; False; 0.0433; 0.1778
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.1; 0.072648; 0.035613;0.000192;5.5e-05; 1.1e-05; true; 0.115875;0.1; 0.075923; 0.039677;0.000235;6.599999999999999e-05; 1.1e-05; true; 0.123562;0.07; 0.040904; 0.022717;0.011918999999999999;7.4e-05;3.4e-05; 7e-06; true; 0.080034;1.04; 0.1158; 0.0000; 0.0010; 0.0000; 0.0000; True; 0.0011; 0.1173
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.06; 0.051047; 0.019195;3.2999999999999996e-05;1.3000000000000001e-05; 8e-06; true; 0.073226;0.06; 0.04846; 0.018197;3.5e-05;1.4000000000000001e-05; 9e-06; true; 0.069605;0.06; 0.050421; 0.019908;0.002015;2.2000000000000003e-05;1.3e-05; 9e-06; true; 0.075836;1.14; 0.0610; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.0615
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.08; 0.066267; 0.02712;4.4e-05;2.1000000000000002e-05; 1.1e-05; true; 0.099088;0.05; 0.038995; 0.016136;2.1000000000000002e-05;1.1e-05; 6e-06; true; 0.05815;0.09; 0.062815; 0.027495;0.0035050000000000003;2.4e-05;1.6e-05; 9e-06; true; 0.099335;1.31; 0.1396; 0.0000; 0.0004; 0.0000; 0.0000; True; 0.0004; 0.1405
/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.12; 0.091627; 0.034931;3.2e-05;1.5e-05; 2.3e-05; true; 0.131531;0.07; 0.054447; 0.020379;2.1000000000000002e-05;8e-06; 7e-06; true; 0.077458;0.12; 0.095304; 0.031701;0.007925999999999999;1.9e-05;2.1000000000000002e-05; 6e-06; true; 0.139662;1.26; 0.1653; 0.0000; 0.0003; 0.0000; 0.0000; True; 0.0003; 0.1660
