name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-concat;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-42.mata;0.01; 0.000135;0.003084;0.000724; 0.000228; false; 0.009555;0.28; 0.000129;0.280161;0.002134;0.0006230000000000001; 0.00014; false; 0.287297;0.01; 8.8e-05; 9e-06;0.00567;0.005254; 0.0029; false; 0.015121
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-43.mata;0.01; 0.000145;0.004764;0.001079; 0.000325; false; 0.013938;1.07; 0.000206;1.0818729999999999;0.007924;0.001767; 0.000543; false; 1.10472;0.03; 0.000191; 1.5e-05;0.012740999999999999;0.012486; 0.005118; false; 0.032373
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-44.mata;0.01; 0.00015;0.004745;0.001509; 0.000467; false; 0.015074;0.84; 0.000135;0.8490989999999999;0.005117;0.001467; 0.000431; false; 0.864966;0.04; 0.000228; 1.9e-05;0.016368999999999998;0.016369; 0.008524; false; 0.043418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-45.mata;0.0; 7.2e-05;0.000528;0.000521; 0.000121; false; 0.002407;0.06; 8.6e-05;0.071413;0.0005170000000000001;0.000328; 6e-05; false; 0.073771;0.01; 9.4e-05; 9e-06;0.004817000000000001;0.0035470000000000002; 0.001544; false; 0.011452
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-46.mata;0.01; 0.000127;0.0029630000000000004;0.000772; 0.000214; false; 0.00906;0.3; 0.000132;0.30683900000000003;0.0025440000000000003;0.000734; 0.000224; false; 0.314917;0.01; 9.5e-05; 9e-06;0.005851;0.005213; 0.002647; false; 0.01499
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-47.mata;0.02; 0.000231;0.008666;0.001956; 0.000571; false; 0.025132;0.84; 0.000213;0.8378399999999999;0.007998;0.001817; 0.000529; false; 0.861008;0.04; 0.00022; 2.8e-05;0.017023;0.016615; 0.008799; false; 0.044781
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-48.mata;0.01; 0.000139;0.004759;0.001297; 0.00037; false; 0.014026;1.06; 0.000213;1.0677050000000001;0.00605;0.001618; 0.000398; false; 1.0861;0.02; 0.00013; 1.1e-05;0.009725999999999999;0.009812; 0.005043; false; 0.025957
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-49.mata;0.0; 5.2e-05;0.00029800000000000003;0.000322; 8.3e-05; false; 0.001406;0.04; 5.1e-05;0.04386;0.000274;0.000195; 4.2e-05; false; 0.045207;0.0; 5.9e-05; 7e-06;0.00304;0.00229; 0.000939; false; 0.007308
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-5.mata;0.0; 5.2e-05;0.00030199999999999997;0.000332; 0.000101; false; 0.00144;0.07; 9.7e-05;0.08594500000000001;0.000532;0.00035; 6e-05; false; 0.088342;0.01; 8.3e-05; 1.3e-05;0.005156;0.003816; 0.001688; false; 0.012356
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-50.mata;0.0; 0.000135;0.003059;0.000798; 0.000262; false; 0.009711;0.44; 0.000123;0.444957;0.002964;0.000814; 0.000212; false; 0.454252;0.02; 0.000149; 1.4e-05;0.009848;0.008455; 0.004457; false; 0.024698
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-51.mata;0.02; 0.000216;0.008771999999999999;0.0018739999999999998; 0.000581; false; 0.02531;1.06; 0.00019;1.071683;0.008152;0.0018150000000000002; 0.000594; false; 1.09503;0.02; 0.000136; 1.4e-05;0.009214;0.009727999999999999; 0.005154; false; 0.025498
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-52.mata;0.01; 0.000123;0.00469;0.0010990000000000002; 0.000318; false; 0.013546;1.02; 0.000122;1.0318580000000002;0.006676;0.001862; 0.000776; false; 1.05131;0.04; 0.000224; 1.6e-05;0.017442;0.016534; 0.008527; false; 0.044784
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-53.mata;0.0; 8.3e-05;0.0005499999999999999;0.000578; 0.000123; false; 0.002487;0.07; 0.000106;0.075013;0.000459;0.000294; 5.3e-05; false; 0.077112;0.01; 0.000107; 1e-05;0.0052770000000000004;0.00383; 0.001689; false; 0.012573
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-54.mata;0.01; 0.000142;0.003112;0.0008320000000000001; 0.000223; false; 0.009852;0.27; 0.000136;0.274766;0.002029;0.000619; 0.000123; false; 0.281876;0.03; 0.000134; 1.3e-05;0.010413;0.009042000000000001; 0.004869; false; 0.026288
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-55.mata;0.02; 0.000208;0.008771000000000001;0.001949; 0.00062; false; 0.025534;1.11; 0.000213;1.126646;0.006088;0.001584; 0.000369; false; 1.14548;0.04; 0.000213; 2.1e-05;0.015308;0.015736; 0.0086; false; 0.04179
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-56.mata;0.02; 0.00023;0.008653000000000001;0.0017439999999999999; 0.000575; false; 0.025037;1.27; 0.000205;1.274768;0.008254;0.002484; 0.001103; false; 1.30051;0.02; 0.000139; 1.1e-05;0.009405;0.009812; 0.005092; false; 0.025641
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-57.mata;0.0; 5.4e-05;0.000316;0.000336; 7.6e-05; false; 0.001435;0.04; 5.2e-05;0.046022;0.000293;0.00020799999999999996; 4.3e-05; false; 0.04743;0.01; 7.1e-05; 8e-06;0.0034679999999999997;0.0025069999999999997; 0.000947; false; 0.008146
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-58.mata;0.49; 0.002999;0.176413;0.039033; 0.001331; false; 0.524337;4.42; 0.002978;3.773005;0.216975;0.071354; 0.001432; false; 4.46997;1.46; 0.005319; 0.000323;0.495804;0.709206; 0.380352; false; 1.60296
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-59.mata;0.54; 0.00338;0.21431;0.044105; 0.002032; false; 0.585715;3.0; 0.003061;2.4321200000000007;0.203231;0.052435; 0.003856; false; 3.04322;0.6; 0.001821; 9.7e-05;0.24501;0.272727; 0.146759; false; 0.673352
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-6.mata;0.01; 0.000159;0.00312;0.0009239999999999999; 0.000252; false; 0.009839;0.28; 0.000152;0.285177;0.0020480000000000003;0.0006870000000000001; 0.000134; false; 0.292363;0.01; 9.1e-05; 1e-05;0.005867;0.0051199999999999996; 0.002597; false; 0.014855
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-60.mata;2.43; 0.015424;0.919897;0.20372099999999999; 0.02958; false; 2.53841;2.27; 0.008516;0.46183700000000005;0.446279;0.144694; 0.046711; false; 2.22102;4.39; 0.008964; 0.00047;1.559516;2.154641; 1.02562; false; 4.78686
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-7.mata;0.01; 0.00012;0.0048839999999999995;0.001425; 0.000406; false; 0.014628;0.94; 0.000149;0.9597169999999999;0.0038320000000000003;0.001106; 0.000289; false; 0.971814;0.02; 0.00013; 1e-05;0.009361000000000001;0.009975000000000001; 0.005367; false; 0.026207
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-8.mata;0.01; 0.00014;0.004741;0.0011510000000000001; 0.000342; false; 0.013863;1.07; 0.000133;1.076206;0.005266;0.0017569999999999999; 0.000687; false; 1.09308;0.04; 0.000288; 3.3e-05;0.018609;0.017446; 0.009141; false; 0.048546
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-9.mata;0.0; 0.000108;0.000548;0.000554; 0.000119; false; 0.002435;0.08; 0.000102;0.089754;0.000598;0.00037600000000000003; 8.1e-05; false; 0.092409;0.01; 0.000155; 2.6e-05;0.006023;0.004045999999999999; 0.001538; false; 0.014192
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-1.mata;0.05; 0.000433;0.02001;0.007475000000000001; 0.000802; false; 0.064688;0.22; 0.000362;0.19234300000000001;0.008792;0.00504; 0.000485; false; 0.225826;0.08; 0.0002; 1.7e-05;0.030448000000000003;0.033256999999999995; 0.017444; false; 0.084131
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-2.mata;0.0; 8e-05;0.000541;0.000511; 0.000117; false; 0.00233;0.06; 8e-05;0.071616;0.0005;0.000326; 7.4e-05; false; 0.073859;0.01; 6.4e-05; 7e-06;0.003243;0.0024460000000000003; 0.000944; false; 0.007853
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-3.mata;0.0; 7.1e-05;0.00031099999999999997;0.000344; 7.7e-05; false; 0.001528;0.06; 5.5e-05;0.062398999999999996;0.000406;0.000259; 6.6e-05; false; 0.064209;0.01; 0.000101; 1.3e-05;0.00517;0.0035460000000000005; 0.001433; false; 0.011917
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-4.mata;0.0; 7.4e-05;0.000595;0.000511; 0.000105; false; 0.002371;0.08; 8.3e-05;0.084045;0.00051;0.000317; 7e-05; false; 0.086255;0.01; 8.9e-05; 1e-05;0.005077;0.0036559999999999995; 0.001586; false; 0.011938
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-5.mata;0.73; 0.004389;0.268489;0.060661; 0.004405; false; 0.790077;0.75; 0.004111;0.213626;0.161437;0.052038; 0.007092; false; 0.788784;1.23; 0.004586; 0.000288;0.43669;0.544011; 0.325507; false; 1.32649
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-1.mata;0.04; 0.00025;0.01389;0.006407; 0.001314; false; 0.048145;0.11; 0.000251;0.079209;0.010589;0.006575; 0.001586; false; 0.1234;0.21; 0.000478; 3.6e-05;0.086484;0.089799; 0.041802; false; 0.225038
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-2.mata;0.0; 5.6e-05;0.00031499999999999996;0.000356; 7.5e-05; false; 0.001458;0.04; 5.1e-05;0.048102;0.00042599999999999995;0.000268; 4.9e-05; false; 0.049858;0.0; 6.2e-05; 7e-06;0.0030080000000000003;0.002232; 0.000953; false; 0.007215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-3.mata;0.09; 0.000467;0.028698;0.013143; 0.00181; false; 0.097424;0.15; 0.000315;0.09979400000000002;0.013373;0.008615999999999999; 0.00162; false; 0.152898;0.25; 0.000563; 4.3e-05;0.09737499999999999;0.101556; 0.05021; false; 0.257696
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-1.mata;0.0; 8.9e-05;0.0026509999999999997;0.0018349999999999998; 0.00031; false; 0.009665;0.04; 9.4e-05;0.035887999999999996;0.001955;0.001289; 0.00025; false; 0.043838;0.06; 0.00015; 1.5e-05;0.026014;0.025320000000000002; 0.011295; false; 0.065922
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-2.mata;0.0; 8.8e-05;0.000553;0.000525; 0.000122; false; 0.002379;0.07; 0.000113;0.07575;0.0005200000000000001;0.000334; 6.7e-05; false; 0.078064;0.01; 0.0001; 1.3e-05;0.005385;0.003882; 0.00172; false; 0.012813
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-3.mata;0.44; 0.001415;0.130228;0.034186; 0.006365; false; 0.439815;0.41; 0.001985;0.12015299999999998;0.086077;0.027548; 0.00548; false; 0.420174;0.7; 0.002497; 0.000147;0.288912;0.328067; 0.133169; false; 0.764109
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-4.mata;0.0; 7.9e-05;0.000527;0.000529; 0.000118; false; 0.002309;0.08; 8.7e-05;0.07983100000000001;0.000508;0.00033699999999999995; 6.2e-05; false; 0.0821;0.01; 0.000139; 1.5e-05;0.0057079999999999995;0.0039629999999999995; 0.001675; false; 0.01338
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-5.mata;0.0; 9.6e-05;0.000588;0.000564; 0.000115; false; 0.002475;0.07; 8.9e-05;0.08302899999999999;0.000516;0.000334; 6.5e-05; false; 0.085386;0.01; 0.000115; 1.3e-05;0.005156;0.003768; 0.001618; false; 0.012257
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-6.mata;0.39; 0.002134;0.133957;0.038616; 0.005496; false; 0.409731;0.34; 0.001136;0.092775;0.069795;0.032435; 0.004586; false; 0.349403;0.63; 0.002122; 0.000126;0.269357;0.294612; 0.111588; false; 0.688011
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06712-1.mata;0.04; 0.000259;0.011675;0.010097; 0.002797; false; 0.046292;0.06; 0.0002;0.02049;0.010201;0.01185; 0.002265; false; 0.066731;0.22; 0.000221; 2.8e-05;0.094248;0.092154; 0.044564; false; 0.239154
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-1.mata;0.03; 0.000195;0.008168;0.004554; 0.001065; false; 0.02852;0.06; 0.000225;0.03976;0.006705000000000001;0.004796; 0.000839; false; 0.066849;0.06; 0.000144; 1.8e-05;0.024023;0.024758000000000002; 0.013857; false; 0.065623
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-2.mata;0.05; 0.000238;0.01422;0.013558; 0.002721; false; 0.057605;0.05; 0.000148;0.017233000000000002;0.006359;0.011112; 0.002797; false; 0.05765;0.26; 0.000241; 2.7e-05;0.109903;0.109801; 0.053356; false; 0.280996
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-3.mata;0.05; 0.000211;0.014794;0.012693; 0.00277; false; 0.056535;0.08; 0.000258;0.028897;0.01247;0.012216999999999999; 0.003466; false; 0.082719;0.16; 0.000181; 1.9e-05;0.06527;0.071515; 0.035753; false; 0.177748
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-1.mata;0.0; 8.7e-05;0.0005679999999999999;0.000537; 0.000114; false; 0.002453;0.07; 8.8e-05;0.079202;0.000511;0.00032299999999999994; 6.3e-05; false; 0.081423;0.01; 0.000115; 1.2e-05;0.005698999999999999;0.00399; 0.001609; false; 0.013397
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-2.mata;0.63; 0.003371;0.210397;0.058308; 0.006905; false; 0.644929;0.67; 0.003593;0.208482;0.142111;0.049561999999999995; 0.00536; false; 0.689528;0.94; 0.001724; 9.9e-05;0.34537399999999996;0.40224; 0.250493; false; 1.01418
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-3.mata;1.06; 0.004359;0.321677;0.126698; 0.00592; false; 1.06542;0.79; 0.002365;0.154706;0.162356;0.07144400000000001; 0.003956; false; 0.796383;2.12; 0.004542; 0.000282;0.834199;0.792959; 0.543195; false; 2.21582
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-4.mata;0.0; 9.9e-05;0.0005549999999999999;0.000531; 0.000114; false; 0.002397;0.07; 7.6e-05;0.081868;0.000531;0.000356; 6.6e-05; false; 0.084293;0.0; 7e-05; 1.1e-05;0.003351;0.002471; 0.00096; false; 0.008055
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-5.mata;0.5; 0.001811;0.139175;0.052086999999999994; 0.011233; false; 0.49447;0.71; 0.003166;0.22310700000000003;0.137134;0.045736; 0.006187; false; 0.734952;1.05; 0.003469; 0.000181;0.416424;0.46265900000000004; 0.236843; false; 1.13708
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-6.mata;0.0; 6.5e-05;0.000307;0.00032399999999999996; 7.4e-05; false; 0.001374;0.05; 5.4e-05;0.055035;0.000268;0.000231; 5.6e-05; false; 0.056376;0.01; 0.000114; 1.6e-05;0.005929;0.004092999999999999; 0.001629; false; 0.013858
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06968-7.mata;0.46; 0.001733;0.131386;0.046818; 0.006286; false; 0.456201;0.78; 0.003233;0.228674;0.171607;0.057423; 0.006229; false; 0.800676;0.75; 0.003368; 0.000209;0.280747;0.360239; 0.165866; false; 0.823092
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-1.mata;0.37; 0.001661;0.113597;0.037151; 0.005801; false; 0.375584;0.56; 0.0023;0.24655699999999997;0.086573;0.035648; 0.004707; false; 0.575559;0.77; 0.002133; 0.000123;0.29707700000000004;0.36825600000000003; 0.133334; false; 0.813576
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07046-2.mata;0.47; 0.002884;0.140375;0.056639999999999996; 0.011666; false; 0.472251;0.61; 0.001782;0.15033;0.102907;0.056375999999999996; 0.01053; false; 0.604507;1.33; 0.003381; 0.000216;0.478448;0.552936; 0.32166; false; 1.37697
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07103-1.mata;0.02; 0.000228;0.007246;0.00249; 0.00058; false; 0.023849;0.16; 0.000225;0.14741;0.005259;0.0023369999999999997; 0.000762; false; 0.167262;0.07; 0.000201; 2.6e-05;0.028943999999999998;0.027129; 0.014326; false; 0.074577
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-1.mata;0.09; 0.000568;0.029776999999999998;0.012613; 0.00244; false; 0.098102;0.21; 0.000547;0.139084;0.02051;0.012326; 0.001874; false; 0.221607;0.23; 0.000509; 4.7e-05;0.09161;0.09770999999999999; 0.046756; false; 0.242261
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07154-2.mata;0.0; 5.4e-05;0.000324;0.000342; 7.9e-05; false; 0.001469;0.05; 6.3e-05;0.056059;0.000339;0.00021799999999999999; 5.7e-05; false; 0.057611;0.0; 7.5e-05; 8e-06;0.003397;0.0024809999999999997; 0.001076; false; 0.008243
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07292-1.mata;0.08; 0.000244;0.018182;0.021778; 0.005704; false; 0.089671;0.08; 0.000305;0.01986;0.012739;0.018281; 0.003417; false; 0.089183;0.45; 0.000378; 3.9e-05;0.16048;0.197458; 0.089058; false; 0.459928
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07338-1.mata;0.0; 8.3e-05;0.00035899999999999994;0.00047900000000000004; 8.4e-05; false; 0.001759;0.04; 5.4e-05;0.049008;0.000268;0.000187; 4.3e-05; false; 0.050279;0.01; 0.00011; 1.1e-05;0.0053750000000000004;0.00381; 0.001575; false; 0.012715
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-1.mata;1.61; 0.01153;0.440394;0.153923; 0.025362; false; 1.66413;2.19; 0.006481;0.47396799999999994;0.5464519999999999;0.18279; 0.02278; false; 2.27448;2.83; 0.006248; 0.000319;0.986228;1.463697; 0.549121; false; 3.03372
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-2.mata;0.0; 8.8e-05;0.0005149999999999999;0.000507; 0.000114; false; 0.002256;0.07; 8.8e-05;0.072991;0.000498;0.00032399999999999996; 7.4e-05; false; 0.075245;0.01; 8.5e-05; 9e-06;0.004968;0.0036030000000000003; 0.001561; false; 0.011739
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-3.mata;1.35; 0.006453;0.402279;0.128051; 0.013805; false; 1.36225;1.69; 0.006362;0.4817969999999999;0.344759;0.11801599999999998; 0.010689; false; 1.7197;1.93; 0.006721; 0.000388;0.6077790000000001;0.94587; 0.479544; false; 2.06588
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07416-1.mata;0.05; 0.000304;0.014870000000000001;0.006266; 0.00071; false; 0.051017;0.28; 0.000288;0.24722500000000003;0.011656;0.005922; 0.000929; false; 0.292566;0.06; 0.000197; 1.8e-05;0.02674;0.029470999999999997; 0.015161; false; 0.07446
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-1.mata;1.59; 0.004827;0.546821;0.122975; 0.010771; false; 1.61339;1.71; 0.009938;0.41314799999999996;0.39228700000000005;0.129795; 0.01007; false; 1.77041;2.56; 0.009757; 0.000575;0.903938;1.171519; 0.659273; false; 2.77473
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-2.mata;0.0; 6.2e-05;0.000312;0.000345; 9.1e-05; false; 0.001503;0.04; 5.3e-05;0.051301;0.000291;0.000202; 5.4e-05; false; 0.052762;0.01; 7.3e-05; 8e-06;0.003581;0.0026360000000000003; 0.000964; false; 0.008515
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-3.mata;0.13; 0.000941;0.04566;0.013279000000000001; 0.000694; false; 0.140985;1.23; 0.000885;1.0740290000000001;0.06123200000000001;0.014939000000000001; 0.001237; false; 1.2545;0.38; 0.001564; 0.000102;0.167765;0.17677; 0.066346; false; 0.417217
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-1.mata;0.0; 7.7e-05;0.00054;0.000548; 0.000107; false; 0.002354;0.06; 7.9e-05;0.071926;0.000513;0.00034; 6.5e-05; false; 0.074193;0.01; 0.000105; 1.5e-05;0.00524;0.0037419999999999997; 0.001576; false; 0.012352
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-2.mata;0.26; 0.001682;0.072943;0.028251; 0.004778; false; 0.262195;0.49; 0.001831;0.143319;0.104887;0.045072; 0.004566; false; 0.508024;0.4; 0.000973; 6.8e-05;0.146213;0.177298; 0.093639; false; 0.426093
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-3.mata;0.21; 0.00106;0.06404199999999999;0.029547999999999998; 0.004212; false; 0.218113;0.35; 0.001112;0.19302999999999998;0.041455000000000006;0.025425; 0.004646; false; 0.358599;0.48; 0.000598; 4.3e-05;0.196612;0.223553; 0.077946; false; 0.510056
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-1.mata;0.15; 0.000902;0.045141;0.015262999999999999; 0.001444; false; 0.147203;0.26; 0.000941;0.081788;0.051788;0.024442; 0.001781; false; 0.268062;0.46; 0.000936; 6.1e-05;0.18441799999999997;0.19756600000000002; 0.097064; false; 0.491605
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07787-2.mata;0.07; 0.000256;0.018971000000000002;0.017268; 0.005571; false; 0.077724;0.08; 0.000257;0.025123;0.014697;0.016653; 0.004431; false; 0.097778;0.32; 0.000242; 3e-05;0.10515;0.161498; 0.05991; false; 0.335838
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-1.mata;0.04; 0.000183;0.011536000000000001;0.011379; 0.004438; false; 0.051524;0.09; 0.000314;0.021366;0.018271000000000003;0.020034000000000003; 0.00436; false; 0.104927;0.21; 0.000188; 2.4e-05;0.07677300000000001;0.095019; 0.044953; false; 0.224402
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-2.mata;0.06; 0.000373;0.020379;0.008071; 0.001006; false; 0.071276;0.14; 0.00022;0.08224400000000001;0.016825;0.008481; 0.001078; false; 0.142131;0.17; 0.000391; 3.2e-05;0.07278899999999999;0.07383200000000001; 0.02279; false; 0.175171
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-3.mata;0.07; 0.000288;0.0196;0.019532; 0.004311; false; 0.08005;0.05; 0.000183;0.011964;0.00876;0.011970999999999999; 0.004002; false; 0.058041;0.35; 0.000203; 2e-05;0.1379;0.143674; 0.080662; false; 0.372275
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07800-4.mata;2.11; 0.017762;0.7003820000000001;0.20750999999999997; 0.024196; false; 2.1936;3.21; 0.013881;0.7103790000000001;0.661835;0.214155; 0.048624; false; 3.31078;4.98; 0.016846; 0.000916;1.546734;2.557328; 1.15677; false; 5.32295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07857-1.mata;0.14; 0.000573;0.036538;0.018529999999999998; 0.004107; false; 0.142818;0.18; 0.000556;0.05432;0.032157;0.020026; 0.004477; false; 0.190074;0.59; 0.001031; 7.3e-05;0.222472;0.26229199999999997; 0.125938; false; 0.623196
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-1.mata;0.0; 8.6e-05;0.000539;0.000527; 0.000125; false; 0.002365;0.07; 8.4e-05;0.081624;0.000459;0.000296; 7.6e-05; false; 0.083747;0.0; 7.9e-05; 1.1e-05;0.0032370000000000003;0.002396; 0.001009; false; 0.007965
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07912-2.mata;0.06; 0.00028;0.017659;0.014097; 0.003836; false; 0.069894;0.05; 0.000178;0.020983;0.00891;0.010742999999999999; 0.002742; false; 0.064582;0.18; 0.000318; 3.3e-05;0.074217;0.083368; 0.032422; false; 0.198316
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07945-1.mata;0.02; 0.000138;0.006267999999999999;0.002722; 0.0003; false; 0.021163;0.24; 0.000152;0.232821;0.005165;0.002026; 0.000219; false; 0.250691;0.03; 9.7e-05; 1.1e-05;0.012668;0.012587999999999998; 0.006636; false; 0.033726
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-1.mata;0.0; 7.8e-05;0.00171;0.000379; 0.000132; false; 0.00512;0.34; 8.2e-05;0.365711;0.001957;0.000559; 0.000133; false; 0.371362;0.02; 0.000152; 1.7e-05;0.009882;0.008596; 0.004498; false; 0.024863
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-10.mata;0.02; 0.00022;0.009155;0.002448; 0.000714; false; 0.028187;1.16; 0.000224;1.174657;0.007752;0.002382; 0.000672; false; 1.19918;0.04; 0.000227; 2e-05;0.016453;0.016447; 0.008873; false; 0.044327
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-11.mata;0.02; 0.000227;0.008266;0.001695; 0.000518; false; 0.023744;1.17; 0.000229;1.178558;0.007764;0.001936; 0.000605; false; 1.20081;0.02; 0.000129; 1.2e-05;0.009531999999999999;0.010164; 0.005466; false; 0.026584
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-12.mata;0.0; 5.5e-05;0.000303;0.000328; 7.6e-05; false; 0.001381;0.04; 6.4e-05;0.054095;0.00027800000000000004;0.00019300000000000003; 4e-05; false; 0.055436;0.0; 7.2e-05; 1e-05;0.002937;0.002202; 0.000937; false; 0.007043
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08022-13.mata;0.0; 0.000103;0.0018349999999999998;0.000546; 0.000133; false; 0.005573;0.22; 7.7e-05;0.219818;0.001365;0.000379; 0.000123; false; 0.224408;0.01; 9.3e-05; 1e-05;0.005838;0.005157; 0.002625; false; 0.01493
