name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07431.mata;0.0; 0.001198; 0.001897; 0.000251; 7.7e-05; false; 0.004836;0.0; 0.000635; 0.001264; 0.000831; 9.9e-05; 4.3e-05; false; 0.003618;0.01; 0.001111; 0.000124; 0.004593; 0.002916; 0.002328; false; 0.012484
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07461.mata;0.02; 0.021905; 0.001467; 0.000181; 5.8e-05; false; 0.027754;0.06; 0.021762; 0.039422; 0.001603; 8.2e-05; 0.000106; false; 0.066749;0.03; 0.021612; 0.001204; 0.00442; 0.001694; 0.001084; false; 0.03332
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07468.mata;0.01; 0.005363; 0.003663; 0.00039; 0.000155; false; 0.012318;0.01; 0.005202; 0.004518; 0.003335; 0.00033; 0.00021; false; 0.015633;0.02; 0.004812; 0.00036; 0.008643; 0.004446; 0.003638; false; 0.023689
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07473.mata;0.0; 0.001866; 0.000196; 2.3e-05; 2e-05; false; 0.002698;0.0; 0.001906; 0.001607; 0.000245; 2.2e-05; 2e-05; false; 0.004361;0.0; 0.001925; 0.000149; 0.001244; 0.000724; 0.000219; false; 0.005509
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07591.mata;0.01; 0.009974; 0.001007; 8.6e-05; 3.4e-05; false; 0.01297;0.01; 0.008279; 0.010923; 0.000552; 5.2e-05; 4.6e-05; false; 0.021232;0.02; 0.009903; 0.000622; 0.003355; 0.001622; 0.001035; false; 0.018576
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07609.mata;0.25; 0.198425; 0.032739; 0.004086; 0.000362; false; 0.2737;0.5; 0.129146; 0.356373; 0.017147; 0.001917; 0.000244; false; 0.521794;0.33; 0.197055; 0.009802; 0.084589; 0.022059; 0.021204; false; 0.35899
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07622.mata;0.03; 0.030218; 0.002011; 0.000129; 5.2e-05; false; 0.036651;0.03; 0.016107; 0.015169; 0.001091; 8.2e-05; 7.6e-05; false; 0.034859;0.02; 0.016055; 0.000787; 0.003438; 0.001345; 0.000964; false; 0.024842
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07668.mata;0.02; 0.014269; 0.003556; 0.000413; 0.000267; false; 0.022216;0.01; 0.007484; 0.005024; 0.001875; 0.000306; 0.000266; false; 0.017314;0.03; 0.014377; 0.000858; 0.00792; 0.003996; 0.003591; false; 0.033375
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07669.mata;0.26; 0.064054; 0.157333; 0.010476; 0.000603; false; 0.267987;0.35; 0.087894; 0.100576; 0.138624; 0.006596; 0.000443; false; 0.360612;1.12; 0.090318; 0.004869; 0.862523; 0.080871; 0.084189; false; 1.13451
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07674.mata;0.07; 0.021423; 0.041067; 0.001902; 0.000163; false; 0.072428;0.09; 0.021021; 0.027267; 0.040146; 0.001885; 0.000159; false; 0.098122;0.15; 0.020583; 0.001147; 0.108575; 0.016091; 0.016177; false; 0.165651
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07677.mata;0.0; 0.005266; 0.000498; 5.1e-05; 1.8e-05; false; 0.0069;0.02; 0.009732; 0.019186; 0.00106; 8.7e-05; 7e-05; false; 0.032006;0.02; 0.010315; 0.000643; 0.003497; 0.001687; 0.001017; false; 0.019522
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07756.mata;14.85; 15.3029; 0.30785; 0.000515; 0.000274; false; 16.5928;12.91; 13.3875; 0.014106; 0.222884; 0.000497; 0.000284; false; 14.2809;27.49; 14.3423; 10.5647; 3.04358; 0.003922; 0.003218; false; 28.8642
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07783.mata;0.0; 0.002097; 0.000311; 3e-05; 2.4e-05; false; 0.003094;0.0; 0.00221; 0.002535; 0.000348; 3.1e-05; 2.6e-05; false; 0.005843;0.01; 0.002378; 0.000191; 0.001726; 0.000946; 0.000338; false; 0.00724
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07807.mata;0.0; 0.004753; 0.000933; 8.2e-05; 6.1e-05; false; 0.007137;0.01; 0.004888; 0.003966; 0.000923; 8.2e-05; 6.2e-05; false; 0.011122;0.01; 0.004605; 0.00031; 0.002859; 0.001567; 0.000887; false; 0.011997
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07937.mata;0.07; 0.067987; 0.003665; 0.000359; 0.000175; false; 0.08374;0.07; 0.067899; 0.000851; 0.003856; 0.000289; 0.000167; false; 0.08443;0.08; 0.064739; 0.003469; 0.007693; 0.00326; 0.002769; false; 0.089949
