name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-uni;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.13; 0.099558; 0.042888; 0.000344; 0.000307; 9.5e-05; false; 0.149365;0.11; 0.093142; 0.028279; 0.000238; 0.000251; 6.7e-05; false; 0.126174;0.19; 0.15775; 0.04117;0.0013289999999999999; 0.001636; 0.002588; 0.002403; false; 0.21223
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.13; 0.11177; 0.03295; 0.00026; 0.00032; 8.3e-05; false; 0.150335;0.22; 0.186543; 0.048187; 0.000474; 0.000439; 0.000112; false; 0.243683;0.13; 0.106276; 0.032109;0.000826; 0.001022; 0.001951; 0.001744; false; 0.147851
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.24; 0.207343; 0.059323; 0.000525; 0.00039; 0.000113; false; 0.277088;0.18; 0.126168; 0.059957; 0.000511; 0.000364; 0.000117; false; 0.194729;0.2; 0.160925; 0.041836;0.001057; 0.001503; 0.002596; 0.001962; false; 0.215292
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.24; 0.220115; 0.039164; 0.000291; 0.000243; 8.9e-05; false; 0.2651;0.16; 0.132317; 0.045852; 0.000548; 0.000387; 0.000132; false; 0.186996;0.22; 0.184657; 0.036613;0.001124; 0.001267; 0.002501; 0.002203; false; 0.233085
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.03; 0.024935; 0.010122; 7.4e-05; 5.7e-05; 1.8e-05; false; 0.037485;0.02; 0.014621; 0.010473; 8e-05; 4.9e-05; 1.9e-05; false; 0.027424;0.04; 0.025495; 0.010324;0.00023799999999999998; 0.000816; 0.000973; 0.000439; false; 0.041129
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;0.32; 0.26312; 0.076303; 0.000615; 0.000538; 0.000146; false; 0.349578;0.32; 0.26; 0.077325; 0.000641; 0.00063; 0.000173; false; 0.347747;0.33; 0.266038; 0.076496;0.0013189999999999999; 0.001383; 0.002732; 0.002435; false; 0.355879
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.32; 0.288908; 0.061619; 0.000346; 0.000306; 5.5e-05; false; 0.357577;0.2; 0.159857; 0.05532; 0.000365; 0.000581; 0.000107; false; 0.22365;0.2; 0.163556; 0.055606;0.0016619999999999998; 0.001599; 0.002975; 0.002846; false; 0.235253
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;0.33; 0.259808; 0.085284; 0.000738; 0.00059; 9.7e-05; false; 0.358206;0.38; 0.328853; 0.076858; 0.000642; 0.000585; 0.000101; false; 0.417995;0.39; 0.308376; 0.082247;0.002914; 0.002839; 0.006193; 0.005661; false; 0.420211
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.42; 0.359791; 0.086516; 0.000806; 0.000534; 9.1e-05; false; 0.459098;0.24; 0.188366; 0.063204; 0.000428; 0.000575; 9.9e-05; false; 0.261606;0.26; 0.185918; 0.060593;0.003086; 0.003028; 0.006258; 0.005964; false; 0.273827
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;0.37; 0.289701; 0.098193; 0.000933; 0.000879; 0.000129; false; 0.403438;0.31; 0.258909; 0.066491; 0.000459; 0.000696; 0.000142; false; 0.336108;0.35; 0.253413; 0.098182;0.003371; 0.003302; 0.007008; 0.00675; false; 0.383227
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;0.3; 0.243819; 0.075135; 0.000988; 0.000815; 0.000126; false; 0.335919;0.37; 0.335254; 0.057394; 0.000459; 0.000458; 8.1e-05; false; 0.402472;0.44; 0.388213; 0.071909;0.001981; 0.001833; 0.003971; 0.003786; false; 0.479474
