name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00279-1.mata;0.0; 0.000224; 2.7e-05; 4e-06; 2e-06; false; 0.000386;0.0; 0.000115; 5.5e-05; 1.3e-05; 7e-06; 2e-06; false; 0.000313;0.0; 0.000101; 6e-06; 0.000447; 0.000426; 2.7e-05; false; 0.001699
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-1.mata;0.0; 9e-05; 3.7e-05; 5e-06; 1e-06; false; 0.000222;0.0; 0.000125; 4.4e-05; 9e-06; 6e-06; 1e-06; false; 0.000276;0.0; 7.2e-05; 8e-06; 0.000608; 0.000413; 3.3e-05; false; 0.001924
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-2.mata;0.0; 4.6e-05; 1.3e-05; 3e-06; 1e-06; false; 0.000123;0.0; 0.000149; 4.6e-05; 1.1e-05; 7e-06; 2e-06; false; 0.000348;0.0; 0.000104; 1.9e-05; 0.000731; 0.000501; 3.5e-05; false; 0.002215
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance01829-1.mata;0.0; 0.000129; 2.6e-05; 5e-06; 1e-06; false; 0.000271;0.0; 6.5e-05; 2.7e-05; 1.3e-05; 7e-06; 1e-06; false; 0.000226;0.0; 5.1e-05; 1e-05; 0.000483; 0.000345; 4.3e-05; false; 0.001513
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02090-1.mata;0.0; 6.9e-05; 1.9e-05; 4e-06; 1e-06; false; 0.000182;0.0; 0.000136; 3.8e-05; 1.1e-05; 6e-06; 1e-06; false; 0.000294;0.0; 7.4e-05; 9e-06; 0.000568; 0.000572; 3.6e-05; false; 0.001972
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-1.mata;0.0; 0.000103; 1.8e-05; 4e-06; 1e-06; false; 0.000214;0.0; 5.9e-05; 4.2e-05; 1.3e-05; 8e-06; 1e-06; false; 0.0002;0.0; 7.7e-05; 9e-06; 0.000648; 0.000465; 3.2e-05; false; 0.002116
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-10.mata;0.0; 0.000122; 2e-05; 4e-06; 2e-06; false; 0.000246;0.0; 7.3e-05; 3.1e-05; 7e-06; 5e-06; 1e-06; false; 0.000183;0.0; 6.1e-05; 6e-06; 0.000626; 0.000516; 5.1e-05; false; 0.001961
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-2.mata;0.0; 9.3e-05; 2.1e-05; 5e-06; 1e-06; false; 0.000207;0.0; 8.8e-05; 5.9e-05; 1e-05; 6e-06; 1e-06; false; 0.000257;0.0; 6.9e-05; 1.1e-05; 0.000764; 0.000502; 3.1e-05; false; 0.002316
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-3.mata;0.0; 0.000118; 1.9e-05; 4e-06; 2e-06; false; 0.000231;0.0; 4.6e-05; 3.8e-05; 1.1e-05; 7e-06; 1e-06; false; 0.000195;0.0; 8.2e-05; 7e-06; 0.000673; 0.00044; 7.2e-05; false; 0.001913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-4.mata;0.0; 9.4e-05; 2.2e-05; 5e-06; 2e-06; false; 0.000203;0.0; 6e-05; 3.7e-05; 2.5e-05; 1.5e-05; 1e-06; false; 0.000201;0.0; 7.3e-05; 1.3e-05; 0.000647; 0.000509; 3.3e-05; false; 0.002141
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-5.mata;0.0; 0.000161; 1.5e-05; 3e-06; 1e-06; false; 0.000246;0.0; 4.2e-05; 2.7e-05; 8e-06; 4e-06; 1e-06; false; 0.000143;0.0; 6.8e-05; 8e-06; 0.000646; 0.00042; 3.9e-05; false; 0.002026
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-6.mata;0.0; 0.000138; 2e-05; 5e-06; 1e-06; false; 0.000266;0.0; 4.3e-05; 3.7e-05; 1.1e-05; 7e-06; 2e-06; false; 0.000179;0.0; 7.9e-05; 1.3e-05; 0.000684; 0.000482; 3.6e-05; false; 0.00216
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-7.mata;0.0; 0.000137; 1.9e-05; 5e-06; 2e-06; false; 0.00025;0.0; 7.3e-05; 4.8e-05; 1e-05; 6e-06; 1e-06; false; 0.000228;0.0; 4.6e-05; 1.1e-05; 0.00056; 0.000475; 4.3e-05; false; 0.001899
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-8.mata;0.0; 0.000124; 1.7e-05; 5e-06; 1e-06; false; 0.000242;0.0; 7.3e-05; 4.4e-05; 1.1e-05; 7e-06; 1e-06; false; 0.000241;0.0; 7.2e-05; 9e-06; 0.00048; 0.000524; 2.6e-05; false; 0.001913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-9.mata;0.0; 0.000146; 2.1e-05; 3e-06; 1e-06; false; 0.00026;0.0; 6.3e-05; 3.9e-05; 1.2e-05; 9e-06; 1e-06; false; 0.000222;0.0; 4.5e-05; 6e-06; 0.000607; 0.000464; 4.6e-05; false; 0.001778
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03005-1.mata;0.0; 0.000169; 1.9e-05; 4e-06; 1e-06; false; 0.000285;0.0; 6e-05; 4.7e-05; 3e-05; 1.4e-05; 1e-06; false; 0.000252;0.0; 5.8e-05; 7e-06; 0.000416; 0.000411; 2.4e-05; false; 0.001503
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03140-1.mata;0.0; 0.000117; 3.3e-05; 4e-06; 2e-06; false; 0.000254;0.0; 6.4e-05; 3.7e-05; 1e-05; 7e-06; 1e-06; false; 0.000214;0.0; 6.2e-05; 6e-06; 0.000497; 0.000504; 4.6e-05; false; 0.001728
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-1.mata;0.0; 7.8e-05; 3.4e-05; 5e-06; 1e-06; false; 0.000209;0.0; 0.000138; 4.1e-05; 3.5e-05; 1e-05; 2e-06; false; 0.000362;0.0; 7.7e-05; 6e-06; 0.000659; 0.000509; 4.3e-05; false; 0.001918
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-2.mata;0.0; 0.000121; 1.8e-05; 4e-06; 1e-06; false; 0.00024;0.0; 5.4e-05; 3.7e-05; 8e-06; 5e-06; 0; false; 0.000194;0.0; 5.6e-05; 9e-06; 0.000426; 0.000315; 2.2e-05; false; 0.001382
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-3.mata;0.0; 0.000112; 1.3e-05; 3e-06; 1e-06; false; 0.000191;0.0; 6.7e-05; 3.7e-05; 1e-05; 6e-06; 1e-06; false; 0.000216;0.0; 7.9e-05; 8e-06; 0.000603; 0.000493; 3.4e-05; false; 0.002059
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;0.0; 9.3e-05; 1.3e-05; 2e-06; 1e-06; false; 0.000183;0.0; 4.4e-05; 2.6e-05; 7e-06; 5e-06; 1e-06; false; 0.000182;0.0; 6.9e-05; 5e-06; 0.000403; 0.000517; 3.8e-05; false; 0.001697
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;0.0; 0.000127; 2.1e-05; 5e-06; 1e-06; false; 0.000262;0.0; 7.5e-05; 3.7e-05; 1e-05; 6e-06; 1e-06; false; 0.000217;0.0; 9.9e-05; 8e-06; 0.000398; 0.000306; 2.3e-05; false; 0.001642
