name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-inclusion_check;mata-sim-inclusion_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.02; 0.018896; 0.011255;1.8e-05;9e-06; 5e-06; true; 0.031818;0.03; 0.019212; 0.01134;0.002817;1.9e-05;1e-05; 8e-06; true; 0.036297;0.05; 0.034706; 0.016856;0.0006559999999999999;0.0007220000000000001;0.000574; 0.003235; true; 0.059946
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.04; 0.031618; 0.015092;0.000354;0.00011399999999999999; 7e-06; true; 0.050756;0.02; 0.017188; 0.009656;0.002153;8.300000000000001e-05;2.7e-05; 7e-06; true; 0.030934;0.03; 0.0185; 0.009631;0.000259;0.0009689999999999999;0.00086; 0.000937; true; 0.033934
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.05; 0.041766; 0.018224;0.000165;6.1e-05; 8e-06; true; 0.063842;0.04; 0.041007; 0.016198;0.001709;5e-05;1.9e-05; 5e-06; true; 0.061672;0.03; 0.024273; 0.011473;0.000288;0.000696;0.000657; 0.000804; true; 0.041015
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.11; 0.083265; 0.035023;0.002206;0.0009420000000000001; 0.001324; false; 0.129368;0.11; 0.060344; 0.040052;0.015113;0.000482;0.00014800000000000002; 0.000178; false; 0.122984;0.13; 0.080408; 0.024496;0.0008880000000000001;0.006845;0.009889; 0.011146; false; 0.137529
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.05; 0.037843; 0.014781;0.002769;0.001544; 0.000618; false; 0.062434;0.02; 0.020773; 0.009057;0.004598;0.000217;8.999999999999999e-05; 1.6e-05; false; 0.036265;0.05; 0.020907; 0.008874;0.000351;0.0041;0.007472; 0.012145; false; 0.055836
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.06; 0.046645; 0.023702;0.000442;0.000125; 8e-06; true; 0.07533;0.06; 0.058104; 0.016663;0.002351;5.7e-05;1.8e-05; 5e-06; true; 0.080151;0.07; 0.046448; 0.024979;0.0008770000000000002;0.001464;0.0014540000000000002; 0.001425; true; 0.080657
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.11; 0.087085; 0.027891;0.00022099999999999998;7.999999999999999e-05; 1e-05; true; 0.119219;0.11; 0.0875; 0.02877;0.006325;0.000117;4.3e-05; 8e-06; true; 0.126624;0.13; 0.084821; 0.02064;0.0005499999999999999;0.00076;0.000607; 0.031545; true; 0.141682
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.02; 0.014616; 0.007381;6.9e-05;3.2e-05; 4e-06; true; 0.023034;0.02; 0.015338; 0.007846;0.000711;4.4999999999999996e-05;2.2000000000000003e-05; 4e-06; true; 0.025063;0.02; 0.014748; 0.007815;0.00011399999999999999;0.0005830000000000001;0.000507; 0.000514; true; 0.025919
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.08; 0.072274; 0.01896;0.000117;4.3e-05; 7e-06; true; 0.094759;0.07; 0.042655; 0.031145;0.014499999999999999;0.000112;6.3e-05; 8e-06; true; 0.093728;0.07; 0.043142; 0.030634;0.0015739999999999999;0.0012980000000000001;0.0010630000000000001; 0.001862; true; 0.085211
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.33; 0.31549; 0.051815;0.002231;0.001095; 0.001243; true; 0.377568;0.4; 0.335748; 0.080422;0.016372;0.000787;0.000275; 0.000178; true; 0.441723;0.66; 0.353797; 0.081987;0.002204;0.011934;0.021608; 0.217947; true; 0.696815
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.1; 0.081143; 0.029981;0.000173;5.8e-05; 7e-06; true; 0.11615;0.11; 0.082914; 0.027859;0.00618;5.6999999999999996e-05;2.2000000000000003e-05; 6e-06; true; 0.12001;0.11; 0.081743; 0.031169;0.001284;0.001035;0.000825; 0.002139; true; 0.122895
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.04; 0.037506; 0.013994;0.000179;6.2e-05; 7e-06; true; 0.053503;0.02; 0.019843; 0.008602;0.000952;5.8e-05;2.5e-05; 4e-06; true; 0.030605;0.05; 0.038846; 0.014625;0.000332;0.001116;0.000967; 0.001095; true; 0.059758
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.0183; 0.010595;0.000115;4.9e-05; 8.6e-05; true; 0.031039;0.04; 0.03358; 0.016222;0.0036509999999999997;9.1e-05;4.4e-05; 3.5e-05; true; 0.056462;0.03; 0.017832; 0.010338;0.000415;0.0008410000000000001;0.000832; 0.001446; true; 0.033993
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.61; 0.454579; 0.170341;8.900000000000001e-05;3.6e-05; 8e-06; true; 0.659612;0.42; 0.261371; 0.1234;0.062479;5.599999999999999e-05;1.7e-05; 7e-06; true; 0.469317;0.6; 0.422019; 0.170857;0.014304;0.0009889999999999999;0.000736; 0.018633; true; 0.66089
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.06; 0.048506; 0.016541;0.000157;7.3e-05; 0.001043; false; 0.068832;0.06; 0.050239; 0.016391;0.0037370000000000003;6.4e-05;3.5e-05; 0.000153; false; 0.072921;0.18; 0.091102; 0.029202;0.0011480000000000001;0.001431;0.001255; 0.066288; false; 0.195207
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.042786; 0.025925;0.00010699999999999999;4.9999999999999996e-05; 8e-06; true; 0.073505;0.11; 0.044995; 0.042123;0.025866;0.000113;4.4e-05; 1e-05; true; 0.120942;0.11; 0.073503; 0.027685;0.0015379999999999999;0.000949;0.000715; 0.015019; true; 0.124844
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.025381; 0.01244;1.3000000000000001e-05;7e-06; 7e-06; true; 0.039348;0.03; 0.027574; 0.013429;0.0010789999999999999;1.1000000000000001e-05;9e-06; 8e-06; true; 0.043903;0.02; 0.016602; 0.008192;0.000117;0.000411;0.00035; 0.000732; true; 0.028075
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.04; 0.0311; 0.015951;2.3e-05;1.1e-05; 6e-06; true; 0.04932;0.03; 0.02635; 0.009757;0.001108;1.3000000000000001e-05;8.000000000000001e-06; 6e-06; true; 0.038712;0.04; 0.03142; 0.014945;0.00025499999999999996;0.0005969999999999999;0.00038; 0.001277; true; 0.051493
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.024552; 0.01411;2.2000000000000003e-05;1e-05; 7e-06; true; 0.041035;0.03; 0.023093; 0.014629;0.001664;1.8e-05;9e-06; 7e-06; true; 0.042393;0.04; 0.025124; 0.01423;0.000436;0.000841;0.000657; 0.001046; true; 0.046369
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.04; 0.038061; 0.013082;1.5e-05;8e-06; 6e-06; true; 0.053031;0.05; 0.037654; 0.020096;0.002981;1.9e-05;6.999999999999999e-06; 8e-06; true; 0.063752;0.03; 0.025164; 0.013774;0.000343;0.000477;0.00034899999999999997; 0.001581; true; 0.044659
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.010706; 0.011872;2.3e-05;1e-05; 8e-06; true; 0.024663;0.01; 0.006371; 0.008123;0.0010309999999999998;1.4e-05;4.9999999999999996e-06; 4e-06; true; 0.017076;0.02; 0.010007; 0.011521;0.000295;0.00088;0.000663; 0.000869; true; 0.027361
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.04; 0.031472; 0.014006;1.3e-05;7e-06; 5e-06; true; 0.047472;0.02; 0.016868; 0.010393;0.0015620000000000002;1.4e-05;6.999999999999999e-06; 6e-06; true; 0.030832;0.05; 0.031223; 0.015363;0.000519;0.000788;0.0005669999999999999; 0.00146; true; 0.053604
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.017011; 0.011129;1.2000000000000002e-05;5.999999999999999e-06; 5e-06; true; 0.029668;0.04; 0.031468; 0.016259;0.00176;1e-05;7e-06; 6e-06; true; 0.051585;0.04; 0.02645; 0.015706;0.000419;0.000805;0.000545; 0.001352; true; 0.048301
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.019245; 0.010239;1e-05;5.999999999999999e-06; 5e-06; true; 0.030692;0.03; 0.034496; 0.011553;0.0007199999999999999;7e-06;4.9999999999999996e-06; 4e-06; true; 0.047977;0.03; 0.019452; 0.009862;0.000183;0.00039;0.000292; 0.000874; true; 0.032699
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.06; 0.050509; 0.021902;1.5e-05;9e-06; 8e-06; true; 0.075474;0.06; 0.041056; 0.023669;0.007492;1.3000000000000001e-05;9e-06; 6e-06; true; 0.075453;0.04; 0.029085; 0.014193;0.000846;0.000749;0.000494; 0.003072; true; 0.052207
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.04; 0.030286; 0.016379;1.5e-05;8e-06; 7e-06; true; 0.048864;0.04; 0.031094; 0.018183;0.001871;2.6e-05;4e-06; 1.5e-05; true; 0.053631;0.02; 0.016464; 0.01073;0.000206;0.000482;0.00039700000000000005; 0.00069; true; 0.030914
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.07; 0.050354; 0.027525;1.7e-05;7e-06; 8e-06; true; 0.081389;0.07; 0.04884; 0.024925;0.003043;1e-05;9e-06; 7e-06; true; 0.080184;0.07; 0.048947; 0.023768;0.000812;0.000696;0.0005110000000000001; 0.00321; true; 0.081716
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.022658; 0.012945;1e-05;7e-06; 6e-06; true; 0.037568;0.03; 0.021328; 0.012418;0.001309;9e-06;1.5e-05; 1.4e-05; true; 0.03717;0.06; 0.039574; 0.019868;0.00047900000000000004;0.0006670000000000001;0.000527; 0.001608; true; 0.066499
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.12; 0.077909; 0.042288;1.7e-05;8e-06; 8e-06; true; 0.131397;0.13; 0.076326; 0.045717;0.023737;6e-06;6.999999999999999e-06; 5e-06; true; 0.152275;0.2; 0.13485; 0.065278;0.002253;0.000559;0.000408; 0.015363; true; 0.229526
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.07; 0.046976; 0.028657;1.7e-05;2e-05; 1e-05; true; 0.081;0.09; 0.046764; 0.032481;0.016801;1e-05;9e-06; 6e-06; true; 0.101876;0.08; 0.0466; 0.028822;0.001503;0.000869;0.000528; 0.004292; true; 0.088286
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.05; 0.040889; 0.025517;1.6e-05;8e-06; 7e-06; true; 0.070521;0.06; 0.049594; 0.01765;0.002277;6e-06;4.9999999999999996e-06; 5e-06; true; 0.07192;0.07; 0.049625; 0.023866;0.000974;0.000776;0.000545; 0.001703; true; 0.082328
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.08; 0.063374; 0.030103;2.6000000000000002e-05;2.3e-05; 8e-06; true; 0.097721;0.1; 0.079081; 0.030573;0.008981;2.2000000000000003e-05;8e-06; 7e-06; true; 0.122754;0.12; 0.079225; 0.030166;0.001239;0.000729;0.000521; 0.01636; true; 0.132799
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.11; 0.082829; 0.031794;1.5e-05;7e-06; 8e-06; true; 0.119258;0.06; 0.052488; 0.019061;0.0034279999999999996;7e-06;4.9999999999999996e-06; 8e-06; true; 0.077355;0.15; 0.083777; 0.018381;0.000585;0.00044899999999999996;0.00033; 0.057461; true; 0.163794
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.05; 0.043632; 0.020096;1.1000000000000001e-05;8.000000000000001e-06; 6e-06; true; 0.066809;0.11; 0.076857; 0.030825;0.010690000000000002;1.1000000000000001e-05;8.000000000000001e-06; 7e-06; true; 0.123271;0.1; 0.061184; 0.030703;0.001184;0.000566;0.000411; 0.015988; true; 0.114861
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.05; 0.041939; 0.018635;1.6e-05;8.000000000000001e-06; 1.3e-05; true; 0.063298;0.03; 0.025276; 0.012067;0.001154;8e-06;7e-06; 6e-06; true; 0.040208;0.06; 0.043673; 0.019228;0.00044;0.0007570000000000001;0.000585; 0.001151; true; 0.069166
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.03; 0.024052; 0.01233;1.3000000000000001e-05;8e-06; 5e-06; true; 0.037727;0.06; 0.043019; 0.019812;0.001599;2e-05;9e-06; 7e-06; true; 0.067075;0.06; 0.044402; 0.018482;0.00037400000000000004;0.000807;0.000662; 0.001437; true; 0.06944
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.11; 0.074312; 0.049824;6.599999999999999e-05;2.6000000000000002e-05; 7e-06; true; 0.132259;0.13; 0.086926; 0.028494;0.022248999999999998;3.7e-05;1.1e-05; 7e-06; true; 0.144278;0.1; 0.064322; 0.045832;0.001228;0.0005909999999999999;0.000431; 0.002169; true; 0.119521
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.04; 0.034284; 0.014418;0.000151;5.9e-05; 7e-06; true; 0.051098;0.03; 0.024724; 0.009954;0.0013579999999999998;5.4e-05;3.1e-05; 6e-06; true; 0.037651;0.04; 0.033141; 0.013718;0.000326;0.000917;0.000811; 0.001306; true; 0.052812
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.02; 0.022333; 0.013008;0.000206;9.3e-05; 1.1e-05; true; 0.038764;0.02; 0.013736; 0.009134;0.0014290000000000001;6.4e-05;2.8000000000000003e-05; 5e-06; true; 0.026124;0.04; 0.02242; 0.012257;0.000328;0.001057;0.0009540000000000001; 0.001611; true; 0.042015
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.02; 0.018173; 0.00822;1.3000000000000001e-05;1e-05; 7e-06; true; 0.027671;0.02; 0.019592; 0.008983;0.002224;1.3000000000000001e-05;7e-06; 7e-06; true; 0.03254;0.04; 0.032532; 0.012714;0.00027000000000000006;0.0007469999999999999;0.000614; 0.000913; true; 0.05108
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.08; 0.064928; 0.024209;0.000134;4.2000000000000004e-05; 9e-06; true; 0.092868;0.06; 0.044351; 0.015173;0.004362;1.5e-05;1.2000000000000002e-05; 6e-06; true; 0.066195;0.09; 0.06594; 0.024206;0.000884;0.0009450000000000001;0.000758; 0.002592; true; 0.099612
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata;0.07; 0.056073; 0.025972;2.8e-05;1.3e-05; 8e-06; true; 0.085642;0.04; 0.030835; 0.016727;0.001999;1.1e-05;8.000000000000001e-06; 6e-06; true; 0.051987;0.06; 0.047024; 0.016049;0.000397;0.000462;0.00037; 0.000727; true; 0.067522
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata;0.06; 0.042291; 0.028467;5.9e-05;2.5e-05; 9e-06; true; 0.075797;0.04; 0.029271; 0.018924;0.002446;2.5e-05;2.4e-05; 7e-06; true; 0.053745;0.07; 0.051279; 0.019806;0.000519;0.000663;0.000501; 0.001545; true; 0.078633
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;0.06; 0.051245; 0.022546;4.7e-05;2.1000000000000002e-05; 8e-06; true; 0.076817;0.06; 0.052989; 0.01803;0.001911;2.2000000000000003e-05;2.1000000000000002e-05; 5e-06; true; 0.074808;0.04; 0.02937; 0.014887;0.00038100000000000005;0.000746;0.0005609999999999999; 0.000971; true; 0.04932
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.09; 0.070057; 0.034568;3.7999999999999995e-05;1.4e-05; 9e-06; true; 0.11044;0.11; 0.08631; 0.03357;0.010771;2.4e-05;9e-06; 6e-06; true; 0.136019;0.12; 0.048359; 0.023275;0.000924;0.000503;0.00038199999999999996; 0.060148; true; 0.137134
