name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;0.99; 0.227459; 0.070142; 0.576886; 0.263389; 0.000225; false; 1.15376;1.56; 0.354641; 0.097221; 0.001039; 0.932016; 0.372313; 0.000208; false; 1.77916;9.24; 0.228008; 0.068788;0.0021409999999999997; 2.99234; 4.15779; 1.31552; false; 8.77298
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;1.67; 0.361276; 0.104542; 0.988346; 0.426679; 0.000654; false; 1.90497;1.71; 0.40776; 0.114611; 0.000766; 0.974455; 0.434163; 0.000176; false; 1.95201;11.45; 0.400758; 0.10133;0.003268; 4.09726; 5.20665; 1.23443; false; 11.058
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;1.56; 0.25979; 0.081959; 1.08941; 0.324059; 0.00019; false; 1.77121;2.03; 0.426148; 0.112766; 0.0008; 1.29605; 0.469414; 0.000234; false; 2.32961;14.0; 0.364226; 0.112986;0.004052; 4.64454; 6.60304; 1.74798; false; 13.4923
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;2.15; 0.461247; 0.120002; 1.43528; 0.399473; 0.000201; false; 2.44408;2.06; 0.454242; 0.126726; 0.000971; 1.33825; 0.386884; 0.00019; false; 2.3351;15.7; 0.4279; 0.13566;0.004393; 5.41022; 7.30895; 2.03561; false; 15.3425
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;2.53; 0.447005; 0.121244; 1.59179; 0.664932; 0.000265; false; 2.85355;2.03; 0.46969; 0.119718; 0.000843; 1.26188; 0.416611; 0.000325; false; 2.29756;17.74; 0.448017; 0.119831;0.004189999999999999; 5.52281; 9.19935; 1.86642; false; 17.1763
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.07; 0.048585; 0.01609; 0.010528; 0.007362; 3e-06; true; 0.085034;0.07; 0.049875; 0.018798; 0.007232; 0.005192; 0.003686; 3e-06; true; 0.087483;0.14; 0.053228; 0.017265;0.000349; 0.026484; 0.048468; 0.000255; true; 0.149026
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;2.85; 0.50758; 0.145481; 1.87417; 0.649446; 3e-06; true; 3.20895;2.7; 0.467907; 0.131093; 0.001138; 1.72404; 0.660499; 7e-06; true; 3.01272;17.34; 0.52276; 0.149977;0.0062450000000000006; 6.7006; 9.76925; 0.030543; true; 17.2044
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.13; 0.070662; 0.02244; 0.025908; 0.01827; 3e-06; true; 0.140323;0.12; 0.070147; 0.024451; 0.015258; 0.010839; 0.007021; 3e-06; true; 0.131447;0.3; 0.076745; 0.024845;0.000585; 0.069284; 0.125335; 0.001763; true; 0.302426
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.2; 0.103519; 0.030274; 0.051417; 0.034588; 4e-06; true; 0.224802;0.1; 0.058463; 0.01603; 0.015377; 0.009691; 0.008755; 2e-06; true; 0.110691;0.48; 0.105518; 0.028525;0.00078; 0.144268; 0.201175; 0.003178; true; 0.487626
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.26; 0.129386; 0.034208; 0.082854; 0.041097; 3e-06; true; 0.29283;0.23; 0.118814; 0.032109; 0.050329; 0.029866; 0.019623; 2e-06; true; 0.255182;0.86; 0.119478; 0.03478;0.000997; 0.22734; 0.47643; 0.005954; true; 0.870482
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.34; 0.140088; 0.039332; 0.116837; 0.076264; 4e-06; true; 0.37883;0.31; 0.147073; 0.041983; 0.070036; 0.047801; 0.030531; 3e-06; true; 0.343114;1.33; 0.148804; 0.039593;0.001286; 0.387034; 0.73585; 0.008626; true; 1.32675
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.29; 0.150544; 0.03093; 0.092389; 0.05729; 1e-06; true; 0.335037;0.25; 0.104535; 0.034454; 0.061874; 0.037445; 0.028362; 2e-06; true; 0.271748;1.3; 0.10308; 0.031933;0.000791; 0.35739; 0.783213; 0.01139; true; 1.29231
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.51; 0.195567; 0.050417; 0.217234; 0.103305; 2e-06; true; 0.574227;0.52; 0.202715; 0.071066; 0.137358; 0.091255; 0.055091; 4e-06; true; 0.566933;2.09; 0.125332; 0.043336;0.001088; 0.55959; 1.27252; 0.018743; true; 2.02582
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.58; 0.199966; 0.053634; 0.269816; 0.133091; 4e-06; true; 0.665079;0.36; 0.132945; 0.038649; 0.108442; 0.06659; 0.045933; 2e-06; true; 0.397701;2.59; 0.216967; 0.052302;0.001697; 0.9542; 1.31578; 0.022399; true; 2.57017
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.01; 0.01345; 0.006516; 0.00113; 0.000735; 2e-06; true; 0.023036;0.03; 0.02195; 0.008819; 0.001642; 0.001023; 0.00043; 2e-06; true; 0.035485;0.03; 0.013281; 0.006351;0.000116; 0.003668; 0.00409; 8.9e-05; true; 0.029213
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.48; 0.149202; 0.046437; 0.220585; 0.115798; 4e-06; true; 0.540572;0.69; 0.248401; 0.066026; 0.000357; 0.309483; 0.150672; 3e-06; true; 0.784605;4.0; 0.233491; 0.065387;0.00189; 1.39897; 2.24015; 0.029493; true; 3.97722
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.85; 0.247682; 0.074866; 0.433635; 0.204912; 3e-06; true; 0.972248;0.85; 0.253815; 0.077109; 0.000441; 0.421056; 0.205271; 4e-06; true; 0.968887;4.54; 0.165638; 0.069625;0.0020559999999999997; 1.44584; 2.75213; 0.032277; true; 4.47702
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;1.08; 0.30873; 0.085388; 0.557089; 0.248548; 5e-06; true; 1.21682;0.72; 0.260071; 0.053441; 0.000294; 0.333743; 0.17247; 2e-06; true; 0.828464;6.3; 0.329546; 0.086769;0.00228; 2.26333; 3.49346; 0.026381; true; 6.21137
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.73; 0.200826; 0.057522; 0.394602; 0.193167; 3e-06; true; 0.855199;1.15; 0.307114; 0.078629; 0.000488; 0.647023; 0.260969; 4e-06; true; 1.30813;7.18; 0.192303; 0.059988;0.001729; 2.51738; 4.1791; 0.025707; true; 6.9835
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;1.42; 0.338823; 0.090995; 0.786084; 0.37116; 2e-06; true; 1.60323;0.91; 0.238041; 0.065212; 0.000353; 0.489342; 0.230399; 2e-06; true; 1.03468;8.16; 0.370955; 0.087412;0.002626; 3.07494; 4.47686; 0.027448; true; 8.05177
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;1.0; 0.225391; 0.073843; 0.56038; 0.268643; 3e-06; true; 1.14354;0.99; 0.225591; 0.067877; 0.000372; 0.563336; 0.265319; 2e-06; true; 1.13525;7.53; 0.230139; 0.066202;0.002145; 2.79734; 4.29606; 0.029666; true; 7.42991
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;1.25; 0.241246; 0.073456; 0.682051; 0.443244; 3e-06; true; 1.45535;1.79; 0.402736; 0.103189; 0.000748; 1.06797; 0.458592; 4e-06; true; 2.05243;10.6; 0.415266; 0.113824;0.00396; 4.67022; 5.35924; 0.025383; true; 10.6079
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;1.26; 0.251025; 0.079912; 0.756527; 0.338852; 3e-06; true; 1.44337;2.05; 0.433925; 0.138393; 0.000883; 1.21185; 0.530185; 5e-06; true; 2.33803;10.29; 0.391994; 0.132021;0.003954; 4.47242; 5.20676; 0.025123; true; 10.2497
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;2.3; 0.441378; 0.122746; 1.42019; 0.582045; 4e-06; true; 2.5921;2.18; 0.459316; 0.13152; 0.001073; 1.35738; 0.513721; 3e-06; true; 2.4896;10.5; 0.474782; 0.135117;0.004789; 4.37078; 5.37911; 0.025589; true; 10.4091
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;1.82; 0.28539; 0.082643; 1.0925; 0.590048; 4e-06; true; 2.0685;1.83; 0.281387; 0.085985; 0.000568; 1.17936; 0.539679; 4e-06; true; 2.10912;10.79; 0.499193; 0.096639;0.002438; 4.29788; 5.77554; 0.022936; true; 10.7057
