name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06042.mata;0.21; 0.0680021000;0.008471; 0.0596877000; 0.0001975000; False; 0.0706733000; 0.2006092000;0.12; 0.05802; 0.06083; 0.000232; 9.3e-05; false; 0.126127;0.07; 0.03313; 0.042213; 0.000149; 5.3e-05; false; 0.079718;0.21; 0.058907; 0.026385; 0.117204; 0.004783; 0.004621; false; 0.217097;0.13; 0.031921; 0.002063; 0.096182; 0.001797; 0.001489; false; 0.137129;ERR;1.28; 0.1189; 0.0000; 0.1363; 0.0007; 0.0000; False; 0.1371; 0.2572;2.15; 0.0903; 0.0635; 0.9747; 0.9773; 0.0078; False; 0.9851; 1.1396;1.47; 0.0845; 0.0345; 0.3817; 0.3894; 0.0001; False; 0.3895; 0.5090;2.73; 0.719212354; 0.023774676; 0.001884135; false; 0.031979991; 0.958526203;2.02; 0.176806849; 0.129053421; 6.1126E-5; false; 0.137955838; 0.635807951
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06076.mata;0.19; 0.0454150000;0.0095455; 0.0604356000; 0.0002358000; False; 0.0729985000; 0.1797443000;0.0; 0.002818; 0.001514; 0.000165; 0.00017; false; 0.006368;0.0; 0.002419; 0.002625; 0.000311; 0.000154; false; 0.007291;0.04; 0.004415; 0.002478; 0.017559; 0.008541; 0.007304; false; 0.041153;0.02; 0.004325; 0.000379; 0.009614; 0.004352; 0.003914; false; 0.024134;ERR;1.17; 0.0131; 0.0000; 0.0049; 0.0004; 0.0000; False; 0.0054; 0.0193;1.35; 0.0154; 0.0070; 0.0461; 0.0520; 0.0052; False; 0.0573; 0.0802;0.96; 0.0105; 0.0031; 0.0052; 0.0134; 0.0001; False; 0.0135; 0.0275;1.91; 0.253694395; 0.135326277; 0.00197267; false; 0.163365252; 0.537259395;1.27; 0.083562963; 0.038997332; 2.4294E-5; false; 0.052787976; 0.286242449
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06210.mata;0.07; 0.0267015000;0.0064517; 0.0045889000; 0.0001450000; False; 0.0130225000; 0.0751543000;0.0; 0.004712; 0.000664; 5.2e-05; 2.4e-05; false; 0.006399;0.0; 0.00502; 0.000657; 7.2e-05; 2.6e-05; false; 0.006794;0.01; 0.004938; 0.002303; 0.0034; 0.001183; 0.001108; false; 0.013657;0.01; 0.006156; 0.00031; 0.002347; 0.001106; 0.000783; false; 0.012025;ERR;1.14; 0.0154; 0.0000; 0.0029; 0.0003; 0.0000; False; 0.0033; 0.0194;1.09; 0.0212; 0.0089; 0.0145; 0.0173; 0.0021; False; 0.0195; 0.0499;1.28; 0.0222; 0.0094; 0.0061; 0.0135; 0.0001; False; 0.0137; 0.0456;1.61; 0.179521716; 0.132157847; 0.002739497; false; 0.154853759; 0.467379489;1.26; 0.05525045; 0.013098952; 4.5078E-5; false; 0.027353788; 0.25023444
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06234.mata;0.14; 0.0881989000;0.0090119; 0.0072348000; 0.0002071000; False; 0.0188947000; 0.1800741000;0.01; 0.015722; 0.002022; 0.000157; 5.2e-05; false; 0.020813;0.02; 0.015492; 0.001982; 0.000145; 5e-05; false; 0.020399;0.04; 0.016016; 0.007452; 0.009659; 0.003622; 0.003497; false; 0.042214;0.03; 0.015278; 0.001034; 0.005637; 0.002508; 0.00204; false; 0.029079;ERR;1.21; 0.0332; 0.0000; 0.0051; 0.0005; 0.0000; False; 0.0057; 0.0398;1.17; 0.0188; 0.0175; 0.0242; 0.0267; 0.0048; False; 0.0316; 0.0684;1.11; 0.0233; 0.0078; 0.0080; 0.0180; 0.0001; False; 0.0181; 0.0497;2.07; 0.222640346; 0.126411394; 0.015018468; false; 0.147594585; 0.555957203;1.15; 0.053518588; 0.013726331; 3.0468E-5; false; 0.019685385; 0.217676818
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06244.mata;0.14; 0.0482371000;0.0100053; 0.0076359000; 0.0002007000; False; 0.0205933000; 0.1319414000;0.01; 0.014026; 0.001187; 8.2e-05; 3.7e-05; false; 0.017723;0.01; 0.014599; 0.001203; 9.5e-05; 3.9e-05; false; 0.018281;0.03; 0.014523; 0.007078; 0.006046; 0.002411; 0.002168; false; 0.03422;0.02; 0.014539; 0.001015; 0.004026; 0.001651; 0.001173; false; 0.025195;ERR;1.19; 0.0327; 0.0000; 0.0034; 0.0002; 0.0000; False; 0.0037; 0.0370;1.29; 0.0324; 0.0190; 0.0284; 0.0301; 0.0042; False; 0.0343; 0.0862;0.98; 0.0287; 0.0105; 0.0064; 0.0112; 0.0001; False; 0.0114; 0.0510;1.56; 0.225153682; 0.040066605; 0.002311008; false; 0.048478471; 0.42481698;1.35; 0.062509046; 0.049362316; 2.8604E-5; false; 0.069367358; 0.392018992
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06264.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.35; 0.1406; 0.0000; 0.0142; 0.0014; 0.0000; False; 0.0157; 0.1582;1.66; 0.1417; 0.1798; 0.2425; 0.2643; 0.0827; False; 0.3471; 0.6832;1.44; 0.1778; 0.0987; 0.0307; 0.0627; 0.0001; False; 0.0628; 0.3414;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06295.mata;0.18; 0.0485880000;0.0096095; 0.0482269000; 0.0002138000; False; 0.0609310000; 0.1714187000;0.01; 0.014775; 0.001224; 9.4e-05; 4e-05; false; 0.018752;0.01; 0.014612; 0.001296; 9.4e-05; 3.9e-05; false; 0.018522;0.03; 0.014749; 0.007338; 0.005005; 0.002191; 0.001863; false; 0.033145;0.03; 0.015639; 0.001138; 0.004399; 0.001868; 0.001298; false; 0.027479;ERR;1.2; 0.0257; 0.0000; 0.0027; 0.0002; 0.0000; False; 0.0030; 0.0293;1.35; 0.0292; 0.0265; 0.0474; 0.0491; 0.0053; False; 0.0545; 0.1107;1.0; 0.0188; 0.0147; 0.0117; 0.0181; 0.0001; False; 0.0182; 0.0521;1.57; 0.186069906; 0.0491458; 0.002622078; false; 0.058880493; 0.382864214;1.37; 0.077570513; 0.035772944; 3.9873E-5; false; 0.04669859; 0.266414637
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06296.mata;0.24; 0.0704552000;0.0096501; 0.0891942000; 0.0003084000; False; 0.1017434000; 0.2405832000;0.06; 0.053988; 0.009722; 0.000383; 6.3e-05; false; 0.073006;0.05; 0.045155; 0.01019; 0.001046; 8.9e-05; false; 0.065114;0.14; 0.046147; 0.024591; 0.041177; 0.014904; 0.011339; false; 0.142779;0.11; 0.057811; 0.003663; 0.028752; 0.007624; 0.007643; false; 0.111963;ERR;1.23; 0.0924; 0.0000; 0.0161; 0.0010; 0.0000; False; 0.0172; 0.1112;1.48; 0.0497; 0.0323; 0.3047; 0.3208; 0.0395; False; 0.3604; 0.4432;1.38; 0.0825; 0.0555; 0.1124; 0.1440; 0.0001; False; 0.1441; 0.2830;3.18; 0.629976122; 0.129698074; 0.002182892; false; 0.150608682; 1.101046139;2.38; 0.216405492; 0.23481502; 3.5188E-5; false; 0.252785592; 0.769769134
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06368.mata;0.16; 0.0386888000;0.009051499999999999; 0.0467687000; 0.0001841000; False; 0.0584227000; 0.1506395000;0.0; 0.000806; 0.000557; 7.3e-05; 3.9e-05; false; 0.002064;0.0; 0.000814; 0.000575; 6.4e-05; 4.1e-05; false; 0.002095;0.0; 0.000885; 0.000599; 0.003802; 0.001351; 0.001293; false; 0.00831;0.01; 0.000849; 0.0001; 0.002739; 0.001541; 0.001013; false; 0.00751;ERR;1.13; 0.0075; 0.0000; 0.0012; 0.0001; 0.0000; False; 0.0014; 0.0092;1.25; 0.0091; 0.0012; 0.0064; 0.0083; 0.0012; False; 0.0096; 0.0201;1.15; 0.0084; 0.0019; 0.0020; 0.0063; 0.0001; False; 0.0064; 0.0171;1.23; 0.150338948; 0.046811739; 0.002245295; false; 0.056623388; 0.285060076;1.03; 0.022837177; 0.012622683; 2.0753E-5; false; 0.018956896; 0.142903634
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06421.mata;0.11; 0.0326859000;0.0058741; 0.0304402000; 0.0001972000; False; 0.0385297000; 0.1085028000;0.01; 0.011671; 0.001626; 0.00015; 0.000116; false; 0.015611;0.03; 0.022384; 0.003448; 0.000411; 0.000203; false; 0.030929;0.07; 0.023026; 0.011968; 0.018757; 0.007764; 0.008309; false; 0.0728;0.04; 0.021113; 0.001726; 0.00966; 0.00464; 0.004103; false; 0.04546;ERR;1.06; 0.0231; 0.0000; 0.0038; 0.0004; 0.0000; False; 0.0042; 0.0278;1.37; 0.0234; 0.0786; 0.1116; 0.1203; 0.0186; False; 0.1390; 0.2418;1.28; 0.0397; 0.0236; 0.0180; 0.0388; 0.0001; False; 0.0390; 0.1030;2.34; 0.288246264; 0.093445473; 0.001992923; false; 0.101316454; 0.579925277;1.35; 0.059130022; 0.029849557; 7.1977E-5; false; 0.036719892; 0.2523582
