name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-intersection;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-*.mata;TO;0.2546418999999999;0.4269504;6.244495199999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.367032; 0.969882;1.3318640000000002;39.732153; 0.23809;MISSING;MISSING;MISSING;TO; 0.368284; 1.12603;0.14250299999999996;13.504172;38.369728;MISSING;MISSING;MISSING;3.48; 0.458004; 2.30309;0.0004580000000000001; 5e-06; true; 4.32876;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;48.581360245;MISSING;MISSING;MISSING;MISSING;MISSING;8.04;2.0852728619999996; 9.0932E-5; 0.001127525; false; 0.026395837; 3.648303467
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-*.mata;TO;0.17424959999999998;0.3647998;5.8348204;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.317532; 1.0248;1.173012;45.103598000000005; 0.235971;MISSING;MISSING;MISSING;TO; 0.365712; 1.31975;0.14811500000000002;13.773322;37.407752;MISSING;MISSING;MISSING;3.71; 0.444794; 2.48396;0.0002789999999999999; 5e-06; true; 4.53461;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;55.705389905000004;MISSING;MISSING;MISSING;MISSING;MISSING;8.6;2.150268655; 9.0183E-5; 0.001128434; false; 0.007819825; 3.74006037
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-*.mata;TO;0.22768909999999995;0.3499715;6.1902629;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.422201; 1.73478;2.161025;40.437256999999995; 0.381181;MISSING;MISSING;MISSING;TO; 0.440865; 1.57379;0.278994;18.127311000000002; 0.110245;MISSING;MISSING;MISSING;3.63; 0.506528; 2.45893;0.00019699999999999983; 5e-06; true; 4.45924;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;54.77780715;MISSING;MISSING;MISSING;MISSING;MISSING;8.48;2.3345122689999998; 9.9431E-5; 0.001202963; false; 0.008145243; 3.908872241
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-*.mata;TO;0.2710346;0.3282112;5.4518951;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.218707; 1.17291;1.386702;39.802747; 0.198637;MISSING;MISSING;MISSING;TO; 0.440354; 1.64017;0.175341;15.503716; 0.074224;MISSING;MISSING;MISSING;3.97; 0.504958; 2.46658;0.00041700000000000005; 5e-06; true; 5.19373;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;54.273634337;MISSING;MISSING;MISSING;MISSING;MISSING;8.2;2.0140812749999997; 6.7787E-5; 8.06775E-4; false; 0.005460353; 3.425742467
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-*.mata;TO;0.0574786;0.1942283;2.7212167999999997;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.00537; 0.012107;0.006907;3.297839;6.824428;MISSING;MISSING;MISSING;TO; 0.005305; 0.011639;0.001196;1.536165;5.212197;MISSING;MISSING;MISSING;0.49; 0.005103; 0.010219;3.8e-05; 4e-06; true; 0.021082;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.12;0.419554968; 3.6949E-5; 0.003733969; false; 0.010352292; 0.582610668;1.2;0.043285878; 8.2544E-5; 0.001121463; false; 0.00758809; 0.199075758
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-*.mata;TO;0.27476600000000007;0.3111844;9.0084529;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.451494; 1.74091;1.3310430000000004;41.177275; 0.212917;MISSING;MISSING;MISSING;TO; 0.38764; 1.72228;0.35713900000000004;15.719624; 0.122481;MISSING;MISSING;MISSING;4.26; 0.482923; 1.89681;0.00024299999999999997; 4e-06; true; 4.2157;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;46.700102224000005;MISSING;MISSING;MISSING;MISSING;MISSING;9.55;2.5627927969999997; 9.2597E-5; 0.002226479; false; 0.013293784; 4.35351568
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-*.mata;TO;0.3272496000000001;0.4245963;6.9276884999999995;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.464575; 1.50765;1.426603;46.340039; 0.22848;MISSING;MISSING;MISSING;TO; 0.465822; 1.94632;0.20459000000000008;16.262866; 0.120994;MISSING;MISSING;MISSING;3.8; 0.559013; 3.743;0.00023499999999999994; 5e-06; true; 5.76069;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;54.906734099;MISSING;MISSING;MISSING;MISSING;MISSING;8.57;2.810238091999999; 9.8653E-5; 0.00112899; false; 0.007694149; 4.306373451
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-52-*.mata;TO;0.34490620000000005;0.4246997;6.6383242;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.487462; 2.15873;2.857469;45.544385; 0.364878;MISSING;MISSING;MISSING;TO; 0.449728; 2.01213;0.41538099999999994;14.132686000000001;39.692757;MISSING;MISSING;MISSING;4.37; 0.562353; 3.76945;0.00027399999999999994; 5e-06; true; 6.02784;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;49.378041672;MISSING;MISSING;MISSING;MISSING;MISSING;7.78;2.1710505479999993; 1.00635E-4; 0.001181378; false; 0.007533442; 4.02542561
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-53-*.mata;TO;0.1943429;0.2657094;5.0815931999999995;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.505078; 1.93313;1.978306;34.410088; 0.235277;MISSING;MISSING;MISSING;TO; 0.465233; 2.15258;0.432609;19.410732; 0.132127;MISSING;MISSING;MISSING;4.77; 0.574805; 3.06601;0.0003490000000000001; 6e-06; true; 5.87827;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;51.76645558999999;MISSING;MISSING;MISSING;MISSING;MISSING;8.41;2.8308969629999994; 1.51764E-4; 0.001299402; false; 0.008801724; 4.440864571
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-54-*.mata;TO;0.32725770000000004;0.4483257;6.6752752;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.482014; 2.19176;2.9843050000000013;46.949074; 0.340334;MISSING;MISSING;MISSING;TO; 0.446568; 1.73815;0.385738;18.206913; 0.121773;MISSING;MISSING;MISSING;5.1; 0.518354; 3.14358;0.00037600000000000003; 6e-06; true; 7.90475;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;54.094607904;MISSING;MISSING;MISSING;MISSING;MISSING;8.74;2.3804746350000006; 1.04695E-4; 0.001153629; false; 0.008669287; 4.211636568
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-55-*.mata;TO;0.3567270000000002;0.36381030000000003;5.7293493;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.620267; 1.63833;1.7530830000000004;49.130503000000004; 0.240639;MISSING;MISSING;MISSING;TO; 0.37934; 1.37278;0.234734;16.744647; 0.085268;MISSING;MISSING;MISSING;5.61; 0.406536; 3.1633;0.000433; 5e-06; true; 8.11222;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;50.359248373;MISSING;MISSING;MISSING;MISSING;MISSING;9.46;2.99314568; 1.06792E-4; 0.001183954; false; 0.013933964; 5.109764197
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-56-*.mata;TO;0.35993340000000007;0.3431703;6.037828;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.578837; 2.69165;3.4565699999999993;47.574735999999994; 0.372625;MISSING;MISSING;MISSING;TO; 0.569992; 2.53762;0.514274;16.390309; 0.124713;MISSING;MISSING;MISSING;5.05; 0.494705; 1.92134;0.0002889999999999999; 5e-06; true; 4.93248;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;42.498222240000004;MISSING;MISSING;MISSING;MISSING;MISSING;9.32;2.984662502999999; 1.55327E-4; 0.001463942; false; 0.011333975; 5.3327533
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-57-*.mata;TO;0.4646611000000002;0.2584465;6.3545551;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.633112; 2.64094;23.610856;6.351163;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.568948; 2.2957;0.42123299999999986;12.448732; 0.09094;MISSING;MISSING;MISSING;4.65; 0.365797; 2.15513;0.0002790000000000001; 5e-06; true; 5.35361;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;46.58608187;MISSING;MISSING;MISSING;MISSING;MISSING;9.87;3.436116882; 1.06487E-4; 0.001173639; false; 0.008012942; 5.962829155
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-58-*.mata;TO;0.27610239999999997;0.3806242;6.5571894;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.61227; 2.62497;3.8308590000000007;44.294073; 0.354543;MISSING;MISSING;MISSING;TO; 0.58633; 2.82835;0.523269;18.15049; 0.145264;MISSING;MISSING;MISSING;7.24; 0.628599; 2.74055;0.0002739999999999999; 5e-06; true; 7.07725;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;45.883105736000005;MISSING;MISSING;MISSING;MISSING;MISSING;10.65;3.0739815089999993; 6.9191E-5; 7.9648E-4; false; 0.004975922; 5.400219538
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-59-*.mata;TO;0.3584745999999999;0.3899874;6.6865477;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.632974; 2.97925;4.050370999999999;48.222570000000005; 0.375795;MISSING;MISSING;MISSING;TO; 0.335779; 2.53316;0.2954890000000001;18.149589000000002; 0.086404;MISSING;MISSING;MISSING;7.19; 0.684026; 3.56317;0.0014249999999999977; 7e-06; true; 8.2034;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;44.980229706;MISSING;MISSING;MISSING;MISSING;MISSING;10.78;3.7506012999999996; 9.0465E-5; 0.001079647; false; 0.019841256; 6.051030254
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-6-*.mata;TO;0.037065100000000004;0.1770468;2.5597097;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.005211; 0.011477;0.007708;3.022511;8.610685;MISSING;MISSING;MISSING;TO; 0.006692; 0.014212;0.001731;1.5675700000000001;4.573435000000001;MISSING;MISSING;MISSING;0.36; 0.003614; 0.008653;3.0999999999999995e-05; 3e-06; true; 0.016926;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.78;0.683548281; 4.0875E-5; 0.003861425; false; 0.011143; 0.884506882;1.3;0.06571808999999999; 1.14627E-4; 0.001166054; false; 0.021853155; 0.25466783
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-60-*.mata;TO;0.38608919999999985;0.8234829;10.3568993;MISSING;MISSING;MISSING;MISSING;TO; 0.694216; 1.98373;18.466495;3.462513;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.694003; 1.97245;3.2360749999999996;49.785526; 0.465302;MISSING;MISSING;MISSING;TO; 0.694949; 2.86833;0.6627930000000002;20.037025; 0.158946;MISSING;MISSING;MISSING;8.25; 0.582998; 4.38562;0.0012330000000000019; 5e-06; true; 9.66844;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;46.338415786;MISSING;MISSING;MISSING;MISSING;MISSING;8.92;2.8030766419999993; 6.7292E-5; 7.91621E-4; false; 0.005765146; 5.148514811
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-7-*.mata;TO;0.0646397;0.24329030000000001;2.8011073;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.008078; 0.01698;0.012513;3.138284;8.898549;MISSING;MISSING;MISSING;TO; 0.0088; 0.018009;0.002403;1.726659;5.818739;MISSING;MISSING;MISSING;0.56; 0.009082; 0.017677;4.9000000000000005e-05; 5e-06; true; 0.03685;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.61;0.9075716939999999; 3.2928E-5; 0.003438244; false; 0.010049292; 1.130080105;1.31;0.059252014; 8.7465E-5; 0.001150705; false; 0.007765411; 0.253011308
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-8-*.mata;TO;0.05622400000000001;0.2814083;3.5414913;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.011888; 0.023924;0.020264;3.298492;8.997457;MISSING;MISSING;MISSING;TO; 0.011119; 0.021574;0.003211;1.504107;5.730994;MISSING;MISSING;MISSING;0.57; 0.011389; 0.022432;5.6e-05; 5e-06; true; 0.047761;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;4.57;1.1173106439999998; 3.0626E-5; 0.003612207; false; 0.009996175; 1.353550159;1.35;0.071040878; 8.9366E-5; 0.001167037; false; 0.008165457; 0.273241133
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-9-*.mata;TO;0.05409360000000001;0.1974637;2.7190757;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.00825; 0.017022;0.015387;4.007065;13.207932;MISSING;MISSING;MISSING;TO; 0.012836; 0.026913;0.003911;1.9052600000000002;7.421394;MISSING;MISSING;MISSING;0.38; 0.013558; 0.027474;7.000000000000001e-05; 5e-06; true; 0.05874;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;5.72;1.49887052; 3.4633E-5; 0.005467379; false; 0.013004543; 1.771696976;1.82;0.12623079799999998; 1.28983E-4; 0.001840188; false; 0.017462431; 0.403506235
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-10-*.mata;TO;0.06063170000000001;0.222479;4.7101471;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.012074; 0.023643;0.019799;3.564542;4.904447;MISSING;MISSING;MISSING;TO; 0.021667; 0.038304;0.005725;2.383699;8.482205;MISSING;MISSING;MISSING;0.65; 0.022237; 0.038043;7.3e-05; 4e-06; true; 0.085014;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.12;0.28794726600000004; 1.27857E-4; 0.002048996; false; 0.018318734; 0.618555947
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-11-*.mata;TO;0.06982519999999999;0.5364131;7.274410199999999;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.013852; 0.025113;0.024421;13.217846999999999;13.812745;MISSING;MISSING;MISSING;TO; 0.027032; 0.044093;0.0072169999999999995;6.760727;16.283326;MISSING;MISSING;MISSING;0.59; 0.024749; 0.042267;6.500000000000001e-05; 5e-06; true; 0.095424;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.18;0.21300255300000004; 1.74149E-4; 0.001376123; false; 0.010346972; 0.698876106
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-12-*.mata;TO;0.0797103;0.4984523;7.7424672;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.026036; 0.057117;2.9696209999999996;0.795443;MISSING;MISSING;MISSING;TO; 0.029832; 0.050845;0.055341;12.380961000000001;14.566301;MISSING;MISSING;MISSING;TO; 0.032834; 0.057323;0.008672000000000001;6.471584;15.578739;MISSING;MISSING;MISSING;0.73; 0.033097; 0.055387;9.199999999999999e-05; 7e-06; true; 0.12657;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.25;0.214309766; 1.11775E-4; 0.001120383; false; 0.035784959; 0.660503524
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-13-*.mata;TO;0.07943460000000001;0.5240541000000001;7.5296195;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.037016; 0.035824;2.8256740000000002;0.583201;MISSING;MISSING;MISSING;TO; 0.0377; 0.064831;0.06951800000000001;13.397294;17.063941;MISSING;MISSING;MISSING;TO; 0.037897; 0.066413;0.010192999999999999;5.892109;18.591897;MISSING;MISSING;MISSING;0.67; 0.039231; 0.062846;7.800000000000003e-05; 5e-06; true; 0.146111;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.34;0.269417607; 1.13042E-4; 0.001170222; false; 0.008545847; 0.60974988
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-14-*.mata;TO;0.07868309999999999;0.5828541;8.0656816;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.040729; 0.073815;0.07960299999999998;11.272062;16.356350000000003;MISSING;MISSING;MISSING;TO; 0.043215; 0.076592;0.012185000000000001;7.480342;18.146219;MISSING;MISSING;MISSING;0.61; 0.021828; 0.039322;6.800000000000001e-05; 5e-06; true; 0.09061;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.01;0.42110917400000003; 1.0187E-4; 0.001248014; false; 0.007863013; 1.014626089
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-15-*.mata;TO;0.08250150000000002;0.5621147999999999;8.424422600000002;MISSING;MISSING;MISSING;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.054097; 0.095571;3.88218;0.881821;MISSING;MISSING;MISSING;TO; 0.047222; 0.086461;0.094469;14.774170999999999;19.12134;MISSING;MISSING;MISSING;TO; 0.051566; 0.092156;0.014430999999999998;5.968873;20.10873;MISSING;MISSING;MISSING;0.69; 0.046662; 0.086923;8.400000000000004e-05; 1.3e-05; true; 0.194121;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.25;0.4623765039999999; 1.31241E-4; 0.001539306; false; 0.014337222; 0.89205916
