name;automata-runtime;automata-construction;automata-trim;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-inclusion_check;vata-inclusion_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-inclusion_check;awali-inclusion_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-inclusion;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-inclusion;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-inclusion_check;java-brics-inclusion_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-1-rhs.mata;10.68;0.0672903;0.007899100000000001; 10.5843533000; False; 10.5952523000; 10.7027730000;0.13; 0.10368; 0.043392; 0.002873; false; 0.156876;0.14; 0.101228; 0.045515; 0.002556; false; 0.157148;0.16; 0.107761; 0.041399;0.017096; 0.012935; false; 0.185447;16.02; 0.102945; 0.036373;0.002576; 17.8509; false; 17.9997;TO; 0.105826; 0.045449;1.29; 0.1745; 0.0000; 0.0033; False; 0.0034; 0.1783;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;6.83; 0.3843; 0.0519;5.6501; 5.6728; False; 5.6728; 6.1111;7.16;4.067410119; 0.242937422; false; 0.247759991; 4.560413731;6.11;0.107915844; 4.436320213; false; 4.442384525; 4.734456859
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery-4P-BinEnc-BwBadi-B-2-rhs.mata;11.28;0.1273734;0.0111958; 11.2289382000; False; 11.2492241000; 11.4345164000;0.13; 0.098675; 0.040551; 0.002439; false; 0.148425;0.13; 0.135295; 0.042745; 0.002583; false; 0.187802;0.17; 0.108535; 0.041084;0.016048; 0.015023; false; 0.187146;27.12; 0.102633; 0.041313;0.002269; 27.5498; false; 27.7038;TO; 0.090256; 0.041187;1.31; 0.1857; 0.0000; 0.0035; False; 0.0035; 0.1895;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;11.52; 0.1766; 0.0222;10.267299999999999; 10.3161; False; 10.3161; 10.5157;8.6;4.224790755; 0.136530432; false; 0.143530353; 4.557713145;8.59;0.098175055; 5.498699487; false; 5.527503144; 5.840768713
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;1.0;0.4826238;0.0149245; 0.4743375000; False; 0.4933100000; 1.0293776000;1.02; 1.04416; 0.227251; 0.248513; false; 1.55873;1.2; 1.08769; 0.286823; 0.36079; false; 1.78785;1.29; 0.733333; 0.261535;0.15726; 0.158332; false; 1.36042;1.47; 0.750154; 0.254555;0.021384; 0.504917; false; 1.57954;TO;MISSING;MISSING;2.66; 1.5177; 0.0000; 0.4187; False; 0.4188; 1.9383;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.02; 1.1920; 0.2108;0.4929; 0.4987; False; 0.4987; 1.9052;5.04;1.39009121; 0.136995638; false; 0.155807565; 1.948993684;4.91;0.6180831569999999; 0.42953228; false; 0.449740923; 1.638616338
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;1.04;0.515139;0.0154965; 0.4775746000; False; 0.4971838000; 1.0919830000;0.85; 0.423258; 0.166582; 0.275611; false; 0.901895;1.3; 0.698795; 0.262485; 0.350109; false; 1.36444;0.76; 0.380965; 0.160009;0.106192; 0.116134; false; 0.792122;0.87; 0.387386; 0.161606;0.011711; 0.323494; false; 0.913393;TO;MISSING;MISSING;1.61; 0.6268; 0.0000; 0.2786; False; 0.2786; 0.9065;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.07; 1.5745; 0.2146;0.4945; 0.5054; False; 0.5055; 2.3006;5.17;1.080043909; 0.145617025; false; 0.168839683; 1.828774375;5.92;0.858385805; 0.452565763; false; 0.472413733; 1.797783176
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-rhs.mata;1.08;0.5173281;0.0162177; 0.6409067000; False; 0.6741908000; 1.2505060000;1.25; 0.680961; 0.26512; 0.331841; false; 1.33118;1.26; 0.681393; 0.262546; 0.34102; false; 1.33716;1.31; 0.685806; 0.261984;0.161877; 0.214988; false; 1.3746;1.27; 0.678611; 0.255073;0.012601000000000001; 0.341575; false; 1.34051;TO;MISSING;MISSING;1.66; 0.6541; 0.0000; 0.2215; False; 0.2215; 0.8773;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.91; 1.1572; 0.2075;0.46330000000000005; 0.4750; False; 0.4751; 1.8448;5.47;1.5967738649999998; 0.134085779; false; 0.167172379; 2.150127828;5.4;1.018560353; 0.402887185; false; 0.418367955; 2.047022432
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;1.48;0.33915379999999995;0.0300818; 1.0450917000; False; 1.0783255000; 1.4659972000;1.17; 0.703013; 0.221269; 0.276848; false; 1.25084;1.26; 0.731276; 0.287175; 0.264089; false; 1.35183;1.2; 0.733538; 0.268354;0.09928100000000001; 0.12093; false; 1.26825;1.54; 0.752541; 0.290235;0.022435999999999998; 0.503586; false; 1.62407;TO;MISSING;MISSING;2.56; 1.2043; 0.0000; 0.2905; False; 0.2906; 1.4969;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.02; 1.2030; 0.1745;0.5018; 0.5115; False; 0.5115; 1.8962;5.05;1.181783486; 0.064537342; false; 0.084066301; 1.842534434;5.97;1.0480301890000001; 0.480274648; false; 0.487160227; 2.238842465
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-3-rhs.mata;0.46;0.255393;0.0125828; 0.1527684000; False; 0.1680822000; 0.4709044000;0.5; 0.324822; 0.13711; 0.050878; false; 0.540093;0.29; 0.190671; 0.085026; 0.029924; false; 0.324664;0.63; 0.352944; 0.136155;0.07741; 0.071023; false; 0.662745;0.63; 0.344975; 0.129129;0.010232; 0.15722; false; 0.666635;ERR;ERR;ERR;1.77; 0.5792; 0.0000; 0.0535; False; 0.0535; 0.6338;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.87; 0.5491; 0.0983;0.1455; 0.1505; False; 0.1506; 0.8005;3.81;0.846692059; 0.132299553; false; 0.138816404; 1.250444515;2.92;0.328160108; 0.220178569; false; 0.226487383; 0.996688803
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-4-rhs.mata;0.43;0.2330412;0.0113683; 0.1431489000; False; 0.1568519000; 0.4290020000;0.3; 0.192909; 0.088734; 0.035844; false; 0.335753;0.31; 0.193068; 0.089516; 0.034688; false; 0.334302;0.62; 0.345964; 0.132729;0.070938; 0.071452; false; 0.644182;0.6; 0.334537; 0.123568;0.009753; 0.141437; false; 0.631344;ERR;ERR;ERR;1.48; 0.4283; 0.0000; 0.0364; False; 0.0364; 0.4654;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.09; 0.5962; 0.1076;0.1572; 0.1628; False; 0.1628; 0.8692;4.14;0.73177881; 0.091002074; false; 0.128745872; 1.171205004;3.15;0.329759064; 0.251997402; false; 0.260578345; 0.848454548
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-0-rhs.mata;0.53;0.2859001;0.014429; 0.1764038000; False; 0.1940001000; 0.5285146000;0.53; 0.339268; 0.143311; 0.055718; false; 0.568027;0.51; 0.342217; 0.132927; 0.055071; false; 0.554839;0.66; 0.371697; 0.140405;0.079969; 0.07807; false; 0.697115;0.69; 0.369712; 0.138254;0.01107; 0.181764; false; 0.728792;ERR;ERR;ERR;1.41; 0.3485; 0.0000; 0.0358; False; 0.0358; 0.3851;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.29; 0.3366; 0.0560;0.0883; 0.0912; False; 0.0912; 0.4855;3.46;0.60402382; 0.113337684; false; 0.118944343; 0.993410791;3.16;0.367915512; 0.194042464; false; 0.215849036; 0.828390976
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-1-rhs.mata;0.49;0.2650838;0.013901; 0.1663621000; False; 0.1833707000; 0.4927712000;0.51; 0.33048; 0.149113; 0.042401; false; 0.554252;0.32; 0.225758; 0.088955; 0.024811; false; 0.355814;0.68; 0.359223; 0.143267;0.083007; 0.085815; false; 0.701283;0.4; 0.207724; 0.088017;0.006142; 0.112981; false; 0.432095;ERR;ERR;ERR;1.2; 0.3370; 0.0000; 0.0273; False; 0.0273; 0.3651;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.1; 0.6112; 0.1086;0.1615; 0.1668; False; 0.1669; 0.8898;3.99;0.8462528789999999; 0.080892544; false; 0.097465884; 1.228671832;3.66;0.316950339; 0.282483341; false; 0.301724688; 0.914309463
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-2-rhs.mata;0.45;0.2467123;0.0123443; 0.1508845000; False; 0.1657824000; 0.4556970000;0.5; 0.339716; 0.139156; 0.041595; false; 0.549824;0.51; 0.349151; 0.141051; 0.041554; false; 0.561722;0.65; 0.355399; 0.141531;0.077528; 0.081821; false; 0.684321;0.67; 0.360563; 0.14165;0.01073; 0.171666; false; 0.712745;ERR;ERR;ERR;1.83; 0.5777; 0.0000; 0.0465; False; 0.0465; 0.6252;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.98; 0.5884; 0.1059;0.1528; 0.1580; False; 0.1580; 0.8551;4.0;0.647681117; 0.111056971; false; 0.122479883; 1.049072671;3.45;0.427151313; 0.209875211; false; 0.215680611; 0.91711636
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-rhs.mata;0.48;0.2331968;0.0130194; 0.1840752000; False; 0.1997678000; 0.4774765000;0.43; 0.289428; 0.112484; 0.038984; false; 0.463719;0.37; 0.292654; 0.082759; 0.024849; false; 0.416534;0.33; 0.166868; 0.078941;0.039292999999999995; 0.046912; false; 0.347619;0.63; 0.25426; 0.122581;0.008791; 0.254598; false; 0.665453;ERR;ERR;ERR;1.58; 0.5011; 0.0000; 0.0483; False; 0.0483; 0.5506;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.65; 0.2947; 0.0979;0.22139999999999999; 0.2302; False; 0.2302; 0.6253;3.72;0.691015165; 0.050121725; false; 0.056168314; 0.994120222;3.35;0.250746475; 0.318455186; false; 0.32548554; 0.832788964
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-rhs.mata;0.29;0.1402105;0.0086474; 0.1127544000; False; 0.1237332000; 0.2932552000;0.26; 0.171885; 0.078236; 0.022362; false; 0.288451;0.27; 0.173203; 0.078092; 0.022402; false; 0.289415;0.34; 0.177586; 0.078889;0.040589; 0.047235; false; 0.359397;0.43; 0.172923; 0.076835;0.005194000000000001; 0.176694; false; 0.447987;ERR;ERR;ERR;1.8; 0.5090; 0.0000; 0.0426; False; 0.0427; 0.5531;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.26; 0.2789; 0.0487;0.1103; 0.1149; False; 0.1150; 0.4441;3.89;0.803931502; 0.046821604; false; 0.053468531; 1.161899366;3.79;0.399892834; 0.287914876; false; 0.296504865; 1.000416604
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-rhs.mata;0.5;0.2341862;0.0130528; 0.2033367000; False; 0.2189247000; 0.4966659000;0.47; 0.333805; 0.131709; 0.023561; false; 0.515597;0.45; 0.320525; 0.127195; 0.013411; false; 0.478555;0.34; 0.182628; 0.084033;0.039065; 0.043; false; 0.365969;0.65; 0.335312; 0.123274;0.009323999999999999; 0.19176; false; 0.677503;ERR;ERR;ERR;1.67; 0.5238; 0.0000; 0.0258; False; 0.0259; 0.5507;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.88; 0.5056; 0.0942;0.1985; 0.2056; False; 0.2057; 0.8078;4.57;0.9177514899999999; 0.052601773; false; 0.05933105; 1.304463809;3.1;0.264940556; 0.288261438; false; 0.295681119; 0.805007355
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;2.45;0.8799015;0.017703; 1.3798890000; False; 1.4003834000; 2.3253805000;2.4; 1.76995; 0.650494; 0.052864; false; 2.59617;1.52; 1.1202; 0.431042; 0.031714; false; 1.65252;2.99; 1.77938; 0.599638;0.359479; 0.324343; false; 3.15999;31.53; 1.03246; 0.436075;0.027662; 30.544; false; 32.113;TO;MISSING;MISSING;5.57; 4.5142; 0.0000; 0.0360; False; 0.0360; 4.5526;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;9.13;1.637298578; 1.898573123; false; 1.907818771; 4.552750178
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;3.58;0.8232915999999999;0.015588; 2.5889096000; False; 2.6073449000; 3.4741681000;2.42; 1.80741; 0.647109; 0.067108; false; 2.61959;2.36; 1.74992; 0.644182; 0.068397; false; 2.57774;3.21; 1.85685; 0.657112;0.400092; 0.372095; false; 3.39966;TO; 1.77927; 0.644191;0.050501000000000004;MISSING;MISSING;MISSING;TO;MISSING;MISSING;5.86; 4.8209; 0.0000; 0.0763; False; 0.0764; 4.9011;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;65.13;2.115524336; 41.106739446; false; 41.114469003; 44.322120648
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;3.0;0.8767316;0.0244259; 2.0938939000; False; 2.1202538000; 3.0377464000;2.51; 1.865; 0.65006; 0.064244; false; 2.68828;2.57; 1.90217; 0.678811; 0.070544; false; 2.76399;3.02; 1.79629; 0.628113;0.32222100000000004; 0.328692; false; 3.18737;TO; 1.8243; 0.464857;0.031098;MISSING;MISSING;MISSING;TO;MISSING;MISSING;6.15; 5.1040; 0.0000; 0.0782; False; 0.0782; 5.1854;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;59.93;1.896036874; 38.440596614; false; 38.445564739; 41.388870139
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-rhs.mata;0.67;0.3260563;0.010774; 0.3185915000; False; 0.3320181000; 0.7296517000;0.62; 0.463856; 0.188113; 0.004848; false; 0.686123;0.63; 0.465909; 0.184625; 0.004825; false; 0.68408;0.64; 0.48403; 0.124442;0.04225; 0.040021; false; 0.705208;29.35; 0.363597; 0.191701;0.010799; 29.9478; false; 30.5427;ERR;ERR;ERR;1.35; 0.4880; 0.0000; 0.0038; False; 0.0038; 0.4923;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;12.17;0.7419102470000001; 5.808019469; false; 5.814212628; 6.960564167
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-rhs.mata;0.68;0.3348001;0.0106114; 0.3236573000; False; 0.3368591000; 0.7137622000;0.57; 0.421878; 0.177648; 0.002489; false; 0.626531;0.48; 0.40712; 0.1124; 0.001609; false; 0.538857;0.47; 0.291288; 0.116931;0.042872; 0.040024; false; 0.506338;25.3; 0.271296; 0.113829;0.005719; 25.8824; false; 26.2889;ERR;ERR;ERR;1.9; 0.8092; 0.0000; 0.0038; False; 0.0038; 0.8140;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;13.85;0.650970025; 6.757087736; false; 6.76385224; 7.803981271
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-rhs.mata;0.13;0.0380804;0.0058041; 0.0389079000; False; 0.0465506000; 0.1165236000;0.02; 0.021744; 0.012698; 2.4e-05; false; 0.036684;0.02; 0.020922; 0.012038; 2.4e-05; false; 0.035084;0.03; 0.020867; 0.011453;0.003302; 0.002167; false; 0.039811;0.03; 0.021236; 0.012005;0.000562; 0.006574; false; 0.043327;ERR;ERR;ERR;1.0; 0.0256; 0.0000; 0.0002; False; 0.0002; 0.0260;1.32; 0.0418; 0.0084; 0.1224; False; 0.1224; 0.1729;1.24; 0.0436; 0.0073;0.007; 0.0072; False; 0.0072; 0.0585;1.53;0.199136104; 0.072238777; false; 0.077693975; 0.405222328;1.28;0.036559277; 0.02940549; false; 0.046729884; 0.2097143
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-rhs.mata;0.37;0.2498008;0.012846400000000001; 0.0592267000; False; 0.0748566000; 0.3668161000;0.5; 0.356744; 0.152816; 0.00088; false; 0.545679;0.51; 0.382437; 0.15629; 0.000882; false; 0.570309;1.26; 0.347817; 0.150642;0.082147; 0.660343; false; 1.2725;0.58; 0.400221; 0.15198;0.011760999999999999; 0.038212; false; 0.631289;TO; 0.374956; 0.142153;1.8; 0.6271; 0.0000; 0.0022; False; 0.0023; 0.6307;37.03; 0.6388; 2.1454; 34.1503; False; 34.1509; 36.9478;2.05; 0.6317; 0.1231;0.1345; 0.1376; False; 0.1376; 0.8953;3.94;0.718149621; 0.078146132; false; 0.083773044; 1.18429237;2.31;0.242346481; 0.032488323; false; 0.038614581; 0.53401604
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T113-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T113-rhs.mata;0.1;0.035213999999999995;0.0053662; 0.0256103000; False; 0.0326358000; 0.0932645000;0.01; 0.011239; 0.006671; 1.5e-05; false; 0.01901;0.03; 0.02142; 0.011887; 2.3e-05; false; 0.035343;0.03; 0.021999; 0.011602;0.003451; 0.002128; false; 0.041048;0.03; 0.020764; 0.010772;0.000551; 0.005876; false; 0.040585;ERR;ERR;ERR;1.19; 0.0401; 0.0000; 0.0002; False; 0.0002; 0.0406;1.17; 0.0231; 0.0045; 0.0650; False; 0.0650; 0.0928;1.23; 0.0404; 0.0065;0.0067; 0.0069; False; 0.0069; 0.0542;1.59;0.22150058900000003; 0.060904551; false; 0.067269276; 0.482874954;1.23;0.055495818999999995; 0.024463731; false; 0.030741209; 0.209009855
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T114-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T114-rhs.mata;0.18;0.10218839999999998;0.009483100000000001; 0.0528952000; False; 0.0677104000; 0.2388550000;0.06; 0.051215; 0.021628; 0.000187; false; 0.077228;0.06; 0.052825; 0.025723; 0.000113; false; 0.082691;0.09; 0.055309; 0.025653;0.008687; 0.012402; false; 0.1056;0.07; 0.052865; 0.021179;0.001177; 0.012657; false; 0.094516;ERR;ERR;ERR;1.26; 0.0816; 0.0000; 0.0004; False; 0.0004; 0.0824;1.21; 0.0832; 0.0239; 0.2404; False; 0.2405; 0.3481;1.3; 0.1038; 0.0170;0.017; 0.0174; False; 0.0174; 0.1387;1.72;0.245738295; 0.043051542; false; 0.04940331; 0.509590948;1.33;0.095596594; 0.020060598; false; 0.02714575; 0.305079479
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-rhs.mata;0.17;0.082826;0.008342800000000001; 0.0418403000; False; 0.0530594000; 0.1945096000;0.06; 0.045517; 0.025202; 9.5e-05; false; 0.075006;0.05; 0.045025; 0.020985; 9.8e-05; false; 0.070363;0.08; 0.045028; 0.021447;0.0073609999999999995; 0.011262; false; 0.089002;0.07; 0.046736; 0.026833;0.001231; 0.011163; false; 0.091314;ERR;ERR;ERR;1.31; 0.1112; 0.0000; 0.0004; False; 0.0004; 0.1120;1.51; 0.1085; 0.0285; 0.5336; False; 0.5337; 0.6718;1.16; 0.1010; 0.0186;0.0171; 0.0174; False; 0.0175; 0.1378;1.92;0.27282548700000003; 0.087179054; false; 0.094312135; 0.540696039;1.38;0.072004264; 0.017509138; false; 0.024750248; 0.334647698
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-rhs.mata;0.19;0.0912024;0.0095946; 0.0436446000; False; 0.0591412000; 0.2020620000;0.06; 0.056574; 0.017824; 0.000133; false; 0.078395;0.09; 0.064629; 0.031995; 0.000159; false; 0.103137;0.11; 0.060341; 0.029268;0.009922; 0.014621; false; 0.119185;0.09; 0.061806; 0.027426;0.0014850000000000002; 0.012902; false; 0.109822;TO; 0.052889; 0.026419;1.26; 0.1081; 0.0000; 0.0006; False; 0.0006; 0.1091;1.79; 0.1040; 0.0344; 0.4887; False; 0.4888; 0.6277;1.27; 0.1022; 0.0203;0.0172; 0.0177; False; 0.0177; 0.1408;2.03;0.3362752; 0.077831803; false; 0.08858296; 0.582383443;1.32;0.055043023999999996; 0.016870127; false; 0.029407935; 0.248521812
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-rhs.mata;0.36;0.2469874;0.0122655; 0.0545463000; False; 0.0696672000; 0.3581837000;0.51; 0.377042; 0.165182; 0.000923; false; 0.574582;0.5; 0.367313; 0.154336; 0.000998; false; 0.555666;1.23; 0.367163; 0.150845;0.082661; 0.63624; false; 1.26659;0.53; 0.340044; 0.13866;0.01095; 0.044243; false; 0.567411;TO; 0.204069; 0.084308;1.73; 0.6035; 0.0000; 0.0018; False; 0.0018; 0.6065;38.14; 0.5994; 2.0990; 37.8243; False; 37.8249; 40.5349;1.49; 0.3861; 0.0640;0.077; 0.0787; False; 0.0788; 0.5307;4.41;0.93393841; 0.137629211; false; 0.154460081; 1.446891689;2.57;0.551453797; 0.069961091; false; 0.095312401; 1.191009157
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-rhs.mata;0.19;0.1303066;0.0102561; 0.0533883000; False; 0.0688772000; 0.2910441000;0.08; 0.161785; 0.06212; 0.000166; false; 0.236515;0.08; 0.145975; 0.054379; 0.000138; false; 0.208112;0.1; 0.139679; 0.06588;0.011746; 0.017356; false; 0.239789;0.1; 0.08873; 0.030945;0.0015799999999999998; 0.01373; false; 0.140601;ERR;ERR;ERR;1.03; 0.0668; 0.0000; 0.0004; False; 0.0004; 0.0675;1.14; 0.0648; 0.0180; 0.2603; False; 0.2604; 0.3436;1.34; 0.1459; 0.0242;0.0208; 0.0215; False; 0.0215; 0.1925;1.79;0.33531146599999995; 0.050094959; false; 0.057120819; 0.641174599;1.37;0.11473983100000001; 0.020943526; false; 0.042979712; 0.41986731
