name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-100-rhs.mata;0.16;0.0897861;0.008967500000000002; 0.0089046000; 0.0001959000; False; 0.0223378000; 0.1799732000;0.06; 0.052709; 0.017695; 0.000158; 0.000125; 3.5e-05; false; 0.073708;0.05; 0.048437; 0.018311; 0.000148; 8.2e-05; 3.2e-05; false; 0.06992;0.07; 0.054261; 0.017764;0.003088; 0.000838; 0.000922; 0.00078; false; 0.080396;0.07; 0.055032; 0.017068;0.000562; 0.001255; 0.00163; 0.000922; false; 0.080546;ERR;ERR;ERR;1.0; 0.0532; 0.0000; 0.0009; 0.0001; 0.0001; False; 0.0012; 0.0549;1.13; 0.0885; 0.0084; 0.0267; 0.0064; False; 0.0332; 0.1305;TO;TO;1.31;0.047313064; 0.003202731; 3.3892E-5; false; 0.020795764; 0.198885498
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-1000-rhs.mata;0.36;0.276843;0.013488900000000002; 0.0132814000; 0.0003359000; False; 0.0315342000; 0.3640105000;0.6; 0.532378; 0.111611; 0.000617; 0.000875; 0.000143; false; 0.658655;0.38; 0.313866; 0.082252; 0.000642; 0.000841; 0.000142; false; 0.411544;0.39; 0.284411; 0.072799;0.022226999999999997; 0.006312; 0.010543; 0.00877; false; 0.414632;0.56; 0.628384; 0.132164;0.0062120000000000005; 0.009526; 0.016876; 0.009779; false; 0.823666;ERR;ERR;ERR;2.06; 0.8519; 0.0000; 0.0062; 0.0042; 0.0037; False; 0.0142; 0.8684;4.93; 0.7550; 0.5054; 2.1065; 0.5516; False; 2.6582; 3.9208;TO;TO;1.87;0.225643633; 0.016407123; 3.1002E-5; false; 0.024974409; 0.57293913
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-150-rhs.mata;0.16;0.09285389999999999;0.0103482; 0.0091208000; 0.0002131000; False; 0.0242739000; 0.1833468000;0.1; 0.081456; 0.028257; 0.000244; 0.000215; 5.5e-05; false; 0.114979;0.1; 0.083794; 0.027042; 0.000253; 0.000193; 4.6e-05; false; 0.115674;0.08; 0.068898; 0.024865;0.003866; 0.001253; 0.00084; 0.000855; false; 0.103576;0.1; 0.078045; 0.029869;0.000751; 0.001601; 0.002127; 0.001274; false; 0.118721;ERR;ERR;ERR;1.6; 0.1527; 0.0000; 0.0021; 0.0008; 0.0008; False; 0.0038; 0.1576;1.07; 0.0909; 0.0088; 0.0313; 0.0070; False; 0.0384; 0.1385;TO;TO;1.13;0.057899504000000004; 0.003434691; 3.2947E-5; false; 0.010491456; 0.219175568
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-200-rhs.mata;0.18;0.1258086;0.0104975; 0.0104982000; 0.0003383000; False; 0.0256496000; 0.2094344000;0.12; 0.107874; 0.02884; 0.000289; 0.000188; 6e-05; false; 0.141676;0.11; 0.106545; 0.027387; 0.00028; 0.000166; 5.9e-05; false; 0.138443;0.15; 0.11166; 0.03118;0.006585; 0.001986; 0.0019; 0.001852; false; 0.158921;0.12; 0.109161; 0.027571;0.000625; 0.001108; 0.00165; 0.001042; false; 0.145559;ERR;ERR;ERR;1.06; 0.0958; 0.0000; 0.0012; 0.0002; 0.0003; False; 0.0018; 0.0981;1.51; 0.1902; 0.0266; 0.1005; 0.0228; False; 0.1233; 0.3407;TO;TO;1.07;0.072687652; 0.003403411; 1.6536E-5; false; 0.011630372; 0.226195472
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-250-rhs.mata;0.19;0.1551394;0.012418600000000002; 0.0087346000; 0.0002831000; False; 0.0313499000; 0.2836044000;0.15; 0.133622; 0.03738; 0.000336; 0.000219; 7.7e-05; false; 0.176651;0.15; 0.130863; 0.037409; 0.000348; 0.000207; 7.5e-05; false; 0.175079;0.16; 0.131602; 0.035508;0.007904999999999999; 0.002285; 0.002342; 0.001726; false; 0.18566;0.16; 0.131574; 0.03674;0.001374; 0.001854; 0.002784; 0.00214; false; 0.181713;ERR;ERR;ERR;1.47; 0.2104; 0.0000; 0.0020; 0.0005; 0.0005; False; 0.0031; 0.2140;1.09; 0.1115; 0.0213; 0.0826; 0.0190; False; 0.1017; 0.2350;TO;TO;1.18;0.061401133; 0.004642995; 3.3846E-5; false; 0.012495613; 0.232350242
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;0.12;0.0873228;0.0064268; 0.0069545000; 0.0002214000; False; 0.0166313000; 0.1429275000;0.1; 0.089362; 0.027146; 0.00019; 0.000148; 5.9e-05; false; 0.120566;0.1; 0.090587; 0.027538; 0.000194; 0.000157; 6e-05; false; 0.122339;0.2; 0.152534; 0.04348;0.01012; 0.002818; 0.003371; 0.002223; false; 0.22021;0.2; 0.165467; 0.042056;0.001745; 0.002087; 0.003317; 0.002797; false; 0.223403;ERR;ERR;ERR;1.45; 0.2589; 0.0000; 0.0021; 0.0007; 0.0009; False; 0.0037; 0.2637;1.72; 0.2491; 0.0543; 0.2203; 0.0490; False; 0.2693; 0.5735;TO;TO;1.37;0.054204392000000004; 0.005006818; 2.851E-5; false; 0.012356112; 0.299661248
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;0.22;0.1683588;0.0113384; 0.0100297000; 0.0003178000; False; 0.0257005000; 0.2561325000;0.21; 0.180284; 0.045872; 0.00047; 0.000304; 0.000102; false; 0.233921;0.2; 0.178749; 0.045299; 0.000458; 0.000287; 0.0001; false; 0.231184;0.23; 0.182552; 0.044297;0.011185; 0.003184; 0.003526; 0.003598; false; 0.253766;0.22; 0.187377; 0.044571;0.0019779999999999997; 0.002282; 0.00391; 0.003282; false; 0.25004;ERR;ERR;ERR;1.48; 0.2803; 0.0000; 0.0016; 0.0006; 0.0006; False; 0.0028; 0.2839;1.91; 0.3403; 0.0765; 0.3017; 0.0673; False; 0.3691; 0.7868;TO;TO;1.44;0.062330731; 0.022551078; 2.7046E-5; false; 0.030151732; 0.297905696
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;0.23;0.1488564;0.010348300000000001; 0.0118520000; 0.0003439000; False; 0.0262184000; 0.2320103000;0.26; 0.214614; 0.058758; 0.000686; 0.000855; 0.000201; false; 0.288155;0.24; 0.213433; 0.056671; 0.000542; 0.000418; 0.00013; false; 0.279289;0.25; 0.195058; 0.052099;0.011238; 0.003328; 0.00412; 0.004184; false; 0.275971;0.27; 0.217264; 0.059516;0.002235; 0.002567; 0.004744; 0.003926; false; 0.298048;ERR;ERR;ERR;1.73; 0.3525; 0.0000; 0.0039; 0.0022; 0.0023; False; 0.0086; 0.3634;2.21; 0.3287; 0.0962; 0.3849; 0.0877; False; 0.4727; 0.8986;TO;TO;1.46;0.148557039; 0.005673609; 2.7453E-5; false; 0.022572706; 0.42990952
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;0.16;0.0947025;0.0106756; 0.0230602000; 0.0002756000; False; 0.0629503000; 0.2050705000;0.17; 0.136254; 0.05572; 0.000298; 0.000307; 9.1e-05; false; 0.198717;0.28; 0.23741; 0.064698; 0.000597; 0.000459; 0.000131; false; 0.312446;0.33; 0.242792; 0.066921;0.016176; 0.00436; 0.006295; 0.006012; false; 0.351817;0.28; 0.232806; 0.056869;0.002443; 0.002663; 0.004722; 0.004089; false; 0.311243;ERR;ERR;ERR;1.22; 0.2137; 0.0000; 0.0025; 0.0012; 0.0011; False; 0.0049; 0.2197;2.13; 0.3565; 0.1765; 0.4846; 0.1102; False; 0.5949; 1.1291;TO;TO;1.52;0.099747742; 0.00586033; 2.4851E-5; false; 0.012654532; 0.287426196
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;0.14;0.0657557;0.0093826; 0.0072818000; 0.0002123000; False; 0.0206287000; 0.1439327000;0.03; 0.027709; 0.011829; 9.7e-05; 6.5e-05; 2e-05; false; 0.042463;0.03; 0.026508; 0.011594; 0.000112; 6.7e-05; 2.1e-05; false; 0.04133;0.02; 0.020091; 0.007176;0.000976; 0.000232; 0.00018; 0.000196; false; 0.030511;0.04; 0.027668; 0.011447;0.00034500000000000004; 0.001221; 0.001387; 0.00056; false; 0.046843;ERR;ERR;ERR;1.35; 0.0442; 0.0000; 0.0007; 0.0001; 0.0001; False; 0.0010; 0.0457;1.45; 0.0547; 0.0039; 0.0080; 0.0021; False; 0.0102; 0.0693;TO;TO;1.12;0.07208661699999999; 0.008583781; 3.3227E-5; false; 0.01641826; 0.272351636
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;0.23;0.2008741;0.0165037; 0.0127938000; 0.0003319000; False; 0.0332757000; 0.3422667000;0.3; 0.2632; 0.06256; 0.000682; 0.000569; 0.000169; false; 0.336732;0.27; 0.313709; 0.073841; 0.001767; 0.000554; 0.000143; false; 0.399821;0.35; 0.485294; 0.08543;0.019717; 0.004455; 0.006726; 0.004886; false; 0.617292;0.33; 0.467098; 0.074359;0.002891; 0.004679; 0.008068; 0.004542; false; 0.575572;ERR;ERR;ERR;1.27; 0.3015; 0.0000; 0.0020; 0.0008; 0.0008; False; 0.0037; 0.3061;2.13; 0.3441; 0.1323; 0.5319; 0.1365; False; 0.6685; 1.1458;TO;TO;1.57;0.115019799; 0.006023172; 2.8199E-5; false; 0.026544021; 0.394416497
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;0.25;0.1841682;0.011449400000000002; 0.0100465000; 0.0002823000; False; 0.0323901000; 0.2815193000;0.34; 0.287387; 0.07168; 0.000733; 0.000479; 8.6e-05; false; 0.371296;0.34; 0.288471; 0.071723; 0.000745; 0.000568; 9.3e-05; false; 0.372639;0.37; 0.289761; 0.067851;0.019885; 0.005182; 0.006927; 0.00686; false; 0.405178;0.23; 0.160496; 0.06603;0.002964; 0.002979; 0.005337; 0.005089; false; 0.252188;ERR;ERR;ERR;1.23; 0.2726; 0.0000; 0.0026; 0.0010; 0.0010; False; 0.0047; 0.2784;2.64; 0.4415; 0.1768; 0.8641; 0.1641; False; 1.0282; 1.6476;TO;TO;1.3;0.097247744; 0.007428593; 2.7001E-5; false; 0.053479224; 0.332956504
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;0.29;0.1955853;0.0132285; 0.0170143000; 0.0003788000; False; 0.0352933000; 0.2921344000;0.36; 0.576416; 0.081463; 0.000743; 0.000615; 8.8e-05; false; 0.670947;0.35; 0.543666; 0.085941; 0.000799; 0.000599; 0.000107; false; 0.643671;0.4; 0.61562; 0.092355;0.018324; 0.005035; 0.006244; 0.00705; false; 0.755299;0.39; 0.729906; 0.074925;0.003238; 0.006603; 0.008277; 0.006411; false; 0.845285;ERR;ERR;ERR;1.78; 0.6614; 0.0000; 0.0044; 0.0019; 0.0021; False; 0.0084; 0.6717;2.95; 0.5012; 0.2065; 0.8522; 0.2003; False; 1.0526; 1.7619;TO;TO;1.54;0.08257239; 0.008262439; 2.9713E-5; false; 0.015999194; 0.350382939
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;0.29;0.2082435;0.013966300000000001; 0.0131593000; 0.0004111000; False; 0.0320071000; 0.3205710000;0.41; 0.346943; 0.084203; 0.000933; 0.001113; 0.000162; false; 0.448048;0.4; 0.338558; 0.086979; 0.00085; 0.000779; 0.000119; false; 0.439764;0.48; 0.349982; 0.08781;0.024209; 0.00669; 0.009412; 0.009727; false; 0.49869;0.46; 0.36355; 0.098337;0.003682; 0.003629; 0.007355; 0.006724; false; 0.495546;ERR;ERR;ERR;1.45; 0.4071; 0.0000; 0.0027; 0.0013; 0.0015; False; 0.0055; 0.4139;1.93; 0.2924; 0.1713; 0.5791; 0.1217; False; 0.7008; 1.1655;TO;TO;1.59;0.106278504; 0.008113258; 2.788E-5; false; 0.037430334; 0.412779025
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;0.31;0.2222596;0.0186906; 0.0119034000; 0.0003540000; False; 0.0370168000; 0.3207256000;0.46; 0.378178; 0.104859; 0.001187; 0.00162; 0.000295; false; 0.503924;0.45; 0.372413; 0.096577; 0.001052; 0.001295; 0.000149; false; 0.490112;0.5; 0.374379; 0.089777;0.025383; 0.007206; 0.010936; 0.012014; false; 0.530857;0.45; 0.366654; 0.089232;0.004173; 0.004167; 0.008494; 0.007933; false; 0.494294;ERR;ERR;ERR;1.82; 0.5815; 0.0000; 0.0048; 0.0024; 0.0025; False; 0.0099; 0.5935;3.28; 0.5935; 0.2865; 0.8701; 0.2836; False; 1.1538; 2.0353;TO;TO;1.79;0.10350727199999998; 0.013461487; 5.3583E-5; false; 0.02431879; 0.361899848
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-750-rhs.mata;0.32;0.2546449;0.0160168; 0.0136048000; 0.0003827000; False; 0.0351129000; 0.3857424000;0.37; 0.330501; 0.067718; 0.001016; 0.000859; 0.00014; false; 0.416054;0.47; 0.396471; 0.098588; 0.001112; 0.001216; 0.000198; false; 0.515998;0.52; 0.390606; 0.091208;0.02708; 0.006829; 0.010011; 0.010555; false; 0.547936;0.49; 0.392177; 0.090349;0.004845; 0.004115; 0.008304; 0.007845; false; 0.524029;ERR;ERR;ERR;1.35; 0.3471; 0.0000; 0.0042; 0.0022; 0.0024; False; 0.0089; 0.3593;3.88; 0.6380; 0.3269; 1.3802; 0.3139; False; 1.6943; 2.6607;TO;TO;1.79;0.136914885; 0.010960708; 4.5304E-5; false; 0.019580573; 0.466561074
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-800-rhs.mata;0.23;0.17332119999999998;0.007568999999999999; 0.0067756000; 0.0001908000; False; 0.0174955000; 0.2503825000;0.3; 0.250202; 0.068014; 0.000527; 0.000901; 0.000138; false; 0.33234;0.49; 0.420985; 0.101435; 0.001068; 0.001036; 0.000177; false; 0.541138;0.54; 0.415625; 0.096853;0.023527; 0.007263; 0.010345; 0.011748; false; 0.577045;0.51; 0.419825; 0.092478;0.004498; 0.004214; 0.008444; 0.007949; false; 0.55027;ERR;ERR;ERR;1.87; 0.6428; 0.0000; 0.0050; 0.0029; 0.0026; False; 0.0106; 0.6554;4.08; 0.7381; 0.3846; 1.4482; 0.3512; False; 1.7994; 2.9237;TO;TO;1.45;0.143455569; 0.012744417; 5.2119E-5; false; 0.021333641; 0.445296998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-850-rhs.mata;0.32;0.261571;0.0128369; 0.0129183000; 0.0003311000; False; 0.0299745000; 0.3548316000;0.53; 0.45185; 0.114554; 0.001292; 0.001048; 0.000157; false; 0.587759;0.52; 0.448807; 0.110366; 0.001277; 0.001014; 0.000184; false; 0.580216;0.61; 0.460839; 0.125645;0.030558000000000002; 0.007816; 0.010578; 0.011765; false; 0.661997;0.52; 0.422615; 0.107077;0.00507; 0.00455; 0.009444; 0.009053; false; 0.572079;ERR;ERR;ERR;1.66; 0.5349; 0.0000; 0.0068; 0.0040; 0.0041; False; 0.0150; 0.5526;2.75; 0.4198; 0.2181; 0.9504; 0.2126; False; 1.1631; 1.8022;TO;TO;2.02;0.17606217999999998; 0.013366264; 3.3288E-5; false; 0.022067316; 0.509947511
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-900-rhs.mata;0.3;0.28017230000000004;0.0090438; 0.0203392000; 0.0002433000; False; 0.0358782000; 0.3739786000;0.57; 0.476933; 0.115474; 0.001259; 0.001625; 0.000239; false; 0.619048;0.6; 0.479136; 0.139355; 0.001337; 0.001687; 0.000287; false; 0.645942;0.59; 0.42635; 0.119261;0.034225000000000005; 0.009274; 0.01379; 0.015707; false; 0.63623;0.61; 0.484092; 0.116431;0.005781; 0.005679; 0.013324; 0.012873; false; 0.657212;ERR;ERR;ERR;1.93; 0.6801; 0.0000; 0.0056; 0.0034; 0.0032; False; 0.0123; 0.6947;3.11; 0.4672; 0.2392; 1.0006; 0.3806; False; 1.3813; 2.0899;TO;TO;1.86;0.125228964; 0.013938315; 3.38E-5; false; 0.022690919; 0.388334968
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;0.2;0.1668653;0.0089174; 0.0081821000; 0.0002807000; False; 0.0205571000; 0.2296829000;0.37; 0.297627; 0.085952; 0.000645; 0.000855; 0.000306; false; 0.400118;0.6; 0.509212; 0.124247; 0.001355; 0.001318; 0.000197; false; 0.657121;0.69; 0.518401; 0.12552;0.03707; 0.009379; 0.013784; 0.014929; false; 0.734677;0.63; 0.517329; 0.120889;0.005622; 0.004859; 0.010938; 0.010335; false; 0.686577;ERR;ERR;ERR;2.18; 0.7869; 0.0000; 0.0082; 0.0046; 0.0042; False; 0.0171; 0.8092;4.8; 0.7456; 0.3385; 2.1425; 0.4940; False; 2.6366; 3.7227;TO;TO;1.69;0.113703897; 0.013278589; 2.9696E-5; false; 0.020450026; 0.349496654
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.14;0.0767771;0.008832999999999999; 0.0071700000; 0.0001674000; False; 0.0198053000; 0.1862402000;0.06; 0.049866; 0.015496; 0.000142; 9.6e-05; 3.1e-05; false; 0.068086;0.05; 0.05013; 0.015432; 0.000152; 0.000106; 3.3e-05; false; 0.068465;0.06; 0.050936; 0.016019;0.003123; 0.000788; 0.00077; 0.00066; false; 0.074566;0.07; 0.052265; 0.016097;0.000568; 0.001236; 0.001595; 0.000909; false; 0.076242;ERR;ERR;ERR;1.26; 0.0513; 0.0000; 0.0008; 0.0001; 0.0002; False; 0.0011; 0.0528;1.35; 0.0966; 0.0043; 0.0234; 0.0064; False; 0.0299; 0.1311;TO;TO;1.15;0.057266138; 0.002597289; 4.4457E-5; false; 0.016872195; 0.252878699
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;0.24;0.1992681;0.0081931; 0.0077332000; 0.0002454000; False; 0.0191460000; 0.2727979000;0.39; 0.306349; 0.103226; 0.000605; 0.000848; 0.000179; false; 0.425567;0.37; 0.289072; 0.087463; 0.001269; 0.001197; 0.000164; false; 0.402673;0.7; 0.530847; 0.129467;0.037517999999999996; 0.009481; 0.013937; 0.014843; false; 0.75244;0.62; 0.493407; 0.130519;0.005993; 0.005114; 0.012186; 0.011568; false; 0.676578;ERR;ERR;ERR;2.05; 0.7999; 0.0000; 0.0418; 0.0042; 0.0233; False; 0.0693; 0.8722;5.32; 0.7873; 0.6271; 2.2771; 0.5703; False; 2.8475; 4.2641;TO;TO;1.85;0.189746741; 0.02236062; 2.892E-5; false; 0.036434713; 0.52368031
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.16;0.0907411;0.0101396; 0.0082975000; 0.0002858000; False; 0.0233436000; 0.1785984000;0.09; 0.07994; 0.022329; 0.00019; 0.000114; 3.3e-05; false; 0.105915;0.05; 0.057613; 0.014104; 9.4e-05; 6.7e-05; 2.8e-05; false; 0.073976;0.07; 0.06518; 0.015424;0.002401; 0.000629; 0.000523; 0.000547; false; 0.086618;0.05; 0.043227; 0.013446;0.000442; 0.00089; 0.001914; 0.00124; false; 0.064046;ERR;ERR;ERR;1.15; 0.0849; 0.0000; 0.0009; 0.0002; 0.0002; False; 0.0014; 0.0867;1.0; 0.0742; 0.0082; 0.0292; 0.0068; False; 0.0361; 0.1189;TO;TO;1.2;0.046513418; 0.003601616; 3.5372E-5; false; 0.017888175; 0.220719639
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.16;0.0917827;0.008890599999999999; 0.0090047000; 0.0002708000; False; 0.0217774000; 0.1649358000;0.11; 0.099984; 0.025799; 0.000248; 0.000176; 5.8e-05; false; 0.130279;0.11; 0.099312; 0.026136; 0.000256; 0.000163; 5.8e-05; false; 0.129702;0.13; 0.102493; 0.025989;0.005782; 0.001454; 0.001255; 0.001272; false; 0.14137;0.12; 0.103788; 0.020503;0.001039; 0.001565; 0.002294; 0.001683; false; 0.135203;ERR;ERR;ERR;1.33; 0.0956; 0.0000; 0.0011; 0.0002; 0.0003; False; 0.0017; 0.0978;1.04; 0.0915; 0.0141; 0.0504; 0.0117; False; 0.0622; 0.1682;TO;TO;1.27;0.052346817; 0.004905158; 2.9091E-5; false; 0.017606367; 0.257770495
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.18;0.1164905;0.010819599999999999; 0.0089488000; 0.0003307000; False; 0.0245302000; 0.2226046000;0.16; 0.13032; 0.037334; 0.000331; 0.000228; 7.7e-05; false; 0.174005;0.15; 0.132192; 0.035075; 0.000327; 0.000236; 7.7e-05; false; 0.172993;0.17; 0.135701; 0.035781;0.008941000000000001; 0.002515; 0.002207; 0.00211; false; 0.191877;0.16; 0.135352; 0.035443;0.00135; 0.001868; 0.002866; 0.002209; false; 0.184715;ERR;ERR;ERR;1.32; 0.2164; 0.0000; 0.0022; 0.0003; 0.0004; False; 0.0029; 0.2200;1.56; 0.1917; 0.0392; 0.1785; 0.0562; False; 0.2348; 0.4663;TO;TO;1.14;0.06111817; 0.005378489; 4.6466E-5; false; 0.014591798; 0.234433083
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.2;0.1186773;0.0133544; 0.0128962000; 0.0005918000; False; 0.0319106000; 0.2118403000;0.19; 0.163863; 0.047383; 0.000207; 0.000178; 6.8e-05; false; 0.218115;0.18; 0.152648; 0.04401; 0.00037; 0.000273; 8.5e-05; false; 0.203985;0.21; 0.158758; 0.042397;0.010275; 0.003038; 0.003405; 0.003181; false; 0.226838;0.19; 0.160164; 0.04105;0.001631; 0.002166; 0.003281; 0.002739; false; 0.217004;ERR;ERR;ERR;1.15; 0.1428; 0.0000; 0.0016; 0.0003; 0.0005; False; 0.0025; 0.1457;1.9; 0.2527; 0.0550; 0.2619; 0.0490; False; 0.3109; 0.6196;TO;TO;1.32;0.100776585; 0.00501684; 2.6441E-5; false; 0.017386925; 0.520874796
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.17;0.16497260000000002;0.0062165; 0.0062523000; 0.0001352000; False; 0.0170102000; 0.3530996000;0.13; 0.162713; 0.0369; 0.000204; 0.000187; 6.9e-05; false; 0.204336;0.12; 0.151979; 0.038627; 0.000234; 0.000391; 8.6e-05; false; 0.197009;0.25; 0.274982; 0.064296;0.012785000000000001; 0.004058; 0.004166; 0.003432; false; 0.371743;0.19; 0.230707; 0.03532;0.001057; 0.001309; 0.002243; 0.001797; false; 0.276992;ERR;ERR;ERR;1.52; 0.3012; 0.0000; 0.0029; 0.0009; 0.0011; False; 0.0049; 0.3070;1.96; 0.3430; 0.0786; 0.2984; 0.0682; False; 0.3668; 0.7895;TO;TO;1.31;0.06241716; 0.005931617; 3.0241E-5; false; 0.018122421; 0.229080388
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.16;0.106788;0.0128169; 0.0092401000; 0.0003395000; False; 0.0261315000; 0.1816413000;0.17; 0.151724; 0.034967; 0.000232; 0.000265; 7.8e-05; false; 0.191954;0.14; 0.116814; 0.037329; 0.00025; 0.000353; 9.9e-05; false; 0.160479;0.15; 0.118508; 0.038612;0.00711; 0.002152; 0.002912; 0.002992; false; 0.17629;0.14; 0.118549; 0.034895;0.001252; 0.001555; 0.002732; 0.002124; false; 0.165775;ERR;ERR;ERR;1.65; 0.3856; 0.0000; 0.0028; 0.0010; 0.0012; False; 0.0050; 0.3919;1.91; 0.3274; 0.0970; 0.2638; 0.0848; False; 0.3487; 0.7741;TO;TO;1.51;0.082982397; 0.005956894; 3.7327E-5; false; 0.014330087; 0.37482266
