name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09085.mata;0.0; 0.002018; 0.001086; 9.7e-05; 6.7e-05; false; 0.004411;0.0; 0.002459; 0.000965; 9e-05; 6.6e-05; false; 0.004602
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09099.mata;0.02; 0.020036; 0.001335; 8.1e-05; 5.7e-05; false; 0.025341;0.03; 0.027302; 0.001217; 6.7e-05; 5.2e-05; false; 0.032506
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09109.mata;0.0; 0.001525; 0.001177; 0.000116; 7.1e-05; false; 0.003998;0.0; 0.001809; 0.001154; 0.000144; 6.9e-05; false; 0.004199
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09150.mata;0.0; 0.000766; 0.001201; 0.000127; 3.8e-05; false; 0.003129;0.0; 0.000834; 0.001195; 0.000112; 3.6e-05; false; 0.003108
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09179.mata;0.03; 0.01931; 0.004059; 0.000738; 6.2e-05; false; 0.032576;0.03; 0.025068; 0.003938; 0.00061; 7e-05; false; 0.036438
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09190.mata;0.08; 0.068825; 0.007509; 0.000401; 0.000244; false; 0.091342;0.1; 0.091377; 0.005957; 0.00035; 0.000225; false; 0.112127
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09195.mata;0.01; 0.011308; 0.001437; 0.000157; 4.8e-05; false; 0.015612;0.01; 0.017361; 0.001119; 9.1e-05; 3.7e-05; false; 0.021151
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09233.mata;0.06; 0.037157; 0.015367; 0.000738; 8.4e-05; false; 0.062491;0.06; 0.051082; 0.01317; 0.000744; 9.6e-05; false; 0.073664
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09248.mata;0.21; 0.026514; 0.18244; 0.001305; 0.000132; false; 0.217167;0.22; 0.03397; 0.180572; 0.001139; 0.000204; false; 0.222295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09312.mata;0.11; 0.088007; 0.00955; 0.0005; 0.000333; false; 0.117676;0.13; 0.117525; 0.00759; 0.000496; 0.000304; false; 0.144832
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance09322.mata;0.02; 0.022807; 0.002307; 0.0002; 9.4e-05; false; 0.029974;0.03; 0.030772; 0.002067; 0.00016; 5.6e-05; false; 0.037326
