name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_670.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.07; 0.059385; 0.022329; 0.001981; 0.000133; 2.9e-05; false; 0.087095
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_7.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.024111; 0.010683; 0.000862; 8.9e-05; 2.5e-05; false; 0.037507
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_703.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.27; 0.242284; 0.057373; 0.002427; 0.0003; 9.3e-05; false; 0.306601
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_707.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.24; 0.210923; 0.058725; 0.00265; 0.000304; 8.3e-05; false; 0.277355
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_71.0.mata;0.18; 0.166386; 0.022128; 0.000884; 4.1e-05; 2.1e-05; false; 0.193732;0.08; 0.076953; 0.019056; 0.000997; 0.000138; 3.3e-05; false; 0.099009
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_713.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.3; 0.268414; 0.058445; 0.002821; 0.000426; 9.4e-05; false; 0.335238
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_720.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.26; 0.24086; 0.053423; 0.00259; 0.000398; 8.6e-05; false; 0.301713
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_725.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.213961; 0.033676; 0.001456; 0.000169; 4.7e-05; false; 0.251839
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_728.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.181319; 0.058873; 0.002859; 0.000458; 0.000106; false; 0.248985
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_73.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.08; 0.074995; 0.021559; 0.001069; 0.000169; 4.1e-05; false; 0.100142
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_744.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.17; 0.15358; 0.042068; 0.001245; 0.000149; 1.5e-05; false; 0.20041
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_746.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.2; 0.1609; 0.046318; 0.002398; 0.000396; 3.3e-05; false; 0.215274
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_751.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.192448; 0.047023; 0.00216; 0.000219; 2.3e-05; false; 0.246613
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_753.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.194002; 0.046964; 0.002232; 0.000322; 2.4e-05; false; 0.248229
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_755.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.196688; 0.045869; 0.001925; 0.000234; 3e-05; false; 0.248649
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_762.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.13; 0.113984; 0.033165; 0.001166; 0.000145; 6.2e-05; false; 0.151232
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_763.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.19131; 0.048824; 0.00218; 0.000326; 2.5e-05; false; 0.247374
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_766.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.190639; 0.045559; 0.002119; 0.000237; 7.3e-05; false; 0.242603
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_775.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.21; 0.185681; 0.048793; 0.00119; 0.000163; 4.2e-05; false; 0.238554
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_780.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.2; 0.170779; 0.046455; 0.002203; 0.000357; 9.4e-05; false; 0.22462
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_785.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.197332; 0.049305; 0.002304; 0.000341; 2.8e-05; false; 0.254549
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_788.0.mata;1.0; 0.950282; 0.044627; 0.002531; 0.000142; 8.3e-05; false; 1.01078;0.21; 0.184314; 0.058344; 0.002459; 0.000351; 3.5e-05; false; 0.250699
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_807.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.22; 0.204832; 0.048792; 0.002228; 0.000271; 2.6e-05; false; 0.260793
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_817.0.mata;0.92; 0.854184; 0.060443; 0.002706; 0.000216; 7.8e-05; false; 0.933964;0.23; 0.21101; 0.051267; 0.002318; 0.000318; 3.2e-05; false; 0.270023
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_870.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.19; 0.17909; 0.042728; 0.002251; 0.000326; 9.7e-05; false; 0.228333
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_887.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.12; 0.098374; 0.025993; 0.00155; 0.000216; 5.3e-05; false; 0.128923
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_927.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.08; 0.074188; 0.025678; 0.001921; 0.000176; 6.3e-05; false; 0.106637
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_947.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.16; 0.158424; 0.030246; 0.001105; 6.8e-05; 4e-05; false; 0.192394
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.01; 0.973769; 0.1568; 0.000276; 1.9e-05; 1.1e-05; false; 1.13214
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.0.mata;0.01; 0.008605; 0.005651; 3.9e-05; 7e-06; 3e-06; false; 0.015247;0.02; 0.014917; 0.007957; 5.3e-05; 1e-05; 3e-06; false; 0.024126
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.62; 0.563006; 0.120637; 0.000194; 3e-05; 1.7e-05; false; 0.685027
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.031122; 0.012217; 0.000139; 2.9e-05; 1.2e-05; false; 0.045296
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.44; 0.406148; 0.080788; 0.000152; 3.5e-05; 1.3e-05; false; 0.494031
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.6; 0.554085; 0.11924; 0.000181; 2.8e-05; 1.4e-05; false; 0.674625
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.0.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;16.59; 15.0985; 3.26673; 0.000854; 2.1e-05; 2.1e-05; false; 18.3702
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.03; 0.952822; 0.207225; 0.000494; 5.3e-05; 2.3e-05; false; 1.1631
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.0.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;12.9; 12.2365; 2.01135; 0.000546; 1.1e-05; 9e-06; false; 14.2506
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.27; 0.24726; 0.060196; 8.7e-05; 1.1e-05; 6e-06; false; 0.308005
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.0.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;16.35; 15.0253; 3.07523; 0.000549; 1.3e-05; 1.1e-05; false; 18.1038
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.0.mata;0.01; 0.016595; 0.009847; 6.4e-05; 1.4e-05; 5e-06; false; 0.028415;0.02; 0.016064; 0.008541; 6.2e-05; 1.5e-05; 4e-06; false; 0.026736
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.0.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;17.01; 15.406; 3.34563; 0.000778; 2.3e-05; 1.5e-05; false; 18.7558
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.0.mata;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;21.41; 19.3688; 4.41461; 0.002143; 3e-05; 4.2e-05; false; 23.7959
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.016708; 0.009242; 6.9e-05; 1.5e-05; 3e-06; false; 0.027772
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.0.mata;0.01; 0.016186; 0.008197; 1.5e-05; 5e-06; 2e-06; false; 0.025869;0.02; 0.017417; 0.009529; 0.000101; 2.3e-05; 9e-06; false; 0.029335
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.0.mata;0.02; 0.016933; 0.010071; 2.2e-05; 8e-06; 4e-06; false; 0.029417;0.02; 0.016935; 0.009011; 7e-05; 1.7e-05; 7e-06; false; 0.028517
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.033315; 0.012962; 0.000142; 3.1e-05; 1.3e-05; false; 0.048645
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI056_1.mata;0.0; 0.000144; 0.005681; 4.4e-05; 1.1e-05; 3e-06; false; 0.007616;0.0; 0.000122; 0.00541; 2.8e-05; 8e-06; 2e-06; false; 0.006559
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI083_1.mata;0.0; 0.001239; 0.006718; 0.000143; 2.2e-05; 9e-06; false; 0.009878;0.0; 0.001823; 0.006992; 0.000122; 2.4e-05; 1.1e-05; false; 0.010803
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI590_1.mata;0.0; 0.000505; 0.005941; 4.5e-05; 9e-06; 3e-06; false; 0.008162;0.0; 0.000587; 0.005838; 4e-05; 1.1e-05; 5e-06; false; 0.008347
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/ARI591_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.000457; 0.006078; 4.2e-05; 1.1e-05; 2e-06; false; 0.008177
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM868_1.mata;0.0; 0.000206; 0.005781; 4e-05; 8e-06; 2e-06; false; 0.00762;0.0; 0.000184; 0.005781; 3.7e-05; 1.1e-05; 3e-06; false; 0.007554
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM869_1.mata;0.0; 0.000125; 0.005418; 2.5e-05; 8e-06; 2e-06; false; 0.007001;0.0; 0.000118; 0.005602; 2.4e-05; 8e-06; 2e-06; false; 0.007313
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM870_1.mata;0.0; 0.000325; 0.005601; 2.8e-05; 6e-06; 2e-06; false; 0.007194;0.0; 0.000334; 0.005602; 2.6e-05; 7e-06; 2e-06; false; 0.007396
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM871_1.mata;0.0; 0.002018; 0.005908; 4.3e-05; 7e-06; 3e-06; false; 0.009457;0.0; 0.002861; 0.005951; 2.2e-05; 7e-06; 2e-06; false; 0.010231
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM874_1.mata;0.0; 0.000137; 0.005803; 2.7e-05; 7e-06; 2e-06; false; 0.007331;0.0; 0.000116; 0.005319; 2e-05; 6e-06; 2e-06; false; 0.006787
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM896_1.mata;0.0; 0.000796; 0.00582; 9.2e-05; 1.7e-05; 7e-06; false; 0.008277;0.0; 0.001056; 0.005826; 8.7e-05; 2.6e-05; 8e-06; false; 0.008483
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM897_1.mata;0.0; 0.000463; 0.005479; 6.8e-05; 1.1e-05; 5e-06; false; 0.007443;0.0; 0.00059; 0.005448; 6.4e-05; 1.3e-05; 7e-06; false; 0.007538
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM898_1.mata;0.0; 0.000521; 0.005685; 7.2e-05; 1.4e-05; 6e-06; false; 0.00763;0.0; 0.000618; 0.005485; 6.8e-05; 1.5e-05; 7e-06; false; 0.007575
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM899_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.002867; 0.006602; 0.000135; 2.7e-05; 1.2e-05; false; 0.011318
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM915_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.000457; 0.005457; 3.2e-05; 8e-06; 2e-06; false; 0.00732
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM916_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.000516; 0.005459; 3e-05; 7e-06; 2e-06; false; 0.007192
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM917_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.000473; 0.00548; 3.1e-05; 9e-06; 2e-06; false; 0.007287
/home/experiments/nfa-bench/benchmarks/presburger/complement/tptp/NUM918_1.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.0; 0.00046; 0.00549; 3e-05; 8e-06; 2e-06; false; 0.007265
