name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_470.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.11; 0.10257; 0.026196; 0.001303; 7.8e-05; 4.6e-05; false; 0.132433
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_473.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.12; 0.109181; 0.020441; 0.001339; 7.4e-05; 4e-05; false; 0.133299
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_497.0.mata;0.28; 0.25024; 0.032133; 0.001538; 0.00011; 5.7e-05; false; 0.293156;0.12; 0.107412; 0.026246; 0.00138; 0.000216; 4.6e-05; false; 0.137865
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_507.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.17; 0.152911; 0.038848; 0.001638; 0.000191; 5.7e-05; false; 0.197574
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_527.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.033602; 0.009297; 0.000423; 7e-05; 1.5e-05; false; 0.044924
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_537.0.mata;0.06; 0.054892; 0.010467; 0.000875; 6.1e-05; 1.6e-05; false; 0.068634;0.04; 0.038321; 0.015517; 0.000916; 0.000108; 2.6e-05; false; 0.05679
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_573.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.04; 0.041765; 0.011822; 0.000448; 6.4e-05; 1.5e-05; false; 0.055397
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_574.0.mata;0.07; 0.053293; 0.018321; 0.000887; 9e-05; 3.1e-05; false; 0.076136;0.05; 0.039866; 0.016976; 0.00114; 0.000169; 3.3e-05; false; 0.060186
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_575.0.mata;0.08; 0.073415; 0.017872; 0.000828; 5e-05; 2.8e-05; false; 0.095538;0.03; 0.032191; 0.009922; 0.000502; 6.4e-05; 1.5e-05; false; 0.043834
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_627.0.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.06; 0.047258; 0.019751; 0.001088; 0.000124; 3.4e-05; false; 0.07011
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_637.0.mata;0.26; 0.249485; 0.025059; 0.001031; 6.7e-05; 2.8e-05; false; 0.280154;0.13; 0.11868; 0.022252; 0.001517; 0.000148; 6e-05; false; 0.145165
