name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-concat;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;0.1; 0.000255;0.027607;0.024447; 0.002008; false; 0.107279;0.07; 0.000309;0.016864999999999998;0.016572999999999997; 0.002232; false; 0.075989
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;0.37; 0.000845;0.102196;0.052158; 0.011575; false; 0.387069;0.35; 0.000993;0.08848199999999999;0.049783999999999995; 0.01256; false; 0.352666
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;0.06; 0.000249;0.017955;0.016419000000000003; 0.004007; false; 0.072796;0.08; 0.000281;0.018808;0.016718; 0.004445; false; 0.077177
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;0.04; 0.000211;0.011615;0.012334000000000001; 0.002339; false; 0.047369;0.02; 0.000183;0.0064010000000000004;0.008801; 0.002084; false; 0.031587
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;0.09; 0.000267;0.025882999999999996;0.022599; 0.003893; false; 0.101471;0.08; 0.000421;0.024719;0.019497; 0.004466; false; 0.092864
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;0.23; 0.000885;0.06836700000000001;0.022195; 0.003144; false; 0.229359;0.22; 0.001074;0.065993;0.026624000000000002; 0.003102; false; 0.226833
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;0.06; 0.00018;0.014959;0.017479; 0.005112; false; 0.069556;0.06; 0.000223;0.014725;0.020249; 0.005632; false; 0.07401
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;0.0; 6.1e-05;0.00032700000000000003;0.000334; 7.4e-05; false; 0.001493;0.0; 7.8e-05;0.00034;0.000505; 7.8e-05; false; 0.001952
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;0.06; 0.000219;0.014013000000000001;0.016253999999999998; 0.004014; false; 0.067741;0.06; 0.00025;0.013683;0.015779; 0.003362; false; 0.065695
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;0.06; 0.000204;0.018897999999999998;0.009353; 0.001684; false; 0.067979;0.07; 0.000413;0.021709;0.010333; 0.001063; false; 0.075317
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;0.08; 0.000251;0.020982;0.026869; 0.006678; false; 0.091759;0.12; 0.000414;0.034861;0.035551; 0.009522; false; 0.14271
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;0.04; 0.000187;0.013597;0.0062380000000000005; 0.001794; false; 0.050553;0.08; 0.00041;0.021649;0.011575; 0.002228; false; 0.085116
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;1.81; 0.003535;0.512598;0.184212; 0.035646; false; 1.82783;1.69; 0.008704;0.520588;0.18948399999999999; 0.022288; false; 1.75475
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;0.01; 0.000132;0.003322;0.001092; 0.000308; false; 0.010299;0.01; 0.000207;0.002804;0.00106; 0.000317; false; 0.009713
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;0.02; 0.000175;0.008249;0.002167; 0.001068; false; 0.026118;0.03; 0.000226;0.008969999999999999;0.0029310000000000004; 0.000822; false; 0.028094
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;0.03; 0.000211;0.009197;0.0029620000000000002; 0.00088; false; 0.02902;0.02; 0.00024;0.008705000000000001;0.002356; 0.000601; false; 0.025648
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;0.0; 7.6e-05;0.00054;0.0005729999999999999; 0.00012; false; 0.0024;0.0; 6.8e-05;0.000316;0.000379; 7.5e-05; false; 0.001517
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;0.0; 7.5e-05;0.0027340000000000003;0.000686; 0.000245; false; 0.008611;0.0; 0.000138;0.001795;0.000534; 0.000132; false; 0.005636
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;0.02; 0.000189;0.008257;0.001992; 0.000719; false; 0.024945;0.01; 0.000193;0.00472;0.001179; 0.000591; false; 0.014974
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;0.02; 0.000178;0.008517;0.001745; 0.000516; false; 0.023587;0.02; 0.00022;0.008832;0.002432; 0.000738; false; 0.026693
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;0.0; 5.3e-05;0.00036800000000000005;0.00036300000000000004; 7.5e-05; false; 0.001594;0.0; 6.2e-05;0.000542;0.000542; 0.000109; false; 0.002316
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;0.0; 0.000136;0.0027949999999999997;0.0007769999999999999; 0.000272; false; 0.008795;0.0; 0.000131;0.002975;0.0007179999999999999; 0.000221; false; 0.009174
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;0.02; 0.0001;0.005191;0.001418; 0.000797; false; 0.017645;0.02; 0.000239;0.005713;0.0019649999999999997; 0.000715; false; 0.019102
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;0.0; 0.000129;0.0029679999999999997;0.000848; 0.000359; false; 0.00976;0.01; 0.000156;0.0029259999999999998;0.000841; 0.000248; false; 0.009232
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;0.02; 0.000112;0.007017;0.002062; 0.000719; false; 0.02097;0.02; 0.000195;0.006227;0.001935; 0.00057; false; 0.019897
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;0.0; 7.7e-05;0.0005679999999999999;0.0005380000000000001; 0.000112; false; 0.002394;0.0; 8.5e-05;0.000539;0.000565; 0.00011; false; 0.00246
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-22.mata;0.01; 0.000112;0.0029909999999999997;0.0009780000000000001; 0.000328; false; 0.0096;0.0; 0.000162;0.0031320000000000002;0.000814; 0.000217; false; 0.009701
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-23.mata;0.02; 0.000151;0.008355000000000001;0.0017360000000000001; 0.000526; false; 0.023488;0.02; 0.00021;0.008674999999999999;0.002214; 0.000566; false; 0.024567
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-24.mata;0.01; 0.000109;0.00519;0.0013289999999999999; 0.000522; false; 0.015092;0.02; 0.000207;0.008647;0.0021209999999999996; 0.000618; false; 0.025368
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-25.mata;0.0; 5.9e-05;0.000313;0.000353; 7.6e-05; false; 0.001491;0.0; 5.2e-05;0.000391;0.000407; 7.6e-05; false; 0.00177
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-26.mata;0.0; 0.000105;0.002255;0.0005009999999999999; 0.000154; false; 0.006979;0.0; 0.000139;0.003292;0.000731; 0.000244; false; 0.009774
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-27.mata;0.01; 0.000117;0.00544;0.0016020000000000001; 0.000646; false; 0.016577;0.01; 0.000118;0.005016;0.001192; 0.000418; false; 0.014468
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-28.mata;0.02; 0.000175;0.009271999999999999;0.00247; 0.000924; false; 0.027956;0.02; 0.000229;0.008924999999999999;0.002183; 0.000817; false; 0.026961
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-29.mata;0.0; 5.4e-05;0.000296;0.000321; 7.5e-05; false; 0.001344;0.0; 6.8e-05;0.000354;0.00035499999999999996; 0.000125; false; 0.001689
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-3.mata;0.02; 0.000106;0.00536;0.00215; 0.000998; false; 0.020419;0.01; 0.000136;0.00516;0.0019909999999999997; 0.000545; false; 0.017069
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-30.mata;0.01; 0.000134;0.0030160000000000005;0.00087; 0.000195; false; 0.009094;0.0; 9.3e-05;0.00206;0.000529; 0.000128; false; 0.006192
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-31.mata;0.02; 0.000198;0.008663;0.002522; 0.001119; false; 0.027519;0.02; 0.000242;0.008692;0.002696; 0.000885; false; 0.027588
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-32.mata;0.02; 0.000186;0.008646000000000001;0.002537; 0.000842; false; 0.026462;0.01; 0.000122;0.004862;0.001547; 0.000527; false; 0.015515
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-33.mata;0.0; 9.2e-05;0.000351;0.000381; 7.5e-05; false; 0.00157;0.0; 8.6e-05;0.0005549999999999999;0.000571; 0.000123; false; 0.002472
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-34.mata;0.01; 0.000112;0.002988;0.0007559999999999999; 0.000281; false; 0.009146;0.0; 9.4e-05;0.00191;0.000527; 0.000127; false; 0.005616
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-35.mata;0.01; 0.00014;0.005157999999999999;0.001456; 0.000594; false; 0.016849;0.03; 0.000233;0.008844999999999999;0.003209; 0.000824; false; 0.028227
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-36.mata;0.01; 0.000203;0.005328;0.001715; 0.00065; false; 0.017537;0.02; 0.000207;0.0089;0.00261; 0.000958; false; 0.028039
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-37.mata;0.0; 5.9e-05;0.000317;0.000368; 7.6e-05; false; 0.001521;0.0; 6.7e-05;0.000331;0.000338; 9.4e-05; false; 0.001524
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-38.mata;0.0; 8.4e-05;0.0018110000000000001;0.000613; 0.000184; false; 0.005882;0.0; 0.000114;0.002461;0.000694; 0.000236; false; 0.007194
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-39.mata;0.02; 0.000185;0.008985;0.003191; 0.000728; false; 0.027749;0.01; 0.000199;0.005279;0.0016070000000000001; 0.000869; false; 0.016929
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-4.mata;0.02; 0.000129;0.0052049999999999996;0.00189; 0.000568; false; 0.01812;0.03; 0.000235;0.008963;0.00258; 0.000801; false; 0.028076
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-40.mata;0.01; 0.000119;0.0050539999999999995;0.001284; 0.000541; false; 0.016104;0.01; 0.000125;0.005406;0.001426; 0.000404; false; 0.015515
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-41.mata;0.0; 0.000101;0.000579;0.000513; 0.000133; false; 0.002515;0.0; 8.5e-05;0.0005679999999999999;0.000562; 0.000116; false; 0.002472
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-42.mata;0.0; 0.00012;0.003164;0.000807; 0.000244; false; 0.009708;0.0; 0.000124;0.003107;0.000759; 0.00025; false; 0.009506
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-43.mata;0.02; 0.000211;0.006725;0.001599; 0.000475; false; 0.019121;0.01; 0.000123;0.006149;0.001488; 0.000651; false; 0.018809
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-44.mata;0.02; 0.000184;0.008494;0.001934; 0.000544; false; 0.024264;0.02; 0.000217;0.008479;0.001811; 0.000696; false; 0.024459
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-45.mata;0.0; 5e-05;0.00036899999999999997;0.000324; 7.5e-05; false; 0.0015;0.0; 7.7e-05;0.000548;0.000498; 0.000125; false; 0.002416
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-46.mata;0.0; 0.000104;0.003131;0.000735; 0.000228; false; 0.009264;0.0; 0.000126;0.002963;0.000785; 0.000126; false; 0.008991
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-47.mata;0.02; 0.00019;0.008412;0.001936; 0.000633; false; 0.024502;0.02; 0.000149;0.00816;0.001938; 0.00068; false; 0.023923
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-48.mata;0.02; 0.000178;0.008508000000000002;0.0019420000000000001; 0.000501; false; 0.02434;0.01; 0.00012;0.004699999999999999;0.0012590000000000001; 0.000394; false; 0.014326
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-49.mata;0.0; 7.7e-05;0.000436;0.000456; 7.8e-05; false; 0.001788;0.0; 8.3e-05;0.000589;0.000534; 0.000119; false; 0.00246
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-5.mata;0.0; 5.4e-05;0.000316;0.000363; 8.7e-05; false; 0.001641;0.0; 8.5e-05;0.000587;0.000508; 0.000153; false; 0.002398
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-50.mata;0.0; 7e-05;0.0019420000000000001;0.00044899999999999996; 0.000158; false; 0.005761;0.0; 0.000149;0.0032510000000000004;0.0007260000000000001; 0.00022; false; 0.009681
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-51.mata;0.02; 0.00016;0.006702;0.001573; 0.000527; false; 0.019949;0.03; 0.000217;0.009333;0.0020810000000000004; 0.000905; false; 0.02691
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-52.mata;0.02; 0.000222;0.008619;0.002469; 0.000696; false; 0.026714;0.02; 0.000139;0.006257;0.001986; 0.00065; false; 0.018318
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-53.mata;0.0; 9.2e-05;0.000523;0.00049; 0.000104; false; 0.002236;0.0; 6.2e-05;0.00031;0.00034; 7.9e-05; false; 0.001487
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-54.mata;0.0; 0.000109;0.002045;0.000606; 0.000179; false; 0.006529;0.01; 0.0001;0.002943;0.0007570000000000001; 0.000314; false; 0.009183
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-55.mata;0.02; 0.000184;0.006628;0.001761; 0.00069; false; 0.019679;0.02; 0.000203;0.008878;0.002748; 0.000711; false; 0.026518
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-56.mata;0.02; 0.000106;0.008846;0.002295; 0.000849; false; 0.026807;0.02; 0.000223;0.008889000000000001;0.0027660000000000002; 0.000753; false; 0.026763
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-57.mata;0.0; 0.000103;0.000515;0.000528; 0.000106; false; 0.002322;0.0; 0.000115;0.0005170000000000001;0.0005510000000000001; 0.000115; false; 0.002427
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-58.mata;1.03; 0.003957;0.347264;0.096825; 0.002782; false; 1.04137;0.7; 0.005632;0.20906400000000003;0.06313300000000001; 0.002335; false; 0.706429
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-59.mata;0.69; 0.002517;0.221121;0.063461; 0.003982; false; 0.689691;0.45; 0.001797;0.132924;0.049748; 0.001867; false; 0.454103
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-6.mata;0.0; 0.000129;0.002882;0.00091; 0.000246; false; 0.009319;0.0; 8.9e-05;0.001826;0.000658; 0.000171; false; 0.006194
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-60.mata;2.8; 0.006148;0.8140069999999999;0.265959; 0.057817; false; 2.80215;2.51; 0.017208;0.7051759999999999;0.24908; 0.04178; false; 2.56407
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-7.mata;0.02; 0.000209;0.008589;0.00245; 0.000681; false; 0.025927;0.03; 0.00022;0.008815;0.002765; 0.000979; false; 0.029302
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-8.mata;0.02; 0.000189;0.009159;0.002977; 0.001066; false; 0.029313;0.03; 0.000246;0.009797;0.0032979999999999997; 0.00137; false; 0.032337
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-9.mata;0.0; 0.000115;0.000553;0.000541; 0.000115; false; 0.002458;0.0; 0.000116;0.0005679999999999999;0.000577; 0.000124; false; 0.002647
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-1.mata;0.07; 0.000343;0.018947;0.010343000000000001; 0.001204; false; 0.072704;0.08; 0.000412;0.019842;0.012188; 0.001279; false; 0.079979
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-2.mata;0.0; 9.6e-05;0.0005610000000000001;0.000527; 0.000112; false; 0.002374;0.0; 0.0001;0.0005139999999999999;0.000533; 9.7e-05; false; 0.002237
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-3.mata;0.0; 7.7e-05;0.000553;0.000517; 0.00011; false; 0.002363;0.0; 8.1e-05;0.000526;0.000523; 0.00012; false; 0.0024
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-4.mata;0.0; 7.5e-05;0.000541;0.0005369999999999999; 0.00011; false; 0.002346;0.0; 8.9e-05;0.00051;0.000491; 0.00011; false; 0.00222
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06591-5.mata;0.91; 0.003228;0.29203100000000004;0.103207; 0.009147; false; 0.953352;0.76; 0.004457;0.231714;0.08315800000000001; 0.005754; false; 0.799639
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-1.mata;0.06; 0.000204;0.016611;0.010309; 0.002716; false; 0.068819;0.04; 0.000259;0.014513;0.005936; 0.00132; false; 0.048438
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-2.mata;0.0; 8.9e-05;0.0005529999999999999;0.000516; 0.000108; false; 0.002359;0.0; 7.8e-05;0.000544;0.000547; 0.000116; false; 0.002403
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06600-3.mata;0.12; 0.000434;0.030415;0.01634; 0.003464; false; 0.117999;0.07; 0.0003;0.020132999999999998;0.011720999999999999; 0.00149; false; 0.070266
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-1.mata;0.01; 9.7e-05;0.003012;0.00265; 0.00062; false; 0.012278;0.02; 0.000174;0.005551;0.005932; 0.001347; false; 0.026187
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-2.mata;0.0; 0.000108;0.0006149999999999999;0.0005549999999999999; 0.00011; false; 0.002524;0.0; 0.000113;0.0006670000000000001;0.0006709999999999999; 0.000137; false; 0.002765
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-3.mata;0.57; 0.001961;0.17262699999999997;0.063097; 0.006498; false; 0.603627;0.6; 0.002865;0.183562;0.07029099999999999; 0.006465; false; 0.62673
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-4.mata;0.0; 5.8e-05;0.000299;0.000328; 7.4e-05; false; 0.001377;0.0; 7.9e-05;0.00034;0.00037600000000000003; 8.3e-05; false; 0.001571
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-5.mata;0.0; 7.1e-05;0.00033;0.00031999999999999997; 7.4e-05; false; 0.001413;0.0; 7.5e-05;0.00031;0.000357; 7.4e-05; false; 0.001459
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06657-6.mata;0.34; 0.00101;0.089176;0.038993; 0.006679; false; 0.344069;0.46; 0.002447;0.145606;0.048465999999999995; 0.006815; false; 0.469833
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06712-1.mata;0.04; 0.000187;0.011446;0.01166; 0.003549; false; 0.04829;0.03; 0.000189;0.007357000000000001;0.009861; 0.002657; false; 0.034345
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-1.mata;0.02; 0.000161;0.008389;0.004964; 0.000641; false; 0.030133;0.02; 0.000114;0.004777;0.003325; 0.000685; false; 0.019427
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06895-2.mata;0.04; 0.000213;0.008748;0.010863000000000001; 0.002739; false; 0.041644;0.05; 0.000277;0.014612;0.014571; 0.003814; false; 0.0609
