name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-inclusion_check;mata-old-inclusion_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.71; 0.074615; 0.036634; 0.610591; true; 0.727273
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;2.15; 0.406642; 0.183454; 1.54704; true; 2.20622
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;2.54; 0.410391; 0.193816; 1.94059; true; 2.59574
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;3.59; 0.673689; 0.269995; 2.66029; true; 3.67223
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;3.49; 0.684436; 0.281572; 2.53621; true; 3.57032
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;3.07; 0.564038; 0.24231; 2.27255; true; 3.14494
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.61; 0.328538; 0.117626; 0.194416; true; 0.656206
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.7; 0.283741; 0.131447; 0.2992; true; 0.743376
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.68; 0.312428; 0.129544; 0.263186; true; 0.724207
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.77; 0.341328; 0.126145; 0.321459; true; 0.815176
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.5; 0.249478; 0.072864; 0.198078; true; 0.533292
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.68; 0.273871; 0.115065; 0.302764; true; 0.716644
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.64; 0.305453; 0.120544; 0.228586; true; 0.679681
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.69; 0.30134; 0.113122; 0.297703; true; 0.734405
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.72; 0.246942; 0.114205; 0.362192; true; 0.739696
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.59; 0.20527; 0.076088; 0.328026; true; 0.623303
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;3.78; 1.74532; 0.607761; 1.50324; true; 3.96353
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;3.29; 1.1747; 0.408654; 1.77503; true; 3.43247
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;1.68; 0.498161; 0.17074; 1.03395; true; 1.72652
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;1.64; 0.444197; 0.173374; 1.05159; true; 1.69473
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;10.52; 0.565609; 0.220519; 9.74741; true; 10.5721
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-rhs.mata;0.03; 0.020094; 0.013314; 1.6e-05; true; 0.036636;0.04; 0.028034; 0.01499; 0.000139; true; 0.046542
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.05; 0.041267; 0.017976; 0.000322; true; 0.063509
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.025725; 0.014273; 0.000113; true; 0.043032
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.04; 0.036577; 0.017039; 0.000315; true; 0.057192
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.05; 0.03969; 0.018152; 0.000328; true; 0.062145
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.05; 0.038333; 0.016922; 0.0003; true; 0.058718
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.020999; 0.012558; 2.3e-05; true; 0.036196
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.022055; 0.011699; 3e-05; true; 0.036139
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.020383; 0.012295; 2.3e-05; true; 0.035206
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.022931; 0.012557; 5.2e-05; true; 0.038083
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.02; 0.020984; 0.011177; 3.6e-05; true; 0.034364
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.022028; 0.011785; 5.2e-05; true; 0.036375
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-rhs.mata;0.03; 0.020314; 0.013841; 1.5e-05; true; 0.037525;0.03; 0.02686; 0.016419; 0.000122; true; 0.046695
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.03; 0.023343; 0.013527; 5.5e-05; true; 0.039552
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-rhs.mata;0.03; 0.020616; 0.01414; 1.5e-05; true; 0.038137;0.03; 0.026338; 0.015256; 0.000122; true; 0.044946
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.93; 0.649411; 0.260132; 0.027578; true; 1.01837
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.39; 0.279083; 0.114351; 0.013241; true; 0.434652
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.37; 0.26039; 0.108934; 0.012793; true; 0.411821
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.46; 0.334206; 0.125998; 0.018475; true; 0.52186
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-rhs.mata;2.12; 1.92722; 0.189806; 0.000132; false; 2.16856;0.62; 0.425131; 0.191203; 0.015107; true; 0.675268
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.55; 0.424916; 0.136626; 0.020309; true; 0.610082
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.52; 0.393841; 0.139263; 0.013882; true; 0.573109
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.4; 0.267165; 0.124138; 0.021126; true; 0.442931
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.51; 0.333589; 0.166207; 0.024146; true; 0.566552
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.38; 0.248655; 0.121384; 0.012585; true; 0.419083
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.34; 0.248727; 0.091363; 0.022469; true; 0.385903
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.4; 0.272611; 0.116252; 0.013248; true; 0.431667
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.53; 0.344653; 0.157056; 0.02336; true; 0.570905
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.64; 0.448838; 0.176978; 0.022661; true; 0.697756
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-rhs.mata;ERR;ERR;ERR;ERR;ERR;ERR;0.59; 0.441796; 0.160722; 0.012756; true; 0.646262
