name;automata-runtime;automata-construction;automata-trim;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-2-rhs.mata;0.94;0.4252144;0.0140296; 0.3969637000; False; 0.4136704000; 0.8785192000;2.42;0.224716;0.0158493; 0.4380139000; False; 0.4564848000; 0.7693855000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;1.64;0.46247679999999997;0.023611; 1.0618744000; False; 1.0880704000; 1.5977653000;2.28;0.2093635;0.0147841; 0.5154437000; False; 0.5330798000; 0.8302442000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-3-rhs.mata;0.28;0.1480287;0.0077914; 0.0968144000; False; 0.1063686000; 0.2819591000;1.08;0.0842211;0.012459699999999999; 0.1316234000; False; 0.1467665000; 0.2910109000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondet-A-4-rhs.mata;0.46;0.2497546;0.012761; 0.1492118000; False; 0.1649601000; 0.4559591000;1.49;0.1145903;0.0117219; 0.1057910000; False; 0.1199353000; 0.3286793000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-0-rhs.mata;0.44;0.249256;0.0120855; 0.1556039000; False; 0.1704097000; 0.4522907000;1.58;0.11104359999999999;0.011378; 0.1480010000; False; 0.1619239000; 0.3448271000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-1-rhs.mata;0.45;0.24438149999999997;0.0116639; 0.1545693000; False; 0.1688229000; 0.4544412000;1.37;0.1566151;0.0128686; 0.1528725000; False; 0.1684830000; 0.3975353000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FbtOneOne-Nondeti-B-2-rhs.mata;0.41;0.2258413;0.012496199999999999; 0.1409291000; False; 0.1560403000; 0.4193395000;1.32;0.0708934;0.0075399; 0.0924757000; False; 0.1018227000; 0.2225846000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-rhs.mata;0.41;0.20138240000000002;0.011054900000000001; 0.1610429000; False; 0.1744100000; 0.4150872000;1.05;0.07375319999999999;0.0077339; 0.0905502000; False; 0.1000477000; 0.2169631000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-rhs.mata;0.41;0.1993479;0.0114305; 0.1601670000; False; 0.1741435000; 0.4117533000;1.46;0.1122593;0.011679499999999999; 0.1487774000; False; 0.1630248000; 0.3414664000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-rhs.mata;0.45;0.2118896;0.0113452; 0.1836161000; False; 0.1973954000; 0.4492847000;1.2;0.1103685;0.0114393; 0.1680539000; False; 0.1819198000; 0.3574679000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;1.89;0.6936299;0.009800999999999999; 1.0208758000; False; 1.0330325000; 1.7633866000;6.49;0.3557401;0.011403; 0.9140970000; False; 0.9275083000; 1.3551778000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;3.2;0.5627576000000001;0.014950600000000001; 2.4899347000; False; 2.5075536000; 3.1206939000;9.25;0.5569911;0.0166019; 3.3883024000; False; 3.4076204000; 4.0404270000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;2.01;0.5324546;0.010456; 1.3134935000; False; 1.3259926000; 1.8855844000;6.64;0.5687539;0.0148528; 1.1330382000; False; 1.1504718000; 1.8337952000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-rhs.mata;0.73;0.312004;0.0098031; 0.3097037000; False; 0.3221184000; 0.6743173000;2.04;0.1843322;0.0095243; 0.3041217000; False; 0.3161768000; 0.5687291000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-rhs.mata;0.67;0.3039522;0.008509000000000001; 0.2887949000; False; 0.2998982000; 0.6440150000;1.67;0.1907117;0.0077541; 0.3641849000; False; 0.3747418000; 0.6385589000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-rhs.mata;0.16;0.0537628;0.0088628; 0.0440029000; False; 0.0559439000; 0.1502312000;0.88;0.039101699999999996;0.008292200000000001; 0.0422609000; False; 0.0531864000; 0.1433334000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-rhs.mata;0.34;0.2648592;0.0110327; 0.0435365000; False; 0.0570279000; 0.3587104000;1.25;0.1166163;0.0129789; 0.0456035000; False; 0.0610052000; 0.2481256000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T113-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T113-rhs.mata;0.15;0.055564600000000006;0.0077617; 0.0401530000; False; 0.0503283000; 0.1441883000;0.91;0.0374592;0.0081962; 0.0398984000; False; 0.0504205000; 0.1364792000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T114-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T114-rhs.mata;0.17;0.0724266;0.0082246; 0.0433450000; False; 0.0538540000; 0.1648075000;0.92;0.0446642;0.0082004; 0.0426185000; False; 0.0530952000; 0.1506054000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T116-rhs.mata;0.17;0.0748846;0.0082376; 0.0405910000; False; 0.0512504000; 0.1642604000;0.95;0.0289678;0.0055318; 0.0284164000; False; 0.0355689000; 0.1344087000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T118-rhs.mata;0.19;0.0894201;0.008731299999999999; 0.0443330000; False; 0.0557457000; 0.1868746000;0.73;0.0485882;0.008819200000000001; 0.0436431000; False; 0.0548209000; 0.1542942000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T12-rhs.mata;0.37;0.2541767;0.0138097; 0.0498438000; False; 0.0664905000; 0.3631988000;1.55;0.1172634;0.0136209; 0.0532446000; False; 0.0694035000; 0.2604977000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T120-rhs.mata;0.13;0.0522584;0.0060288; 0.0444051000; False; 0.0522124000; 0.1308113000;0.95;0.0492644;0.009446900000000001; 0.0443952000; False; 0.0566562000; 0.1587555000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T121-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T121-rhs.mata;0.19;0.090254;0.0090679; 0.0440957000; False; 0.0558946000; 0.2231269000;0.96;0.0339434;0.00567; 0.0278796000; False; 0.0353295000; 0.1179342000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T122-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T122-rhs.mata;0.18;0.0830892;0.008862; 0.0410039000; False; 0.0523051000; 0.1744329000;0.8;0.0485236;0.0084229; 0.0687865000; False; 0.0850111000; 0.2244493000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T123-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T123-rhs.mata;0.18;0.0835051;0.0083344; 0.0394854000; False; 0.0500210000; 0.1729147000;0.89;0.0752768;0.0091981; 0.0463479000; False; 0.0582830000; 0.1958567000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T124-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T124-rhs.mata;0.12;0.0703837;0.0054925; 0.0302959000; False; 0.0385357000; 0.1627833000;0.9;0.0398242;0.008593499999999999; 0.0446234000; False; 0.0557932000; 0.1471725000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T125-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T125-rhs.mata;0.19;0.12258150000000001;0.0085461; 0.0408198000; False; 0.0518043000; 0.2156751000;0.99;0.0510742;0.0092096; 0.0456077000; False; 0.0573779000; 0.1650631000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T126-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T126-rhs.mata;0.18;0.0858879;0.0092214; 0.0422997000; False; 0.0540607000; 0.1793018000;0.88;0.0517544;0.009121; 0.0471711000; False; 0.0589423000; 0.1744907000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T127-rhs.mata;0.19;0.0896806;0.0091582; 0.0426995000; False; 0.0544737000; 0.1833117000;0.96;0.051637499999999996;0.0092074; 0.0429973000; False; 0.0547044000; 0.1592933000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T128-rhs.mata;0.14;0.0911689;0.0057744; 0.0269020000; False; 0.0343687000; 0.1750377000;0.95;0.0536379;0.008531200000000001; 0.0460655000; False; 0.0569381000; 0.1650330000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T129-rhs.mata;0.2;0.09023120000000001;0.0084954; 0.0427436000; False; 0.0537143000; 0.1825625000;0.84;0.061149800000000004;0.010246499999999999; 0.0384185000; False; 0.0517208000; 0.1925894000
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T13-rhs.mata;0.16;0.0840872;0.0086575; 0.0400840000; False; 0.0512447000; 0.2030789000;0.82;0.040919000000000004;0.008919; 0.0445480000; False; 0.0559464000; 0.1470239000
