name;automata-runtime;automata-construction;automata-trim;automata-uni;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-uni;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.11;0.04484950000000001;0.010274599999999998;0.0111757; 0.0002177000; False; 0.0256436000; 0.1005576000;0.79;0.0288287;0.0103919;0.0104224; 0.0002342000; False; 0.0238142000; 0.0987605000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.15;0.0803743;0.02589700000000001;0.029621300000000003; 0.0002050000; False; 0.0612050000; 0.1986845000;0.9;0.0380892;0.007160100000000002;0.007511; 0.0001389000; False; 0.0168515000; 0.1116019000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.11;0.0831554;0.048220099999999995;0.0095002; 0.0001482000; False; 0.0599948000; 0.1725416000;0.85;0.06953430000000001;0.006884799999999999;0.0073872; 0.0001233000; False; 0.0160811000; 0.1443800000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.15;0.11375019999999998;0.018159800000000004;0.0114306; 0.0001870000; False; 0.0325047000; 0.1893835000;0.85;0.0454997;0.011507300000000002;0.0197171; 0.0002245000; False; 0.0341304000; 0.1303950000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.17;0.11662710000000001;0.0120913;0.0151607; 0.0002894000; False; 0.0323129000; 0.2061753000;0.87;0.0628724;0.014743599999999999;0.015346099999999998; 0.0001984000; False; 0.0335478000; 0.1742816000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;0.15;0.08871460000000002;0.013509200000000002;0.013506799999999998; 0.0001723000; False; 0.0314658000; 0.1646682000;0.95;0.031046900000000002;0.0097634;0.0103718; 0.0001956000; False; 0.0225199000; 0.0882436000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;0.17;0.1330419;0.012620400000000004;0.016173100000000003; 0.0002095000; False; 0.0338263000; 0.2170998000;1.05;0.0515937;0.014625000000000003;0.0202721; 0.0002316000; False; 0.0382392000; 0.1314054000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;0.18;0.1075484;0.013262600000000001;0.019272; 0.0001790000; False; 0.0354821000; 0.2247207000;0.91;0.0379754;0.015581599999999994;0.04901949999999999; 0.0002542000; False; 0.0761749000; 0.1547907000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;0.19;0.10968860000000001;0.014075900000000002;0.0204068; 0.0002484000; False; 0.0377896000; 0.1900108000;0.97;0.053134100000000004;0.017652900000000003;0.023082; 0.0002060000; False; 0.0459917000; 0.1492477000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;0.2;0.11424569999999998;0.0147097;0.023257; 0.0002569000; False; 0.0414107000; 0.1986876000;1.08;0.09034010000000002;0.015240400000000005;0.025360799999999996; 0.0002260000; False; 0.0442216000; 0.1950859000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.11;0.0457282;0.0083993; 0.0060118000; 0.0001733000; False; 0.0167238000; 0.1044607000;0.79;0.0572917;0.0060235; 0.0059062000; 0.0001965000; False; 0.0145838000; 0.1234160000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.21;0.12863529999999998;0.015545900000000005;0.026406400000000007; 0.0002132000; False; 0.0471985000; 0.2199788000;0.95;0.03760759999999999;0.0098105;0.016096899999999997; 0.0001314000; False; 0.0281066000; 0.1038809000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;0.22;0.12224310000000002;0.018003699999999994;0.034137799999999996; 0.0001855000; False; 0.0582559000; 0.2214288000;1.0;0.075393;0.02949670000000001;0.042030799999999986; 0.0002475000; False; 0.0753213000; 0.2068779000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;0.24;0.141851;0.0180262;0.0318277; 0.0001796000; False; 0.0556205000; 0.2662329000;1.11;0.10143469999999999;0.0193251;0.0214708; 0.0002450000; False; 0.0447167000; 0.2049405000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;0.25;0.14286910000000003;0.0318286;0.0362446; 0.0003093000; False; 0.0724383000; 0.2583082000;1.14;0.06010749999999999;0.018941799999999998;0.043340800000000006; 0.0002946000; False; 0.0660125000; 0.1857968000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;0.24;0.17747729999999998;0.019994899999999996;0.0199923; 0.0001408000; False; 0.0440828000; 0.2792911000;1.08;0.0393191;0.012572899999999998;0.028179; 0.0001741000; False; 0.0431917000; 0.1207250000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;0.26;0.21469439999999998;0.034398099999999994;0.044090500000000005; 0.0002836000; False; 0.0828876000; 0.3414017000;1.18;0.03984469999999999;0.013948200000000001;0.0382237; 0.0001325000; False; 0.0546345000; 0.1340844000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;0.23;0.13401800000000003;0.023008299999999992;0.048408599999999996; 0.0001532000; False; 0.0745110000; 0.2455163000;1.21;0.0662842;0.04280660000000001;0.045385499999999995; 0.0002671000; False; 0.0962546000; 0.2238679000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;0.29;0.1626102;0.031248499999999995;0.05931900000000001; 0.0001725000; False; 0.0945115000; 0.2932758000;1.37;0.07106609999999998;0.0351067;0.07283649999999998; 0.0002908000; False; 0.1124571000; 0.2832856000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;0.33;0.19732179999999996;0.0337625;0.07638260000000001; 0.0001671000; False; 0.1277199000; 0.3690135000;1.33;0.0754772;0.02689740000000001;0.0803201; 0.0001518000; False; 0.1106516000; 0.2877435000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;0.29;0.18265180000000003;0.0322577;0.0632343; 0.0003702000; False; 0.1054278000; 0.3245973000;1.27;0.05371149999999999;0.034543199999999996;0.0839086; 0.0001512000; False; 0.1238711000; 0.2356476000
