name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;0.26; 0.1849200000;0.0083545; 0.0722606000; 0.0002204000; False; 0.0827191000; 0.3108585000;1.2; 0.0542270000;0.0100258; 0.1260185000; 0.0002471000; False; 0.1388534000; 0.2515438000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;0.19; 0.1276990000;0.0056569; 0.0393347000; 0.0001336000; False; 0.0466766000; 0.2137953000;0.97; 0.0593362000;0.0092818; 0.0590966000; 0.0001654000; False; 0.0707829000; 0.2008382000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;0.2; 0.1259409000;0.0083587; 0.0449170000; 0.0001685000; False; 0.0556526000; 0.2247260000;0.99; 0.0387429000;0.010111; 0.0503083000; 0.0002169000; False; 0.0631213000; 0.1547133000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;5.39; 4.9899837000;0.0086868; 0.3864884000; 0.0001667000; False; 0.3978228000; 5.4295050000;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;0.65; 0.4991125000;0.0050047; 0.0517063000; 0.0001405000; False; 0.0585056000; 0.5975552000;7.06; 0.0459080000;0.0062783; 0.0663557000; 0.0002069000; False; 0.0749715000; 0.1748464000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;0.26; 0.1707751000;0.006204100000000001; 0.0764174000; 0.0003269000; False; 0.0846741000; 0.3007890000;1.44; 0.0439548000;0.009375099999999999; 0.0944885000; 0.0002360000; False; 0.1065476000; 0.2067331000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;0.33; 0.2019829000;0.005444900000000001; 0.0520968000; 0.0001819000; False; 0.0593790000; 0.2977371000;2.21; 0.0437441000;0.0092639; 0.0981619000; 0.0003851000; False; 0.1107173000; 0.2107800000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;0.11; 0.0376851000;0.0059595; 0.0297283000; 0.0001464000; False; 0.0375433000; 0.1028485000;0.94; 0.0373531000;0.009540700000000001; 0.0511886000; 0.0001767000; False; 0.0633910000; 0.1533999000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;0.28; 0.1361966000;0.009304199999999999; 0.0823966000; 0.0002108000; False; 0.0942793000; 0.2717215000;1.14; 0.0274492000;0.0061024; 0.0599679000; 0.0001670000; False; 0.0680322000; 0.1328347000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;0.47; 0.2712967000;0.008647799999999999; 0.0903470000; 0.0002975000; False; 0.1017860000; 0.4158316000;2.13; 0.0424353000;0.0066105; 0.0580793000; 0.0001479000; False; 0.0669154000; 0.1705581000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_597.0.mata;0.42; 0.2689862000;0.009854700000000001; 0.0893732000; 0.0003209000; False; 0.1025022000; 0.4225770000;2.31; 0.0423012000;0.008552; 0.0907661000; 0.0002644000; False; 0.1021388000; 0.2172788000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_657.0.mata;0.46; 0.2594407000;0.008518; 0.0845173000; 0.0003091000; False; 0.0964551000; 0.4019003000;2.23; 0.0441840000;0.0093783; 0.0972599000; 0.0002712000; False; 0.1095298000; 0.2154902000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_670.0.mata;0.46; 0.2816554000;0.0077608; 0.0848529000; 0.0001996000; False; 0.0951870000; 0.4155986000;2.14; 0.0461467000;0.009800999999999999; 0.1017053000; 0.0003000000; False; 0.1143575000; 0.2283555000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_671.0.mata;0.47; 0.2853898000;0.0074209; 0.0863354000; 0.0002343000; False; 0.0964853000; 0.4225443000;2.43; 0.0486367000;0.010221300000000001; 0.1160667000; 0.0003962000; False; 0.1295578000; 0.2439358000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_673.0.mata;0.75; 0.6052217000;0.0077995; 0.0824954000; 0.0002249000; False; 0.0931432000; 0.7431922000;8.45; 0.0528156000;0.0109619; 0.1235979000; 0.0004261000; False; 0.1378962000; 0.2538141000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_678.0.mata;0.73; 0.5391145000;0.008029; 0.0751500000; 0.0001968000; False; 0.0860641000; 0.6669514000;6.66; 0.0470963000;0.011189699999999999; 0.1126390000; 0.0003487000; False; 0.1272833000; 0.2358232000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_798.0.mata;14.63; 14.7631121000;0.0093864; 0.4278265000; 0.0002977000; False; 0.4399733000; 15.2456011000;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested6_true-unreach-call.i_7.0.mata;0.19; 0.0594252000;0.0101925; 0.0583264000; 0.0002616000; False; 0.0719818000; 0.1808439000;1.01; 0.0457358000;0.008399499999999999; 0.0573101000; 0.0003616000; False; 0.0691200000; 0.1755836000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1070.0.mata;0.21; 0.0718635000;0.0094343; 0.0724035000; 0.0004451000; False; 0.0855252000; 0.2070240000;1.17; 0.0520551000;0.0110072; 0.0872275000; 0.0003655000; False; 0.1020263000; 0.2233524000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1072.0.mata;0.23; 0.0999757000;0.0104518; 0.0753190000; 0.0004114000; False; 0.0897850000; 0.2437503000;1.02; 0.0480018000;0.0110756; 0.0911693000; 0.0003519000; False; 0.1060350000; 0.2172144000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1107.0.mata;0.35; 0.1665651000;0.01214; 0.1200383000; 0.0005174000; False; 0.1362987000; 0.3519549000;1.32; 0.0497554000;0.0110048; 0.1360153000; 0.0003833000; False; 0.1505692000; 0.2584913000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1117.0.mata;0.18; 0.0692439000;0.0064183; 0.0544693000; 0.0002023000; False; 0.0632797000; 0.1725756000;1.11; 0.0336630000;0.009077799999999999; 0.1004107000; 0.0002266000; False; 0.1121877000; 0.1879175000
