name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-inclusion_check;automata-inclusion_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-inclusion_check;automata-min-inclusion_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata;0.16;0.0507649;0.005919;0.014114; 0.0404843000; True; 0.0623466000; 0.1485039000;0.98;0.0438519;0.0087118;0.0137817; 0.0376711000; True; 0.0629570000; 0.1599185000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.18;0.0902864;0.0087878;0.0133705; 0.0407975000; True; 0.0653073000; 0.1879768000;0.84;0.037270899999999996;0.0053593;0.007797999999999999; 0.0263860000; True; 0.0414292000; 0.1369109000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.13;0.07353819999999998;0.0192184;0.0170898; 0.0245857000; True; 0.0650674000; 0.1700939000;0.82;0.0248194;0.005459599999999999;0.0082574; 0.0229708000; True; 0.0386699000; 0.1235450000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.14;0.0553356;0.006392999999999999;0.0226331; 0.0313545000; True; 0.0624417000; 0.1440470000;1.03;0.0540792;0.005526499999999999;0.0202534; 0.0235215000; True; 0.0509616000; 0.1787559000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.24;0.09357329999999998;0.008808899999999998;0.0297291; 0.0500188000; True; 0.0910889000; 0.2271638000;1.05;0.0519333;0.0087653;0.0139835; 0.0482882000; True; 0.0740712000; 0.1832652000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata;0.22;0.10736009999999999;0.0089526;0.043256; 0.0442816000; True; 0.0995526000; 0.2664669000;1.04;0.0480942;0.0088737;0.0136482; 0.0358846000; True; 0.0607708000; 0.1516646000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.16;0.06046189999999999;0.009341499999999997;0.0150628; 0.0396992000; True; 0.0667190000; 0.1655630000;0.82;0.038995499999999995;0.007554000000000001;0.0092293; 0.0305681000; True; 0.0496162000; 0.1399393000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.19;0.10713900000000001;0.009258;0.0176242; 0.0416302000; True; 0.0717053000; 0.2211221000;0.96;0.0369868;0.0088368;0.014098399999999999; 0.0337976000; True; 0.0589593000; 0.1456359000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.19;0.0746777;0.0098914;0.0131997; 0.0497753000; True; 0.0757338000; 0.1922105000;0.81;0.0395209;0.009024200000000001;0.0147348; 0.0508899000; True; 0.0775613000; 0.1695599000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.21;0.11416980000000002;0.005646800000000001;0.0113922; 0.0282140000; True; 0.0468419000; 0.1975629000;1.3;0.0687845;0.0060707;0.009135599999999999; 0.0395019000; True; 0.0565659000; 0.1750758000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.18;0.09217620000000001;0.011557100000000002;0.0262664; 0.0493675000; True; 0.0997193000; 0.2444934000;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.19;0.0830093;0.0086674;0.0135244; 0.0365819000; True; 0.0610570000; 0.2112513000;0.97;0.0299662;0.005597599999999999;0.009213700000000002; 0.0344774000; True; 0.0511843000; 0.1238590000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.15;0.064528;0.0090583;0.0164988; 0.0333399000; True; 0.0614338000; 0.1543546000;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.14;0.09957200000000001;0.0056046;0.008742600000000001; 0.0259513000; True; 0.0420526000; 0.1891362000;1.09;0.05402860000000001;0.008828400000000002;0.014497600000000001; 0.0453081000; True; 0.0711178000; 0.2109360000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.14;0.1017515;0.005568299999999999;0.0079284; 0.0287699000; True; 0.0438510000; 0.1897931000;0.88;0.04506279999999999;0.0083464;0.013365000000000002; 0.0434097000; True; 0.0673698000; 0.1559392000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.17;0.05906129999999999;0.0056705;0.0092318; 0.0415315000; True; 0.0581242000; 0.1580955000;0.84;0.025864799999999997;0.0054421;0.0084765; 0.0286589000; True; 0.0444121000; 0.1075870000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;0.19;0.07166220000000001;0.010205199999999998;0.0157856; 0.0394988000; True; 0.0689730000; 0.1850809000;0.92;0.0847159;0.005439200000000001;0.0080176; 0.0231484000; True; 0.0383144000; 0.1647520000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.16;0.05754770000000001;0.009462;0.0136889; 0.0646272000; True; 0.0965806000; 0.1807370000;0.91;0.0534168;0.008788400000000002;0.0137723; 0.0428298000; True; 0.0684675000; 0.1814575000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut4.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.27;0.15312930000000002;0.009026100000000002;0.012651599999999999; 0.0463682000; True; 0.0703979000; 0.2505352000;1.56;0.0905147;0.009671299999999999;0.0128597; 0.0461602000; True; 0.0723287000; 0.2353411000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.19;0.11224390000000002;0.0094592;0.0143942; 0.0457639000; True; 0.0720144000; 0.2273582000;0.95;0.0413459;0.0079706;0.0121663; 0.0438510000; True; 0.0671442000; 0.1582375000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.22;0.1426781;0.0073489;0.008874299999999998; 0.0250707000; True; 0.0433895000; 0.2335777000;1.43;0.050986699999999996;0.0058204;0.0088756; 0.0246364000; True; 0.0415584000; 0.1352814000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut5.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.2;0.16142869999999998;0.0056688;0.0080703; 0.0278147000; True; 0.0434992000; 0.2321045000;1.25;0.0853039;0.008807499999999998;0.015079500000000001; 0.0388568000; True; 0.0652123000; 0.2210901000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.24;0.1067616;0.0102399;0.022388399999999996; 0.0462220000; False; 0.0825076000; 0.2309312000;0.98;0.0597716;0.008910800000000003;0.0140989; 0.0399243000; True; 0.0653419000; 0.1892215000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.21;0.1009483;0.008587;0.014395999999999999; 0.0439709000; False; 0.0700129000; 0.2119389000;1.08;0.0706605;0.0085742;0.01389; 0.0424904000; True; 0.0673773000; 0.2175256000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.21;0.1356265;0.0099279;0.018019999999999998; 0.0380627000; True; 0.0694384000; 0.2487600000;1.01;0.0601299;0.0090399;0.0210476; 0.0359702000; True; 0.0691370000; 0.1888547000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.21;0.09965959999999999;0.0100277;0.0128969; 0.0306764000; True; 0.0564513000; 0.1966684000;1.11;0.059103499999999996;0.008592299999999999;0.013392900000000001; 0.0866816000; True; 0.1112029000; 0.2316900000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.21;0.1235268;0.0088518;0.0133237; 0.0482417000; True; 0.0728585000; 0.2409852000;0.98;0.0350556;0.0068006;0.0085558; 0.0288550000; True; 0.0463823000; 0.1175730000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.16;0.0623663;0.0056879999999999995;0.0088605; 0.0315605000; True; 0.0481447000; 0.1603939000;0.92;0.0868829;0.0091475;0.01504; 0.0482073000; True; 0.0753288000; 0.2163373000
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata;0.13;0.0439403;0.0054217;0.009842700000000001; 0.0233042000; True; 0.0404941000; 0.1115367000;0.92;0.0457627;0.008072999999999999;0.013718099999999999; 0.0390102000; True; 0.0631345000; 0.1919776000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.22;0.14029540000000001;0.0090478;0.0150165; 0.0396835000; True; 0.0663428000; 0.2473161000;1.12;0.0757702;0.008653799999999998;0.0156839; 0.0411591000; True; 0.0684968000; 0.2310592000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata;0.14;0.045453999999999994;0.008338100000000001;0.016272400000000003; 0.0362299000; True; 0.0637039000; 0.1379505000;1.05;0.047742900000000005;0.009164299999999998;0.0156644; 0.0349889000; True; 0.0624443000; 0.1652826000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.14;0.0637426;0.0057459;0.009428700000000002; 0.0293939000; True; 0.0466662000; 0.1777076000;1.07;0.0642215;0.009675699999999999;0.050106399999999995; 0.0474315000; True; 0.1097997000; 0.2323590000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;0.15;0.0684895;0.0088427;0.0127268; 0.0231598000; True; 0.0474568000; 0.1476608000;0.96;0.0506544;0.008455500000000001;0.018731200000000003; 0.0393327000; True; 0.0690803000; 0.1757689000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.14;0.058096;0.0061892;0.011407600000000002; 0.0339065000; True; 0.0538127000; 0.1380785000;0.97;0.05581900000000001;0.0089041;0.0160105; 0.0375632000; True; 0.0655440000; 0.1643683000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.19;0.0965766;0.006783900000000001;0.0094947; 0.0301841000; True; 0.0492002000; 0.1885534000;0.99;0.039177300000000005;0.005447099999999999;0.0099179; 0.0295057000; True; 0.0469390000; 0.1235475000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata;0.15;0.0983552;0.017498899999999994;0.017803399999999997; 0.0229101000; False; 0.0628435000; 0.2465327000;0.95;0.0450358;0.008310300000000001;0.0137332; 0.0373904000; True; 0.0622400000; 0.1555568000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.18;0.0757221;0.009374;0.018683; 0.0439702000; True; 0.0751746000; 0.1834053000;1.14;0.0700939;0.0090579;0.0151368; 0.0404803000; True; 0.0678327000; 0.1991878000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.2;0.10304260000000001;0.008211699999999999;0.0144747; 0.0475706000; True; 0.0726024000; 0.2296224000;0.92;0.026337199999999995;0.0052739;0.009731499999999999; 0.0311736000; True; 0.0479187000; 0.1082156000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.14;0.042201899999999994;0.0060806;0.009159299999999999; 0.0405659000; True; 0.0580104000; 0.1296953000;0.84;0.0414915;0.0088155;0.014394200000000001; 0.0359345000; True; 0.0613997000; 0.1548956000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.19;0.0782805;0.0084535;0.011669200000000001; 0.0425109000; True; 0.0649314000; 0.1844529000;0.89;0.047332400000000004;0.009588000000000001;0.014220199999999999; 0.0502486000; True; 0.0772118000; 0.1794537000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.21;0.1010181;0.009030100000000001;0.014199999999999999; 0.0640919000; False; 0.0901712000; 0.2581165000;0.97;0.0250988;0.0056238;0.0086787; 0.0422912000; False; 0.0583560000; 0.1186243000
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.14;0.0497572;0.0053113;0.0076551; 0.0232822000; True; 0.0381128000; 0.1246328000;0.9;0.0302119;0.0054493;0.008137299999999998; 0.0572265000; True; 0.0725753000; 0.1378649000
