name;automata-runtime;automata-construction;automata-compl;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-22.mata;0.13; 0.0366350000; 0.0123588000; 0.0025766000; 0.0001981000; False;0.0; 0.000210267; 3.543e-05; 5.447e-06; 8.37e-07; false;0.0; 0.000205043; 3.5892e-05; 6.245e-06; 9.56e-07; false;0.0; 0.000213774; 0.000138208; 0.000130352; 2.9131e-05; 2.6929e-05; false;0.0; 0.000205252; 1.9112e-05; 0.000664131; 0.000451214; 5.7259e-05; false;1.17; 0.0065; 0.0000; 0.0001; 0.0000; 0.0000; False;1.1; 0.0069; 0.0001; 0.0002; 0.0003; 0.0000; False;1.14; 0.0048; 0.0003; 0.0003; 0.0004; 0.0000; False;0.99; 0.049578889; 0.034469082; 0.002072008; false;0.91; 0.009156974; 0.002434058; 2.6726E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-23.mata;0.13; 0.0390081000; 0.0129706000; 0.0025818000; 0.0002326000; False;0.0; 0.000221917; 3.796e-05; 5.854e-06; 1.069e-06; false;0.0; 0.00020963; 3.504e-05; 5.634e-06; 9.21e-07; false;0.0; 0.000218534; 0.000152514; 0.000153362; 3.094e-05; 2.7512e-05; false;0.0; 0.000251634; 2.0402e-05; 0.000768759; 0.000535687; 6.7921e-05; false;1.19; 0.0064; 0.0000; 0.0001; 0.0000; 0.0000; False;1.22; 0.0061; 0.0002; 0.0002; 0.0003; 0.0000; False;1.18; 0.0067; 0.0003; 0.0004; 0.0006; 0.0001; False;0.96; 0.059954851; 0.01763512; 0.001991785; false;0.84; 0.008288939; 0.002338809; 2.0997E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-24.mata;0.07; 0.0220563000; 0.0081352000; 0.0014728000; 0.0001217000; False;0.0; 5.6787e-05; 1.7041e-05; 2.795e-06; 8.49e-07; false;0.0; 8.6074e-05; 2.2221e-05; 4.574e-06; 9.13e-07; false;0.0; 7.6092e-05; 4.1811e-05; 2.6879e-05; 3.515e-06; 2.402e-06; false;0.0; 8.2036e-05; 8.28e-06; 0.000572602; 0.000487226; 3.6916e-05; false;1.17; 0.0060; 0.0000; 0.0001; 0.0000; 0.0000; False;1.22; 0.0057; 0.0001; 0.0001; 0.0002; 0.0000; False;0.98; 0.0043; 0.0001; 0.0002; 0.0003; 0.0001; False;1.02; 0.091936352; 0.015828942; 0.002025998; false;0.96; 0.005679004; 0.002183804; 3.0669E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-3.mata;0.08; 0.0211516000; 0.0078834000; 0.0014310000; 0.0001193000; False;0.0; 5.6397e-05; 1.559e-05; 2.808e-06; 5.89e-07; false;0.0; 5.5393e-05; 1.4372e-05; 2.982e-06; 7.85e-07; false;0.0; 5.1456e-05; 3.9159e-05; 2.6315e-05; 3.53e-06; 2.283e-06; false;0.0; 5.9685e-05; 7.014e-06; 0.000408465; 0.000333883; 2.5215e-05; false;0.9; 0.0043; 0.0000; 0.0000; 0.0000; 0.0000; False;1.03; 0.0042; 0.0000; 0.0000; 0.0001; 0.0000; False;1.25; 0.0061; 0.0002; 0.0003; 0.0004; 0.0001; False;1.08; 0.079037153; 0.024487749; 0.002919108; false;0.95; 0.00392791; 0.002242301; 2.8356E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-4.mata;0.16; 0.0424182000; 0.0480355000; 0.0023775000; 0.0001752000; False;0.0; 0.00429687; 0.000439726; 3.1519e-05; 2.8297e-05; false;0.0; 0.00402997; 0.000367095; 2.5604e-05; 2.2631e-05; false;0.01; 0.00389004; 0.00187839; 0.00243142; 0.000615772; 0.000639367; false;0.01; 0.00412773; 0.00034901; 0.00211614; 0.00100347; 0.000534902; false;1.19; 0.0129; 0.0000; 0.0010; 0.0001; 0.0000; False;1.1; 0.0131; 0.0025; 0.0036; 0.0043; 0.0004; False;1.06; 0.0110; 0.0023; 0.0013; 0.0024; 0.0001; False;1.22; 0.107756321; 0.039623685; 0.002458328; false;1.15; 0.029627128; 0.005589262; 2.6624E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-5.mata;0.12; 0.0388053000; 0.0114738000; 0.0022353000; 0.0002169000; False;0.0; 0.000115061; 2.5691e-05; 4.81e-06; 8.51e-07; false;0.0; 0.0001326; 2.4029e-05; 8.816e-06; 9.82e-07; false;0.0; 0.000125506; 8.3591e-05; 7.3807e-05; 1.3492e-05; 1.2191e-05; false;0.0; 0.000135018; 1.3398e-05; 0.000615557; 0.000463684; 4.4272e-05; false;1.2; 0.0058; 0.0000; 0.0001; 0.0000; 0.0000; False;1.23; 0.0061; 0.0001; 0.0001; 0.0002; 0.0000; False;1.03; 0.0060; 0.0003; 0.0003; 0.0005; 0.0001; False;1.03; 0.100511661; 0.017481812; 0.002068829; false;0.74; 0.005040406; 0.00223716; 1.6405E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-6.mata;0.12; 0.0375609000; 0.0135415000; 0.0026044000; 0.0002084000; False;0.0; 0.000226338; 4.1474e-05; 6.212e-06; 1.227e-06; false;0.0; 0.000240076; 3.6029e-05; 5.675e-06; 9.98e-07; false;0.0; 0.000229042; 0.000145031; 0.000140961; 3.0663e-05; 2.9404e-05; false;0.0; 0.000188471; 1.6605e-05; 0.000571128; 0.000419981; 5.3196e-05; false;1.21; 0.0064; 0.0000; 0.0002; 0.0000; 0.0000; False;1.18; 0.0050; 0.0001; 0.0001; 0.0002; 0.0000; False;1.19; 0.0066; 0.0004; 0.0004; 0.0006; 0.0001; False;0.93; 0.071060613; 0.01864187; 0.003610782; false;0.78; 0.008871631; 0.002204089; 2.2676E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-7.mata;0.12; 0.0363315000; 0.0132615000; 0.0025610000; 0.0002054000; False;0.0; 0.000234589; 3.7976e-05; 5.972e-06; 8.39e-07; false;0.0; 0.000229313; 3.4453e-05; 5.566e-06; 9.9e-07; false;0.0; 0.000218429; 0.000158968; 0.000133816; 3.2231e-05; 2.8357e-05; false;0.0; 0.000209144; 1.848e-05; 0.000685249; 0.000448693; 6.3032e-05; false;1.14; 0.0060; 0.0000; 0.0001; 0.0000; 0.0000; False;1.24; 0.0063; 0.0002; 0.0002; 0.0003; 0.0000; False;1.18; 0.0067; 0.0003; 0.0003; 0.0005; 0.0001; False;1.06; 0.067311298; 0.019854048; 0.002108643; false;0.99; 0.008470899; 0.00226811; 2.6809E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-8.mata;0.08; 0.0216801000; 0.0078027000; 0.0014818000; 0.0001242000; False;0.0; 5.5256e-05; 1.6311e-05; 2.961e-06; 5.83e-07; false;0.0; 7.9632e-05; 2.0172e-05; 4.144e-06; 8.55e-07; false;0.0; 5.5775e-05; 4.1138e-05; 2.6626e-05; 3.944e-06; 2.267e-06; false;0.0; 9.8705e-05; 8.973e-06; 0.000633844; 0.000470127; 3.7521e-05; false;1.02; 0.0062; 0.0000; 0.0001; 0.0000; 0.0000; False;1.07; 0.0062; 0.0001; 0.0001; 0.0001; 0.0000; False;1.14; 0.0239; 0.0002; 0.0003; 0.0004; 0.0001; False;0.87; 0.058105498; 0.014589723; 0.001779673; false;0.78; 0.006395611; 0.002127051; 2.6531E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance08921-9.mata;0.12; 0.0375568000; 0.0127051000; 0.0026308000; 0.0002162000; False;0.0; 0.000140776; 2.8693e-05; 5.548e-06; 1.003e-06; false;0.0; 0.000126485; 2.4731e-05; 9.354e-06; 1.263e-06; false;0.0; 0.000131344; 9.5992e-05; 8.0481e-05; 1.5538e-05; 1.2441e-05; false;0.0; 0.000156882; 1.3539e-05; 0.000662462; 0.000535044; 4.9108e-05; false;1.18; 0.0060; 0.0000; 0.0001; 0.0000; 0.0000; False;1.3; 0.0060; 0.0001; 0.0001; 0.0002; 0.0000; False;0.96; 0.0043; 0.0001; 0.0002; 0.0003; 0.0000; False;1.04; 0.078643993; 0.011832729; 0.001303765; false;0.94; 0.008191798; 0.002121937; 2.3968E-5; false
