name;automata-runtime;automata-construction;automata-compl;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06042.mata;0.22; 0.1028235000; 0.1108530000; 0.0025645000; 0.0001808000; False;0.12; 0.0581913; 0.0632122; 0.000137521; 7.5248e-05; false;0.08; 0.0328525; 0.0463714; 0.000235516; 0.000103302; false;0.16; 0.0314309; 0.0149234; 0.114441; 0.00285652; 0.00283856; false;0.21; 0.0587694; 0.00408412; 0.187854; 0.00354239; 0.00272143; false;1.32; 0.0873; 0.0000; 0.0699; 0.0004; 0.0000; False;2.23; 0.0523; 0.0374; 1.2324; 1.2372; 0.0127; False;1.45; 0.0505; 0.0180; 0.3762; 0.3822; 0.0001; False;3.15; 0.790714229; 0.066037919; 0.014802905; false;1.88; 0.13626289; 0.091999782; 4.3197E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06076.mata;0.17; 0.0431636000; 0.0652117000; 0.0026703000; 0.0001958000; False;0.01; 0.00445308; 0.0026858; 0.000212102; 0.000167477; false;0.01; 0.0043576; 0.00266767; 0.00021511; 0.000150004; false;0.03; 0.0045787; 0.00242041; 0.0162167; 0.00741318; 0.00806132; false;0.02; 0.00437025; 0.000449908; 0.0100534; 0.00439431; 0.0037526; false;1.18; 0.0132; 0.0000; 0.0045; 0.0003; 0.0000; False;1.19; 0.0330; 0.0069; 0.0466; 0.0524; 0.0044; False;1.1; 0.0134; 0.0051; 0.0100; 0.0255; 0.0001; False;1.75; 0.206786007; 0.102916996; 0.002084911; false;1.25; 0.070003944; 0.032157743; 3.2634E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06210.mata;0.08; 0.0277693000; 0.0088932000; 0.0016833000; 0.0001441000; False;0.01; 0.00957025; 0.00103014; 0.000133936; 3.7573e-05; false;0.01; 0.00894136; 0.00127011; 8.5706e-05; 5.1262e-05; false;0.02; 0.00931561; 0.0045842; 0.00727684; 0.00270152; 0.00282181; false;0.02; 0.00910435; 0.000668348; 0.00411552; 0.00192744; 0.00137993; false;1.18; 0.0138; 0.0000; 0.0020; 0.0002; 0.0000; False;1.24; 0.0195; 0.0090; 0.0270; 0.0300; 0.0105; False;1.07; 0.0210; 0.0091; 0.0059; 0.0126; 0.0001; False;1.61; 0.207463179; 0.080941738; 0.007680548; false;1.01; 0.028916729; 0.013272361; 3.9742E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06234.mata;0.13; 0.0486311000; 0.0128192000; 0.0024094000; 0.0001930000; False;0.02; 0.016048; 0.00203479; 0.000150773; 4.9635e-05; false;0.02; 0.0154612; 0.00196749; 0.000118367; 3.8752e-05; false;0.04; 0.0159687; 0.00823651; 0.0116835; 0.00372415; 0.00363117; false;0.03; 0.0161333; 0.00116386; 0.00643103; 0.00291806; 0.00217316; false;1.16; 0.0182; 0.0000; 0.0025; 0.0002; 0.0000; False;1.19; 0.0174; 0.0229; 0.0399; 0.0445; 0.0065; False;1.13; 0.0318; 0.0164; 0.0106; 0.0206; 0.0001; False;2.06; 0.470291621; 0.106686362; 0.006320631; false;1.46; 0.095273703; 0.030494363; 2.9522E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06244.mata;0.14; 0.0488624000; 0.0129056000; 0.0026808000; 0.0002222000; False;0.01; 0.0140266; 0.00117494; 6.7161e-05; 4.4135e-05; false;0.01; 0.0138318; 0.00118996; 9.0996e-05; 3.6676e-05; false;0.03; 0.0144168; 0.00709484; 0.0052238; 0.00210175; 0.00196902; false;0.02; 0.0143929; 0.00102118; 0.00409755; 0.00186756; 0.00133373; false;1.06; 0.0177; 0.0000; 0.0014; 0.0001; 0.0000; False;1.16; 0.0288; 0.0180; 0.0148; 0.0157; 0.0021; False;1.07; 0.0272; 0.0409; 0.0359; 0.0419; 0.0001; False;1.71; 0.238214613; 0.085074195; 0.004788041; false;1.27; 0.048733123; 0.011341048; 3.5607E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06264.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.19; 0.1343; 0.0000; 0.0140; 0.0008; 0.0000; False;1.49; 0.0739; 0.0837; 0.1792; 0.1871; 0.0248; False;1.45; 0.1315; 0.0869; 0.0421; 0.0680; 0.0001; False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06295.mata;0.17; 0.0482826000; 0.0532681000; 0.0026415000; 0.0002316000; False;0.01; 0.0151416; 0.00133263; 0.000119925; 4.423e-05; false;0.01; 0.0145665; 0.00122085; 7.74e-05; 3.503e-05; false;0.03; 0.0149094; 0.0077167; 0.0054405; 0.00212492; 0.00174192; false;0.02; 0.015197; 0.00110795; 0.0043164; 0.00166198; 0.00123521; false;1.15; 0.0167; 0.0000; 0.0014; 0.0001; 0.0000; False;1.22; 0.0188; 0.0193; 0.0299; 0.0307; 0.0028; False;1.16; 0.0197; 0.0120; 0.0065; 0.0095; 0.0001; False;1.75; 0.31130466; 0.083090403; 0.002321726; false;1.38; 0.074317455; 0.026564594; 5.5817E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06296.mata;0.16; 0.0449872000; 0.0573534000; 0.0018233000; 0.0001581000; False;0.03; 0.0307158; 0.00498496; 0.000335517; 6.9526e-05; false;0.03; 0.0295202; 0.00479513; 0.000296204; 4.8971e-05; false;0.1; 0.0301839; 0.0179963; 0.029122; 0.0112099; 0.0111539; false;0.05; 0.0318951; 0.00204027; 0.0155309; 0.00424691; 0.00394337; false;1.19; 0.0469; 0.0000; 0.0093; 0.0006; 0.0000; False;1.82; 0.0946; 0.0547; 0.3632; 0.3792; 0.0394; False;1.19; 0.0817; 0.0303; 0.0496; 0.0799; 0.0001; False;3.38; 0.757411784; 0.120596259; 0.003908315; false;2.16; 0.15023959; 0.159163844; 3.3053E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06368.mata;0.1; 0.0231504000; 0.0328966000; 0.0015828000; 0.0001959000; False;0.0; 0.00043359; 0.000317565; 3.1774e-05; 2.4235e-05; false;0.0; 0.0008538; 0.000613057; 6.4847e-05; 3.9312e-05; false;0.0; 0.000889944; 0.000606013; 0.00391646; 0.00130285; 0.00131225; false;0.01; 0.000831277; 9.4064e-05; 0.00269506; 0.0014351; 0.0009594; false;1.2; 0.0079; 0.0000; 0.0013; 0.0001; 0.0000; False;1.23; 0.0058; 0.0007; 0.0030; 0.0039; 0.0007; False;1.18; 0.0056; 0.0010; 0.0010; 0.0031; 0.0001; False;1.22; 0.124167617; 0.048197444; 0.002343505; false;0.98; 0.024600683; 0.011220046; 2.7476E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06421.mata;0.18; 0.0530007000; 0.0555143000; 0.0025706000; 0.0001878000; False;0.03; 0.0233373; 0.00350255; 0.00033745; 0.000220964; false;0.02; 0.0198885; 0.00297189; 0.000422842; 8.9964e-05; false;0.07; 0.0227247; 0.0118951; 0.0177307; 0.00714083; 0.00827181; false;0.04; 0.0223027; 0.00171215; 0.00974442; 0.00439205; 0.00394028; false;1.02; 0.0231; 0.0000; 0.0045; 0.0004; 0.0000; False;1.33; 0.0381; 0.0767; 0.1113; 0.1191; 0.0198; False;1.09; 0.0228; 0.0119; 0.0089; 0.0193; 0.0001; False;2.01; 0.255640865; 0.092847075; 0.002014426; false;1.43; 0.135461536; 0.037260752; 4.3135E-5; false
