name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06158-*.mata;1.51;0.112084593;0.11083813199999999; 0.036961899; 0.002403196; false; 0.180545502; 0.579714404
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06159-*.mata;1.64;0.097290146;0.18086635500000003; 0.05073625; 0.001627625; false; 0.261660937; 0.595803426
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06162-*.mata;1.89;0.095482451;0.285206473; 0.080780145; 0.00211505; false; 0.384559163; 0.661274187
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06163-*.mata;1.43;0.064153295;0.094248185; 0.066669634; 0.012658178; false; 0.180394574; 0.516832687
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06164-*.mata;1.89;0.123190036;0.19284339700000003; 0.040431174; 0.002019491; false; 0.241737135; 0.663907116
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06165-*.mata;1.48;0.081804982;0.226355085; 0.0702927; 0.00535083; false; 0.332252391; 0.647565624
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06168-*.mata;2.59;0.109654683;0.327287828; 0.108201364; 0.002377952; false; 0.452591375; 0.898582974
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06169-*.mata;1.4;0.115728235;0.160498004; 0.047501316; 0.005062056; false; 0.228139703; 0.578761857
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06173-*.mata;2.92;0.266879408;0.25211328899999996; 0.074693444; 0.015660686; false; 0.362776023; 0.97443757
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06174-*.mata;1.62;0.125803679;0.27842523999999996; 0.076558247; 0.005430538; false; 0.367601142; 0.747434989
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06175-*.mata;3.03;0.42077422999999997;0.210174816; 0.058410471; 0.001596349; false; 0.276656106; 1.264605549
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06178-*.mata;1.73;0.145409504;0.17580115000000002; 0.076968231; 0.001524118; false; 0.260604209; 0.661098295
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06179-*.mata;2.17;0.14458404500000002;0.19220752100000002; 0.039776917; 0.002036799; false; 0.24154361; 0.607125925
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06180-*.mata;1.5;0.080770814;0.167666104; 0.055313692; 0.002138961; false; 0.25468623; 0.497464522
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06181-*.mata;1.48;0.09073801499999999;0.097138833; 0.028545443; 0.002398598; false; 0.135024049; 0.387386022
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06186-*.mata;1.87;0.133524352;0.074922192; 0.028012303; 0.002052331; false; 0.119777176; 0.536143646
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06187-*.mata;1.6;0.058566117;0.156904069; 0.05107455; 0.001987145; false; 0.216701727; 0.509214391
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06190-*.mata;1.16;0.064363464;0.07412223700000001; 0.04591996; 0.002499981; false; 0.129512957; 0.35879206
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06191-*.mata;2.5;0.11528245;0.250601043; 0.077894288; 0.002177442; false; 0.352677822; 0.675551895
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06196-*.mata;1.96;0.17940114399999998;0.113866333; 0.047093609; 0.00223259; false; 0.170013852; 0.655606376
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06197-*.mata;1.27;0.037729971;0.088141154; 0.027364569; 0.013061731; false; 0.136993565; 0.303527019
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06200-*.mata;1.76;0.142583896;0.133178999; 0.032737329; 0.002965061; false; 0.177703971; 0.670536391
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06201-*.mata;2.3;0.177689396;0.212177934; 0.0662089; 0.003750347; false; 0.320775183; 0.937425872
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06206-*.mata;1.93;0.115137815;0.213633942; 0.044620134; 0.00266761; false; 0.267834682; 0.663871039
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06207-*.mata;1.57;0.050148147;0.20888706099999999; 0.107080895; 0.002145095; false; 0.331440922; 0.478329902
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06210-*.mata;2.33;0.16995359;0.20591385299999998; 0.037421076; 0.0024928; false; 0.252995534; 0.738627676
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06211-*.mata;1.63;0.08941160799999999;0.192277257; 0.082756183; 0.003141608; false; 0.290940958; 0.663665011
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06216-*.mata;1.96;0.137577333;0.21427123599999998; 0.032466772; 0.002503263; false; 0.256396045; 0.73645246
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06217-*.mata;1.61;0.115637517;0.092935214; 0.040094138; 0.002307895; false; 0.142574126; 0.484694814
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06220-*.mata;1.75;0.11735817700000001;0.127424402; 0.044487287; 0.002116362; false; 0.181718259; 0.648013562
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06221-*.mata;3.15;0.144417434;0.454305322; 0.12072063; 0.002701153; false; 0.590490768; 1.116363392
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06226-*.mata;2.46;0.169847874;0.216938519; 0.076658063; 0.008485272; false; 0.310664469; 0.83818086
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06227-*.mata;1.64;0.098959356;0.182297973; 0.042518589; 0.00800701; false; 0.241418992; 0.637501889
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06230-*.mata;2.55;0.149999385;0.35378228500000003; 0.061998948; 0.002090725; false; 0.426299151; 1.067224098
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06231-*.mata;1.82;0.071299212;0.28903904599999997; 0.077220442; 0.002585612; false; 0.377926915; 0.608883206
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06236-*.mata;1.65;0.082909813;0.164756463; 0.042302918; 0.002476081; false; 0.216801788; 0.630735865
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06237-*.mata;1.51;0.057406217;0.11060950700000001; 0.048692947; 0.002254527; false; 0.168639024; 0.42662317
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06240-*.mata;1.36;0.10674249400000001;0.09692356; 0.037108334; 0.00215409; false; 0.144425035; 0.410352348
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06241-*.mata;1.64;0.06823431099999999;0.15444127100000002; 0.038240322; 0.002044144; false; 0.201336339; 0.506178396
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06246-*.mata;2.19;0.141576686;0.160608484; 0.066959285; 0.002384034; false; 0.237611934; 0.746780286
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06247-*.mata;1.24;0.084096738;0.14449901599999998; 0.052359326; 0.009609689; false; 0.244578524; 0.512747913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06250-*.mata;1.29;0.05354025799999999;0.188398048; 0.074887369; 0.002365314; false; 0.272685882; 0.434813913
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06251-*.mata;1.24;0.036526175;0.116965212; 0.037022066; 0.002287917; false; 0.163944947; 0.328982947
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06256-*.mata;1.37;0.04759995;0.109606161; 0.043864123; 0.0024003; false; 0.163328421; 0.322654251
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06257-*.mata;2.58;0.24524169799999998;0.18538048000000001; 0.033383324; 0.002187082; false; 0.231285638; 0.804746252
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06260-*.mata;1.53;0.08287763000000001;0.168169303; 0.069838396; 0.002022759; false; 0.267814023; 0.637853049
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06261-*.mata;1.84;0.122517822;0.20088405099999998; 0.071467869; 0.001542735; false; 0.28838797; 0.679522477
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06266-*.mata;1.31;0.069095976;0.08835554; 0.026671421; 0.001485284; false; 0.121091582; 0.373612643
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06267-*.mata;1.56;0.07057312199999999;0.12878773000000002; 0.052908361; 0.002328108; false; 0.199066631; 0.400560875
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06270-*.mata;1.3;0.067602521;0.087579067; 0.03502679; 0.002311402; false; 0.132085167; 0.351868021
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06271-*.mata;1.65;0.099200878;0.285965657; 0.075392888; 0.002132329; false; 0.372339669; 0.751509577
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06276-*.mata;1.73;0.15092193899999998;0.175132778; 0.05202562; 0.003095602; false; 0.238240063; 0.628801764
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06277-*.mata;1.75;0.11749653299999999;0.23835608200000002; 0.090415473; 0.0022423; false; 0.338808653; 0.738058185
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06282-*.mata;1.93;0.108161531;0.116841245; 0.034441852; 0.006494171; false; 0.170289646; 0.610880509
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06283-*.mata;1.46;0.043829958;0.14512187000000001; 0.056832502; 0.002286532; false; 0.216309241; 0.364680764
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06284-*.mata;1.49;0.066351443;0.13509490000000002; 0.065636936; 0.002159799; false; 0.209486075; 0.455102261
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06285-*.mata;1.36;0.05720942;0.08322887899999999; 0.03472548; 0.004440037; false; 0.133657257; 0.338712278
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06288-*.mata;1.89;0.048431548;0.224693349; 0.076933376; 0.002169775; false; 0.310082486; 0.518991021
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06289-*.mata;2.56;0.150450471;0.33470973000000004; 0.102418956; 0.002377477; false; 0.446626643; 0.988899325
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06292-*.mata;2.18;0.148126223;0.26211354200000003; 0.037254559; 0.002249463; false; 0.308380312; 0.900682518
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06293-*.mata;2.46;0.17106457700000002;0.145333554; 0.064886278; 0.00251634; false; 0.222982372; 0.953962128
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06294-*.mata;1.75;0.08497384;0.109084439; 0.042154434; 0.002277993; false; 0.160614518; 0.651895812
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06295-*.mata;2.26;0.139753036;0.08007203500000001; 0.043720118; 0.001998482; false; 0.132232502; 0.638008229
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06298-*.mata;2.15;0.133945123;0.16094351899999998; 0.056358479; 0.002152258; false; 0.241979989; 0.694840524
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06299-*.mata;1.9;0.184008587;0.18062065400000005; 0.094973127; 0.002414999; false; 0.301113868; 0.769114995
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06302-*.mata;1.77;0.095967326;0.16898150300000003; 0.098520581; 0.001802572; false; 0.279602113; 0.590641954
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06303-*.mata;1.79;0.153415483;0.26677847899999996; 0.083337753; 0.002100805; false; 0.376193322; 0.730724097
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance06304-*.mata;2.07;0.079143376;0.158094129; 0.058874905; 0.00218481; false; 0.245992558; 0.589149814
