name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.41;0.053436911;0.086695605;0.029208281; 0.010425012; true; 0.135825425; 0.331651017
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;1.93;0.058353705;0.258959338;0.045956137999999994; 0.023411893; true; 0.349607509; 0.522257993
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;1.65;0.042724521;0.10465381900000001;0.05388198500000001; 0.010486871; true; 0.177439966; 0.387617812
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;1.86;0.05132803300000001;0.273841739;0.060644697000000004; 0.016544556; true; 0.383038095; 0.565865511
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;2.83;0.058714788999999996;0.39454881399999997;0.107865626; 0.030848103; false; 0.545817206; 0.834309931
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;TO;0.053348595;0.11981020399999999;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;2.07;0.066348308;0.36581733799999994;0.119935052; 0.044928252; true; 0.55463063; 0.886290542
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.22;0.09475219700000001;0.44469492;0.07751041099999999; 0.10708061; true; 0.639216839; 1.011667219
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;1.62;0.09324371;0.182002965;0.102596498; 0.036339813; true; 0.328718797; 0.628839285
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;3.05;0.097550209;0.34592020100000004;0.13848593199999998; 0.046423092; true; 0.552862565; 0.813125803
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;2.35;0.064979898;0.26945248499999996;0.125079186; 0.027447672; true; 0.448723866; 0.72268666
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.65;0.04905890400000001;0.08554962599999999;0.074896173; 0.017132271; true; 0.185602452; 0.396506192
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.85;0.061575008;0.12327786399999999;0.033852409; 0.011244734; true; 0.177411804; 0.41529965
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;2.92;0.147641768;0.625239356;0.048804689000000005; 0.03195053; true; 0.727092566; 1.071357286
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;3.15;0.085577816;0.318276629;0.064415446; 0.03256263; true; 0.424949367; 0.832449228
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.47;0.039903905;0.145423867;0.044447215; 0.014302015; true; 0.212732613; 0.365468461
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;1.75;0.065894221;0.16098947199999997;0.037499407; 0.013072076; true; 0.219827944; 0.536026981
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;1.66;0.045694831;0.25802117999999996;0.084602259; 0.024284998; true; 0.402141808; 0.553946767
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;1.93;0.109314783;0.229095739;0.07083966600000001; 0.06408595; true; 0.40280141; 0.743147508
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.59;0.062497419000000005;0.136277395;0.040237022; 0.011693179; true; 0.204563753; 0.405899726
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.59;0.040775174;0.17367136300000002;0.029770254; 0.012842936; true; 0.224437769; 0.364541968
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;1.68;0.05751666;0.18392831299999998;0.043621513; 0.010954492; true; 0.246729796; 0.549443022
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;1.74;0.033765592;0.149554903;0.09181892600000001; 0.02774625; true; 0.301556157; 0.486418805
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;2.04;0.06385743499999999;0.18870860500000003;0.05181921800000001; 0.012305563; true; 0.262608102; 0.500718921
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;1.67;0.048864187999999996;0.138354625;0.033906543; 0.018471871; true; 0.202563334; 0.534794143
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;4.02;0.152669877;0.548698479;0.13846962499999999; 0.100574916; true; 0.799939792; 1.280670289
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;2.77;0.22715769400000002;0.400042513;0.12970879; 0.05312833; true; 0.60687317; 1.112713157
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;2.14;0.12145468999999998;0.253161509;0.092632642; 0.015311343; true; 0.381569755; 0.715499037
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;2.88;0.07913208399999999;0.446410306;0.070077583; 0.127494624; true; 0.653668407; 0.953707605
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.19;0.230698079;0.674339601;0.033235575; 0.048288535; true; 0.790544715; 1.269999119
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;2.73;0.123083859;0.6183057759999999;0.092193972; 0.061696201; true; 0.81593169; 1.185591467
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;1.73;0.045544783000000005;0.208513802;0.06714698499999999; 0.015674445; true; 0.303406024; 0.47054478
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;1.62;0.067486353;0.21676406399999998;0.05317445900000001; 0.027024166; true; 0.307461448; 0.561346624
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;3.01;0.21211752;0.261403426;0.107731948; 0.062146561; true; 0.454268998; 0.941352753
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;1.74;0.06408655399999999;0.199142403;0.099285573; 0.020489911; true; 0.326935253; 0.528012603
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;1.65;0.05766129;0.21519314999999997;0.09753244400000001; 0.012236409; true; 0.336778565; 0.532087873
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;TO;0.071510387;0.07004618800000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;1.89;0.164961384;0.245939997;0.044477202; 0.047875521; true; 0.359092531; 0.771511362
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata;1.72;0.091777824;0.30109155200000004;0.07221058699999999; 0.030696891; true; 0.440997272; 0.768465122
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata;2.16;0.197034306;0.27839961;0.06166017; 0.024132381; true; 0.371804264; 0.849629709
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;1.66;0.11125340699999998;0.142528245;0.047979143; 0.012976597; true; 0.210698537; 0.46033756
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;3.55;0.150800097;0.627635164;0.07137671000000001; 0.108990238; true; 0.840858894; 1.241311867
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;1.77;0.054340267000000005;0.230058599;0.060295059; 0.012650124; true; 0.323623867; 0.606345215
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;6.75;0.335067408;2.507706476;0.073479178; 0.068698511; true; 2.660373495; 3.654057976
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;3.05;0.13997284;0.4126885109999999;0.078530663; 0.081156841; true; 0.591060537; 0.940173477
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;3.35;0.133449431;0.41583042;0.14675991; 0.065472752; true; 0.639652953; 1.015257405
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;2.49;0.07570616100000002;0.278451617;0.092508493; 0.015121423; true; 0.39415989; 0.651273508
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;4.56;0.31981173100000004;0.694955346;0.20892478199999998; 0.054404083; true; 0.967619426; 1.677672188
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;2.77;0.21351729299999997;0.41854247499999997;0.091150963; 0.029668693; true; 0.6230233; 1.257193453
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;2.5;0.10827693099999999;0.31415896200000004;0.109855406; 0.026069646; true; 0.489330034; 0.922893753
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;3.21;0.06943837800000001;0.37483679200000003;0.131520254; 0.057791498; true; 0.585194458; 0.906214313
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;2.65;0.11739695300000001;0.27991770899999996;0.094916451; 0.028333122; true; 0.442507184; 1.00425035
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;2.46;0.094252969;0.33412568000000004;0.062000522; 0.015765135; true; 0.419978037; 0.804181743
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;TO;0.07987092800000001; 0.29904083;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;6.68;0.251643344;2.593004661;0.052430659; 0.040307719; true; 2.694613002; 3.600477849
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;2.1;0.09925405;0.219115997;0.127539576; 0.023495294; true; 0.397054257; 0.73243325
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;2.17;0.073768296;0.24004273;0.071697868; 0.020766057; true; 0.341381704; 0.611574662
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;2.18;0.144259941;0.41201122700000004;0.099848162; 0.042484601; true; 0.576557013; 1.037267388
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;2.77;0.14815900299999998;0.265834746;0.052407761000000004; 0.084833228; true; 0.411747209; 0.921425209
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata;2.07;0.10989969999999999;0.282468225;0.09210167799999999; 0.028696752; true; 0.418926693; 0.807599364
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;1.86;0.07707038399999999;0.216640603;0.045312248; 0.009231609; true; 0.29312043; 0.526738621
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;1.28;0.055536348;0.14762883799999998;0.036196795999999996; 0.009226954; true; 0.200399145; 0.383352758
/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;3.91;0.074647105;0.8006737150000001;0.105772803; 0.02941192; true; 0.950248826; 1.333890011
