name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-construction;mata-intersection;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-inclusion_check;awali-inclusion_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-inclusion;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-inclusion
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.27; 0.250739; 0.0292437; 0.0014; 0.0004;0.25; NOT EMPTY;0.64; 0.532428; 0.0988255;0.007801660000000001;0.000756446; 0.000183112; true;2.61; 0.548394; 0.0991317;0.07489277;1.059181; 0.57801; true;0.68; 0.560812; 0.0984376;0.004522602;0.001425825; 0.00207931; true;TO; 0.559795; 0.101544;1.45; 0.2019; 0.0000; 0.0004; 0.0001;23.14; 0.2015; 0.8877; 21.1030; 0.0002;1.64; 0.2128; 0.1731; 0.0014; 0.0003
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;ERR;ERR;ERR;ERR;ERR;0.33; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.88; 0.3346; 0.0000; 0.0000; 0.0000;6.64; 0.3126; 1.2493; 3.5997; 0.0003;1.16; 0.1705; 0.1102; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.26; 0.1931; 0.0000; 0.0000; 0.0000;4.32; 0.1151; 0.4195; 2.7272; 0.0002;1.33; 0.1114; 0.1277; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.35; 0.1402; 0.0000; 0.0000; 0.0000;5.32; 0.2079; 0.8167; 3.1734; 0.0010;1.28; 0.2087; 0.1682; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.23; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;2.01; 0.8528; 0.0000; 0.0053; 0.0018;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.43; 0.1985; 0.0000; 0.0004; 0.0000;28.38; 0.1923; 0.8506; 26.3929; 0.0024;1.54; 0.1949; 0.1827; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;ERR;ERR;ERR;ERR;ERR;0.27; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.46; 0.2251; 0.0000; 0.0025; 0.0007;34.55; 0.2222; 0.8643; 32.5280; 0.0003;1.51; 0.2180; 0.1802; 0.0089; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.41; 0.365502; 0.0496449; 0.0026; 0.0014;0.28; NOT EMPTY;0.91; 0.730742; 0.154095;0.01668639;0.012206712; 0.000780092; true;11.53; 0.720907; 0.151696;0.144599;6.773069; 2.60049; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.501153; 0.141027;1.0; 0.1590; 0.0000; 0.0013; 0.0003;37.5; 0.1684; 0.5411; 36.2348; 0.0011;1.62; 0.2718; 0.2340; 0.0106; 0.0007
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;ERR;ERR;ERR;ERR;ERR;0.33; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.46; 0.3216; 0.0000; 0.0010; 0.0009;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.35; 0.318469; 0.0394562; 0.0019; 0.0006;0.26; NOT EMPTY;0.74; 0.602676; 0.125946;0.011239958000000001;0.0023831290000000003; 3.6447e-05; true;0.93; 0.600231; 0.122508;0.136362215;0.033475490000000004; 0.0297051; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.595608; 0.126385;1.3; 0.2267; 0.0000; 0.0010; 0.0008;3.35; 0.2268; 0.8521; 1.2426; 0.0028;1.49; 0.2345; 0.1856; 0.0042; 0.0025
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;1.3; 1.12071; 0.175975; 0.0083; 0.0009;0.23; NOT EMPTY;1.98; 1.38761; 0.543877;0.052571263;0.003880419; 5.2594e-05; true;3.44; 1.63052; 0.549243;0.8999655599999999;0.0388065; 0.264321; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 1.85769; 0.553414;1.19; 0.4494; 0.0000; 0.0010; 0.0006;24.11; 0.4614; 22.3579; 0.5765; 0.0734;6.97; 0.7572; 5.2599; 0.0042; 0.0013
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.28; 0.1866; 0.0000; 0.0009; 0.0006;3.44; 0.1816; 1.0947; 1.0884; 0.0020;1.19; 0.1853; 0.2043; 0.0055; 0.0018
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.29; 0.262987; 0.0318078; 0.0012; 0.0011;0.23; NOT EMPTY;0.63; 0.52793; 0.0972217;0.007789899999999999;0.002573691; 0.00049237; true;1.39; 0.357639; 0.0678505;0.053533998;0.72522057; 0.00102798; true;0.63; 0.513284; 0.0961145;0.004870058;0.008964940000000001; 0.00163763; true;TO; 0.53142; 0.1034;1.2; 0.1877; 0.0000; 0.0007; 0.0005;15.97; 0.1852; 0.8060; 14.0888; 0.0003;1.38; 0.1883; 0.1662; 0.0038; 0.0011
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.24; 0.218066; 0.0246791; 0.0002; 0.0000;0.24; NOT EMPTY;0.56; 0.473758; 0.0828084;0.005811764;0.000186007; 1.8441e-05; true;0.55; 0.45678; 0.0545728;0.036648958;0.006456366; 0.000398342; true;0.55; 0.462052; 0.0807266;0.003604742;0.000788762; 0.00141878; true;TO; 0.312351; 0.0549499;1.13; 0.1594; 0.0000; 0.0002; 0.0000;2.63; 0.1590; 0.8612; 0.6478; 0.0002;1.32; 0.1600; 0.1613; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata;ERR;ERR;ERR;ERR;ERR;0.26; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.84; 0.1196; 0.0000; 0.0002; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;1.48; 0.2102; 0.2895; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.3; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.54; 0.4941; 0.0000; 0.0003; 0.0009;44.03; 0.4771; 3.9523; 38.9133; 0.0184;2.73; 0.4862; 1.2243; 0.0003; 0.0002
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;ERR;ERR;ERR;ERR;ERR;0.44; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.88; 0.8949; 0.0000; 0.0011; 0.0009;18.1; 0.5146; 13.3628; 3.3689; 0.0763;7.21; 0.8575; 5.3695; 0.0045; 0.0015
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;ERR;ERR;ERR;ERR;ERR;0.28; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.43; 0.3499; 0.0000; 0.0010; 0.0007;8.41; 0.3511; 2.2660; 4.6657; 0.0013;2.05; 0.3612; 0.4414; 0.0049; 0.0014
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;ERR;ERR;ERR;ERR;ERR;0.18; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.42; 0.2140; 0.0000; 0.0016; 0.0020;6.18; 0.2092; 0.8283; 3.8812; 0.0017;1.63; 0.2125; 0.1762; 0.0044; 0.0048
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.39; 0.2152; 0.0000; 0.0012; 0.0007;10.09; 0.2078; 0.9938; 7.8206; 0.0002;1.62; 0.2032; 0.2005; 0.0053; 0.0016
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.15; 0.143627; 0.0178862; 0.0007; 0.0005;0.16; NOT EMPTY;0.43; 0.362317; 0.0659543;0.0054143540000000006;0.001549601; 3.99e-05; true;0.84; 0.536289; 0.0985351;0.079732356;0.07790559999999999; 0.0210781; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 0.540988; 0.0952998;1.24; 0.1906; 0.0000; 0.0010; 0.0006;2.62; 0.1093; 0.4134; 1.2908; 0.0010;1.2; 0.1113; 0.0781; 0.0022; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata;ERR;ERR;ERR;ERR;ERR;0.72; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;2.06; 0.9109; 0.0000; 0.0359; 0.0198;TO;MISSING;MISSING;MISSING;MISSING;1.98; 0.5261; 0.5533; 0.1009; 0.0383
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;ERR;ERR;ERR;ERR;ERR;0.48; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.28; 0.4599; 0.0000; 0.0167; 0.0021;TO;MISSING;MISSING;MISSING;MISSING;2.67; 0.8156; 0.6695; 0.1685; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;ERR;ERR;ERR;ERR;ERR;0.28; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.59; 0.5821; 0.0000; 0.0167; 0.0022;TO;MISSING;MISSING;MISSING;MISSING;2.84; 0.9145; 0.8135; 0.0921; 0.0005
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.17; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;0.94; 0.1714; 0.0000; 0.0009; 0.0004;35.09; 0.3112; 0.9506; 32.9170; 0.0166;2.07; 0.3034; 0.6675; 0.0082; 0.0019
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;ERR;ERR;ERR;ERR;ERR;0.25; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.32; 0.2499; 0.0000; 0.0015; 0.0005;41.71; 0.2449; 0.9231; 39.9073; 0.0016;1.93; 0.2938; 0.2206; 0.0089; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;ERR;ERR;ERR;ERR;ERR;0.3; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.67; 0.2018; 0.0000; 0.0021; 0.0006;33.23; 0.1306; 0.4424; 31.7857; 0.0016;1.77; 0.2001; 0.1728; 0.0088; 0.0006
/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut9.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata;ERR;ERR;ERR;ERR;ERR;0.38; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.65; 0.1992; 0.0000; 0.0087; 0.0020;TO;MISSING;MISSING;MISSING;MISSING;1.98; 0.2634; 0.4503; 0.0912; 0.0038
/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;ERR;ERR;ERR;ERR;ERR;0.26; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.83; 0.7287; 0.0000; 0.0070; 0.0033;TO;MISSING;MISSING;MISSING;MISSING;4.71; 0.5143; 3.0957; 0.0102; 0.0078
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;1.85; 1.386; 0.23445; 0.1270; 0.1260;1.72; NOT EMPTY;3.62; 2.72382; 0.805322;0.06034721099999999;0.027204912999999997; 4.9156e-05; true;15.26; 2.64421; 0.761071;0.98436158;8.66377; 1.55792; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 2.7222; 0.785215;2.33; 0.9521; 0.0000; 0.1658; 0.0122;TO;MISSING;MISSING;MISSING;MISSING;1.99; 0.5755; 0.4113; 0.1064; 0.0004
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;ERR;ERR;ERR;ERR;ERR;0.59; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;2.13; 0.8097; 0.0000; 0.0660; 0.0028;TO;MISSING;MISSING;MISSING;MISSING;2.79; 0.7916; 0.6886; 0.1355; 0.0007
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;1.4; 1.18324; 0.194195; 0.0243; 0.0236;0.63; NOT EMPTY;3.05; 2.37044; 0.631543;0.03778157600000001;0.019011898000000003; 5.5833e-05; true;3.66; 2.33615; 0.601274;0.69315138;0.007556500000000001; 0.014509; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 2.42198; 0.614125;2.21; 0.8443; 0.0000; 0.0302; 0.0057;TO;MISSING;MISSING;MISSING;MISSING;1.68; 0.4609; 0.3059; 0.0601; 0.0007
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata;0.67; 0.605233; 0.0852703; 0.0002; 0.0001;0.23; NOT EMPTY;1.75; 1.42433; 0.312161;0.012714139000000001;0.000146897; 2.3647e-05; true;2.24; 1.49255; 0.326307;0.39904771;0.00686302; 0.00286048; true;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO; 2.26762; 0.494595;1.32; 0.4489; 0.0000; 0.0003; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;2.22; 0.7065; 0.4330; 0.0002; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata;ERR;ERR;ERR;ERR;ERR;0.38; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.83; 0.6892; 0.0000; 0.0003; 0.0000;TO;MISSING;MISSING;MISSING;MISSING;2.05; 0.6623; 0.3831; 0.0001; 0.0001
/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata;ERR;ERR;ERR;ERR;ERR;0.42; NOT EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;2.01; 0.8890; 0.0000; 0.0281; 0.0010;TO;MISSING;MISSING;MISSING;MISSING;3.17; 0.9396; 0.9246; 0.1466; 0.0024
