name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-construction;mata-interall;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-interall;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-interall;awali-emptiness_check;awali-emptiness_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-emptiness;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-emptiness
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO; 2.13271; 0.205753;MISSING;TO;MISSING;TO; 3.89806; 0.686923;0.03469241199999999;MISSING;MISSING;MISSING;TO; 3.01455; 0.525745;0.51134345;MISSING;MISSING;MISSING;TO; 3.74072; 0.455722;0.024745983000000003;MISSING;MISSING;MISSING;TO; 3.4819; 0.469019;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO; 1.979; 0.172305;MISSING;TO;MISSING;4.74; 3.9283; 0.702198;0.032358881000000006; 0.000100016; 1.0064e-05; true;TO; 4.15679; 0.749447;0.5663921999999997;MISSING;MISSING;MISSING;4.69; 3.8103; 0.736309;0.0401137; 0.00264851; 0.0012104; true;TO; 3.60764; 0.70115;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO; 1.36347; 0.154103;MISSING;TO;MISSING;TO; 4.04677; 0.681312;0.023963522;MISSING;MISSING;MISSING;TO; 4.26886; 0.790879;0.5817631;MISSING;MISSING;MISSING;TO; 3.46917; 0.488317;0.027324746000000004;MISSING;MISSING;MISSING;TO; 3.44347; 0.617624;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.01; 0.0120914; 0.00105336; 0.0004;0.1; EMPTY;0.03; 0.030493; 0.00921675;0.000453464; 9.045e-06; 5.266e-06; true;0.07; 0.0247755; 0.00929652;0.003562747; 0.0367491; 0.00350861; true;0.05; 0.0372321; 0.00908631;0.000281561; 0.000712939; 0.000795204; true;TO; 0.0248174; 0.00879348;1.23; 0.0252; 0.0000; 0.0011; 0.0005;1.17; 0.0205; 0.0031; 0.0195; 0.0000;1.16; 0.0222; 0.0077; 0.0075; 0.0002
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO; 2.21184; 0.223851;MISSING;TO;MISSING;TO; 3.56598; 0.519466;0.02483471;MISSING;MISSING;MISSING;TO; 4.3501; 0.865501;0.5937208;MISSING;MISSING;MISSING;TO; 4.36482; 0.759314;0.044589163;MISSING;MISSING;MISSING;TO; 4.30494; 0.594;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;TO; 2.27111; 0.242394;MISSING;TO;MISSING;TO; 3.12774; 0.622819;0.04072896800000002;MISSING;MISSING;MISSING;TO; 3.41075; 0.573742;0.4550291699999999;MISSING;MISSING;MISSING;TO; 4.17796; 0.80784;0.04558801900000001;MISSING;MISSING;MISSING;TO; 4.58076; 0.803959;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;TO; 2.40038; 0.256447;MISSING;TO;MISSING;TO; 4.08491; 0.793155;0.03359775300000001;MISSING;MISSING;MISSING;TO; 3.29328; 0.611713;0.46368572;MISSING;MISSING;MISSING;TO; 4.53308; 0.93698;0.044740931;MISSING;MISSING;MISSING;TO; 3.88163; 0.795595;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;TO; 2.80954; 0.297294;MISSING;TO;MISSING;TO; 4.41987; 0.760633;0.027327391000000003;MISSING;MISSING;MISSING;TO; 3.45561; 0.608523;0.4596788;MISSING;MISSING;MISSING;TO; 4.3945; 1.05513;0.048762431;MISSING;MISSING;MISSING;TO; 5.02383; 0.90948;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;TO; 2.84867; 0.29968;MISSING;TO;MISSING;TO; 3.50739; 0.724618;0.028565479;MISSING;MISSING;MISSING;TO; 4.98865; 0.931939;0.7236305999999999;MISSING;MISSING;MISSING;TO; 3.50537; 0.832526;0.033550629000000005;MISSING;MISSING;MISSING;TO; 3.36789; 0.617634;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;TO; 2.88185; 0.356764;MISSING;TO;MISSING;TO; 5.27558; 0.958395;0.048680469000000004;MISSING;MISSING;MISSING;TO; 3.82586; 0.65647;0.5068269;MISSING;MISSING;MISSING;TO; 4.34552; 0.622923;0.03361385999999999;MISSING;MISSING;MISSING;TO; 5.08352; 0.982699;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;TO; 1.66385; 0.223786;MISSING;TO;MISSING;TO; 5.36989; 1.02585;0.04948326800000001;MISSING;MISSING;MISSING;TO; 4.62135; 0.745276;0.7258447000000002;MISSING;MISSING;MISSING;TO; 5.32754; 1.04308;0.05147599399999998;MISSING;MISSING;MISSING;TO; 3.96657; 0.684236;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;TO; 3.19234; 0.341372;MISSING;TO;MISSING;TO; 5.71864; 1.04508;0.052508465000000004;MISSING;MISSING;MISSING;TO; 5.33884; 1.11152;0.6319138099999998;MISSING;MISSING;MISSING;TO; 3.64089; 0.670846;0.036417256;MISSING;MISSING;MISSING;TO; 5.53238; 1.19777;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;TO; 3.26902; 0.348032;MISSING;TO;MISSING;TO; 5.56107; 1.16345;0.06959495999999998;MISSING;MISSING;MISSING;TO; 5.34855; 0.987237;0.8063756999999998;MISSING;MISSING;MISSING;TO; 3.94777; 0.693423;0.03805247099999999;MISSING;MISSING;MISSING;TO; 3.833; 0.716958;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;TO; 3.377; 0.377937;MISSING;TO;MISSING;6.9; 5.55178; 1.15394;0.05828981399999998; 0.00207419; 1.1555e-05; true;TO; 5.50441; 0.797491;0.5979411299999999;MISSING;MISSING;MISSING;6.92; 5.61448; 1.10319;0.06518670000000001; 0.00617206; 0.00199485; true;TO; 5.61842; 1.20436;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.04; 0.033018; 0.00281786; 0.0017;0.16; EMPTY;0.06; 0.0522557; 0.0159441;0.0008460329999999999; 0.0032948; 0.00040252; false;2.06; 0.053065; 0.0162941;0.0067655; 1.76465; 0.25127; false;0.05; 0.0370331; 0.0109419;0.000358136; 0.00261534; 0.00227748; false;TO; 0.0579492; 0.0161;1.21; 0.0299; 0.0000; 0.0022; 0.0007;1.2; 0.0284; 0.0056; 0.0428; 0.0000;1.36; 0.0337; 0.0124; 0.0181; 0.0003
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;TO; 3.69505; 0.403063;MISSING;TO;MISSING;TO; 4.42712; 0.815159;0.03684112899999999;MISSING;MISSING;MISSING;TO; 6.06912; 1.13974;0.8855491000000002;MISSING;MISSING;MISSING;TO; 4.2179; 0.800869;0.040909353999999995;MISSING;MISSING;MISSING;TO; 6.03829; 1.1551;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.02; 0.0242016; 0.00206392; 0.0028;0.11; EMPTY;0.08; 0.0580413; 0.020359;0.001109617; 0.00994697; 0.000992587; false;TO; 0.0733875; 0.0191992;0.010600140000000001;MISSING;MISSING;MISSING;0.11; 0.0779575; 0.0200388;0.0008510900000000001; 0.00709923; 0.00844747; false;TO; 0.052123; 0.0140277;1.3; 0.0392; 0.0000; 0.0063; 0.0020;1.36; 0.0373; 0.0079; 0.0753; 0.0000;1.16; 0.0348; 0.0145; 0.0368; 0.0005
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.07; 0.0567915; 0.00459897; 0.0129;0.17; EMPTY;0.14; 0.0938519; 0.0222895;0.001022133; 0.0245372; 0.00302594; false;TO; 0.0898148; 0.0224077;0.0127857;MISSING;MISSING;MISSING;0.09; 0.0611459; 0.0153912;0.000643758; 0.00859459; 0.00948151; false;TO; 0.0626821; 0.0156033;0.86; 0.0225; 0.0000; 0.0075; 0.0013;1.19; 0.0388; 0.0114; 0.1243; 0.0000;1.13; 0.0401; 0.0191; 0.0747; 0.0008
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.11; 0.0747717; 0.00595719; 0.0319;0.19; EMPTY;0.21; 0.122233; 0.0271407;0.000983897; 0.0554805; 0.00685407; false;TO; 0.128144; 0.0277973;0.01724753;MISSING;MISSING;MISSING;0.23; 0.128569; 0.0274942;0.0012759310000000001; 0.0334596; 0.0356129; false;TO; 0.130792; 0.02828;1.08; 0.0536; 0.0000; 0.0278; 0.0052;1.26; 0.0512; 0.0138; 0.1997; 0.0000;1.25; 0.0528; 0.0247; 0.1695; 0.0016
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;5.04; 0.0685; 3.9036; 0.0309; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;5.2; 0.0832; 3.8473; 0.0307; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;11.65; 0.1222; 10.2953; 0.0789; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;8.87; 0.1245; 7.5988; 0.0450; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;14.75; 0.0952; 13.4785; 0.0981; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;13.34; 0.0966; 12.2881; 0.0703; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;20.12; 0.2072; 18.8152; 0.0899; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;21.6; 0.2675; 20.1257; 0.1446; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-18-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;35.01; 0.1581; 33.8223; 0.1902; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-19-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;39.35; 0.1776; 38.3949; 0.1567; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-2-*.mata;ERR;ERR;ERR;ERR;0.14; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.16; 0.0109; 0.0000; 0.0161; 0.0052;4.15; 0.0112; 0.0412; 3.0205; 0.0000;1.04; 0.0064; 0.0164; 0.0003; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-20-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-21-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;59.17; 0.3995; 57.8400; 0.2161; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-*.mata;ERR;ERR;ERR;ERR;0.37; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;3.89; 0.0142; 0.0000; 1.7257; 1.0478;10.57; 0.0140; 0.1302; 9.4014; 0.0000;1.3; 0.0144; 0.0884; 0.0021; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-31-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-32-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-33-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-34-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-35-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-36-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-37-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-38-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-39-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-4-*.mata;ERR;ERR;ERR;ERR;8.7; EMPTY;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;19.86; 0.0185; 0.3394; 18.5905; 0.0001;1.42; 0.0194; 0.1972; 0.0043; 0.0001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-40-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-41-*.mata;ERR;ERR;ERR;ERR;TO;MISSING;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING
