name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-emptiness_check;automata-runtime;automata-result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-construction;mata-intersection;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-emptiness_check;awali-emptiness_check_result;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-emptiness;pyfado-runtime;pyautomata-lib-runtime
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.8; 0.181376; 0.0146123; 0.5999;0.67; NOT EMPTY;1.39; 0.456052; 0.0592356;0.001632151; 0.375112; 0.227007; false;0.6; 0.461814; 0.0873943;0.046821600000000005; 0.00768316; 0.00867141; false;1.24; 0.465622; 0.0830807;0.00370135; 0.314874; 0.37498; false;TO; 0.46834; 0.089693;2.13; 0.1846; 0.0000; 0.4919; 0.2272;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;1.72; 0.3688; 0.0297563; 1.3164;0.92; NOT EMPTY;0.61; 0.529585; 0.0904641;0.0029449899999999998; 3.442e-06; 6.871e-06; true;0.73; 0.583086; 0.0980693;0.0559088; 1.334e-05; 6.107e-06; true;0.69; 0.584315; 0.0951555;0.004224; 0.000795925; 0.000617152; true;TO; 0.53817; 0.090099;2.49; 0.2370; 0.0000; 0.7475; 0.3659;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;1.74; 0.361741; 0.0323573; 1.4112;1.16; NOT EMPTY;2.74; 0.602133; 0.0794091;0.0025755400000000003; 0.973514; 0.539513; false;0.91; 0.696685; 0.122357;0.0692658; 0.0146591; 0.0165038; false;2.68; 0.686018; 0.121322;0.00535429; 0.753538; 1.10281; false;TO; 0.708841; 0.12101;2.55; 0.1546; 0.0000; 1.0283; 0.4819;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;2.63; 0.406217; 0.0346593; 2.2160;0.96; NOT EMPTY;3.69; 0.787455; 0.137886;0.0045977399999999995; 1.37181; 0.60374; false;0.66; 0.498534; 0.088699;0.05203; 0.00967673; 0.0097074; false;2.06; 0.493919; 0.0878382;0.00380555; 0.52967; 0.920885; false;TO; 0.534529; 0.0879313;3.53; 0.3147; 0.0000; 1.3890; 0.6584;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;3.77; 0.508203; 0.0506129; 3.2636;1.82; NOT EMPTY;5.26; 0.830403; 0.14469;0.004703570000000001; 1.92681; 1.28334; false;0.74; 0.555896; 0.0994181;0.057833499999999996; 0.0106931; 0.0117731; false;4.2; 0.855382; 0.14551;0.00690002; 1.26108; 1.87657; false;TO; 0.550123; 0.0989095;4.21; 0.3683; 0.0000; 1.9421; 0.7427;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.04; 0.0319403; 0.00261428; 0.0079;0.12; NOT EMPTY;0.12; 0.0955746; 0.014416;0.000346183; 0.00771705; 0.00300786; false;0.08; 0.0626618; 0.0144797;0.00586712; 0.0010235; 0.00106096; false;0.09; 0.0619061; 0.0145489;0.000421208; 0.00479803; 0.00470161; false;TO; 0.0633004; 0.0146371;1.12; 0.0415; 0.0000; 0.0097; 0.0034;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;3.78; 0.316101; 0.0361372; 3.4982;2.03; NOT EMPTY;0.74; 0.642927; 0.105252;0.00343761; 3.278e-06; 6.336e-06; true;0.78; 0.599483; 0.10784;0.0663048; 1.1807e-05; 5.569e-06; true;0.72; 0.606514; 0.107666;0.00497461; 0.000606241; 0.000486174; true;TO; 0.844072; 0.146891;4.18; 0.2058; 0.0000; 1.8976; 1.0752;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;5.06; 0.563489; 0.0538356; 4.6431;2.37; NOT EMPTY;7.2; 1.10058; 0.181368;0.00614955; 3.03175; 1.79472; false;1.46; 1.14216; 0.186987;0.1114403; 0.0177232; 0.0213859; false;4.41; 0.732099; 0.121272;0.005595579999999999; 1.543; 2.02926; false;TO; 1.15192; 0.191078;6.44; 0.4082; 0.0000; 3.1939; 1.4968;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;6.29; 0.682351; 0.06217; 5.6039;3.54; NOT EMPTY;7.6; 0.981031; 0.129016;0.00389481; 3.08499; 2.0324; false;1.28; 0.960229; 0.142886;0.1210725; 0.0200074; 0.0242547; false;7.22; 1.13284; 0.181817;0.00870254; 2.40791; 3.39241; false;TO; 1.18876; 0.187118;7.31; 0.4862; 0.0000; 4.0660; 1.6950;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;8.15; 0.65977; 0.0509894; 7.4572;3.51; NOT EMPTY;11.28; 1.23587; 0.200931;0.0061937599999999995; 4.64103; 2.86313; false;1.09; 0.813978; 0.138807;0.08374970000000001; 0.0145451; 0.0166091; false;8.6; 0.965966; 0.23099;0.01083129; 3.08509; 4.17498; false;TO; 1.01263; 0.215924;9.41; 0.4632; 0.0000; 4.8114; 2.8064;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;8.82; 0.801683; 0.0704864; 8.2059;4.01; NOT EMPTY;1.57; 1.34662; 0.229513;0.00759369; 5.376e-06; 6.547e-06; true;1.65; 1.33887; 0.22182;0.0926813; 1.124e-05; 5.179e-06; true;1.22; 1.0737; 0.149838;0.00736154; 0.000591181; 0.00044014; true;TO; 1.37475; 0.222368;8.57; 0.3161; 0.0000; 4.5838; 2.4077;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;10.9; 0.902567; 0.0704834; 10.0943;5.32; NOT EMPTY;1.69; 1.45216; 0.238215;0.00803414; 6.571e-06; 7.157e-06; true;1.22; 0.949667; 0.162189;0.10133249999999999; 1.1683e-05; 5.862e-06; true;1.69; 1.43512; 0.242645;0.011770180000000002; 0.000740025; 0.000562381; true;TO; 1.18724; 0.240857;11.28; 0.5171; 0.0000; 6.1005; 3.1802;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;11.14; 0.9278; 0.0786311; 10.5615;7.43; NOT EMPTY;1.87; 1.57326; 0.29154;0.009441870000000002; 6.457e-06; 6.617e-06; true;1.94; 1.51914; 0.255391;0.16782950000000002; 1.641e-05; 7.879e-06; true;1.8; 1.5327; 0.263885;0.012963349999999998; 0.000756582; 0.000587822; true;TO; 1.10943; 0.172513;12.65; 0.6005; 0.0000; 6.5449; 3.5530;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;12.66; 0.985831; 0.0843181; 11.6628;5.87; NOT EMPTY;1.94; 1.64536; 0.288868;0.01032746; 8.719e-06; 9.635e-06; true;1.92; 1.47718; 0.26418;0.1716444; 1.513e-05; 6.526e-06; true;1.88; 1.56588; 0.296302;0.01171331; 0.000677307; 0.000483988; true;TO; 1.32655; 0.179474;15.06; 0.6319; 0.0000; 8.6136; 4.2367;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;15.77; 1.08067; 0.083221; 15.1346;8.78; NOT EMPTY;2.13; 1.76574; 0.321228;0.01108811; 5.99e-06; 7.871e-06; true;2.04; 1.59307; 0.274713;0.16789110000000002; 1.5362e-05; 6.501e-06; true;1.96; 1.64642; 0.289652;0.01461703; 0.000854599; 0.000688108; true;TO; 1.61309; 0.26446;14.71; 0.3834; 0.0000; 8.3817; 4.0696;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;15.78; 0.898567; 0.0581116; 14.8061;9.71; NOT EMPTY;2.12; 1.80381; 0.313948;0.01073552; 5.301e-06; 8.079e-06; true;2.27; 1.78028; 0.294446;0.1926533; 3.4541e-05; 7.736e-06; true;2.01; 1.72649; 0.277406;0.013385890000000001; 0.000681672; 0.000487696; true;TO; 1.70393; 0.279113;19.29; 0.7283; 0.0000; 11.7053; 5.0802;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.11; 0.0605642; 0.00486432; 0.0461;0.22; EMPTY;0.35; 0.192895; 0.0381781;0.001088995; 0.0549665; 0.0206143; true;0.24; 0.187506; 0.0366951;0.018328940000000002; 0.00294899; 0.0017812; true;0.31; 0.187272; 0.0362571;0.0013220559999999998; 0.034574; 0.0464045; true;TO; 0.191363; 0.0367983;1.34; 0.0845; 0.0000; 0.0601; 0.0270;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;20.7; 1.19393; 0.0955006; 19.5630;10.25; EMPTY;25.3; 1.68481; 0.29659;0.010527370000000001; 11.3166; 7.74209; true;2.5; 1.84954; 0.351151;0.20184999999999997; 0.0349462; 0.0213676; true;17.13; 1.16882; 0.205566;0.010263870000000001; 6.26697; 9.2995; true;TO; 1.88701; 0.360416;21.32; 0.7281; 0.0000; 12.0071; 6.6576;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.37; 0.191658; 0.0159076; 0.1768;0.35; EMPTY;0.74; 0.300469; 0.0538063;0.001780418; 0.173032; 0.0843726; true;0.45; 0.350179; 0.0671077;0.0316566; 0.00555342; 0.00322534; true;0.7; 0.351366; 0.06599;0.0023538; 0.101106; 0.163547; true;TO; 0.260656; 0.05107;1.16; 0.0774; 0.0000; 0.1195; 0.0656;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.64; 0.245491; 0.0197595; 0.3886;0.55; EMPTY;1.06; 0.380062; 0.0593719;0.001845677; 0.274175; 0.120455; true;0.43; 0.330358; 0.0594751;0.032153100000000004; 0.0050829; 0.0029972; true;0.81; 0.325135; 0.0587768;0.0023968; 0.141838; 0.267147; true;TO; 0.332376; 0.0595101;1.87; 0.1660; 0.0000; 0.3025; 0.1383;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.99; 0.280131; 0.0231107; 0.7040;0.71; EMPTY;1.66; 0.442726; 0.0845736;0.0027675800000000004; 0.479305; 0.250087; true;0.62; 0.459266; 0.0925169;0.0502603; 0.0105882; 0.00545701; true;1.35; 0.471478; 0.0887233;0.00502464; 0.336638; 0.443675; true;TO; 0.498812; 0.0871812;2.06; 0.2046; 0.0000; 0.4868; 0.2227;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;1.22; 0.197351; 0.0230191; 0.9994;0.59; EMPTY;1.76; 0.386903; 0.066624;0.002067232; 0.563581; 0.321739; true;0.54; 0.406929; 0.0711162;0.0393105; 0.00707285; 0.00371567; true;1.69; 0.510028; 0.0963599;0.00436118; 0.432643; 0.609829; true;TO; 0.593513; 0.0993329;2.52; 0.2443; 0.0000; 0.7731; 0.3642;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;2.21; 0.354937; 0.032816; 1.8349;1.22; EMPTY;2.3; 0.446874; 0.0787171;0.0021828999999999998; 0.770438; 0.437694; true;0.83; 0.635197; 0.110427;0.0641514; 0.010604; 0.00624038; true;2.44; 0.648788; 0.113573;0.00463877; 0.618139; 1.0343; true;TO; 0.669025; 0.124826;2.87; 0.2695; 0.0000; 0.9892; 0.4294;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;2.71; 0.474407; 0.037239; 2.2074;1.52; EMPTY;3.96; 0.755408; 0.128934;0.00414772; 1.45441; 0.81087; true;0.88; 0.673525; 0.117018;0.069463; 0.0112711; 0.00664957; true;2.81; 0.759773; 0.137237;0.0061360600000000005; 0.963254; 0.930109; true;TO; 0.766196; 0.134532;3.64; 0.3054; 0.0000; 1.4356; 0.7567;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;3.18; 0.535492; 0.0420616; 2.5686;1.91; EMPTY;4.51; 0.84032; 0.14487;0.0043476; 1.5899; 1.10441; true;1.12; 0.854897; 0.145512;0.0927317; 0.0144096; 0.00830288; true;3.36; 0.854778; 0.147039;0.00482964; 1.00021; 1.30776; true;TO; 0.878397; 0.145915;4.51; 0.3626; 0.0000; 1.9864; 1.0987;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.07; 0.0596136; 0.00416835; 0.0110;0.19; EMPTY;0.12; 0.0851618; 0.0195395;0.000495927; 0.0101466; 0.00336314; true;0.12; 0.0992705; 0.02218;0.00908484; 0.00135343; 0.00074503; true;0.12; 0.0861045; 0.0188773;0.0007786889999999999; 0.00691868; 0.00623051; true;TO; 0.0979545; 0.0216151;1.21; 0.0430; 0.0000; 0.0108; 0.0040;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;4.14; 0.651122; 0.0535071; 3.5746;2.07; EMPTY;5.71; 0.806998; 0.107809;0.00302715; 2.01355; 1.37362; true;1.13; 0.867251; 0.14337;0.08696809999999999; 0.0151349; 0.00907234; true;4.3; 0.982412; 0.177295;0.0066637; 1.48893; 1.5996; true;TO; 0.937845; 0.160077;4.97; 0.3381; 0.0000; 2.3046; 1.1839;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;4.85; 0.543381; 0.0519119; 4.4190;1.82; EMPTY;7.16; 1.1064; 0.17736;0.0064235; 2.7988; 2.03235; true;1.4; 1.08855; 0.168967;0.10888300000000001; 0.0171521; 0.0100976; true;4.08; 0.71235; 0.117383;0.00525599; 1.3195; 1.84722; true;TO; 1.10067; 0.17116;5.0; 0.2461; 0.0000; 2.5904; 1.2416;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;6.0; 0.728974; 0.0589374; 5.2808;3.18; EMPTY;10.02; 1.19452; 0.197296;0.0066945; 4.18518; 2.4885; true;1.0; 0.763868; 0.127436;0.07539850000000001; 0.011909; 0.00686275; true;5.19; 1.04564; 0.126037;0.0055756799999999995; 1.55428; 2.36859; true;TO; 1.13143; 0.184848;6.24; 0.2687; 0.0000; 3.0193; 1.7543;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;7.36; 0.648246; 0.0527174; 6.8555;3.99; EMPTY;11.39; 1.2891; 0.215248;0.0069533; 4.65818; 2.95749; true;1.51; 1.16324; 0.189521;0.1159784; 0.0208219; 0.0138953; true;5.88; 0.813795; 0.138239;0.00658023; 2.06871; 2.74971; true;TO; 1.15121; 0.188615;7.34; 0.3043; 0.0000; 3.5237; 2.3127;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;7.96; 0.720246; 0.0589802; 7.2788;4.54; EMPTY;10.73; 0.8891; 0.17325;0.005056949999999999; 4.6613; 3.07111; true;1.62; 1.20983; 0.21772;0.138214; 0.0234823; 0.0143733; true;8.8; 1.25291; 0.217215;0.010968809999999999; 3.16178; 4.14661; true;TO; 1.2447; 0.207946;8.39; 0.3134; 0.0000; 4.2833; 2.4350;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;11.08; 0.785796; 0.0688738; 10.3632;3.5; EMPTY;12.4; 1.16912; 0.157178;0.00530716; 5.11571; 3.59715; true;1.27; 0.967731; 0.1587;0.0979487; 0.0159119; 0.00901605; true;10.11; 1.35369; 0.220719;0.01061318; 3.67013; 4.75245; true;TO; 0.93321; 0.158466;11.73; 0.5231; 0.0000; 6.1271; 3.5031;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;11.92; 0.796215; 0.0727371; 11.2045;6.59; EMPTY;16.56; 1.36467; 0.227506;0.00790614; 7.03825; 4.52817; true;1.9; 1.46922; 0.247793;0.134322; 0.0233268; 0.0144286; true;11.44; 1.46268; 0.247004;0.01332013; 4.2395; 5.38688; true;TO; 1.46959; 0.24764;14.0; 0.5836; 0.0000; 7.4179; 4.1291;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;14.98; 0.965805; 0.0893068; 14.3763;6.67; EMPTY;17.18; 1.38672; 0.178566;0.00592529; 6.97956; 5.24396; true;2.01; 1.5361; 0.255073;0.1691435; 0.0266455; 0.0159649; true;13.16; 1.44837; 0.17815;0.00938027; 4.28791; 6.91789; true;TO; 1.61949; 0.265724;15.94; 0.6841; 0.0000; 8.3494; 4.6465;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;15.44; 0.563092; 0.0567186; 14.4140;5.53; EMPTY;22.06; 1.66593; 0.299638;0.010341630000000001; 9.52751; 5.67776; true;2.12; 1.6293; 0.260531;0.1649755; 0.0275047; 0.0177022; true;14.56; 1.52142; 0.259327;0.012920319999999999; 5.30498; 7.33085; true;TO; 1.72559; 0.332004;17.2; 0.6143; 0.0000; 9.9111; 4.8640;TO;TO
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;18.96; 1.04831; 0.0864261; 17.8367;9.5; EMPTY;23.85; 1.17127; 0.201159;0.006722789999999999; 9.0594; 7.42131; true;2.34; 1.77031; 0.337765;0.1744793; 0.029838; 0.0184453; true;17.54; 1.58949; 0.264481;0.01434888; 6.99183; 8.59377; true;TO; 1.72053; 0.276971;21.21; 0.7369; 0.0000; 13.0720; 5.6968;TO;TO
