name;automata-runtime;mata-runtime;mata-mataparsing;mata-construction;mata-compl;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-emptiness_check;awali-emptiness_check_result;mona-runtime;mona-mataparsing;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-emptiness;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-5.mata;ERR;0.0; 0.00010676; 2.8398e-05; 2.7526e-05; 2.884e-06; false;0.0; 0.000101499; 0.000153689; 0.000125379; 2.5298e-05; false;0.01; 0.000119857; 1.2265e-05; 0.000589315; 0.000533197; false;TO; 0.00010353;0.7; 0.0045; 0.0000; 0.0000; 0.0000;0.94; 0.0062; 0.0001; 0.0000; 0.0000;0.94; 0.0062; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-6.mata;ERR;0.0; 0.00012232; 2.7404e-05; 2.8606e-05; 2.825e-06; false;0.0; 0.000102764; 0.000165427; 0.000134889; 2.3404e-05; false;0.0; 0.000104323; 1.2552e-05; 0.000610122; 0.000527343; false;TO; 9.6303e-05;0.71; 0.0045; 0.0000; 0.0000; 0.0000;0.69; 0.0046; 0.0001; 0.0000; 0.0000;0.74; 0.0046; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-7.mata;ERR;0.0; 0.000132632; 3.7957e-05; 2.8781e-05; 2.744e-06; false;0.0; 0.000103582; 0.000156814; 0.000127579; 5.4538e-05; false;0.01; 0.000136768; 1.2238e-05; 0.00063684; 0.000521178; false;TO; 0.000114973;0.71; 0.0045; 0.0000; 0.0000; 0.0000;0.97; 0.0061; 0.0001; 0.0000; 0.0000;0.76; 0.0045; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-8.mata;ERR;0.0; 0.000281625; 2.302e-05; 2.0982e-05; 2.454e-06; false;0.0; 0.000152475; 0.00012004; 8.919e-05; 1.6678e-05; false;0.0; 7.2816e-05; 8.882e-06; 0.000420096; 0.000345771; false;TO; 0.00011624;0.69; 0.0045; 0.0000; 0.0000; 0.0000;0.75; 0.0044; 0.0001; 0.0000; 0.0000;0.96; 0.0061; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-9.mata;ERR;0.0; 8.0388e-05; 2.0274e-05; 1.8742e-05; 1.698e-06; false;0.0; 7.0548e-05; 0.00010713; 8.6576e-05; 1.4165e-05; false;0.0; 0.000102786; 1.182e-05; 0.0006391; 0.000579357; false;TO; 7.625e-05;0.83; 0.0045; 0.0000; 0.0000; 0.0000;0.74; 0.0069; 0.0001; 0.0001; 0.0000;0.73; 0.0044; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03005-1.mata;ERR;0.0; 7.465e-05; 2.0176e-05; 2.0864e-05; 2.143e-06; false;0.0; 7.1237e-05; 0.000110528; 8.8532e-05; 1.6211e-05; false;0.0; 7.3723e-05; 1.2473e-05; 0.000402914; 0.00033375; false;TO; 7.7521e-05;0.7; 0.0045; 0.0000; 0.0000; 0.0000;0.7; 0.0045; 0.0001; 0.0000; 0.0000;0.7; 0.0045; 0.0002; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03140-1.mata;ERR;0.0; 9.9176e-05; 2.1014e-05; 1.9824e-05; 2.102e-06; false;0.0; 7.461e-05; 0.000109766; 8.8185e-05; 1.6477e-05; false;0.0; 8.788e-05; 9.162e-06; 0.000435714; 0.000338459; false;TO; 7.0227e-05;0.95; 0.0062; 0.0000; 0.0001; 0.0000;0.94; 0.0062; 0.0001; 0.0000; 0.0000;0.93; 0.0062; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-1.mata;ERR;0.0; 0.000105658; 3.921e-05; 2.8215e-05; 2.73e-06; false;0.0; 0.000104222; 0.00017205; 0.000126079; 2.4916e-05; false;0.01; 0.000103525; 1.2773e-05; 0.000634519; 0.000514499; false;TO; 0.000103473;0.94; 0.0062; 0.0000; 0.0001; 0.0000;0.97; 0.0063; 0.0001; 0.0001; 0.0000;0.83; 0.0045; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-2.mata;ERR;0.0; 0.000106491; 2.7072e-05; 2.9319e-05; 2.527e-06; false;0.0; 0.000102088; 0.000151642; 0.000124565; 2.1622e-05; false;0.01; 0.000115866; 1.1996e-05; 0.000590373; 0.000509794; false;TO; 0.00011034;0.69; 0.0046; 0.0000; 0.0000; 0.0000;1.02; 0.0061; 0.0001; 0.0000; 0.0000;0.83; 0.0044; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-3.mata;ERR;0.0; 0.000131095; 2.9409e-05; 4.017e-05; 3.158e-06; false;0.0; 0.000106298; 0.000156503; 0.000121387; 2.1169e-05; false;0.0; 0.000118758; 1.8214e-05; 0.000715856; 0.000558779; false;TO; 0.00010304;0.71; 0.0045; 0.0000; 0.0000; 0.0000;0.75; 0.0046; 0.0001; 0.0000; 0.0000;0.96; 0.0062; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-4.mata;ERR;0.0; 7.4541e-05; 1.9735e-05; 1.7791e-05; 1.761e-06; false;0.0; 0.000103943; 0.000151868; 0.000123645; 2.3073e-05; false;0.0; 0.000134909; 2.1436e-05; 0.00060321; 0.000560493; false;TO; 7.153e-05;0.96; 0.0063; 0.0000; 0.0001; 0.0000;0.99; 0.0062; 0.0001; 0.0000; 0.0000;0.96; 0.0061; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance03455-5.mata;ERR;0.0; 0.000117785; 2.7797e-05; 2.7457e-05; 2.745e-06; false;0.0; 0.000105221; 0.000165643; 0.000125928; 2.3336e-05; false;0.0; 0.000114819; 1.2537e-05; 0.000609055; 0.000543368; false;TO; 0.000106815;0.95; 0.0061; 0.0000; 0.0001; 0.0000;0.96; 0.0062; 0.0001; 0.0000; 0.0000;0.93; 0.0061; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04001-1.mata;ERR;0.0; 0.000223334; 3.7089e-05; 4.9395e-05; 2.299e-06; false;0.0; 0.000217301; 0.000334565; 0.000336498; 8.7263e-05; false;0.01; 0.000232433; 2.0287e-05; 0.000605844; 0.000578018; false;TO; 0.000212441;0.95; 0.0062; 0.0000; 0.0001; 0.0000;0.94; 0.0062; 0.0002; 0.0001; 0.0000;1.0; 0.0065; 0.0006; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04390-1.mata;ERR;0.0; 0.000109637; 2.9355e-05; 2.8544e-05; 2.534e-06; false;0.0; 0.000114231; 0.000155016; 0.000126733; 2.3841e-05; false;0.01; 0.000104999; 1.2408e-05; 0.000659807; 0.000545394; false;TO; 0.000101313;0.95; 0.0062; 0.0000; 0.0001; 0.0000;0.96; 0.0063; 0.0001; 0.0000; 0.0000;0.82; 0.0046; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance04451-1.mata;ERR;0.0; 0.000105819; 2.9553e-05; 2.8537e-05; 2.783e-06; false;0.0; 0.000165906; 0.000169197; 0.000123203; 2.2873e-05; false;0.01; 0.000102793; 1.1613e-05; 0.000707483; 0.00052971; false;TO; 0.000110264;0.71; 0.0045; 0.0000; 0.0000; 0.0000;0.91; 0.0063; 0.0001; 0.0000; 0.0000;0.93; 0.0046; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05755-1.mata;ERR;0.0; 0.000108416; 2.902e-05; 2.7293e-05; 2.502e-06; false;0.0; 9.9936e-05; 0.0001551; 0.000138062; 2.3643e-05; false;0.0; 0.000142907; 1.2784e-05; 0.000645924; 0.000552285; false;TO; 0.000112266;0.69; 0.0045; 0.0000; 0.0000; 0.0000;0.7; 0.0045; 0.0001; 0.0000; 0.0000;0.77; 0.0063; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance05997-1.mata;ERR;0.0; 0.000716478; 0.00013486; 0.000938372; 3.408e-06; false;0.0; 0.000713933; 0.00111562; 0.00446207; 0.00155294; false;0.01; 0.000719074; 7.7726e-05; 0.00111687; 0.000795489; false;TO; 0.000747165;0.95; 0.0068; 0.0000; 0.0003; 0.0000;0.97; 0.0067; 0.0012; 0.0004; 0.0002;0.96; 0.0068; 0.0026; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-1.mata;ERR;0.0; 0.00402973; 0.000367265; 0.000874447; 3.585e-06; false;0.01; 0.00391907; 0.00576772; 0.00591456; 0.00168993; false;0.01; 0.00406934; 0.000328622; 0.00119667; 0.000970365; false;TO; 0.00398277;0.99; 0.0091; 0.0000; 0.0005; 0.0000;1.02; 0.0090; 0.0031; 0.0004; 0.0002;0.96; 0.0092; 0.0052; 0.0011; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-2.mata;ERR;0.0; 0.000596416; 9.6088e-05; 0.000996785; 2.946e-06; false;0.0; 0.000577411; 0.000978645; 0.00474969; 0.0017557; false;0.01; 0.000584178; 6.9458e-05; 0.00117421; 0.000834621; false;TO; 0.000592398;0.73; 0.0048; 0.0000; 0.0002; 0.0000;0.98; 0.0066; 0.0021; 0.0004; 0.0002;0.96; 0.0065; 0.0027; 0.0011; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-3.mata;ERR;0.0; 0.000363323; 7.6414e-05; 0.000392481; 2.879e-06; false;0.0; 0.00036804; 0.000621899; 0.00233976; 0.000882775; false;0.01; 0.000357399; 4.6056e-05; 0.000883259; 0.000677663; false;TO; 0.000379149;0.72; 0.0047; 0.0000; 0.0002; 0.0000;0.71; 0.0048; 0.0004; 0.0001; 0.0001;0.69; 0.0047; 0.0010; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06179-4.mata;ERR;0.0; 0.000775684; 0.000112963; 0.00132482; 2.986e-06; false;0.0; 0.000480964; 0.000908221; 0.00397893; 0.00147725; false;0.0; 0.000496381; 6.1834e-05; 0.000821895; 0.000583245; false;TO; 0.000784465;0.94; 0.0069; 0.0000; 0.0004; 0.0000;0.96; 0.0067; 0.0017; 0.0006; 0.0002;0.95; 0.0067; 0.0034; 0.0014; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-1.mata;ERR;0.0; 0.00151285; 0.000370348; 0.00157579; 2.734e-06; false;0.01; 0.00147324; 0.00237821; 0.0034859; 0.00112936; false;0.01; 0.00147818; 0.000106641; 0.000756959; 0.000504045; false;TO; 0.00148913;0.94; 0.0078; 0.0000; 0.0004; 0.0000;0.94; 0.0077; 0.0017; 0.0005; 0.0001;0.74; 0.0054; 0.0020; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-2.mata;ERR;0.0; 0.000705753; 0.000115222; 0.00214407; 2.71e-06; false;0.01; 0.000757956; 0.00139034; 0.00915764; 0.00351132; false;0.01; 0.000709719; 9.7789e-05; 0.00168774; 0.00104324; false;TO; 0.000735955;0.96; 0.0070; 0.0000; 0.0006; 0.0000;0.98; 0.0068; 0.0024; 0.0008; 0.0003;0.93; 0.0067; 0.0045; 0.0020; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-3.mata;ERR;0.0; 0.000271902; 2.8397e-05; 4.2483e-05; 2.737e-06; false;0.0; 0.000114782; 0.000158115; 0.000132718; 2.5361e-05; false;0.0; 0.00011439; 1.3798e-05; 0.000637228; 0.000541365; false;TO; 9.9036e-05;0.7; 0.0045; 0.0000; 0.0000; 0.0000;0.72; 0.0045; 0.0001; 0.0000; 0.0000;0.69; 0.0044; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06196-4.mata;ERR;0.0; 0.000467651; 6.902e-05; 0.00113932; 2.71e-06; false;0.0; 0.000437179; 0.000781924; 0.00432638; 0.00156678; false;0.0; 0.000435258; 4.9434e-05; 0.000850912; 0.000552787; false;TO; 0.000469364;0.97; 0.0068; 0.0000; 0.0004; 0.0000;0.94; 0.0067; 0.0017; 0.0006; 0.0002;0.98; 0.0068; 0.0034; 0.0015; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06250-1.mata;ERR;0.0; 0.000837908; 9.3698e-05; 0.000167537; 2.871e-06; false;0.0; 0.000805103; 0.00123942; 0.000933054; 0.000222392; false;0.01; 0.000828842; 0.000117629; 0.000719091; 0.000598021; false;TO; 0.000822899;0.95; 0.0068; 0.0000; 0.0001; 0.0000;0.96; 0.0067; 0.0005; 0.0001; 0.0000;0.96; 0.0068; 0.0013; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06315-1.mata;ERR;0.0; 0.000890656; 0.000152636; 0.00345342; 3.565e-06; false;0.02; 0.000890255; 0.00176313; 0.013784; 0.00522864; false;0.01; 0.000904725; 0.000122196; 0.0021815; 0.00136432; false;TO; 0.000895711;0.96; 0.0070; 0.0000; 0.0008; 0.0000;0.95; 0.0068; 0.0034; 0.0012; 0.0004;0.97; 0.0068; 0.0062; 0.0029; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06342-1.mata;ERR;0.0; 0.000493877; 7.3984e-05; 0.000126805; 2.233e-06; false;0.0; 0.000525752; 0.000780349; 0.000902128; 0.000268206; false;0.0; 0.000493447; 4.3357e-05; 0.000502564; 0.000432948; false;TO; 0.00051621;0.95; 0.0067; 0.0000; 0.0001; 0.0000;0.93; 0.0067; 0.0005; 0.0001; 0.0001;0.97; 0.0067; 0.0014; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-1.mata;ERR;0.04; 0.0202155; 0.0047676; 0.0106045; 6.384e-06; false;0.09; 0.0199402; 0.032724; 0.029575; 0.00883187; false;0.04; 0.0208484; 0.0017428; 0.00363945; 0.00192593; false;TO; 0.0210301;0.99; 0.0195; 0.0000; 0.0018; 0.0000;1.0; 0.0188; 0.0127; 0.0024; 0.0008;0.77; 0.0111; 0.0109; 0.0023; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-10.mata;ERR;0.0; 0.000235954; 3.7806e-05; 5.1272e-05; 2.916e-06; false;0.0; 0.000232033; 0.000321332; 0.000348477; 0.000125898; false;0.01; 0.000240648; 3.5363e-05; 0.000650467; 0.000559309; false;TO; 0.000235356;0.67; 0.0046; 0.0000; 0.0001; 0.0000;0.71; 0.0046; 0.0001; 0.0000; 0.0000;0.95; 0.0062; 0.0006; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-11.mata;ERR;0.0; 0.000428243; 6.4498e-05; 0.000120284; 2.595e-06; false;0.0; 0.000394199; 0.000630896; 0.000745467; 0.000208396; false;0.0; 0.000398216; 6.7515e-05; 0.000667221; 0.00055799; false;TO; 0.000410331;0.92; 0.0064; 0.0000; 0.0001; 0.0000;0.98; 0.0065; 0.0003; 0.0001; 0.0000;0.95; 0.0063; 0.0007; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-12.mata;ERR;0.0; 0.000427191; 6.4997e-05; 0.000121993; 2.764e-06; false;0.0; 0.000427563; 0.000635465; 0.000745539; 0.000220175; false;0.01; 0.000414977; 3.4294e-05; 0.00067307; 0.000527566; false;TO; 0.000403239;0.7; 0.0047; 0.0000; 0.0001; 0.0000;0.73; 0.0047; 0.0002; 0.0000; 0.0000;0.71; 0.0047; 0.0005; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-13.mata;ERR;0.0; 7.7392e-05; 2.1052e-05; 2.0242e-05; 2.081e-06; false;0.0; 8.3097e-05; 0.000113782; 8.7978e-05; 1.6245e-05; false;0.0; 8.6968e-05; 1.2113e-05; 0.000424607; 0.000351632; false;TO; 7.0693e-05;0.69; 0.0045; 0.0000; 0.0000; 0.0000;0.95; 0.0062; 0.0001; 0.0000; 0.0000;0.97; 0.0062; 0.0003; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-14.mata;ERR;0.0; 0.000218429; 3.7162e-05; 4.9182e-05; 2.619e-06; false;0.0; 0.000228146; 0.000328726; 0.000336564; 8.6308e-05; false;0.01; 0.000231753; 2.0111e-05; 0.000611992; 0.000545922; false;TO; 0.000223844;0.96; 0.0063; 0.0000; 0.0001; 0.0000;0.96; 0.0063; 0.0002; 0.0001; 0.0000;0.92; 0.0064; 0.0005; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-15.mata;ERR;0.0; 0.000420063; 6.6615e-05; 0.000141049; 3.557e-06; false;0.0; 0.000404082; 0.000669638; 0.000805052; 0.000207373; false;0.0; 0.000406045; 3.3411e-05; 0.000707486; 0.000599575; false;TO; 0.000398663;0.95; 0.0064; 0.0000; 0.0001; 0.0000;0.96; 0.0066; 0.0003; 0.0001; 0.0000;0.93; 0.0065; 0.0008; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-16.mata;ERR;0.0; 0.000434732; 6.555e-05; 0.000118129; 3.124e-06; false;0.0; 0.000437355; 0.000635349; 0.000765005; 0.000199123; false;0.01; 0.000424527; 3.5957e-05; 0.00074094; 0.00062167; false;TO; 0.000421171;0.98; 0.0062; 0.0000; 0.0001; 0.0000;0.97; 0.0064; 0.0003; 0.0001; 0.0000;0.96; 0.0063; 0.0008; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-17.mata;ERR;0.0; 0.000143433; 2.8603e-05; 2.8521e-05; 2.673e-06; false;0.0; 0.000107367; 0.000156436; 0.000124587; 2.2679e-05; false;0.01; 0.00010898; 1.2131e-05; 0.000691189; 0.000530247; false;TO; 0.000101935;0.95; 0.0063; 0.0000; 0.0001; 0.0000;0.97; 0.0063; 0.0001; 0.0000; 0.0000;0.84; 0.0044; 0.0002; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-18.mata;ERR;0.0; 0.000226426; 5.1801e-05; 5.3221e-05; 2.644e-06; false;0.0; 0.000220434; 0.000340396; 0.000344982; 9.1277e-05; false;0.0; 0.000224669; 3.6915e-05; 0.000650783; 0.000561443; false;TO; 0.000220873;0.69; 0.0046; 0.0000; 0.0001; 0.0000;0.69; 0.0045; 0.0001; 0.0000; 0.0000;0.7; 0.0046; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-19.mata;ERR;0.0; 0.000262993; 4.3566e-05; 7.9109e-05; 2.453e-06; false;0.0; 0.000286561; 0.000432143; 0.000523063; 0.000171981; false;0.0; 0.000303352; 2.2311e-05; 0.000513624; 0.000372177; false;TO; 0.00026512;0.95; 0.0063; 0.0000; 0.0001; 0.0000;0.96; 0.0064; 0.0003; 0.0001; 0.0000;0.94; 0.0064; 0.0008; 0.0002; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-2.mata;ERR;0.0; 0.000234647; 3.7745e-05; 5.1721e-05; 2.739e-06; false;0.0; 0.000217109; 0.000328926; 0.000336806; 8.9102e-05; false;0.0; 0.000213564; 1.9353e-05; 0.000627615; 0.000540563; false;TO; 0.000226907;0.7; 0.0046; 0.0000; 0.0001; 0.0000;0.69; 0.0045; 0.0001; 0.0000; 0.0000;0.7; 0.0046; 0.0004; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-20.mata;ERR;0.0; 0.00027645; 4.3568e-05; 7.8204e-05; 2.066e-06; false;0.0; 0.000307795; 0.000405909; 0.000503968; 0.000142889; false;0.0; 0.00027907; 2.1189e-05; 0.000503686; 0.000373323; false;TO; 0.000428445;0.68; 0.0047; 0.0000; 0.0001; 0.0000;0.71; 0.0047; 0.0002; 0.0000; 0.0000;0.68; 0.0046; 0.0005; 0.0001; 0.0000
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance06529-21.mata;ERR;0.0; 0.000122861; 2.865e-05; 2.9418e-05; 2.69e-06; false;0.0; 0.000105025; 0.000155903; 0.000127222; 2.4612e-05; false;0.01; 0.000104244; 1.2877e-05; 0.000633721; 0.000536462; false;TO; 0.000104565;0.69; 0.0044; 0.0000; 0.0001; 0.0000;0.69; 0.0044; 0.0001; 0.0000; 0.0000;0.7; 0.0048; 0.0003; 0.0001; 0.0000
