name;automata-runtime;mata-runtime;mata-mataparsing;mata-construction;mata-compl;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;mona-runtime;mona-mataparsing;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-emptiness;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-complement;pyfado-emptiness;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-complement;pyautomata-lib-emptiness
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1723.0.mata;ERR;0.16; 0.106421; 0.0133849; 0.0197559; 4.866e-06; false;0.42; 0.108277; 0.190688; 0.0953255; 0.00205911; false;ERR;TO; 0.104842;1.04; 0.1108; 0.0000; 0.0140; 0.0000;1.69; 0.1092; 0.5917; 0.0037; 0.0610;1.21; 0.1097; 0.1381; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1726.0.mata;ERR;0.25; 0.17124; 0.0203638; 0.0321896; 5.588e-06; false;0.66; 0.170366; 0.296322; 0.146628; 0.00309318; false;ERR;TO; 0.177738;1.09; 0.1108; 0.0000; 0.0133; 0.0000;1.62; 0.1098; 0.5806; 0.0020; 0.0317;0.97; 0.0623; 0.0716; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1728.0.mata;ERR;0.25; 0.173563; 0.0206839; 0.0321902; 5.838e-06; false;0.66; 0.171946; 0.293013; 0.148102; 0.0033365; false;ERR;TO; 0.179205;1.06; 0.1085; 0.0000; 0.0128; 0.0000;1.69; 0.1119; 0.6016; 0.0038; 0.0610;1.23; 0.1104; 0.1375; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1729.0.mata;ERR;0.25; 0.173456; 0.0204621; 0.0325179; 5.105e-06; false;0.65; 0.172407; 0.290937; 0.143501; 0.00302075; false;ERR;TO; 0.172659;0.76; 0.0612; 0.0000; 0.0070; 0.0000;1.08; 0.0613; 0.3100; 0.0019; 0.0309;1.18; 0.1092; 0.1375; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_173.0.mata;ERR;0.08; 0.0569132; 0.0057448; 0.0123588; 3.257e-06; false;0.2; 0.0556; 0.0874995; 0.0501163; 0.00261112; false;ERR;TO; 0.0562345;1.0; 0.0398; 0.0000; 0.0056; 0.0000;1.15; 0.0388; 0.1290; 0.0015; 0.0096;1.04; 0.0389; 0.0518; 0.0008; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1732.0.mata;ERR;0.25; 0.171817; 0.0202719; 0.0319588; 5.324e-06; false;0.64; 0.168799; 0.290217; 0.141223; 0.00298653; false;ERR;TO; 0.171357;0.75; 0.0608; 0.0000; 0.0078; 0.0000;1.06; 0.0615; 0.3090; 0.0019; 0.0308;0.82; 0.0613; 0.0708; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1736.0.mata;ERR;0.15; 0.105448; 0.0129259; 0.0193222; 4.038e-06; false;0.41; 0.105449; 0.185375; 0.0927653; 0.00201637; false;ERR;TO; 0.104659;1.03; 0.1093; 0.0000; 0.0128; 0.0000;1.68; 0.1097; 0.5882; 0.0039; 0.0607;1.15; 0.1099; 0.1375; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1737.0.mata;ERR;0.26; 0.178401; 0.0215053; 0.0340783; 4.199e-06; false;0.68; 0.178932; 0.307191; 0.150646; 0.00320672; false;ERR;TO; 0.177338;1.06; 0.1122; 0.0000; 0.0140; 0.0000;1.71; 0.1111; 0.6032; 0.0039; 0.0639;1.23; 0.1120; 0.1405; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1738.0.mata;ERR;0.25; 0.177219; 0.0209806; 0.033837; 5.59e-06; false;0.68; 0.177392; 0.304932; 0.14948; 0.00315672; false;ERR;TO; 0.186931;0.75; 0.0624; 0.0000; 0.0078; 0.0000;1.07; 0.0609; 0.3143; 0.0019; 0.0314;1.2; 0.1129; 0.1411; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1739.0.mata;ERR;0.26; 0.176215; 0.0207971; 0.0329367; 5.573e-06; false;0.65; 0.174442; 0.292856; 0.144967; 0.00309902; false;ERR;TO; 0.176121;1.07; 0.1132; 0.0000; 0.0141; 0.0000;1.69; 0.1098; 0.5965; 0.0039; 0.0623;1.17; 0.1094; 0.1376; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1741.0.mata;ERR;0.25; 0.171285; 0.020947; 0.0330835; 4.45e-06; false;0.67; 0.175256; 0.29949; 0.146292; 0.00309955; false;ERR;TO; 0.173465;1.07; 0.1108; 0.0000; 0.0138; 0.0000;1.68; 0.1085; 0.6016; 0.0039; 0.0622;1.16; 0.1089; 0.1380; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1748.0.mata;ERR;0.19; 0.133104; 0.0130712; 0.0298704; 4.015e-06; false;0.48; 0.13309; 0.215078; 0.109716; 0.00312707; false;ERR;TO; 0.131035;1.05; 0.0857; 0.0000; 0.0126; 0.0000;1.55; 0.0845; 0.4788; 0.0034; 0.0514;1.13; 0.0853; 0.1218; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1749.0.mata;ERR;0.25; 0.178908; 0.021084; 0.0330864; 4.732e-06; false;0.67; 0.174563; 0.29942; 0.146691; 0.00311653; false;ERR;TO; 0.176347;1.04; 0.1136; 0.0000; 0.0141; 0.0000;1.74; 0.1135; 0.6031; 0.0038; 0.0622;1.2; 0.1102; 0.1380; 0.0012; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_175.0.mata;ERR;0.08; 0.056727; 0.00575777; 0.012373; 3.243e-06; false;0.21; 0.0556976; 0.0877735; 0.0505015; 0.00261374; false;ERR;TO; 0.0581576;0.97; 0.0389; 0.0000; 0.0054; 0.0000;1.14; 0.0399; 0.1317; 0.0015; 0.0098;1.03; 0.0394; 0.0519; 0.0008; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1752.0.mata;ERR;0.19; 0.129496; 0.0125308; 0.0289607; 4.638e-06; false;0.48; 0.128958; 0.211744; 0.10907; 0.00314746; false;ERR;TO; 0.0831626;1.03; 0.0852; 0.0000; 0.0127; 0.0000;1.51; 0.0829; 0.4772; 0.0035; 0.0522;1.15; 0.0828; 0.1190; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1755.0.mata;ERR;0.18; 0.130717; 0.0125156; 0.0289515; 4.68e-06; false;0.47; 0.129247; 0.213921; 0.109711; 0.00319234; false;ERR;TO; 0.133192;0.76; 0.0464; 0.0000; 0.0063; 0.0000;1.01; 0.0482; 0.2593; 0.0018; 0.0267;0.79; 0.0466; 0.0594; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1758.0.mata;ERR;0.12; 0.0794922; 0.00807936; 0.0173716; 3.371e-06; false;0.48; 0.129452; 0.214248; 0.108876; 0.00314308; false;ERR;TO; 0.133542;1.05; 0.0862; 0.0000; 0.0127; 0.0000;1.6; 0.0866; 0.4987; 0.0036; 0.0536;1.14; 0.0854; 0.1212; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1761.0.mata;ERR;0.19; 0.130864; 0.0125066; 0.0289235; 5.639e-06; false;0.48; 0.128294; 0.211644; 0.107069; 0.00312573; false;ERR;TO; 0.130196;0.72; 0.0476; 0.0000; 0.0065; 0.0000;1.05; 0.0489; 0.2627; 0.0018; 0.0272;0.79; 0.0483; 0.0618; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1764.0.mata;ERR;0.15; 0.112856; 0.00801821; 0.017382; 3.545e-06; false;0.3; 0.0801677; 0.134273; 0.0690257; 0.00205683; false;ERR;TO; 0.0801434;1.04; 0.0846; 0.0000; 0.0126; 0.0000;1.25; 0.0811; 0.2560; 0.0018; 0.0268;0.78; 0.0473; 0.0600; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1767.0.mata;ERR;0.19; 0.13153; 0.0125844; 0.0291325; 4.918e-06; false;0.48; 0.130124; 0.210051; 0.110459; 0.00314919; false;ERR;TO; 0.134568;0.81; 0.0478; 0.0000; 0.0070; 0.0000;1.0; 0.0471; 0.2509; 0.0019; 0.0268;0.8; 0.0480; 0.0621; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1770.0.mata;ERR;0.11; 0.0793075; 0.00806307; 0.0174427; 4.539e-06; false;0.3; 0.0804767; 0.134474; 0.0691305; 0.00206526; false;ERR;TO; 0.130409;1.01; 0.0830; 0.0000; 0.0124; 0.0000;1.52; 0.0817; 0.4727; 0.0034; 0.0508;1.12; 0.0833; 0.1177; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1777.0.mata;ERR;0.2; 0.150944; 0.0115826; 0.0219188; 5.928e-06; false;0.59; 0.186981; 0.216613; 0.15411; 0.0030116; false;ERR;TO; 0.189906;1.04; 0.1186; 0.0000; 0.0153; 0.0000;1.87; 0.1215; 0.7454; 0.0044; 0.0798;1.24; 0.1245; 0.1619; 0.0012; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1778.0.mata;ERR;0.26; 0.179604; 0.0210338; 0.0331039; 5.705e-06; false;0.67; 0.174654; 0.298732; 0.14654; 0.00307863; false;ERR;TO; 0.17402;1.05; 0.1102; 0.0000; 0.0136; 0.0000;1.71; 0.1152; 0.6066; 0.0039; 0.0623;1.17; 0.1149; 0.1401; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;ERR;0.28; 0.195559; 0.0183008; 0.0376741; 4.525e-06; false;0.71; 0.191429; 0.326618; 0.152616; 0.00306983; false;ERR;TO; 0.191951;0.79; 0.0667; 0.0000; 0.0088; 0.0000;1.9; 0.1256; 0.7610; 0.0044; 0.0800;1.2; 0.1189; 0.1561; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;ERR;0.19; 0.128846; 0.0128587; 0.0297133; 4.222e-06; false;0.49; 0.132923; 0.21594; 0.110592; 0.0031321; false;ERR;TO; 0.133903;1.04; 0.0855; 0.0000; 0.0120; 0.0000;1.57; 0.0857; 0.4866; 0.0035; 0.0523;1.16; 0.0887; 0.1239; 0.0012; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;ERR;0.21; 0.158835; 0.0117015; 0.0231289; 4.86e-06; false;0.72; 0.192668; 0.333104; 0.155766; 0.00315137; false;ERR;TO; 0.191987;1.09; 0.1224; 0.0000; 0.0156; 0.0000;1.83; 0.1222; 0.7453; 0.0044; 0.0798;0.92; 0.0701; 0.0835; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;ERR;0.17; 0.116365; 0.011408; 0.0225444; 4.992e-06; false;0.71; 0.18744; 0.332591; 0.155629; 0.00305933; false;ERR;TO; 0.190358;0.77; 0.0678; 0.0000; 0.0089; 0.0000;1.17; 0.0664; 0.3845; 0.0022; 0.0398;1.19; 0.1190; 0.1562; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;ERR;0.27; 0.187881; 0.0175907; 0.0364978; 5.404e-06; false;0.71; 0.188036; 0.325689; 0.15486; 0.0031719; false;ERR;TO; 0.191003;0.72; 0.0674; 0.0000; 0.0089; 0.0000;1.51; 0.0691; 0.6596; 0.0043; 0.0784;1.21; 0.1225; 0.1596; 0.0012; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;ERR;0.08; 0.0583837; 0.00592124; 0.0129641; 3.588e-06; false;0.21; 0.057493; 0.090525; 0.0518951; 0.00265576; false;ERR;TO; 0.0580994;1.04; 0.0398; 0.0000; 0.0058; 0.0000;1.09; 0.0388; 0.1287; 0.0015; 0.0096;1.03; 0.0390; 0.0520; 0.0008; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;ERR;0.27; 0.189857; 0.017633; 0.0364781; 4.314e-06; false;0.71; 0.186389; 0.327863; 0.152119; 0.00304191; false;ERR;TO; 0.189758;0.76; 0.0682; 0.0000; 0.0089; 0.0000;1.19; 0.0678; 0.4003; 0.0022; 0.0413;1.25; 0.1277; 0.1596; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;ERR;0.28; 0.192503; 0.0181511; 0.0374288; 4.275e-06; false;0.71; 0.192424; 0.327195; 0.152264; 0.00307333; false;ERR;TO; 0.188338;1.05; 0.1198; 0.0000; 0.0153; 0.0000;1.82; 0.1196; 0.7248; 0.0043; 0.0777;1.19; 0.1191; 0.1550; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;ERR;0.27; 0.186631; 0.0176112; 0.0362329; 5.792e-06; false;0.72; 0.185706; 0.336377; 0.158772; 0.00318126; false;ERR;TO; 0.197753;1.06; 0.1225; 0.0000; 0.0151; 0.0000;1.88; 0.1225; 0.7418; 0.0043; 0.0782;1.22; 0.1233; 0.1591; 0.0012; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;ERR;0.27; 0.190408; 0.0177289; 0.0367284; 5.435e-06; false;0.61; 0.187544; 0.279324; 0.099191; 0.00202772; false;ERR;TO; 0.194796;0.78; 0.0694; 0.0000; 0.0088; 0.0000;1.19; 0.0685; 0.3990; 0.0023; 0.0413;0.83; 0.0686; 0.0815; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;ERR;0.12; 0.0836744; 0.00838608; 0.0183877; 4.579e-06; false;0.32; 0.0843054; 0.141686; 0.0730037; 0.00216283; false;ERR;TO; 0.0844022;1.05; 0.0854; 0.0000; 0.0127; 0.0000;1.56; 0.0838; 0.4764; 0.0035; 0.0515;1.13; 0.0853; 0.1180; 0.0011; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;ERR;0.08; 0.0515307; 0.00575505; 0.0119852; 3.412e-06; false;0.2; 0.051865; 0.0862052; 0.0503195; 0.00265632; false;ERR;TO; 0.0532912;0.97; 0.0387; 0.0000; 0.0054; 0.0000;1.1; 0.0388; 0.1239; 0.0015; 0.0090;1.05; 0.0387; 0.0527; 0.0008; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;ERR;0.19; 0.134516; 0.0143971; 0.0262862; 5.9e-06; false;0.5; 0.130707; 0.212941; 0.119226; 0.00385055; false;ERR;TO; 0.131602;1.04; 0.0823; 0.0000; 0.0109; 0.0000;1.47; 0.0843; 0.3932; 0.0030; 0.0384;1.13; 0.0822; 0.1079; 0.0014; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;ERR;0.19; 0.132807; 0.0146858; 0.0255178; 4.278e-06; false;0.5; 0.12998; 0.213585; 0.120086; 0.00384766; false;ERR;TO; 0.133346;1.05; 0.0868; 0.0000; 0.0114; 0.0000;1.45; 0.0856; 0.3879; 0.0030; 0.0378;1.13; 0.0844; 0.1094; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;ERR;0.19; 0.136428; 0.0145558; 0.0255631; 4.887e-06; false;0.49; 0.131054; 0.212144; 0.119258; 0.00386156; false;ERR;TO; 0.135373;0.73; 0.0452; 0.0000; 0.0063; 0.0000;1.47; 0.0845; 0.3949; 0.0030; 0.0384;1.13; 0.0826; 0.1093; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;ERR;0.19; 0.133554; 0.014285; 0.0250738; 6.023e-06; false;0.5; 0.130515; 0.214605; 0.118407; 0.00381114; false;ERR;TO; 0.132013;1.04; 0.0844; 0.0000; 0.0111; 0.0000;1.23; 0.0839; 0.2140; 0.0015; 0.0192;0.78; 0.0480; 0.0562; 0.0007; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;ERR;0.19; 0.129337; 0.0145444; 0.0256015; 4.425e-06; false;0.49; 0.131449; 0.213621; 0.119702; 0.00385116; false;ERR;TO; 0.13406;0.73; 0.0482; 0.0000; 0.0062; 0.0000;0.95; 0.0482; 0.2071; 0.0015; 0.0203;1.09; 0.0819; 0.1072; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;ERR;0.19; 0.133612; 0.0145085; 0.0254492; 4.585e-06; false;0.5; 0.131; 0.213098; 0.120731; 0.00383547; false;ERR;TO; 0.130746;1.0; 0.0837; 0.0000; 0.0111; 0.0000;1.45; 0.0817; 0.3858; 0.0030; 0.0376;1.13; 0.0841; 0.1101; 0.0014; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;ERR;0.18; 0.12998; 0.014238; 0.0250115; 4.241e-06; false;0.48; 0.128307; 0.208822; 0.117552; 0.00372352; false;ERR;TO; 0.133381;1.06; 0.0848; 0.0000; 0.0111; 0.0000;1.42; 0.0820; 0.3885; 0.0030; 0.0384;1.11; 0.0817; 0.1068; 0.0013; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;ERR;0.14; 0.0915785; 0.0094961; 0.022044; 4.043e-06; false;0.34; 0.0897337; 0.154971; 0.0715227; 0.00229564; false;ERR;TO; 0.0953057;1.02; 0.0616; 0.0000; 0.0090; 0.0000;1.29; 0.0609; 0.2846; 0.0027; 0.0288;1.07; 0.0618; 0.0859; 0.0007; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;ERR;0.09; 0.0611938; 0.00705239; 0.0154442; 1.0869e-05; false;0.23; 0.0603214; 0.0972865; 0.0581052; 0.0030003; false;ERR;TO; 0.060714;0.71; 0.0252; 0.0000; 0.0038; 0.0000;0.84; 0.0249; 0.0858; 0.0010; 0.0077;0.77; 0.0255; 0.0337; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_378.0.mata;ERR;0.05; 0.0387821; 0.00454579; 0.00963189; 2.918e-06; false;0.15; 0.0390758; 0.064644; 0.0393929; 0.00212661; false;ERR;TO; 0.0390433;1.02; 0.0424; 0.0000; 0.0067; 0.0000;1.15; 0.0415; 0.1575; 0.0018; 0.0141;1.05; 0.0427; 0.0627; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_379.0.mata;ERR;0.09; 0.0614879; 0.00698436; 0.0156191; 3.837e-06; false;0.23; 0.0600969; 0.0966545; 0.0585659; 0.0030589; false;ERR;TO; 0.0611035;0.71; 0.0244; 0.0000; 0.0037; 0.0000;0.97; 0.0429; 0.1691; 0.0019; 0.0145;1.02; 0.0418; 0.0619; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_447.0.mata;ERR;0.04; 0.0332604; 0.00237459; 0.00594003; 3.082e-06; false;0.15; 0.0328942; 0.0511987; 0.0635769; 0.0016186; false;ERR;TO; 0.0329622;1.0; 0.0275; 0.0000; 0.0031; 0.0000;1.07; 0.0261; 0.0785; 0.0010; 0.0064;1.0; 0.0269; 0.0311; 0.0003; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_470.0.mata;ERR;0.12; 0.0858347; 0.00909781; 0.0180474; 4.449e-06; false;0.42; 0.0846068; 0.14238; 0.177299; 0.00451077; false;ERR;TO; 0.0830822;1.04; 0.0577; 0.0000; 0.0079; 0.0000;1.22; 0.0564; 0.2176; 0.0021; 0.0190;1.09; 0.0579; 0.0750; 0.0007; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_473.0.mata;ERR;0.12; 0.0849702; 0.00918017; 0.0182081; 4.041e-06; false;0.43; 0.0843054; 0.14315; 0.177139; 0.00467339; false;ERR;TO; 0.0855633;0.75; 0.0333; 0.0000; 0.0045; 0.0000;1.23; 0.0582; 0.2220; 0.0021; 0.0195;1.09; 0.0585; 0.0767; 0.0008; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_497.0.mata;ERR;0.12; 0.0842482; 0.00851451; 0.0186073; 4.125e-06; false;0.32; 0.0833398; 0.139606; 0.0711116; 0.00292453; false;ERR;TO; 0.0815058;0.95; 0.0322; 0.0000; 0.0045; 0.0000;0.84; 0.0311; 0.1038; 0.0011; 0.0094;1.07; 0.0531; 0.0727; 0.0008; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_507.0.mata;ERR;0.17; 0.121543; 0.0107953; 0.0216664; 4.175e-06; false;0.43; 0.120649; 0.193568; 0.0890903; 0.00277844; false;ERR;TO; 0.120963;1.05; 0.0820; 0.0000; 0.0100; 0.0000;1.34; 0.0789; 0.3010; 0.0026; 0.0270;1.1; 0.0794; 0.0944; 0.0009; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_527.0.mata;ERR;0.04; 0.0310664; 0.0031353; 0.00916149; 3.625e-06; false;0.11; 0.0299591; 0.0457088; 0.0345846; 0.00278482; false;ERR;TO; 0.0303491;0.71; 0.0146; 0.0000; 0.0021; 0.0000;0.74; 0.0145; 0.0380; 0.0006; 0.0026;0.72; 0.0143; 0.0186; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_537.0.mata;ERR;0.03; 0.0229125; 0.00240546; 0.00672622; 2.757e-06; false;0.14; 0.0366574; 0.0589566; 0.0383691; 0.00265236; false;ERR;TO; 0.0372429;0.7; 0.0170; 0.0000; 0.0027; 0.0000;0.76; 0.0170; 0.0511; 0.0007; 0.0038;0.71; 0.0172; 0.0228; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_573.0.mata;ERR;0.05; 0.0335851; 0.00375696; 0.0105543; 3.33e-06; false;0.15; 0.0326309; 0.0513375; 0.0533061; 0.00406672; false;ERR;TO; 0.0329122;0.71; 0.0161; 0.0000; 0.0025; 0.0000;0.76; 0.0158; 0.0465; 0.0007; 0.0034;0.73; 0.0157; 0.0206; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_574.0.mata;ERR;0.07; 0.0418782; 0.00463094; 0.0135423; 3.534e-06; false;0.19; 0.0415222; 0.0704927; 0.0628686; 0.00419062; false;ERR;TO; 0.0429761;0.98; 0.0315; 0.0000; 0.0058; 0.0000;1.11; 0.0318; 0.1333; 0.0016; 0.0105;0.99; 0.0317; 0.0528; 0.0009; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_575.0.mata;ERR;0.05; 0.0373897; 0.00394264; 0.0112542; 3.752e-06; false;0.14; 0.0365825; 0.0592387; 0.038063; 0.00263516; false;ERR;TO; 0.0473344;0.73; 0.0172; 0.0000; 0.0027; 0.0000;1.08; 0.0284; 0.1061; 0.0014; 0.0076;1.01; 0.0288; 0.0454; 0.0010; 0.0001
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_627.0.mata;ERR;0.09; 0.061174; 0.00699208; 0.0145081; 3.478e-06; false;0.23; 0.0611654; 0.0968891; 0.0568697; 0.00304619; false;ERR;TO; 0.0611659;0.7; 0.0240; 0.0000; 0.0035; 0.0000;0.78; 0.0241; 0.0715; 0.0009; 0.0058;0.71; 0.0240; 0.0292; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_637.0.mata;ERR;0.08; 0.0541215; 0.00530814; 0.0112731; 3.634e-06; false;0.33; 0.0869686; 0.149123; 0.0760833; 0.002902; false;ERR;TO; 0.0918849;0.71; 0.0342; 0.0000; 0.0046; 0.0000;0.83; 0.0339; 0.1151; 0.0012; 0.0120;0.76; 0.0357; 0.0422; 0.0005; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_670.0.mata;ERR;0.07; 0.0471691; 0.00355124; 0.0100553; 3.694e-06; false;0.26; 0.047822; 0.0797325; 0.119553; 0.00273742; false;ERR;TO; 0.0475501;1.0; 0.0356; 0.0000; 0.0052; 0.0000;1.18; 0.0359; 0.1692; 0.0016; 0.0174;1.03; 0.0362; 0.0506; 0.0006; 0.0000
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_7.0.mata;ERR;0.03; 0.0224282; 0.0019101; 0.0050717; 3.166e-06; false;0.08; 0.0218693; 0.0353351; 0.0207141; 0.00117553; false;ERR;TO; 0.0222554;0.71; 0.0125; 0.0000; 0.0015; 0.0000;0.73; 0.0116; 0.0291; 0.0004; 0.0022;0.71; 0.0123; 0.0126; 0.0002; 0.0000
