name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-inclusion_check;mata-old-inclusion_check_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.37; 0.268018; 0.126735;5.5261e-05;9.174e-06; 7.427e-06; true;0.46; 0.367771; 0.116681;5.0602999999999996e-05;1.1915e-05; 6.604e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.06; 0.0452381; 0.0208352;0.000298125;7.7767e-05; 5.125e-06; true;0.07; 0.0566687; 0.0195736;0.00030083;7.392100000000001e-05; 4.212e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.05; 0.0426676; 0.0173116;6.4001e-05;1.6688e-05; 5.386e-06; true;0.08; 0.0786908; 0.0187888;5.6474e-05;1.5646000000000002e-05; 5.33e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.11; 0.0941175; 0.0316111;1.3529e-05;4.22e-06; 7.839e-06; true;0.14; 0.121102; 0.0316362;1.2916999999999998e-05;3.165e-06; 7.505e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.08; 0.0610404; 0.0344133;7.039e-06;1.0998e-05; 6.619e-06; true;0.12; 0.0778732; 0.0378648;8.273e-06;4.129999999999999e-06; 6.365e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.05; 0.0475703; 0.0222947;8.935e-05;2.5177e-05; 6.953e-06; true;0.09; 0.0658307; 0.0353659;0.000168949;3.4093e-05; 5.774e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.01; 0.014159; 0.00849876;5.381e-06;3.5739e-05; 6.47e-06; true;0.02; 0.0174871; 0.00864301;4.233e-06;2.5560000000000006e-06; 4.991e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.04; 0.0342602; 0.0166528;6.909e-06;4.994e-06; 5.668e-06; true;0.03; 0.0263083; 0.0110557;4.539e-06;2.4989999999999997e-06; 4.581e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.01; 0.0116494; 0.00723478;6.0037e-05;1.76e-05; 5.968e-06; true;0.03; 0.0252383; 0.0117381;0.000124261;2.6903e-05; 5.058e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.01; 0.0122677; 0.00780162;4.652e-06;2.58e-06; 4.868e-06; true;0.02; 0.0238473; 0.00791139;4.3679999999999995e-06;3.521e-06; 5.171e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.02; 0.0180634; 0.0121964;4.686e-06;4.2999999999999995e-06; 5.583e-06; true;0.02; 0.0236262; 0.0118143;3.982e-06;2.582e-06; 4.258e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.03; 0.0208468; 0.0159123;7.151e-06;3.817e-06; 5.419e-06; true;0.04; 0.0337434; 0.0152583;7.5670000000000006e-06;4.456e-06; 5.776e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.06; 0.0554756; 0.0184965;4.708e-06;4.089e-06; 8.082e-06; true;0.06; 0.0590569; 0.0182054;3.464e-06;2.0629999999999996e-06; 3.333e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.04; 0.0412928; 0.0109459;5.712e-06;3.4200000000000003e-06; 7.695e-06; true;0.04; 0.0340803; 0.0103314;4.73e-06;3.517e-06; 5.799e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.02; 0.0216383; 0.0111182;7.624e-06;4.498e-06; 6.82e-06; true;0.03; 0.030391; 0.0091732;5.209e-06;2.811e-06; 4.498e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.02; 0.0191966; 0.0107607;1.4008e-05;5.3549999999999996e-06; 5.082e-06; true;0.03; 0.0240353; 0.0110709;1.3373e-05;5.3989999999999995e-06; 5.716e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut37.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata;0.02; 0.0185049; 0.00892099;0.000210445;5.2929e-05; 4.951e-06; true;0.02; 0.0241753; 0.00912785;0.000199082;5.206299999999999e-05; 3.77e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.03; 0.0231786; 0.010677;9.4489e-05;2.6936e-05; 5.11e-06; true;0.03; 0.0324003; 0.0106942;9.192e-05;2.5776e-05; 4.61e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.06; 0.0475804; 0.021831;0.001379335;0.00045189000000000004; 0.000233684; false;0.08; 0.065291; 0.0196284;0.001325814;0.000449307; 0.000201815; false
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata;0.03; 0.0215658; 0.00964836;0.001556715;0.000496974; 0.00027789; false;0.03; 0.0285429; 0.00877874;0.001522407;0.000448569; 0.00026279; false
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.06; 0.054342; 0.016192;0.00024191299999999999;6.573999999999999e-05; 6.25e-06; true;0.06; 0.0632553; 0.0138537;0.00025974200000000003;5.4184e-05; 4.34e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.05; 0.048997; 0.0169154;0.00012199300000000001;4.1795e-05; 2.3962e-05; true;0.08; 0.0769315; 0.0185107;0.000125233;4.3033e-05; 4.871e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.03; 0.0294645; 0.0117669;0.000138549;4.2169e-05; 7.501e-06; true;0.02; 0.0210002; 0.00723808;0.00010613999999999998;2.5203e-05; 5.868e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.05; 0.0427683; 0.0174062;0.000138282;5.2704e-05; 5.584e-06; true;0.06; 0.0555191; 0.0169558;0.00014661699999999998;3.2437e-05; 4.305e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.24; 0.213371; 0.0484225;0.002498132;0.000872764; 0.00139433; true;0.29; 0.267224; 0.0525517;0.002512176;0.000841997; 0.00137429; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.05; 0.0459977; 0.0167857;0.000109511;2.7217e-05; 6.445e-06; true;0.07; 0.0601666; 0.0161986;8.729600000000001e-05;2.4775e-05; 4.958e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.02; 0.0205152; 0.00853951;0.000102955;3.636e-05; 5.882e-06; true;0.03; 0.0273981; 0.00862778;0.000124465;3.7298999999999996e-05; 6.2e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.0185888; 0.0111819;0.00013388499999999998;4.1107e-05; 0.000137197; true;0.05; 0.0422368; 0.0130966;0.000136513;4.1247999999999995e-05; 0.000107732; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.41; 0.295064; 0.140769;5.9099e-05;1.5855000000000003e-05; 5.033e-06; true;0.44; 0.340968; 0.118677;5.994e-05;1.6091e-05; 5.535e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.06; 0.0602209; 0.0164409;0.000178151;6.245400000000001e-05; 2.8184e-05; false;0.06; 0.058039; 0.015083;0.000146857;4.1335e-05; 3.1172e-05; false
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.05; 0.0423379; 0.0247475;0.000127671;5.0283e-05; 7.222e-06; true;0.08; 0.0530645; 0.0260328;0.000127999;3.7323e-05; 5.531e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.0249654; 0.010215;6.4610000000000005e-06;3.5110000000000004e-06; 5.065e-06; true;0.02; 0.0200302; 0.00811269;8.439e-06;3.664e-06; 7.673e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.02; 0.0179913; 0.00998664;1.3925e-05;5.472e-06; 6.644e-06; true;0.03; 0.0227586; 0.0108398;1.2715000000000001e-05;1.4515e-05; 5.413e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata;0.03; 0.0255314; 0.0147702;1.2763e-05;5.335e-06; 4.712e-06; true;0.02; 0.018187; 0.00933869;1.1971000000000001e-05;4.737e-06; 5.316e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.02; 0.0217758; 0.0127403;1.4026000000000001e-05;5.209e-06; 6.812e-06; true;0.03; 0.0269626; 0.0116865;1.3607999999999999e-05;5.24e-06; 5.095e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata;0.01; 0.00664763; 0.00756992;1.3766999999999999e-05;5.327e-06; 6.111e-06; true;0.01; 0.00823998; 0.00729233;1.3748000000000001e-05;6.245e-06; 6.659e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut35.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.03; 0.0228709; 0.0168936;3.0203000000000002e-05;8.538e-06; 6.427e-06; true;0.02; 0.0236143; 0.00965665;1.2652000000000002e-05;8.457e-06; 5.915e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.03; 0.0307519; 0.00987244;7.775000000000001e-06;3.4380000000000004e-06; 5.259e-06; true;0.03; 0.0238722; 0.0095449;8.626e-06;1.3153e-05; 5.582e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.0327208; 0.0104263;7.935e-06;5.145e-06; 5.155e-06; true;0.03; 0.0268233; 0.0100878;7.4480000000000005e-06;3.2080000000000005e-06; 4.97e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.03; 0.0293048; 0.0131062;6.553000000000001e-06;2.5109999999999998e-06; 3.974e-06; true;0.04; 0.035494; 0.0149728;8.037e-06;1.4486e-05; 4.815e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.02; 0.0175305; 0.0105088;9.677e-06;4.421e-06; 6.559e-06; true;0.03; 0.0219127; 0.0141669;1.067e-05;3.8009999999999997e-06; 5.912e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.04; 0.0340825; 0.0153418;8.994e-06;4.176e-06; 6.4e-06; true;0.04; 0.0363094; 0.0151837;7.526e-06;2.767e-06; 4.376e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.03; 0.0219245; 0.0121552;9.351e-06;3.3499999999999997e-06; 7.548e-06; true;0.04; 0.0294312; 0.0168969;1.0948e-05;1.4204e-05; 5.52e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.12; 0.0772168; 0.0555609;9.72e-06;3.822e-06; 8.326e-06; true;0.15; 0.116003; 0.0418504;8.487e-06;3.456e-06; 6.058e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.03; 0.0260643; 0.0176316;7.286e-06;2.932e-06; 5.195e-06; true;0.05; 0.0410739; 0.0160018;8.011e-06;4.198e-06; 6.921e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.03; 0.0288153; 0.0145594;7.844e-06;3.3519999999999994e-06; 7.088e-06; true;0.06; 0.0558613; 0.0160447;8.132e-06;3.064e-06; 4.96e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut36.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.06; 0.050567; 0.02031;2.5414e-05;1.8861e-05; 5.999e-06; true;0.07; 0.0666935; 0.0168591;1.4718e-05;5.699e-06; 5.489e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.06; 0.0500269; 0.017683;6.759000000000001e-06;3.2149999999999997e-06; 4.685e-06; true;0.09; 0.0898581; 0.0177165;6.198e-06;2.826e-06; 5.594e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.07; 0.065028; 0.0193521;1.3005e-05;4.906e-06; 7.537e-06; true;0.07; 0.0626367; 0.0181685;7.955000000000001e-06;3.4899999999999996e-06; 4.356e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.03; 0.0243191; 0.0110868;8.484e-06;3.413e-06; 4.943e-06; true;0.05; 0.0474713; 0.0120254;7.095000000000001e-06;2.924e-06; 4.149e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.03; 0.0253635; 0.010931;1.1422999999999999e-05;1.492e-05; 4.646e-06; true;0.04; 0.0509039; 0.010564;1.2475e-05;5.0219999999999995e-06; 5.131e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.08; 0.0650868; 0.0283801;3.7374e-05;8.144e-06; 5.637e-06; true;0.1; 0.0832363; 0.024983;3.3081e-05;7.389e-06; 4.455e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut65.mata;0.02; 0.0189935; 0.00883544;8.6978e-05;2.7649999999999998e-05; 4.453e-06; true;0.03; 0.0259071; 0.00880212;9.0685e-05;2.6793999999999998e-05; 4.714e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata;0.01; 0.012182; 0.00735576;0.00013062299999999999;3.4448e-05; 5.669e-06; true;0.02; 0.0182589; 0.0083469;0.0001309;3.4244e-05; 7.204e-06; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata;0.02; 0.0183542; 0.00829813;1.1615000000000001e-05;4.772e-06; 5.179e-06; true;0.04; 0.0368312; 0.0118871;1.6124e-05;1.6191e-05; 5.525e-06; true
