name;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00279-1.mata;0.0; 9.4195e-05; 3.7299e-05; 3.877e-06; 8.71e-07; false;0.0; 0.000205076; 3.8781e-05; 2.869e-06; 5.01e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-1.mata;0.0; 0.000811536; 4.6445e-05; 2.458e-06; 6.27e-07; false;0.0; 8.2015e-05; 1.4596e-05; 2.304e-06; 5.93e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-2.mata;0.0; 6.9855e-05; 2.8264e-05; 2.724e-06; 6.74e-07; false;0.0; 0.00021822; 1.1047e-05; 2.008e-06; 4.87e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance01829-1.mata;0.0; 0.000150136; 1.203e-05; 1.689e-06; 4.63e-07; false;0.0; 7.6991e-05; 1.4668e-05; 2.29e-06; 5.17e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02090-1.mata;0.0; 0.000210106; 1.8258e-05; 2.598e-06; 6.49e-07; false;0.0; 9.6532e-05; 1.0457e-05; 1.881e-06; 3.91e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-1.mata;0.0; 7.1889e-05; 1.9354e-05; 3.037e-06; 5.46e-07; false;0.0; 0.000167052; 1.001e-05; 1.661e-06; 3.87e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-10.mata;0.0; 0.000159402; 1.4107e-05; 2.338e-06; 5.18e-07; false;0.0; 4.3079e-05; 1.5001e-05; 2.243e-06; 5.16e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-2.mata;0.0; 0.00016221; 2.6518e-05; 2.052e-06; 4.69e-07; false;0.0; 4.2263e-05; 9.651e-06; 1.822e-06; 3.51e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-3.mata;0.0; 0.000181264; 1.2713e-05; 2.177e-06; 4.73e-07; false;0.0; 0.000136168; 1.3939e-05; 2.361e-06; 5.59e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-4.mata;0.0; 0.000199467; 1.6161e-05; 1.825e-06; 4.05e-07; false;0.0; 9.9944e-05; 1.5184e-05; 2.39e-06; 6e-07; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-5.mata;0.0; 0.000182336; 1.2764e-05; 1.994e-06; 4.99e-07; false;0.0; 4.1528e-05; 9.317e-06; 1.595e-06; 3.8e-07; false
