name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-inclusion_check;mata-old-inclusion_check_result
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;1.29; 0.401943; 0.160654; 0.751345; true;1.42; 0.475026; 0.15722; 0.774461; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;1.38; 0.418216; 0.156936; 0.837832; true;1.41; 0.451705; 0.139049; 0.831123; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;1.44; 0.445988; 0.171585; 0.839399; true;1.45; 0.457819; 0.153172; 0.865247; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;1.37; 0.399762; 0.159047; 0.840808; true;1.44; 0.475409; 0.139538; 0.839873; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;1.41; 0.438628; 0.165664; 0.836967; true;1.44; 0.447681; 0.152764; 0.852937; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-rhs.mata;0.37; 0.2021; 0.079316; 0.1009; true;0.38; 0.206553; 0.076384; 0.0997734; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-rhs.mata;0.33; 0.186393; 0.0730113; 0.0946223; true;0.37; 0.216275; 0.0667917; 0.0971845; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-3-rhs.mata;0.38; 0.202993; 0.0796288; 0.112688; true;0.4; 0.211154; 0.0849391; 0.112267; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondeti-B-4-rhs.mata;0.41; 0.23276; 0.0802885; 0.11771; true;0.41; 0.232782; 0.0750013; 0.115663; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-0-rhs.mata;0.33; 0.19853; 0.0678041; 0.0881855; true;0.32; 0.189538; 0.0555212; 0.08784; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondet-A-1-rhs.mata;0.32; 0.178737; 0.0656679; 0.0939948; true;0.33; 0.179243; 0.06408; 0.0946573; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-1-rhs.mata;0.37; 0.198978; 0.0797552; 0.106417; true;0.36; 0.201834; 0.0663657; 0.110489; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-2-rhs.mata;0.31; 0.163319; 0.0673156; 0.0908335; true;0.34; 0.179657; 0.0696986; 0.0997595; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-3-rhs.mata;0.35; 0.181132; 0.0750888; 0.109425; true;0.36; 0.189232; 0.0672121; 0.115506; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FlOneOne-Nondeti-B-4-rhs.mata;0.36; 0.197676; 0.0704041; 0.106994; true;0.35; 0.188018; 0.0643944; 0.10671; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-0-rhs.mata;1.71; 0.991259; 0.435143; 0.333505; true;2.83; 2.18773; 0.34174; 0.336016; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-FbOneOne-Nondet-Partial-A-1-rhs.mata;2.48; 1.00899; 0.425029; 1.1087; true;3.58; 2.18236; 0.338968; 1.0941; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-0-rhs.mata;3.61; 0.291127; 0.114082; 3.24576; true;3.68; 0.326953; 0.0942752; 3.29341; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partial-A-2-rhs.mata;4.06; 0.262762; 0.100234; 3.74475; true;4.23; 0.313338; 0.0881568; 3.85813; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-1-rhs.mata;38.23; 0.472204; 0.182246; 37.8292; true;38.47; 0.578034; 0.16664; 37.8945; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T110-rhs.mata;0.01; 0.0355315; 0.00790127; 8.9253e-05; true;0.02; 0.0149982; 0.00744518; 7.2437e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T111-rhs.mata;0.05; 0.0408634; 0.0156106; 0.000168825; true;0.03; 0.0236497; 0.0100341; 0.000161052; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T112-rhs.mata;0.02; 0.0266798; 0.00844839; 7.3828e-05; true;0.03; 0.0277815; 0.0120815; 0.000126655; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T115-rhs.mata;0.04; 0.0399819; 0.0122975; 0.000168573; true;0.02; 0.024781; 0.00997742; 0.000160807; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T117-rhs.mata;0.03; 0.0229732; 0.0111872; 0.00016996; true;0.04; 0.034501; 0.00995629; 0.000161889; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T119-rhs.mata;0.02; 0.0222376; 0.0104384; 0.000163496; true;0.04; 0.035186; 0.0102638; 0.000171915; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T135-rhs.mata;0.01; 0.0140382; 0.00675249; 1.4885e-05; true;0.01; 0.0122165; 0.00685609; 1.3809e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T136-rhs.mata;0.02; 0.021439; 0.0107892; 4.2078e-05; true;0.01; 0.0124413; 0.0067093; 2.813e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T137-rhs.mata;0.01; 0.0123103; 0.00674094; 1.4464e-05; true;0.01; 0.0119449; 0.00687494; 1.3581e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T138-rhs.mata;0.01; 0.012827; 0.00680206; 4.1782e-05; true;0.01; 0.012552; 0.00691758; 5.1453e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T139-rhs.mata;0.01; 0.0123632; 0.00675897; 2.9806e-05; true;0.02; 0.0217766; 0.00677575; 2.9051e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T14-rhs.mata;0.01; 0.0128524; 0.00695297; 4.1733e-05; true;0.01; 0.0127021; 0.00706582; 4.3107e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T15-rhs.mata;0.01; 0.0145848; 0.00751963; 7.3916e-05; true;0.02; 0.0151332; 0.00762104; 7.4402e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T16-rhs.mata;0.01; 0.015859; 0.00688471; 4.2779e-05; true;0.01; 0.0125913; 0.00695916; 4.193e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T18-rhs.mata;0.03; 0.025834; 0.0115665; 7.5082e-05; true;0.02; 0.0151032; 0.00754628; 7.5446e-05; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T21-rhs.mata;0.56; 0.40213; 0.153034; 0.0176182; true;0.6; 0.449473; 0.14116; 0.0158216; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T214-rhs.mata;0.31; 0.245563; 0.0824352; 0.00455908; true;0.33; 0.25667; 0.0823725; 0.00414183; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T216-rhs.mata;0.32; 0.243191; 0.0828534; 0.00362253; true;0.33; 0.251415; 0.0853865; 0.00419432; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T218-rhs.mata;0.3; 0.225876; 0.0875531; 0.00508778; true;0.35; 0.266423; 0.088042; 0.00371537; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T22-rhs.mata;0.57; 0.410777; 0.15368; 0.015773; true;0.62; 0.465809; 0.147435; 0.015781; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T220-rhs.mata;0.31; 0.244869; 0.0852826; 0.00324629; true;0.34; 0.256082; 0.0862804; 0.00374447; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T221-rhs.mata;0.31; 0.230621; 0.0893535; 0.0036674; true;0.36; 0.286441; 0.0892733; 0.00371747; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T222-rhs.mata;0.31; 0.231542; 0.0882064; 0.00404819; true;0.36; 0.283737; 0.0876744; 0.00377147; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T223-rhs.mata;0.33; 0.253999; 0.0920151; 0.00392734; true;0.35; 0.260184; 0.0901547; 0.00368014; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T225-rhs.mata;0.31; 0.236842; 0.0896707; 0.00408659; true;0.36; 0.284277; 0.08855; 0.00330907; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T226-rhs.mata;0.32; 0.234389; 0.0930586; 0.00419115; true;0.34; 0.259431; 0.0870425; 0.00495766; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T227-rhs.mata;0.35; 0.262726; 0.0946883; 0.00359775; true;0.35; 0.266796; 0.0912056; 0.00367376; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T228-rhs.mata;0.33; 0.253881; 0.0928436; 0.00341141; true;0.36; 0.263234; 0.0928147; 0.00365489; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T229-rhs.mata;0.39; 0.308106; 0.102319; 0.00323316; true;0.35; 0.263384; 0.0959106; 0.00413525; true
/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/true-T230-rhs.mata;0.33; 0.253743; 0.090869; 0.0031755; true;0.34; 0.261101; 0.0876262; 0.00346553; true
