name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;mata-runtime;mata-mataparsing;mata-mataminterm;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-compl;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-compl;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;mona-runtime;mona-mataparsing;mona-mataminterm;mona-compl;mona-emptiness_check;mona-emptiness_check_result;mona-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;0.18; 0.0801122000;0.0054373; 0.0436131000; 0.0001666000; False; 0.0509984000; 0.1636679000;0.3; 0.250714; 0.073606; 0.002779; 0.000178; 0.00012; false; 0.335981;0.32; 0.254031; 0.078533; 0.01203; 0.000812; 6.9e-05; 9.9e-05; false; 0.354464;0.17; 0.141975; 0.044561; 0.001579; 0.000122; 6.9e-05; false; 0.193627;0.34; 0.237444; 0.0761; 0.032774; 0.016002; 0.004006; 0.003723; false; 0.378019;0.3; 0.236531; 0.074131; 0.004208; 0.009872; 0.002249; 0.001814; false; 0.336848;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.33; 0.2877; 0.0000; 0.0054; 0.0002; 0.0000; False; 0.0057; 0.2939;1.65; 0.3170; 0.0673; 0.0993; 0.1008; 0.0083; False; 0.1092; 0.4941;1.46; 0.3732; 0.0331; 0.0314; 0.0334; 0.0001; False; 0.0335; 0.4403;2.05; 0.277056614; 0.03589723; 0.002696753; false; 0.057708866; 0.529389709;1.87; 0.106850309; 0.037607848; 2.9682E-5; false; 0.044573648; 0.367135126
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;0.2; 0.1142172000;0.005579499999999999; 0.0427549000; 0.0001753000; False; 0.0502133000; 0.2308603000;0.11; 0.093505; 0.040236; 0.001322; 0.000104; 6.1e-05; false; 0.141735;0.2; 0.140847; 0.067119; 0.00848; 0.000713; 5.9e-05; 9.3e-05; false; 0.227953;0.12; 0.085878; 0.043028; 0.001336; 0.00011; 6.2e-05; false; 0.136854;0.14; 0.086561; 0.043153; 0.014193; 0.007105; 0.001682; 0.001533; false; 0.159991;0.19; 0.126103; 0.06758; 0.003209; 0.005834; 0.002019; 0.001552; false; 0.21592;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.04; 0.1432; 0.0000; 0.0037; 0.0003; 0.0000; False; 0.0040; 0.1478;1.44; 0.2324; 0.0443; 0.0698; 0.0711; 0.0056; False; 0.0768; 0.3541;1.25; 0.1491; 0.0141; 0.0156; 0.0174; 0.0001; False; 0.0175; 0.1811;2.17; 0.223809628; 0.07611035; 0.00306652; false; 0.091641805; 0.534123465;1.57; 0.106465299; 0.032859784; 3.7424E-5; false; 0.040084476; 0.372806695
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;0.19; 0.0782014000;0.0090732; 0.0473953000; 0.0001760000; False; 0.0591358000; 0.1876622000;0.09; 0.071706; 0.036377; 0.001042; 6.7e-05; 3.3e-05; false; 0.112841;0.08; 0.047543; 0.039852; 0.002468; 0.000517; 4.5e-05; 3.3e-05; false; 0.094485;0.1; 0.067928; 0.037911; 0.001959; 0.000112; 5.6e-05; false; 0.111529;0.07; 0.041076; 0.025226; 0.004304; 0.003904; 0.000965; 0.001037; false; 0.078886;0.11; 0.067041; 0.040191; 0.001466; 0.004296; 0.001551; 0.001061; false; 0.12014;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.21; 0.1234; 0.0000; 0.0032; 0.0002; 0.0000; False; 0.0034; 0.1273;1.28; 0.1212; 0.0071; 0.0398; 0.0407; 0.0017; False; 0.0425; 0.1711;1.28; 0.1364; 0.0096; 0.0361; 0.0468; 0.0001; False; 0.0469; 0.1933;1.85; 0.262401021; 0.084457892; 0.002201969; false; 0.097845964; 0.531796029;1.49; 0.072438887; 0.054585712; 4.5566E-5; false; 0.067120123; 0.389815189
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;5.44; 5.0598577000;0.0091125; 0.4257279000; 0.0003326000; False; 0.4379137000; 5.5406277000;TO; 17.4871;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 15.6544;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 18.6685;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 25.8997;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 15.6454;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;56.72; 55.1503; 0.0000; 2.7066; 0.0161; 0.0000; False; 2.7229; 57.8946;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;0.68; 0.5217833000;0.0066353; 0.0753769000; 0.0001542000; False; 0.0850452000; 0.6549633000;3.98; 1.6436; 2.3835; 0.05823; 0.002053; 0.001121; false; 4.19018;3.79; 1.58473; 2.24545; 0.031558; 0.002205; 0.000162; 0.000258; false; 3.95298;3.56; 1.60307; 2.01949; 0.059646; 0.001976; 0.000907; false; 3.77543;3.97; 1.74997; 1.87843; 0.227353; 0.276117; 0.036375; 0.034085; false; 4.26186;3.16; 1.68614; 1.51546; 0.030639; 0.045869; 0.013017; 0.012034; false; 3.37317;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.99; 2.3000; 0.0000; 0.0432; 0.0014; 0.0000; False; 0.0447; 2.3462;5.28; 2.6940; 0.0873; 1.8283; 1.8346; 0.0581; False; 1.8927; 4.6751;5.7; 3.8899; 0.1180; 1.0350; 1.0645; 0.0001; False; 1.0647; 5.0752;8.45; 1.053038961; 0.062186149; 0.002948923; false; 0.071096317; 1.545695076;6.96; 0.543754008; 0.097759579; 2.8618E-5; false; 0.116868989; 1.069807633
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;0.31; 0.1697808000;0.0089448; 0.0867284000; 0.0002568000; False; 0.0984416000; 0.3107928000;0.39; 0.256521; 0.140537; 0.015848; 0.000457; 3.2e-05; false; 0.427926;0.36; 0.251469; 0.131117; 0.005085; 0.000485; 4.1e-05; 2.6e-05; false; 0.401384;0.35; 0.224931; 0.122753; 0.014054; 0.00059; 3e-05; false; 0.377449;0.45; 0.23067; 0.124181; 0.031646; 0.056911; 0.008849; 0.010445; false; 0.476023;0.36; 0.231087; 0.121397; 0.004888; 0.013455; 0.003894; 0.003487; false; 0.39225;TO; 0.17321; 0.120306;MISSING;MISSING;MISSING;MISSING;1.54; 0.4465; 0.0000; 0.0221; 0.0007; 0.0000; False; 0.0229; 0.4705;1.65; 0.2425; 0.0147; 0.4411; 0.4428; 0.0133; False; 0.4561; 0.7137;1.73; 0.3927; 0.0241; 0.2439; 0.2514; 0.0001; False; 0.2516; 0.6690;3.14; 0.52390734; 0.03188755; 0.001995947; false; 0.040284998; 0.803414199;1.89; 0.163127134; 0.079012492; 3.4144E-5; false; 0.092531422; 0.601765585
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;0.47; 0.3107580000;0.0081852; 0.0805308000; 0.0001560000; False; 0.0912725000; 0.4448720000;0.83; 0.537933; 0.305151; 0.020427; 0.000821; 0.000336; false; 0.895821;1.06; 0.64133; 0.468463; 0.011877; 0.001031; 7.6e-05; 0.000183; false; 1.16404;0.7; 0.406362; 0.30538; 0.020217; 0.000786; 0.000332; false; 0.763135;1.34; 0.651732; 0.46635; 0.081674; 0.134742; 0.022722; 0.023617; false; 1.41959;1.11; 0.644797; 0.444356; 0.015663; 0.032308; 0.00946; 0.009003; false; 1.19409;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.16; 1.1489; 0.0000; 0.0419; 0.0011; 0.0000; False; 0.0431; 1.1964;4.17; 1.2641; 0.0622; 1.7487; 1.7546; 0.0524; False; 1.8071; 3.1342;3.11; 1.3493; 0.0639; 0.6733; 0.6942; 0.0001; False; 0.6944; 2.1090;4.71; 0.914832958; 0.036455941; 0.002153612; false; 0.057070433; 1.271332683;2.27; 0.252731043; 0.062733917; 4.0027E-5; false; 0.070056325; 0.606282977
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;0.16; 0.0522339000;0.008128100000000001; 0.0430984000; 0.0001710000; False; 0.0536509000; 0.1445057000;0.02; 0.013934; 0.011122; 0.000621; 5.2e-05; 2.2e-05; false; 0.027503;0.02; 0.016018; 0.010667; 0.000606; 0.000128; 1.7e-05; 1.1e-05; false; 0.029282;0.02; 0.01525; 0.011365; 0.000714; 5.3e-05; 2.3e-05; false; 0.029351;0.03; 0.016148; 0.01161; 0.002074; 0.002644; 0.000628; 0.000602; false; 0.035517;0.02; 0.013573; 0.010438; 0.000292; 0.001729; 0.000769; 0.000403; false; 0.029442;ERR;ERR;ERR;ERR;ERR;ERR;ERR;1.16; 0.0325; 0.0000; 0.0014; 0.0001; 0.0000; False; 0.0015; 0.0343;1.15; 0.0300; 0.0019; 0.0115; 0.0119; 0.0006; False; 0.0125; 0.0447;1.13; 0.0336; 0.0031; 0.0069; 0.0079; 0.0001; False; 0.0080; 0.0450;1.35; 0.14093637; 0.021781313; 0.002014975; false; 0.029981087; 0.289989559;1.16; 0.033580259; 0.018327859; 3.1668E-5; false; 0.02609813; 0.184107615
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;0.18; 0.0936286000;0.0056425; 0.0503866000; 0.0001350000; False; 0.0579547000; 0.1783150000;0.28; 0.182464; 0.113527; 0.009088; 0.000349; 2.5e-05; false; 0.31596;0.38; 0.265476; 0.13854; 0.005205; 0.000481; 3.9e-05; 2.2e-05; false; 0.423747;0.36; 0.236492; 0.140591; 0.017639; 0.000645; 4.5e-05; false; 0.412236;0.52; 0.270416; 0.138992; 0.033651; 0.065226; 0.012288; 0.012625; false; 0.54771;0.43; 0.273351; 0.14032; 0.005787; 0.015982; 0.004796; 0.004286; false; 0.460432;TO; 0.135224; 0.067805;MISSING;MISSING;MISSING;MISSING;1.62; 0.4455; 0.0000; 0.0228; 0.0006; 0.0000; False; 0.0235; 0.4701;2.2; 0.4112; 0.0241; 0.6829; 0.6858; 0.0231; False; 0.7090; 1.1448;1.74; 0.4000; 0.0231; 0.2332; 0.2410; 0.0001; False; 0.2412; 0.6649;3.3; 0.540603927; 0.033306204; 0.002129752; false; 0.044157892; 0.813834518;1.84; 0.125058349; 0.074851285; 3.1091E-5; false; 0.082129951; 0.435430016
/home/experiments/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;0.53; 0.3545852000;0.0078638; 0.0890035000; 0.0001868000; False; 0.0997004000; 0.4974840000;1.3; 0.764207; 0.542753; 0.033837; 0.001087; 0.000478; false; 1.38833;1.21; 0.744205; 0.490703; 0.015693; 0.001321; 0.000101; 0.000135; false; 1.29699;1.23; 0.739758; 0.493909; 0.035096; 0.001027; 0.000474; false; 1.31124;1.48; 0.737684; 0.486326; 0.104614; 0.142036; 0.024219; 0.023965; false; 1.56262;1.29; 0.771404; 0.486614; 0.019823; 0.035416; 0.010034; 0.00951; false; 1.37579;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.54; 1.8111; 0.0000; 0.0439; 0.0014; 0.0000; False; 0.0453; 1.8611;3.21; 1.0553; 0.0451; 1.1122; 1.1157; 0.0307; False; 1.1465; 2.2478;2.92; 1.3735; 0.0630; 0.5521; 0.5698; 0.0001; False; 0.5700; 2.0080;4.46; 0.981467363; 0.046715199; 0.004188309; false; 0.057109893; 1.339948633;2.64; 0.25621647; 0.059393455; 3.2797E-5; false; 0.067246142; 0.723370142
