name;automata-runtime;automata-construction;automata-uni;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-union;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.11;0.05934740000000001;0.0079858;0.0007763; 0.0001710000; False;0.03; 0.0243104; 0.00863208;0.0015054690000000002;0.000390802; 4.07e-05; false;0.05; 0.046698; 0.00955973;0.001955955;0.003143466;0.002851783; 0.000549066; false;0.06; 0.0392826; 0.014434;0.000599767;0.004206819;0.006582966; 0.00123812; false;1.18; 0.0693; 0.0000; 0.0044; 0.0003; 0.0003; False;1.32; 0.0660; 0.0053; 0.2080; 0.0204; False;11.28; 0.0614; 0.0053; 0.0205; 10.7558; 10.8657; False;2.16;0.208948543; 0.297192598; 0.003845732; false;1.21;0.049573112; 0.008863534; 2.6419E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.14;0.0934957;0.011968900000000001;0.0011769999999999999; 0.0003051000; False;0.06; 0.0526897; 0.0150352;0.002904655;0.0010208209999999999; 7.0845e-05; false;0.08; 0.0526774; 0.0146915;0.004203167;0.007494541;0.007218767; 0.00136194; false;0.08; 0.0525281; 0.0147051;0.0007373309999999999;0.0052691660000000005;0.008401294; 0.0014892; false;1.33; 0.0793; 0.0000; 0.0048; 0.0003; 0.0004; False;1.26; 0.0476; 0.0034; 0.1837; 0.0172; False;34.17; 0.0645; 0.0104; 0.0390; 33.7482; 34.4737; False;2.42;0.262063421; 0.370064699; 0.001681266; false;1.22;0.05035927; 0.015969982; 4.9529E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.15;0.08973990000000001;0.010371099999999998;0.0013331; 0.0002936000; False;0.08; 0.0685684; 0.017348;0.0037296200000000003;0.001027382; 6.532e-05; false;0.1; 0.106415; 0.0158799;0.005121367000000001;0.010390497999999998;0.018511994; 0.000890635; false;0.09; 0.100923; 0.0123569;0.0006246320000000001;0.006911611;0.017858081; 0.00173596; false;1.01; 0.0543; 0.0000; 0.0033; 0.0002; 0.0003; False;1.83; 0.1059; 0.0079; 0.5808; 0.0510; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.51;0.22545951099999997; 0.687226895; 0.003314053; false;1.14;0.04006740699999999; 0.016532849; 3.8479E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.16;0.0952459;0.012219299999999997;0.0018950999999999996; 0.0003137000; False;0.07; 0.067042; 0.0113324;0.002389943;0.000714165; 5.0574e-05; false;0.12; 0.0775442; 0.0198016;0.006503529;0.017370006;0.017936849999999997; 0.00166299; false;0.12; 0.0768788; 0.019761;0.0010626370000000002;0.00842622;0.013562014; 0.00195611; false;0.88; 0.0582; 0.0000; 0.0041; 0.0002; 0.0003; False;2.07; 0.1050; 0.0091; 0.7506; 0.0707; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;2.8;0.193939662; 0.914617791; 0.002124802; false;1.26;0.05438776499999999; 0.020917564; 5.4695E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.16;0.09655859999999998;0.015542499999999997;0.0020186; 0.0003611000; False;0.11; 0.0857771; 0.0207023;0.006300264000000001;0.0019526689999999998; 0.000130519; false;0.15; 0.101382; 0.0203547;0.007322278;0.01804937;0.018050963; 0.00201084; false;0.13; 0.0875127; 0.0203807;0.001229402;0.010101525;0.016550355; 0.00235633; false;1.23; 0.1212; 0.0000; 0.0094; 0.0004; 0.0007; False;2.45; 0.1186; 0.0110; 1.1099; 0.1031; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;4.93;0.288164345; 2.330293226; 0.002766551; false;1.31;0.06198491; 0.019521621; 5.1295E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;0.17;0.10325390000000001;0.0163077;0.0026320000000000002; 0.0002026000; False;0.12; 0.0988689; 0.0288578;0.007152789;0.001886113; 9.6314e-05; false;0.17; 0.0949189; 0.0209011;0.008579374;0.024173326000000002;0.023716588000000004; 0.00221817; false;0.15; 0.0970677; 0.022259;0.0015543340000000003;0.012402548000000001;0.020189154; 0.00274298; false;1.11; 0.0736; 0.0000; 0.0062; 0.0002; 0.0004; False;2.91; 0.1359; 0.0114; 1.5048; 0.1457; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;8.2;0.25609409799999994; 5.30782957; 0.002981779; false;1.34;0.057609937; 0.029813377; 4.7249E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;0.17;0.10600390000000003;0.0150022;0.0029873; 0.0002699000; False;0.14; 0.110015; 0.0251357;0.008773538;0.002127098; 0.000151418; false;0.18; 0.109977; 0.0251202;0.009473657;0.023901395;0.023497732000000004; 0.00272141; false;0.18; 0.109042; 0.0249851;0.0015889810000000002;0.014658574000000002;0.024537277; 0.00306173; false;1.26; 0.1478; 0.0000; 0.0144; 0.0003; 0.0009; False;3.5; 0.1546; 0.0164; 2.0456; 0.1762; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;11.24;0.2613485420000001; 7.029225564; 0.001638152; false;1.21;0.06746831799999999; 0.036515362; 8.2985E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;0.19;0.1176095;0.0193445;0.0035221; 0.0002141000; False;0.18; 0.139337; 0.0300947;0.011896624;0.003438591; 0.000207303; false;0.24; 0.135962; 0.0281802;0.010881014;0.036665673;0.034949496; 0.00303557; false;0.2; 0.135131; 0.0274943;0.001859587;0.017601155;0.029433505000000002; 0.0034777; false;1.4; 0.1885; 0.0000; 0.0157; 0.0004; 0.0010; False;3.03; 0.1822; 0.0188; 1.6942; 0.1355; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;30.36;0.305300224; 22.661967595; 0.001710453; false;1.46;0.075371496; 0.056365967; 3.7279E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;0.2;0.12725230000000004;0.0208339;0.0043932; 0.0002225000; False;0.19; 0.170794; 0.0321563;0.012932755;0.0035806690000000003; 0.000161774; false;0.24; 0.145164; 0.0277653;0.00944147;0.032014047000000004;0.03264309000000001; 0.00336659; false;0.23; 0.174027; 0.0306384;0.00187437;0.024547349;0.039303826; 0.00398748; false;1.3; 0.1982; 0.0000; 0.0201; 0.0004; 0.0011; False;3.32; 0.1634; 0.0121; 2.0406; 0.1869; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;67.32;0.2919384079999999; 48.368648221; 0.002363403; false;1.58;0.12273543699999998; 0.05441962; 4.5547E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;0.2;0.1300431;0.025131300000000002;0.0054979; 0.0002170000; False;0.21; 0.168752; 0.0343131;0.015240574;0.003480252; 0.000158252; false;0.33; 0.193677; 0.0369462;0.014299331999999998;0.052950546;0.058376779; 0.00628166; false;0.25; 0.171487; 0.0337922;0.0024249510000000003;0.023736874999999998;0.040390198; 0.00438329; false;1.1; 0.1303; 0.0000; 0.0130; 0.0003; 0.0007; False;5.33; 0.2200; 0.0256; 3.9876; 0.5044; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3492584160000001;MISSING;MISSING;MISSING;1.57;0.08375431900000001; 0.053243097; 6.6037E-5; false
