name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-construction;automata-inclusion_check;automata-inclusion_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-inclusion_check;awali-inclusion_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-inclusion;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-inclusion;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-3-rhs.mata;0.53; 0.323783; 0.105288; 0.0516; 0.0435;0.51;0.2572; 0.1954588000; False;0.47; 0.333924; 0.109505; 0.0439643; false;0.61; 0.351236; 0.112751;0.0732045; 0.0756848; false;0.73; 0.345161; 0.108875;0.009798; 0.275133; false;1.86; 0.4835; 0.0000; 0.0468; False;TO;MISSING;MISSING;MISSING;MISSING;2.04; 0.4852; 0.0959;0.21650000000000003; 0.2253; False;4.16;0.712366718; 0.108323088; false;3.45;0.263262039; 0.292389541; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondet-A-4-rhs.mata;0.49; 0.31099; 0.100468; 0.0482; 0.0359;0.47;0.2312605; 0.1881772000; False;0.47; 0.330882; 0.108678; 0.037165; false;0.56; 0.322765; 0.105309;0.06833929999999999; 0.0690479; false;0.7; 0.325808; 0.106384;0.00950444; 0.266624; false;1.75; 0.4806; 0.0000; 0.0406; False;TO;MISSING;MISSING;MISSING;MISSING;2.01; 0.4802; 0.0948;0.217; 0.2256; False;4.22;0.867537851; 0.088149726; false;3.62;0.352638762; 0.310084252; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery4pBinEnc-FlOneOne-Nondeti-B-0-rhs.mata;0.52; 0.34209; 0.107179; 0.0523; 0.0243;0.49;0.236487; 0.2134629000; False;0.49; 0.351392; 0.115618; 0.0239775; false;0.63; 0.350906; 0.115539;0.0758843; 0.0872373; false;0.78; 0.353344; 0.118344;0.01058103; 0.30076; false;1.82; 0.5482; 0.0000; 0.0276; False;TO;MISSING;MISSING;MISSING;MISSING;1.54; 0.3170; 0.0560;0.2077; 0.2161; False;4.09;0.685582205; 0.090628972; false;3.36;0.256822743; 0.35378037; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;3.66; 2.62661; 0.387413; 0.6352; 0.0326;1.62;0.5519014; 0.9210966000; False;4.38; 3.82363; 0.615785; 0.0477435; false;3.72; 2.76786; 0.435343;0.2842036; 0.282196; false;33.87; 2.32725; 0.421026;0.02894184; 31.9022; false;5.69; 4.7229; 0.0000; 0.0358; False;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;10.32;2.051711722; 2.307755494; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;42.9; 3.53354; 0.411854; 41.5868; 0.0425;2.34;0.5421327; 1.6526141000; False;3.87; 3.53351; 0.39851; 0.0422617; false;5.23; 3.93971; 0.618195;0.3842667; 0.375405; false;TO; 2.65544; 0.616778;0.043326409999999996;MISSING;MISSING;6.1; 4.9976; 0.0000; 0.0748; False;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;61.21;2.045103047; 36.525026448; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-FbOneOne-Nondet-Partiali-B-3-rhs.mata;40.11; 3.62469; 0.391099; 38.8463; 0.0437;2.6;0.7053679; 1.8227832000; False;3.91; 3.45092; 0.563954; 0.056248; false;4.49; 3.84534; 0.468534;0.2490387; 0.241831; false;TO; 3.61742; 0.629126;0.04777735;MISSING;MISSING;5.06; 4.3303; 0.0000; 0.0709; False;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;54.22;1.988098107; 31.270462768; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-0-rhs.mata;3.87; 0.612287; 0.182786; 3.4770; 0.0050;0.51;0.2947386; 0.1894586000; False;0.46; 0.33699; 0.136227; 0.00441788; false;0.9; 0.593663; 0.187598;0.07175848; 0.059123; false;27.11; 0.614064; 0.17333;0.01050706; 27.8004; false;1.47; 0.5068; 0.0000; 0.0045; False;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;13.81;0.793030718; 6.638491269; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-IBakery5PUnrEnc-Rev-FbOneOne-Nondet-Partiali-B-2-rhs.mata;3.26; 0.515332; 0.170067; 2.8392; 0.0025;0.69;0.34648460000000003; 0.3141021000; False;0.78; 0.616902; 0.229337; 0.00267465; false;0.7; 0.541724; 0.153569;0.059249640000000006; 0.0419175; false;23.34; 0.407374; 0.162569;0.0057584409999999996; 24.0526; false;1.63; 0.6168; 0.0000; 0.0034; False;TO;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;13.9;0.7662648999999999; 6.430605046; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T10-rhs.mata;0.03; 0.0414666; 0.00587539; 0.0022; 0.0000;0.18;0.0738004; 0.0468535000; False;0.03; 0.0242614; 0.0126662; 2.4214e-05; false;0.04; 0.0237778; 0.0125035;0.003722461; 0.00272795; false;0.04; 0.0244487; 0.0122504;0.000581931; 0.00731967; false;1.14; 0.0248; 0.0000; 0.0002; False;1.08; 0.0433; 0.0090; 0.1354; False;1.21; 0.0430; 0.0072;0.0069; 0.0070; False;1.61;0.176314571; 0.043961979; false;1.26;0.07254332899999999; 0.043066214; false
/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-lhs.mata,/home/experiments/nfa-bench/benchmarks/automata_inclusion/false-T11-rhs.mata;0.45; 0.394057; 0.0845746; 0.0072; 0.0007;0.36;0.266091; 0.0589496000; False;0.34; 0.261766; 0.097746; 0.000606251; false;1.37; 0.459373; 0.155425;0.09457728; 0.680754; false;0.45; 0.257146; 0.155246;0.012350396999999999; 0.0421832; false;1.65; 0.5805; 0.0000; 0.0018; False;34.88; 0.6660; 2.0791; 32.4701; False;1.65; 0.4565; 0.1221;0.1545; 0.1582; False;3.92;0.809238331; 0.08155431; false;2.44;0.384761645; 0.0326658; false
