name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-inclusion_check;automata-inclusion_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut6.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.11; 0.0904004; 0.0228188; 0.0007; 0.0003;0.21;0.1134451;0.015892399999999998; 0.0000934000; 0.0390504000; True;0.2; 0.170179; 0.0459226;0.000383993;0.00010212800000000001; 1.1116e-05; true;0.23; 0.170078; 0.0461711;0.021230898999999998;0.001394604;0.000711989; 0.00614706; true;0.21; 0.169487; 0.044084;0.003398665;0.001722143;0.001161465; 0.00487611; true;1.29; 0.2334; 0.0000; 0.0013; 0.0000; 0.0000; True;27.73; 0.2368; 0.0621; 3.6046; 23.0551; True;1.35; 0.2410; 0.0357; 0.0171;0.012700000000000001; 0.0128; True;2.54;0.47492959;0.065801834; 0.020878045; true;1.3;0.072478573;0.0037868389999999997; 0.00527965; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut7.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut39.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut45.mata;0.65; 0.536271; 0.112848; 0.0045; 0.0042;0.32;0.2133789;0.0248722; 0.0000806000; 0.0378467000; True;0.62; 0.527773; 0.11712;0.003421506;0.000705549; 1.6827e-05; true;0.74; 0.529973; 0.120588;0.06841035399999999;0.013991536;0.018778209999999997; 0.0043883; true;0.65; 0.534836; 0.118318;0.008953842;0.009278796;0.007649894; 0.00145281; true;1.79; 0.7171; 0.0000; 0.0093; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.25; 0.3982; 0.0404; 0.1004;0.0005; 0.0006; True;4.82;0.7798281800000001;0.372922523; 0.116711745; true;1.98;0.12756401200000003;0.11617623199999999; 0.001384865; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut1.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut8.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.08; 0.0643456; 0.0173803; 0.0011; 0.0001;0.19;0.0869612;0.0141511; 0.0000790000; 0.0371465000; True;0.08; 0.0635439; 0.0236598;2.6484e-05;9.337e-06; 7.11e-06; true;0.09; 0.0637003; 0.0235891;0.008811926000000001;6.5059e-05;3.8617e-05; 0.00068193; true;0.08; 0.0636447; 0.022528;0.001366347;0.000653515;0.000507019; 0.0014942; true;1.15; 0.0977; 0.0000; 0.0005; 0.0000; 0.0000; True;15.15; 0.1022; 0.0141; 0.8253; 13.3789; True;1.21; 0.1027; 0.0153; 0.0055;0.002; 0.0021; True;2.14;0.38585983199999996;0.047410138; 0.016532293; true;1.24;0.049431047;0.0028987179999999998; 0.002040291; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.23; 0.173066; 0.0374658; 0.0318; 0.0077;0.23;0.10724079999999998;0.0209995; 0.0001221000; 0.0518969000; False;0.19; 0.168363; 0.0445538;0.0019115179999999999;0.00043500900000000004; 9.2603e-05; false;0.18; 0.116487; 0.0428824;0.013725378;0.00874346;0.007070531; 0.00168385; false;0.15; 0.115815; 0.0742616;0.008905287999999999;0.002955192;0.002529095; 0.00174698; false;0.97; 0.1286; 0.0000; 0.0109; 0.0013; 0.0004; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.36; 0.1274; 0.0118; 0.2137;0.17650000000000002; 0.1871; False;2.24;0.31485037800000004;0.076148391; 0.017959416; true;1.39;0.069564133;0.014221456; 0.002537291; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut53.mata;0.2; 0.173957; 0.0382293; 0.0031; 0.0028;0.17;0.0832031;0.0136478; 0.0000531000; 0.0280435000; True;0.12; 0.0891458; 0.0420072;0.002461217;0.00042645100000000005; 8.045e-06; true;0.24; 0.151515; 0.0400268;0.017074111;0.011783200999999998;0.029233881000000003; 0.00600185; true;0.11; 0.08282; 0.0242013;0.001437639;0.004842983;0.005123371000000001; 0.00122645; true;0.87; 0.1161; 0.0000; 0.0036; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.91; 0.1180; 0.0119; 0.0438;0.0014999999999999998; 0.0016; True;2.02;0.298205758;0.066536608; 0.020713392; true;1.49;0.110674257;0.041399575; 0.002844625; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata;0.26; 0.218664; 0.0517511; 0.0015; 0.0005;0.23;0.12380840000000001;0.0144024; 0.0000752000; 0.0408531000; True;0.27; 0.218132; 0.0569491;0.000394898;5.7354e-05; 7.055e-06; true;0.3; 0.21818; 0.0566341;0.030314661;0.0013916929999999998;0.0018368269999999999; 0.00763319; true;0.39; 0.214043; 0.0577348;0.004538642;0.0015382440000000002;0.0013929060000000002; 0.12295; true;1.32; 0.2959; 0.0000; 0.0012; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.64; 0.2909; 0.0344; 0.0105;0.3212; 0.3217; True;3.16;0.6408179650000001;0.046185277999999996; 0.042886336; true;2.29;0.110945766;0.017900415; 0.273517479; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut62.mata;0.14; 0.124152; 0.0210988; 0.0004; 0.0002;0.21;0.1086681;0.014499; 0.0000769000; 0.0444268000; True;0.1; 0.0921642; 0.0251616;0.000120878;3.0725e-05; 6.173e-06; true;0.19; 0.12889; 0.0436829;0.019276471;0.001001453;0.0009636620000000001; 0.00271399; true;0.18; 0.161684; 0.0256089;0.0015776620000000003;0.0007933009999999999;0.000507904; 0.0025925; true;1.26; 0.2212; 0.0000; 0.0009; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.32; 0.2258; 0.0239; 0.0094;0.0149; 0.0155; True;2.12;0.31998889199999997;0.042454469999999994; 0.014491948; true;1.76;0.123864422;0.015949407999999998; 0.029386374; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut60.mata;0.17; 0.140696; 0.0334502; 0.0002; 0.0001;0.2;0.09828579999999998;0.013005; 0.0000748000; 0.0440759000; True;0.16; 0.138291; 0.038193;2.332e-05;7.290999999999999e-06; 7.278e-06; true;0.18; 0.141375; 0.0390625;0.016575045;3.6683e-05;2.5555999999999997e-05; 0.00114565; true;0.17; 0.138322; 0.038276;0.002633373;0.000645278;0.00046478299999999997; 0.00206281; true;1.23; 0.1963; 0.0000; 0.0003; 0.0000; 0.0000; True;3.22; 0.1993; 0.0212; 0.1906; 1.7686; True;1.29; 0.1995; 0.0197; 0.0005;0.0031; 0.0032; True;2.07;0.281780286;0.041762269000000005; 0.008663365; true;1.31;0.06252627;0.002773866; 0.002917495; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata;0.19; 0.156448; 0.0385425; 0.0001; 0.0000;0.2;0.10282589999999998;0.012982099999999998; 0.0000719000; 0.0355028000; True;0.19; 0.158647; 0.0498756;2.5764e-05;6.0380000000000005e-06; 7.108e-06; true;0.21; 0.158927; 0.0488996;0.018167049999999997;2.8663e-05;1.7165000000000003e-05; 0.00022874; true;0.2; 0.160772; 0.0505523;0.0029922670000000003;0.000670064;0.000469251; 0.00115568; true;1.27; 0.2254; 0.0000; 0.0003; 0.0000; 0.0000; True;49.48; 0.1285; 0.0119; 4.5625; 44.7332; True;1.24; 0.2262; 0.0213; 0.0014;0.0007999999999999999; 0.0008; True;2.14;0.319928667;0.050444566; 0.012718113; true;1.14;0.06831168800000001;0.0047091830000000005; 8.89105E-4; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut54.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.12; 0.101781; 0.0281134; 0.0002; 0.0001;0.13;0.0669612;0.0079253; 0.0000515000; 0.0219526000; True;0.23; 0.184232; 0.0541026;2.7127e-05;5.193e-06; 7.254e-06; true;0.25; 0.190791; 0.0537898;0.022602757000000005;2.9451e-05;1.6716e-05; 0.000996174; true;0.24; 0.188825; 0.053955;0.003492412;0.000629713;0.00044687799999999995; 0.00191575; true;1.27; 0.2662; 0.0000; 0.0002; 0.0000; 0.0000; True;16.7; 0.2753; 0.0294; 0.4869; 15.0174; True;0.91; 0.1556; 0.0140; 0.0002;0.0015; 0.0015; True;2.59;0.537719949;0.07582257; 0.022063431; true;1.43;0.06666124100000001;0.003839217; 0.001446438; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.18; 0.147845; 0.0348109; 0.0008; 0.0005;0.22;0.11222580000000001;0.016003200000000002; 0.0000852000; 0.0496017000; True;0.1; 0.0858263; 0.0270898;0.000200246;5.4895e-05; 6.303e-06; true;0.1; 0.0867059; 0.0272172;0.008341899;0.0008363019999999999;0.001171604; 0.00129929; true;0.19; 0.150816; 0.0417211;0.002415615;0.0016499110000000002;0.001477689; 0.00339301; true;0.91; 0.1160; 0.0000; 0.0009; 0.0000; 0.0000; True;4.29; 0.2086; 0.0201; 0.4836; 2.6405; True;0.89; 0.1175; 0.0102; 0.0060;0.004; 0.0041; True;2.1;0.23644437699999998;0.059142814; 0.00681408; true;1.32;0.062568316;0.007180171; 0.005844585; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.17; 0.143043; 0.0315128; 0.0032; 0.0030;0.22;0.10255319999999998;0.024666200000000003; 0.0000809000; 0.0391153000; True;0.09; 0.0796344; 0.0226293;0.0012431800000000002;0.000292416; 6.317e-06; true;0.24; 0.138557; 0.0386071;0.015767053;0.014020871999999998;0.036397113; 0.000452221; true;0.18; 0.138774; 0.0363751;0.002138091;0.009111142000000001;0.009733459; 0.00147052; true;1.27; 0.1903; 0.0000; 0.0067; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.39; 0.1961; 0.0170; 0.0954;0.0022; 0.0022; True;2.15;0.36853366200000004;0.08204434299999999; 0.015104989; true;1.67;0.106340649;0.08926785699999999; 0.001308928; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut40.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut52.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.12; 0.134916; 0.0206628; 0.0002; 0.0000;0.13;0.0661602;0.0084645; 0.0000540000; 0.0294821000; True;0.19; 0.162904; 0.0469443;1.4669e-05;6.750999999999999e-06; 8.425e-06; true;0.22; 0.167437; 0.0478956;0.018001108000000002;1.6673e-05;1.2498e-05; 0.0019428; true;0.21; 0.164486; 0.0429267;0.0027818039999999997;0.0006796619999999999;0.000513156; 0.00360736; true;0.98; 0.1267; 0.0000; 0.0000; 0.0000; 0.0000; True;4.3; 0.2194; 0.0234; 0.1360; 2.9064; True;1.25; 0.1691; 0.0113; 0.0001;0.0036; 0.0037; True;2.16;0.283900111;0.042610778999999994; 0.008282197; true;1.26;0.073974566;0.0027631680000000003; 0.005407971; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut10.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut57.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut73.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.28; 0.263639; 0.0547892; 0.0003; 0.0001;0.23;0.1255574;0.0129523; 0.0000845000; 0.0450740000; True;0.28; 0.233938; 0.0639202;7.563700000000001e-05;1.5872000000000003e-05; 8.628e-06; true;0.31; 0.231141; 0.0608657;0.033752689999999995;0.00020977900000000003;0.000144755; 0.000710809; true;0.29; 0.234915; 0.0603531;0.005023929999999999;0.0007246360000000001;0.00048717300000000003; 0.0020958; true;1.34; 0.3201; 0.0000; 0.0011; 0.0001; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.12; 0.1941; 0.0229; 0.0064;0.0034; 0.0038; True;3.45;0.5639406690000001;0.136035666; 0.055232534; true;1.5;0.067957211;0.004099194; 0.00223357; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut19.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata;0.06; 0.0906025; 0.0177481; 0.0032; 0.0021;0.21;0.1343;0.0204801; 0.0000818000; 0.0397417000; True;0.08; 0.0619057; 0.0241178;0.001182462;0.000264571; 6.166e-06; true;0.05; 0.0344665; 0.0138499;0.004640170000000001;0.0019961469999999998;0.0022414709999999997; 0.000546088; true;0.09; 0.0618361; 0.0237778;0.001464118;0.002971298;0.00304308; 0.00153516; true;1.2; 0.0968; 0.0000; 0.0033; 0.0001; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.25; 0.0985; 0.0153; 0.0433;0.0041; 0.0049; True;2.39;0.33427697199999995;0.059750814; 0.04623528; true;1.26;0.047182379999999996;0.009354741; 0.002647712; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut12.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut56.mata;0.06; 0.067573; 0.0134229; 0.0012; 0.0011;0.17;0.07238670000000001;0.0187773; 0.0000721000; 0.0347470000; True;0.03; 0.0266992; 0.0111465;0.0005494699999999999;0.00011721199999999999; 6.127e-06; true;0.04; 0.0276756; 0.0112111;0.0034318490000000003;0.0016569590000000002;0.001805043; 0.000544954; true;0.07; 0.0503885; 0.0186179;0.000994807;0.002590084;0.002559082; 0.00129039; true;0.8; 0.0435; 0.0000; 0.0014; 0.0000; 0.0000; True;12.91; 0.0743; 0.0089; 3.3851; 8.4929; True;0.8; 0.0415; 0.0056; 0.0158;0.0006000000000000001; 0.0007; True;2.33;0.420514581;0.066226998; 0.014998708; true;1.16;0.045753602;0.007881457; 0.001438618; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut13.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.07; 0.0636808; 0.0163385; 0.0001; 0.0000;0.19;0.09047009999999998;0.013392999999999999; 0.0000752000; 0.0457859000; True;0.1; 0.0959009; 0.0183372;7.8e-06;3.3520000000000003e-06; 6.807e-06; true;0.13; 0.099846; 0.0307845;0.013547351000000001;1.2536999999999999e-05;8.198000000000002e-06; 0.000667754; true;0.07; 0.0545443; 0.0185009;0.001120721;0.00040149;0.00028517; 0.00127418; true;0.86; 0.0823; 0.0000; 0.0000; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.82; 0.0799; 0.0113; 0.0001;0.0013; 0.0014; True;2.5;0.45695077900000003;0.10023402699999999; 0.027344157; true;1.2;0.063939569;0.002423264; 0.002631746; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut15.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata;0.08; 0.0614941; 0.0239281; 0.0004; 0.0001;0.19;0.08097760000000001;0.013677; 0.0000747000; 0.0449227000; True;0.08; 0.0624134; 0.0293383;7.3948e-05;2.7121e-05; 6.866e-06; true;0.09; 0.0622212; 0.0289153;0.012421699;8.955200000000001e-05;8.5844e-05; 0.00209692; true;0.1; 0.062543; 0.0296653;0.002027106;0.000755146;0.0005117630000000001; 0.00360419; true;1.1; 0.1003; 0.0000; 0.0003; 0.0000; 0.0000; True;7.53; 0.1040; 0.0206; 0.3078; 6.1559; True;1.13; 0.1043; 0.0209; 0.0015;0.0059; 0.0060; True;2.06;0.371849299;0.059943646; 0.023561886; true;1.14;0.044876879999999994;0.003381147; 0.004432323; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut68.mata;0.12; 0.100168; 0.0246964; 0.0014; 0.0008;0.18;0.09175509999999999;0.0149601; 0.0000709000; 0.0376103000; True;0.12; 0.0964648; 0.0293433;0.000622259;0.000116346; 6.889e-06; true;0.14; 0.0955639; 0.0294945;0.014819284999999998;0.0016116070000000001;0.002207425; 0.00421599; true;0.13; 0.0964467; 0.0296986;0.0023511599999999997;0.0018761460000000002;0.00172176; 0.0041963; true;1.18; 0.1439; 0.0000; 0.0018; 0.0000; 0.0000; True;21.4; 0.1457; 0.0285; 0.7186; 19.6878; True;1.22; 0.1423; 0.0227; 0.0182;0.0094; 0.0095; True;2.41;0.422945146;0.058166313; 0.047890518; true;1.23;0.06260542000000001;0.006849247; 0.007372555; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.12; 0.0975039; 0.0241033; 0.0013; 0.0010;0.19;0.08984589999999999;0.015341700000000002; 0.0000712000; 0.0444344000; True;0.12; 0.096193; 0.029458;0.0008750619999999999;0.00014112; 6.83e-06; true;0.14; 0.0974534; 0.0302989;0.013054389999999999;0.002104167;0.002942507; 0.00188126; true;0.13; 0.0956759; 0.0293285;0.00201748;0.00227406;0.0019634379999999996; 0.0035437; true;1.16; 0.1397; 0.0000; 0.0030; 0.0002; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.87; 0.0792; 0.0122; 0.0199;0.025500000000000002; 0.0269; True;2.71;0.49478965499999994;0.10080721299999999; 0.025499286; true;1.3;0.054648436;0.013930759; 0.007048429; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata;0.08; 0.0622655; 0.0169155; 0.0012; 0.0007;0.19;0.08245980000000001;0.0146346; 0.0001128000; 0.0452924000; True;0.08; 0.0625842; 0.0224805;0.0004905479999999999;9.8847e-05; 8.501e-06; true;0.09; 0.0621484; 0.0227349;0.009223120999999999;0.00134253;0.0018532849999999999; 0.00139846; true;0.08; 0.063878; 0.022592;0.001507632;0.0016959470000000002;0.001428939; 0.0024352; true;1.16; 0.0947; 0.0000; 0.0016; 0.0001; 0.0000; True;8.3; 0.0935; 0.0117; 0.7210; 6.4973; True;1.19; 0.0959; 0.0150; 0.0185;0.0046; 0.0048; True;2.28;0.35069761600000005;0.067754271; 0.025916384; true;1.24;0.06716330599999999;0.002863944; 0.00317453; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut43.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut67.mata;0.12; 0.0907712; 0.0321029; 0.0009; 0.0002;0.19;0.0918002;0.013627499999999999; 0.0000772000; 0.0371518000; True;0.13; 0.0938876; 0.0389535;0.00010726299999999999;1.8535999999999997e-05; 7.985e-06; true;0.15; 0.0925096; 0.0390848;0.020074734;0.00030254500000000004;0.00020135800000000003; 0.00513712; true;0.14; 0.0907008; 0.0372716;0.003232375;0.00087163;0.000581098; 0.00540413; true;1.18; 0.1449; 0.0000; 0.0005; 0.0000; 0.0000; True;15.01; 0.0810; 0.0155; 0.0804; 14.1517; True;1.29; 0.1554; 0.0321; 0.0034;0.0138; 0.0139; True;2.67;0.47328301000000006;0.102576558; 0.035857396; true;1.32;0.05883970200000001;0.003694306; 0.006682813; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut23.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut74.mata;0.1; 0.0819613; 0.022971; 0.0006; 0.0004;0.2;0.0873361;0.0139465; 0.0000734000; 0.0445897000; True;0.1; 0.079005; 0.029104;0.000181763;4.6538999999999996e-05; 7.604e-06; true;0.11; 0.0787923; 0.0294435;0.012549767;0.0004956870000000001;0.00042169; 0.000874583; true;0.11; 0.0803654; 0.0301013;0.002025269;0.001154205;0.0007269399999999999; 0.00253077; true;1.27; 0.1287; 0.0000; 0.0011; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.05; 0.0704; 0.0106; 0.0054;0.0014; 0.0015; True;TO;0.344826668;MISSING;MISSING;MISSING;1.27;0.089514729;0.008825037; 0.002708609; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut24.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut32.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.15; 0.11878; 0.0340701; 0.0005; 0.0001;0.2;0.11472109999999998;0.0136794; 0.0000760000; 0.0390561000; True;0.2; 0.181314; 0.0524346;1.66e-05;4.903e-06; 7.921e-06; true;0.24; 0.161248; 0.0651772;0.027755898;1.5927e-05;8.485e-06; 0.00747314; true;0.25; 0.158864; 0.0516188;0.004441617;0.000639722;0.000421149; 0.0373011; true;1.23; 0.2377; 0.0000; 0.0000; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.37; 0.2407; 0.0374; 0.0003;0.06570000000000001; 0.0659; True;3.58;0.672877037;0.067687067; 0.072135469; true;1.73;0.080234548;0.002957699; 0.151370346; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut11.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut38.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut71.mata;0.07; 0.0916734; 0.0307005; 0.0013; 0.0009;0.18;0.08068090000000001;0.013825; 0.0000707000; 0.0438713000; True;0.04; 0.03565; 0.0133362;0.000179785;4.8107e-05; 5.693e-06; true;0.09; 0.0661463; 0.023432;0.009239255;0.001175003;0.0022549720000000005; 0.00202888; true;0.09; 0.0636373; 0.0222685;0.001500337;0.001410998;0.001073461; 0.00324917; true;1.22; 0.1024; 0.0000; 0.0023; 0.0000; 0.0000; True;10.11; 0.0983; 0.0126; 1.0427; 8.1119; True;1.2; 0.0984; 0.0156; 0.0250;0.008; 0.0081; True;2.52;0.3822692790000001;0.10139141200000001; 0.026479178; true;1.24;0.05724549100000001;0.00978931; 0.010799395; true
