name;mata-runtime;mata-mataparsing;mata-concat;mata-trim;mata-emptiness_check;mata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-concat;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-concat;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-concat;pyfado-emptiness;pyfado-result;java-brics-runtime;java-brics-construction;java-brics-concat;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07338-1.mata;0.0; 9.2399e-05;0.000596155;0.000412663; 5.9151e-05; false;0.01; 8.1562e-05; 7.989e-06;0.005597144;0.003950331; 0.00183867; false;1.05; 0.0064; 0.0000;0.0053;0.0011; 0.0004; False;2.29; 0.0063; 0.0001;1.1877; 0.0440; False;0.97; 0.005081767;0.019794164; 2.7865E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-1.mata;1.4; 0.00608426;0.531842192;0.104771292; 0.012923; false;5.01; 0.0115322; 0.000943045;2.1113504499999998;2.12783647; 0.997844; false;3.18; 0.0146; 0.0000;1.8005;0.5626; 0.0440; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.22; 0.039795555;0.433904189; 2.4148E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-2.mata;0.0; 5.4616e-05;0.000293441;0.000182539; 3.6908e-05; false;0.01; 8.2163e-05; 7.699e-06;0.005401628;0.0038230490000000002; 0.00171877; false;1.03; 0.0062; 0.0000;0.0051;0.0011; 0.0004; False;1.83; 0.0064; 0.0001;0.722; 0.0425; False;0.69; 0.004176087;0.017665068000000003; 2.7094E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07380-3.mata;0.68; 0.00360442;0.232609035;0.064915505; 0.00623466; false;1.86; 0.00379969; 0.00024659;0.7017974600000001;0.8643849920000001; 0.395531; false;3.05; 0.0100; 0.0000;1.1956000000000002;1.1135; 0.0331; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.94; 0.026561336;0.36581332499999997; 2.4047E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07416-1.mata;0.04; 0.000328998;0.015372408;0.003909453; 0.000356104; false;0.14; 0.000336418; 2.8902e-05;0.062544821;0.052694057; 0.0283269; false;1.13; 0.0068; 0.0000;0.0858;0.015000000000000001; 0.0034; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.84; 0.006822629;0.060359016999999994; 4.0186E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-1.mata;0.92; 0.00515013;0.338198192;0.06949714700000001; 0.0042242; false;2.4; 0.00522987; 0.000395746;0.9629518400000001;1.022063269; 0.528404; false;2.45; 0.0117; 0.0000;1.5712;0.16820000000000002; 0.0324; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.16; 0.034453494;0.38491810000000004; 2.8448E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-2.mata;0.0; 0.000264515;0.0006300959999999999;0.000328114; 5.9154e-05; false;0.01; 8.5055e-05; 9.075e-06;0.00559222;0.0039110049999999995; 0.00185055; false;1.09; 0.0062; 0.0000;0.0052;0.0013; 0.0004; False;2.33; 0.0063; 0.0001;1.1733; 0.0839; False;0.91; 0.005349554;0.020017916; 3.3419E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07504-3.mata;0.2; 0.00183538;0.081657222;0.013146378; 0.000650192; false;0.73; 0.00176281; 0.000170735;0.36714529900000004;0.269022437; 0.139238; false;1.45; 0.0091; 0.0000;0.3957;0.0194; 0.0067; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.06; 0.024314501;0.061050685; 3.2062E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-1.mata;0.0; 7.9427e-05;0.000570606;0.00034302; 7.1646e-05; false;0.01; 7.997e-05; 8.859e-06;0.005535766000000001;0.003885475; 0.00181235; false;0.99; 0.0060; 0.0000;0.0047;0.0011; 0.0004; False;2.23; 0.0062; 0.0001;1.158; 0.0827; False;0.86; 0.005385528;0.019434355; 1.7649E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance07553-2.mata;0.31; 0.00189175;0.111695231;0.022266995; 0.00309283; false;0.77; 0.00188227; 0.000142303;0.334434357;0.312455845; 0.158521; false;1.75; 0.0089; 0.0000;0.4913;0.21610000000000001; 0.0160; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.36; 0.024079327;0.188865074; 2.1757E-5; false
