name;automata-runtime;mata-runtime;mata-mataparsing;mata-compl;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-construction;vata-compl;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-construction;awali-compl;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-complement;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-determinization;pyfado-complement;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-determinization;pyautomata-lib-complement;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-compl;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00279-1.mata;ERR;0.0; 7.0822e-05; 3.5142e-05; 3.635e-06; 7.39e-07; false;0.0; 0.000410565; 5.5737e-05; 9.2493e-05; 4.266e-06; 3.077e-06; false;0.0; 6.3807e-05; 6.621e-06; 0.00039871; 0.00031038; 2.7129e-05; false;1.28; 0.0067; 0.0000; 0.0001; 0.0000; 0.0000; False;0.85; 0.0054; 0.0001; 0.0001; 0.0001; 0.0000; False;0.99; 0.0061; 0.0002; 0.0003; 0.0004; 0.0001; False;1.01; 0.097907264; 0.017407072; 0.002064511; false;0.92; 0.006844868; 0.002397167; 3.6564E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-1.mata;ERR;0.0; 9.2877e-05; 2.6116e-05; 3.695e-06; 7.21e-07; false;0.0; 8.8735e-05; 6.8799e-05; 3.9134e-05; 5.357e-06; 2.696e-06; false;0.0; 0.000107202; 9.866e-06; 0.000639827; 0.000455911; 3.5579e-05; false;1.02; 0.0044; 0.0000; 0.0001; 0.0000; 0.0000; False;1.16; 0.0060; 0.0001; 0.0001; 0.0002; 0.0000; False;1.01; 0.0048; 0.0001; 0.0002; 0.0002; 0.0000; False;1.17; 0.066911475; 0.018930406; 0.002408701; false;0.93; 0.005915713; 0.00236551; 2.8639E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance00296-2.mata;ERR;0.0; 0.000331533; 1.6686e-05; 2.573e-06; 5.19e-07; false;0.0; 5.6505e-05; 3.8094e-05; 2.425e-05; 2.464e-06; 1.733e-06; false;0.0; 6.6172e-05; 9.304e-06; 0.000405981; 0.000309658; 2.3766e-05; false;1.01; 0.0140; 0.0000; 0.0001; 0.0000; 0.0000; False;1.25; 0.0063; 0.0001; 0.0001; 0.0001; 0.0000; False;1.09; 0.0063; 0.0002; 0.0003; 0.0004; 0.0001; False;0.99; 0.070375362; 0.02746582; 0.002471377; false;1.01; 0.006362265; 0.002234915; 2.8158E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance01829-1.mata;ERR;0.0; 7.9478e-05; 2.175e-05; 4.453e-06; 7.34e-07; false;0.0; 6.8764e-05; 4.0914e-05; 2.6682e-05; 2.924e-06; 1.916e-06; false;0.0; 8.4835e-05; 1.2426e-05; 0.000583733; 0.000473828; 3.1983e-05; false;1.14; 0.0062; 0.0000; 0.0001; 0.0000; 0.0000; False;1.19; 0.0065; 0.0001; 0.0001; 0.0002; 0.0000; False;1.15; 0.0064; 0.0002; 0.0003; 0.0004; 0.0000; False;1.03; 0.094776839; 0.035094255; 0.002658393; false;0.83; 0.005995064; 0.00200003; 4.9315E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02090-1.mata;ERR;0.0; 9.0532e-05; 2.4051e-05; 3.478e-06; 6.21e-07; false;0.0; 8.1072e-05; 5.5541e-05; 3.701e-05; 4.336e-06; 2.993e-06; false;0.0; 0.00010699; 9.782e-06; 0.00059748; 0.00044401; 3.3725e-05; false;1.2; 0.0061; 0.0000; 0.0001; 0.0000; 0.0000; False;1.04; 0.0044; 0.0001; 0.0001; 0.0001; 0.0000; False;1.23; 0.0064; 0.0002; 0.0002; 0.0004; 0.0000; False;1.11; 0.056615594; 0.028445015; 0.00308319; false;0.95; 0.005646697; 0.002508937; 3.0612E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-1.mata;ERR;0.0; 5.7174e-05; 1.5312e-05; 3.05e-06; 5.2e-07; false;0.0; 5.534e-05; 3.8838e-05; 2.6087e-05; 3.339e-06; 2.442e-06; false;0.0; 9.1048e-05; 1.4136e-05; 0.000597619; 0.000456813; 3.5692e-05; false;0.98; 0.0066; 0.0000; 0.0001; 0.0000; 0.0000; False;1.16; 0.0060; 0.0001; 0.0001; 0.0002; 0.0000; False;1.05; 0.0049; 0.0001; 0.0002; 0.0002; 0.0000; False;0.92; 0.047165975; 0.014548706; 0.002297388; false;1.02; 0.005428219; 0.01169873; 3.1396E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-10.mata;ERR;0.0; 0.000459495; 2.3854e-05; 3.881e-06; 8.93e-07; false;0.0; 9.2144e-05; 5.8113e-05; 3.9938e-05; 6.247e-06; 4.573e-06; false;0.0; 8.9956e-05; 1.0257e-05; 0.000604355; 0.000440591; 3.5723e-05; false;1.23; 0.0060; 0.0000; 0.0001; 0.0000; 0.0000; False;1.24; 0.0061; 0.0001; 0.0001; 0.0001; 0.0000; False;1.24; 0.0061; 0.0002; 0.0002; 0.0004; 0.0001; False;0.86; 0.050008771; 0.015263644; 0.0019177; false;0.8; 0.010172921; 0.002236181; 2.7887E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-2.mata;ERR;0.0; 9.1389e-05; 2.3786e-05; 4.271e-06; 1.103e-06; false;0.0; 8.788e-05; 5.6991e-05; 3.889e-05; 1.7737e-05; 4.338e-06; false;0.0; 8.8264e-05; 9.105e-06; 0.00056533; 0.000414843; 3.5832e-05; false;1.16; 0.0065; 0.0000; 0.0001; 0.0000; 0.0000; False;1.27; 0.0061; 0.0001; 0.0001; 0.0001; 0.0000; False;1.22; 0.0057; 0.0002; 0.0002; 0.0003; 0.0000; False;0.83; 0.069699649; 0.021480447; 0.002008116; false;0.82; 0.00572959; 0.002062935; 2.5152E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-3.mata;ERR;0.0; 6.0167e-05; 1.7239e-05; 2.628e-06; 5.17e-07; false;0.0; 6.2943e-05; 4.1206e-05; 3.6776e-05; 2.597e-06; 1.739e-06; false;0.0; 6.2255e-05; 6.755e-06; 0.000656142; 0.000312508; 2.313e-05; false;1.14; 0.0149; 0.0000; 0.0001; 0.0000; 0.0000; False;1.0; 0.0044; 0.0001; 0.0001; 0.0001; 0.0000; False;1.1; 0.0048; 0.0001; 0.0002; 0.0003; 0.0001; False;1.02; 0.061786562; 0.015524676; 0.001959822; false;0.9; 0.005708281; 0.002435116; 2.822E-5; false
/home/experiments/nfa-bench/benchmarks/z3-noodler/automatark/complement/instance02993-4.mata;ERR;0.0; 8.5253e-05; 5.28e-05; 3.917e-06; 8.3e-07; false;0.0; 8.9452e-05; 6.8242e-05; 3.8398e-05; 3.777e-06; 3.039e-06; false;0.0; 9.9354e-05; 8.509e-06; 0.000638663; 0.00115383; 4.2837e-05; false;1.11; 0.0062; 0.0000; 0.0001; 0.0000; 0.0000; False;1.11; 0.0062; 0.0001; 0.0001; 0.0002; 0.0000; False;1.03; 0.0074; 0.0002; 0.0003; 0.0004; 0.0001; False;1.0; 0.041969851; 0.01037244; 0.001333735; false;0.96; 0.006207482; 0.002473054; 2.57E-5; false
