name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection;mata-bin-emptiness_check;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;2.24; 0.40451; 0.150034; 1.7148; 0.1787;16.41;0.2553665; 17.0010398000; 0.0006423000; 0.0001408000; False;2.5; 0.510871; 0.141923; 1.85587; 0.509474; 0.000437784; false;14.75; 0.501605; 0.136071;0.0364714; 8.50068; 5.11259; 1.42483; false;10.46; 0.283258; 0.0942664;0.00299993; 4.0689; 5.72168; 0.105701; false;11.01; 0.4048; 0.0000; 8.1297; 2.4260; 0.0090; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;29.74;0.109493293; 13.232658166; 4.2276E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;2.48; 0.498842; 0.13754; 1.9940; 0.2139;24.49;0.3523065; 25.8208073000; 0.0011268000; 0.0002501000; False;2.45; 0.488257; 0.134885; 1.66165; 0.462765; 0.000375016; false;15.95; 0.46764; 0.155639;0.0325026; 9.20212; 5.59266; 1.65168; false;12.53; 0.297285; 0.113295;0.00280329; 4.47117; 7.01988; 0.139318; false;14.92; 0.7843; 0.0000; 11.3607; 2.9276; 0.0029; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;34.39;0.123930499; 14.588675269; 3.3115E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;3.41; 0.579275; 0.144343; 2.6952; 0.2990;29.82;0.2722718; 29.9834164000; 0.0016966000; 0.0003970000; False;2.64; 0.488013; 0.137152; 1.85074; 0.443456; 0.000825149; false;20.57; 0.560259; 0.181681;0.0751539; 10.8485; 8.24503; 2.19236; false;19.7; 0.366187; 0.100697;0.0033085199999999997; 7.76956; 10.9139; 0.154607; false;16.13; 0.6222; 0.0000; 13.4622; 3.3245; 0.0029; False;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;37.91;0.11386435; 16.299586691; 4.3991E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.08; 0.106205; 0.0264399; 0.0266; 0.0002;0.28;0.0879459; 0.1540011000; 0.0000982000; 0.0001510000; True;0.08; 0.0749108; 0.0202617; 0.0147396; 0.00654754; 1.686e-06; true;0.21; 0.0583443; 0.0217865;0.00265064; 0.0598863; 0.0906138; 2.9e-06; true;0.16; 0.0606555; 0.0201303;0.000506809; 0.0332579; 0.090614; 0.00030937; true;1.33; 0.0846; 0.0000; 0.0583; 0.0150; 0.0000; True;50.84; 0.0857; 0.0080; 39.7061; 10.7741; True;TO;TO;1.52;0.050442755000000006; 0.180030359; 4.4038E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;1.9; 0.292615; 0.0814325; 1.2585; 0.2476;26.18;0.2446375; 27.1116703000; 0.0001123000; 0.0001615000; True;2.78; 0.563441; 0.145237; 1.88019; 0.520008; 1.85e-06; true;17.67; 0.375576; 0.155169;0.0399037; 11.3791; 6.86514; 2.515e-06; true;17.58; 0.54768; 0.141926;0.00503854; 7.05803; 10.0731; 0.03272; true;16.73; 0.4092; 0.0000; 13.1795; 4.0132; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;39.37;0.191668815; 16.94826505; 4.8831E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.1; 0.0479196; 0.0187972; 0.0291; 0.0061;0.4;0.06355809999999999; 0.3121666000; 0.0001136000; 0.0001683000; True;0.09; 0.0897722; 0.0473774; 0.019316; 0.0103999; 1.802e-06; true;0.42; 0.0631874; 0.0251947;0.00405555; 0.157062; 0.208883; 2.576e-06; true;0.36; 0.083111; 0.0256935;0.000636424; 0.0982159; 0.167584; 0.00223972; true;1.53; 0.1284; 0.0000; 0.1604; 0.0513; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;2.22;0.08373861099999999; 0.572453035; 3.5874E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.2; 0.100942; 0.0265378; 0.0509; 0.0117;0.52;0.0636227; 0.4690541000; 0.0000781000; 0.0001328000; True;0.21; 0.11523; 0.0387071; 0.0574299; 0.0244347; 2.031e-06; true;0.68; 0.11723; 0.0365731;0.00444123; 0.292194; 0.307952; 3.258e-06; true;0.47; 0.0785696; 0.0223642;0.000623806; 0.133234; 0.26208; 0.00351417; true;1.79; 0.1666; 0.0000; 0.3048; 0.0828; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;2.81;0.039413747; 0.763121553; 3.8257E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.29; 0.130986; 0.0328144; 0.0971; 0.0180;1.11;0.11344349999999999; 0.9390509000; 0.0000812000; 0.0001452000; True;0.26; 0.139003; 0.042285; 0.0758606; 0.0347103; 1.726e-06; true;1.17; 0.144899; 0.0380303;0.00754722; 0.487318; 0.619767; 2.76e-06; true;1.0; 0.141346; 0.0384025;0.0013981710000000001; 0.295019; 0.519124; 0.00672532; true;1.88; 0.2045; 0.0000; 0.4900; 0.1249; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;3.81;0.051275931; 1.068717591; 2.9787E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.35; 0.156395; 0.0384061; 0.1335; 0.0065;1.4;0.1219876; 1.3629865000; 0.0000879000; 0.0001433000; True;0.38; 0.183644; 0.0640353; 0.168314; 0.0580494; 1.581e-06; true;1.71; 0.176274; 0.0484037;0.01055143; 0.957911; 0.780393; 2.682e-06; true;1.16; 0.122703; 0.0390381;0.001713765; 0.399245; 0.58782; 0.00903437; true;2.26; 0.2411; 0.0000; 0.7962; 0.1933; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;4.59;0.073699649; 1.412250131; 5.5518E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.46; 0.273774; 0.0512564; 0.2475; 0.0488;1.67;0.1733135; 1.5302975000; 0.0000605000; 0.0001041000; True;0.31; 0.182124; 0.0400258; 0.124554; 0.0499779; 2.297e-06; true;2.42; 0.254062; 0.0619878;0.01203805; 1.1054; 1.30501; 3.137e-06; true;1.53; 0.110621; 0.0368175;0.001051923; 0.472443; 0.883937; 0.0139625; true;2.77; 0.3221; 0.0000; 1.1377; 0.2851; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;TO;5.79;0.060215075; 1.9920174; 4.7758E-5; true
