name;automata-runtime;automata-construction;automata-uni;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-uni;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-uni;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-uni;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-union;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-union;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction;java-brics-uni;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;0.35;0.28973479999999996; 0.0141213000; 0.0023477000; 0.0003651000; False;0.75; 0.602728; 0.178285; 0.0031577; 0.00147536; 0.000191402; false;0.81; 0.60407; 0.161895;0.0416909; 0.0115799; 0.0152803; 0.0165689; false;0.73; 0.613912; 0.156596;0.00591536; 0.00559421; 0.0135007; 0.0139431; false;2.06; 0.8509; 0.0000; 0.0061; 0.0045; 0.0036; False;5.59; 0.7864; 0.6032; 2.4327; 0.6614; False;TO;TO;2.16;0.280623346; 0.018074271; 2.9668E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.16;0.1002566; 0.0073697000; 0.0002907000; 0.0001715000; False;0.09; 0.0745316; 0.0247292; 0.000313801; 0.000126814; 3.3949e-05; false;0.12; 0.0911263; 0.029731;0.00467841; 0.00145665; 0.0145183; 0.00107087; false;0.11; 0.122066; 0.0494881;0.0008403359999999999; 0.00123359; 0.00183288; 0.00133853; false;1.06; 0.0725; 0.0000; 0.0006; 0.0002; 0.0002; False;1.04; 0.0797; 0.0153; 0.0477; 0.0122; False;TO;TO;1.25;0.055731217; 0.002994038; 1.7706E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.17;0.1416578; 0.0203971000; 0.0004376000; 0.0001745000; False;0.13; 0.118412; 0.0315787; 0.000453557; 0.00015207; 4.4217e-05; false;0.15; 0.119452; 0.0326087;0.00599303; 0.00158555; 0.00151672; 0.00144093; false;0.14; 0.11864; 0.0350469;0.001134536; 0.00139081; 0.00225657; 0.00182897; false;1.42; 0.1689; 0.0000; 0.0012; 0.0004; 0.0005; False;1.08; 0.0993; 0.0148; 0.0541; 0.0126; False;TO;TO;1.27;0.062732966; 0.004176959; 2.6187E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.18;0.1185133; 0.0094930000; 0.0005457000; 0.0001900000; False;0.18; 0.165652; 0.0415086; 0.000625396; 0.000203365; 5.8027e-05; false;0.2; 0.23782; 0.0430389;0.00892815; 0.00258652; 0.00327067; 0.00310317; false;0.18; 0.14965; 0.0386923;0.001438955; 0.00171755; 0.00276561; 0.00239033; false;1.39; 0.2002; 0.0000; 0.0012; 0.0005; 0.0007; False;1.64; 0.2066; 0.0416; 0.1659; 0.0367; False;TO;TO;1.37;0.078212028; 0.004690069; 2.7226E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.18;0.1575553; 0.0117327000; 0.0005691000; 0.0001892000; False;0.21; 0.265513; 0.0659602; 0.000778585; 0.000309192; 7.0244e-05; false;0.23; 0.187126; 0.0476008;0.00974026; 0.00253626; 0.00252721; 0.0031011; false;0.22; 0.173196; 0.0480883;0.002039061; 0.00205697; 0.00312742; 0.0030788; false;1.48; 0.2870; 0.0000; 0.0016; 0.0007; 0.0008; False;1.84; 0.2853; 0.0576; 0.2305; 0.0499; False;TO;TO;1.5;0.117729074; 0.015575407; 5.0311E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.21;0.1496585; 0.0097345000; 0.0008791000; 0.0003001000; False;0.26; 0.210231; 0.0643939; 0.00100046; 0.000462587; 9.3718e-05; false;0.26; 0.238996; 0.06224;0.01145695; 0.00310469; 0.00408326; 0.00429622; false;0.27; 0.231854; 0.0623437;0.001984622; 0.00210328; 0.0037706; 0.00338763; false;1.52; 0.2977; 0.0000; 0.0025; 0.0013; 0.0012; False;2.11; 0.3072; 0.0781; 0.3640; 0.0705; False;TO;TO;1.46;0.06566714; 0.010666008; 2.7292E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.22;0.15465489999999998; 0.0129519000; 0.0008931000; 0.0002155000; False;0.3; 0.248589; 0.068009; 0.00105047; 0.000365469; 0.000100975; false;0.23; 0.199349; 0.0493968;0.00667044; 0.00192545; 0.00205617; 0.00165318; false;0.3; 0.242637; 0.0623087;0.0023355399999999997; 0.00215418; 0.00415621; 0.00383162; false;1.41; 0.3239; 0.0000; 0.0020; 0.0010; 0.0010; False;2.06; 0.3241; 0.0993; 0.4058; 0.0925; False;TO;TO;1.41;0.102956769; 0.00560071; 3.0806E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.21;0.166106; 0.0099059000; 0.0008814000; 0.0002078000; False;0.3; 0.279624; 0.069357; 0.00107539; 0.000396209; 0.000107642; false;0.34; 0.332443; 0.0683907;0.01501227; 0.00376617; 0.00534781; 0.00548875; false;0.33; 0.269295; 0.0752455;0.0026505499999999998; 0.00260202; 0.0052394; 0.00453186; false;1.54; 0.3599; 0.0000; 0.0022; 0.0013; 0.0012; False;2.34; 0.3580; 0.1264; 0.4853; 0.1163; False;TO;TO;1.29;0.076345068; 0.006626437; 2.9948E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.08;0.051024099999999996; 0.0052373000; 0.0001956000; 0.0001639000; False;0.03; 0.0212509; 0.0138835; 7.5357e-05; 4.5592e-05; 1.0036e-05; false;0.03; 0.0258147; 0.00991891;0.001430888; 0.000350238; 0.000317509; 0.000288665; false;0.03; 0.0196946; 0.0138623;0.000327747; 0.000863093; 0.00107658; 0.000513859; false;1.33; 0.0327; 0.0000; 0.0005; 0.0001; 0.0001; False;1.32; 0.0609; 0.0041; 0.0081; 0.0021; False;TO;TO;1.15;0.031867674; 0.003217295; 3.7536E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.24;0.1742002; 0.0143469000; 0.0010228000; 0.0002502000; False;0.34; 0.286294; 0.07714; 0.00113447; 0.000428671; 0.000127063; false;0.39; 0.296948; 0.0794549;0.018269; 0.00470607; 0.00720484; 0.00675868; false;0.35; 0.310775; 0.0708249;0.00275623; 0.00268012; 0.00514707; 0.00481264; false;1.62; 0.4009; 0.0000; 0.0027; 0.0017; 0.0014; False;2.43; 0.3903; 0.1500; 0.6597; 0.1407; False;TO;TO;1.5;0.102993866; 0.022100286; 4.0762E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.23;0.18838749999999999; 0.0112037000; 0.0014885000; 0.0002365000; False;0.37; 0.323577; 0.0782681; 0.00136941; 0.000523012; 6.3602e-05; false;0.44; 0.347276; 0.091673;0.0466753; 0.00524568; 0.0198818; 0.00715638; false;0.4; 0.316788; 0.0967753;0.00332669; 0.00302163; 0.00599194; 0.00611038; false;1.26; 0.3715; 0.0000; 0.0018; 0.0009; 0.0009; False;2.68; 0.4686; 0.1937; 0.8584; 0.1699; False;TO;TO;1.66;0.142091476; 0.008189657; 4.0899E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.29;0.2479354; 0.0173236000; 0.0019550000; 0.0003518000; False;0.45; 0.378847; 0.104962; 0.00151567; 0.000551343; 6.5041e-05; false;0.47; 0.365634; 0.0943445;0.021091; 0.00518145; 0.00688675; 0.00785092; false;0.45; 0.363694; 0.096143;0.00378602; 0.00354772; 0.00718723; 0.00620045; false;1.77; 0.5084; 0.0000; 0.0038; 0.0018; 0.0018; False;2.96; 0.5661; 0.2166; 0.9279; 0.2059; False;TO;TO;1.61;0.08440708499999999; 0.008515428; 2.4551E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;0.25;0.2127538; 0.0114784000; 0.0016314000; 0.0003353000; False;0.37; 0.332955; 0.0740373; 0.000773189; 0.000318683; 4.3717e-05; false;0.5; 0.388127; 0.114521;0.023458100000000003; 0.00578405; 0.00820665; 0.00876306; false;0.36; 0.273718; 0.13862;0.00350595; 0.00324997; 0.00720802; 0.00764891; false;1.68; 0.4873; 0.0000; 0.0042; 0.0019; 0.0017; False;2.54; 0.4396; 0.2081; 0.5452; 0.1259; False;TO;TO;1.55;0.087584334; 0.008730622; 2.4174E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.2;0.14996910000000002; 0.0073912000; 0.0045269000; 0.0002516000; False;0.29; 0.268841; 0.074883; 0.000811699; 0.000278895; 4.4882e-05; false;0.56; 0.432427; 0.11593;0.0298492; 0.00762102; 0.0118775; 0.00882213; false;0.32; 0.22762; 0.0923424;0.00397163; 0.00340209; 0.00689985; 0.00683247; false;1.24; 0.3170; 0.0000; 0.0022; 0.0013; 0.0013; False;2.99; 0.3521; 0.2693; 1.1995; 0.2862; False;TO;TO;1.73;0.090038383; 0.009174821; 2.5283E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;0.3;0.2418249; 0.0132021000; 0.0022996000; 0.0003250000; False;0.54; 0.447525; 0.135962; 0.00201229; 0.000800627; 9.6229e-05; false;0.59; 0.471493; 0.116634;0.0288541; 0.00721406; 0.00993832; 0.0107401; false;0.56; 0.45832; 0.153108;0.00464398; 0.00382199; 0.00853081; 0.0085288; false;1.79; 0.5997; 0.0000; 0.0038; 0.0025; 0.0024; False;3.96; 0.6205; 0.3423; 1.4156; 0.3344; False;TO;TO;1.48;0.104226893; 0.010120927; 2.925E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;0.16;0.133709; 0.0073095000; 0.0011235000; 0.0002371000; False;0.32; 0.259069; 0.089982; 0.00116426; 0.000516938; 5.9686e-05; false;0.44; 0.270162; 0.12887;0.0328406; 0.00810112; 0.0146761; 0.0139033; false;0.52; 0.40959; 0.123284;0.0045797500000000005; 0.00388013; 0.0218045; 0.00856189; false;1.3; 0.3967; 0.0000; 0.0029; 0.0018; 0.0018; False;3.92; 0.6280; 0.3048; 1.5951; 0.2622; False;TO;TO;1.8;0.220394391; 0.039874899; 3.1183E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;0.33;0.2708404; 0.0197189000; 0.0022767000; 0.0002765000; False;0.45; 0.374492; 0.129765; 0.0022556; 0.000843303; 9.9846e-05; false;0.45; 0.374884; 0.0912427;0.019718979999999997; 0.006907; 0.0115029; 0.0140009; false;0.52; 0.473321; 0.0829988;0.0025473600000000002; 0.00216868; 0.0047074; 0.00477681; false;1.79; 0.6582; 0.0000; 0.0068; 0.0042; 0.0049; False;4.25; 0.6198; 0.4077; 1.7011; 0.4599; False;TO;TO;1.8;0.13021653900000002; 0.01420811; 5.767E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;0.35;0.2888402; 0.0151120000; 0.0030681000; 0.0003972000; False;0.69; 0.607372; 0.153986; 0.00283422; 0.00140835; 0.00015948; false;0.44; 0.314366; 0.10321;0.020677099999999997; 0.00605392; 0.0109863; 0.0143385; false;0.47; 0.417898; 0.102766;0.00278416; 0.00241312; 0.00553927; 0.00555197; false;1.84; 0.7389; 0.0000; 0.0046; 0.0032; 0.0028; False;4.24; 0.5698; 0.4679; 2.0422; 0.4779; False;TO;TO;1.44;0.078218184; 0.009409208; 2.0406E-5; false
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;0.34;0.3004073; 0.0147777000; 0.0024201000; 0.0003602000; False;0.67; 0.570198; 0.156455; 0.00247682; 0.000916642; 0.000102955; false;0.73; 0.596629; 0.140614;0.035830100000000004; 0.00927083; 0.0148811; 0.0145063; false;0.67; 0.533795; 0.145117;0.00561975; 0.00481947; 0.0104829; 0.0107695; false;1.45; 0.4221; 0.0000; 0.0038; 0.0029; 0.0028; False;5.27; 0.7412; 0.5422; 2.3018; 0.6012; False;TO;TO;1.96;0.12873500300000001; 0.015385635; 2.9773E-5; false
