name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-automata_inclusion_naive;mata-bin-automata_inclusion_antichain;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-inclusion_check;automata-inclusion_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-inclusion_check;mata-inclusion_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-inclusion_check;vata-inclusion_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-inclusion_check;awali-inclusion_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-inclusion;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-inclusion;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-inclusion;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-intersection;java-automatalib-inclusion_check;java-automatalib-inclusion_result;java-brics-runtime;java-brics-construction;java-brics-intersection;java-brics-inclusion_check;java-brics-inclusion_result
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut25.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut29.mata;0.06; 0.0517104; 0.0151154; 0.0001; 0.0000;0.19;0.11144369999999998;0.013025199999999999; 0.0000522000; 0.0384573000; True;0.04; 0.062848; 0.0137938;3.3571e-05;9.474e-06; 6.033e-06; true;0.07; 0.0569696; 0.0223602;0.0054564470000000006;0.00022545499999999998;0.00021692899999999998; 0.00032537; true;0.04; 0.0306909; 0.0135369;0.000454495;0.000489359;0.000362428; 0.00074266; true;1.03; 0.0631; 0.0000; 0.0004; 0.0000; 0.0000; True;2.48; 0.1072; 0.0056; 0.1284; 1.0841; True;0.98; 0.0615; 0.0050; 0.0024;0.0009; 0.0010; True;1.56;0.180331991;0.04120587; 0.015707227; true;1.08;0.031465883;0.0033732930000000003; 0.001052278; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut46.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.11; 0.082761; 0.0347354; 0.0010; 0.0002;0.18;0.0979857;0.0088194; 0.0000553000; 0.0261528000; True;0.11; 0.102299; 0.0379907;0.000116946;2.3778999999999997e-05; 7.164e-06; true;0.15; 0.087292; 0.039463;0.020852011;0.000490431;0.000355292; 0.00739345; true;0.08; 0.0492856; 0.023863;0.001638367;0.000568833;0.00038763299999999997; 0.01393; true;1.26; 0.1629; 0.0000; 0.0007; 0.0000; 0.0000; True;54.14; 0.1637; 0.0335; 0.1588; 53.3089; True;1.36; 0.1636; 0.0261; 0.0045;0.0478; 0.0479; True;2.72;0.517426524;0.11696883400000001; 0.08018027; true;1.76;0.21816729;0.0034687019999999997; 0.065595289; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut16.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut33.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut47.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.02; 0.0174473; 0.00508433; 0.0004; 0.0000;0.17;0.0714835;0.0133288; 0.0000707000; 0.0344351000; True;0.04; 0.0321132; 0.0145215;4.2476e-05;1.4178e-05; 5.677e-06; true;0.04; 0.0319966; 0.0144685;0.003172829;0.000118049;0.00011182600000000001; 0.000341611; true;0.02; 0.0169136; 0.00930677;0.00027826;0.00040399;0.000313608; 0.000653459; true;1.09; 0.0669; 0.0000; 0.0003; 0.0000; 0.0000; True;1.48; 0.0409; 0.0020; 0.0512; 0.5642; True;1.1; 0.0495; 0.0059; 0.0027;0.0017000000000000001; 0.0019; True;1.27;0.14525206999999998;0.048793246; 0.022419108; true;1.19;0.039974434;0.003982081; 0.001837834; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut42.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut70.mata;0.05; 0.0401131; 0.013086; 0.0017; 0.0015;0.14;0.06092300000000001;0.027870500000000003; 0.0000721000; 0.0235705000; True;0.06; 0.0508791; 0.0246282;0.0008619980000000001;0.00029482600000000004; 4.978e-06; true;0.12; 0.0874781; 0.0311097;0.009550968000000002;0.008181000999999999;0.007324313000000001; 0.000913954; true;0.1; 0.0634135; 0.0304896;0.0008927680000000001;0.004226283000000001;0.005570862; 0.00188787; true;1.26; 0.1427; 0.0000; 0.0065; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.92; 0.0811; 0.0077; 0.0590;0.0013000000000000002; 0.0013; True;1.7;0.234817921;0.05604683; 0.013117173; true;1.28;0.05183219;0.026294961; 0.001655101; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut51.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.11; 0.0842326; 0.0275538; 0.0021; 0.0017;0.21;0.09206079999999998;0.026498999999999998; 0.0000690000; 0.0455030000; True;0.11; 0.0866704; 0.033188;0.0011585369999999998;0.00039544299999999993; 6.353e-06; true;0.14; 0.0866858; 0.0323602;0.012845206000000001;0.004774672;0.00663642; 0.00266724; true;0.13; 0.0884754; 0.0344054;0.002833563;0.004878719;0.004466416000000001; 0.00308851; true;1.17; 0.1604; 0.0000; 0.0036; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.24; 0.1593; 0.0194; 0.0586;0.005999999999999999; 0.0061; True;1.99;0.302867488;0.06284363500000001; 0.019667311; true;1.33;0.07284202199999999;0.020091285; 0.003623714; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut17.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut18.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata;0.18; 0.0731389; 0.0207382; 0.0881; 0.0074;0.22;0.08846979999999999;0.039842600000000006; 0.0003725000; 0.0427598000; True;0.1; 0.0778076; 0.0271202;0.003124063;0.0009430440000000001; 0.00166191; true;0.16; 0.0784133; 0.0272129;0.010417318;0.013498082;0.014643196; 0.018639; true;0.12; 0.0778426; 0.0274174;0.00167501;0.010241868;0.010821453; 0.00476198; true;1.16; 0.1375; 0.0000; 0.0147; 0.0021; 0.0019; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.2; 0.1386; 0.0155; 0.2805;0.6960000000000001; 0.7437; True;2.12;0.237788936;0.17650996800000002; 0.040373381; true;1.21;0.071525169;0.004468842000000001; 9.03334E-4; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut2.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut26.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut27.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut59.mata;0.02; 0.0160255; 0.0047101; 0.0007; 0.0002;0.15;0.0614635;0.0136424; 0.0000810000; 0.0343705000; True;0.02; 0.0161898; 0.0101442;0.000181995;3.6525e-05; 6.049e-06; true;0.02; 0.016396; 0.0100491;0.002488157;0.000480141;0.0005791549999999999; 0.000310738; true;0.03; 0.0163543; 0.0100038;0.000391821;0.001067184;0.000866815; 0.000819136; true;1.05; 0.0376; 0.0000; 0.0005; 0.0000; 0.0000; True;2.1; 0.0385; 0.0024; 0.1051; 0.9285; True;1.08; 0.0384; 0.0045; 0.0050;0.0015; 0.0017; True;1.48;0.152589557;0.05278564299999999; 0.008625757; true;1.12;0.039723048;0.00273557; 0.001051735; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut55.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.05; 0.0372686; 0.00813135; 0.0023; 0.0010;0.18;0.0771676;0.0173109; 0.0000786000; 0.0390139000; True;0.05; 0.0372898; 0.013743;0.001042779;0.000170967; 1.1482e-05; true;0.05; 0.038073; 0.0139806;0.0024395709999999998;0.003342828;0.0038783430000000002; 0.000867686; true;0.05; 0.0379823; 0.0135875;0.00040655499999999996;0.0026295349999999997;0.0023201769999999997; 0.000958027; true;1.11; 0.0736; 0.0000; 0.0023; 0.0002; 0.0000; True;3.84; 0.0718; 0.0029; 0.5470; 2.2171; True;1.14; 0.0708; 0.0046; 0.0248;0.0083; 0.0086; True;1.71;0.206950068;0.048889891; 0.022168008; true;1.23;0.052687152;0.005686219; 0.001715525; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut20.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut50.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut58.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut63.mata;0.05; 0.0468716; 0.00973979; 0.0003; 0.0002;0.2;0.0835533;0.0140651; 0.0000771000; 0.0478699000; True;0.05; 0.0482819; 0.0152878;0.000134216;4.3132e-05; 8.005e-06; true;0.06; 0.0486571; 0.0153952;0.002157661;0.00038138900000000004;0.000615525; 0.000471323; true;0.06; 0.0486545; 0.0155332;0.00041964;0.000864411;0.000875643; 0.00152518; true;1.14; 0.0835; 0.0000; 0.0005; 0.0000; 0.0000; True;4.02; 0.0824; 0.0026; 0.1835; 2.7280; True;1.18; 0.0833; 0.0043; 0.0033;0.0018000000000000002; 0.0018; True;1.99;0.240484624;0.07348086699999999; 0.008463039; true;1.26;0.063040604;0.004343672000000001; 0.004560748; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut30.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut34.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut69.mata;0.51; 0.361867; 0.12129; 0.0220; 0.0178;0.31;0.2012618;0.0201789; 0.0000833000; 0.0397326000; True;0.49; 0.396795; 0.124056;0.0048632200000000006;0.000930498; 8.461e-06; true;0.68; 0.391376; 0.124241;0.083695381;0.021246256999999998;0.041586132; 0.0530811; true;1.38; 0.391986; 0.122468;0.011346098;0.012458188;0.013530146; 0.863621; true;1.75; 0.6729; 0.0000; 0.0354; 0.0001; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;5.4; 0.7450; 0.0904; 0.6141;3.0058000000000002; 3.0067; True;TO;0.13982367299999998;MISSING;MISSING;MISSING;2.7;0.178259004;0.0028867680000000005; 0.494446194; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut31.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut44.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut66.mata;0.03; 0.0189208; 0.00682925; 0.0014; 0.0009;0.16;0.06793510000000001;0.0163067; 0.0000706000; 0.0383376000; True;0.02; 0.019431; 0.0122845;0.0007523059999999999;0.00015006699999999998; 7.083e-06; true;0.04; 0.0211691; 0.0120169;0.00378831;0.003438446;0.0038926160000000002; 0.000793496; true;0.04; 0.0195641; 0.0120437;0.0006842490000000001;0.002548327;0.005297133; 0.00130418; true;1.12; 0.0466; 0.0000; 0.0022; 0.0000; 0.0000; True;11.33; 0.0456; 0.0036; 1.2491; 9.1390; True;1.13; 0.0482; 0.0064; 0.0267;0.0018000000000000002; 0.0019; True;1.54;0.167990765;0.038704235000000003; 0.009122258; true;1.2;0.032948961;0.003643329; 0.001889042; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut28.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut41.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut48.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut64.mata;0.09; 0.143409; 0.0462523; 0.0011; 0.0006;0.19;0.09118749999999999;0.0141408; 0.0000776000; 0.0400147000; True;0.09; 0.0755313; 0.0259575;0.0004934200000000001;0.000108355; 7.223e-06; true;0.11; 0.0855347; 0.0285208;0.009859198;0.0018968549999999998;0.005432582; 0.00448393; true;0.11; 0.111785; 0.026044;0.0014922389999999998;0.0017186019999999998;0.0015027410000000001; 0.0146084; true;1.0; 0.0783; 0.0000; 0.0011; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.87; 0.0761; 0.0074; 0.0078;0.0143; 0.0144; True;2.07;0.341931659;0.046315021; 0.049929036; true;1.37;0.17292373400000002;0.003096437; 0.050508417; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut14.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut49.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut61.mata;0.13; 0.0706643; 0.010922; 0.0623; 0.0048;0.19;0.0850329;0.0153299; 0.0001349000; 0.0404060000; True;0.07; 0.0607042; 0.0175182;0.000514546;0.000138781; 0.000146884; true;0.08; 0.0612689; 0.0177308;0.002237684;0.0016856050000000002;0.002119675; 0.00229713; true;0.08; 0.0604968; 0.0177019;0.000395692;0.001765641;0.001837185; 0.00143679; true;1.19; 0.1081; 0.0000; 0.0108; 0.0018; 0.0002; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.66; 0.1015; 0.0042; 0.1416;0.3674; 0.3695; True;1.69;0.19700824;0.060758725; 0.018941576; true;1.09;0.035511844;0.004848895; 0.001819402; true
/home/experiments/nfa-bench/benchmarks/email_filter/aut0.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut3.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut21.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut22.mata,/home/experiments/nfa-bench/benchmarks/email_filter/aut72.mata;0.07; 0.0525755; 0.0170339; 0.0027; 0.0014;0.21;0.1067788;0.0143707; 0.0000839000; 0.0403705000; True;0.13; 0.105523; 0.0358303;0.0008080190000000001;0.000140473; 7.29e-06; true;0.16; 0.110662; 0.0367233;0.015597106;0.002946905;0.003974888; 0.00437492; true;0.16; 0.10934; 0.0358122;0.0023779760000000004;0.002518809;0.00197663; 0.0177583; true;0.93; 0.1082; 0.0000; 0.0018; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;0.93; 0.1074; 0.0109; 0.0185;0.0162; 0.0180; True;2.46;0.357561001;0.032611281; 0.084990317; true;1.53;0.076488265;0.004230141999999999; 0.070486141; true
