name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;automata-runtime;automata-construction;mata-runtime;mata-mataparsing;mata-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-300-rhs.mata;TO; 0.156903; 0.0436512;TO;0.1446935;TO; 0.186025; 0.061129;TO; 0.161508; 0.0471892;0.009261289999999998;TO; 0.136164; 0.034652;0.001289825;TO;TO;TO;TO;TO;0.05474726
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-350-rhs.mata;TO; 0.178855; 0.0495131;TO;0.137796;TO; 0.171914; 0.0562867;TO; 0.283459; 0.0520279;0.00969357;TO; 0.296902; 0.0553959;0.001729028;TO;TO;TO;TO;TO;0.066451526
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-400-rhs.mata;TO; 0.200624; 0.036516;TO;0.1613143;TO; 0.224191; 0.0909397;TO; 0.209244; 0.0583165;0.0113914;TO; 0.174758; 0.0400293;0.001167824;TO;TO;TO;TO;TO;0.139867203
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-450-rhs.mata;TO; 0.209509; 0.0553854;TO;0.1138911;TO; 0.438368; 0.145426;TO; 0.463432; 0.130166;0.02571311;TO; 0.485907; 0.146318;0.00229181;TO;TO;TO;TO;TO;0.067049041
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-50-rhs.mata;TO; 0.0231911; 0.00422645;TO;0.0774571;TO; 0.0563394; 0.0125616;TO; 0.0540155; 0.0235825;0.0015060479999999998;TO; 0.0277723; 0.0101282;0.000256402;TO;TO;TO;TO;TO;0.031495651
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-500-rhs.mata;TO; 0.348595; 0.0949282;TO;0.1018204;TO; 0.183689; 0.0641467;TO; 0.214891; 0.0859925;0.01472464;TO; 0.528466; 0.151291;0.00252759;TO;TO;TO;TO;TO;0.11764138499999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-550-rhs.mata;TO; 0.205857; 0.0656317;TO;0.19223990000000002;TO; 0.494866; 0.171302;TO; 0.287403; 0.0839633;0.018536570000000002;TO; 0.284923; 0.0917329;0.00315916;TO;TO;TO;TO;TO;0.081771968
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-600-rhs.mata;TO; 0.185358; 0.0555366;TO;0.18371300000000002;TO; 0.313274; 0.0908405;TO; 0.315348; 0.0903129;0.018072730000000002;TO; 0.520185; 0.11056;0.019475799999999998;TO;TO;TO;TO;TO;0.14110204599999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-650-rhs.mata;TO; 0.498953; 0.089611;TO;0.2901959;TO; 0.688647; 0.185117;TO; 0.401082; 0.0988489;0.0227262;TO; 0.702758; 0.19636;0.00361967;TO;TO;TO;TO;TO;0.088686516
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-700-rhs.mata;TO; 0.331742; 0.0692903;TO;0.2581544;TO; 0.618548; 0.165986;TO; 0.716325; 0.109032;0.021050199999999998;TO; 0.677045; 0.0772205;0.0020959;TO;TO;TO;TO;TO;0.155612794
